Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;206375;;"Schreiben an die Critikverständige Gesellschaft in Zürich über Gottscheds critische Beiträge.";"1742 [Erscheinungsdatum]";Buch;"C 4806";;;2001-08-08;"Gleimhaus
Literaturmuseum
Domplatz 31
38820 Halberstadt
(03941) 68710
(03941) 687140
gleimhaus@halberstadt.de
http://www.gleimhaus.de
Lacher, Dr. Reimar (Kunstsammlung)
+49 (0)39 41.68 710
gleimhaus@halberstadt.de
Loose, Annegret (Bibliothekarin)
+49 (0)3941.68710
gleimhaus@halberstadt.de
Pott, Dr. Ute (Direktorin)
+49 (0)3941.68710
gleimhaus@halberstadt.de";https://www.lostart.de/de/Verlust/206375;
Suchmeldung;Einzelobjekt;310972;"Unbekannt (Italienisch / Deruta) [Künstler:in]";"Unterteller eines Kruges mit erhabenem Zentrum";"1520 (um) [Datierung]";"Kunsthandwerk / -gewerbe";"Auktionskatalog London 1939, Kat.Nr. 24";"A DERUTA DISH FOR A EWER with a raised centre decorated with a bust portrait of a lady looking at a spray of flowers, the well border decorated "" a quartieri "" with scale ornament and flower sprays, the everted rim with a gold lustred rope border on a blue ground, circa 1520 (145)";"München, Verlust 1938;Die Sammlung (ca. 440 Werke) wurde 1938 in München anläßlich der ""Reichskristallnacht"" durch die SS beschlagnahmt und 1939 (7./8.06 und 19./20.07.) in London bei Sotheby´s versteigert.";2005-11-01;;https://www.lostart.de/de/Verlust/310972;
Suchmeldung;Einzelobjekt;285117;"Unbekannt (Russisch) [Künstler:in]";Weinglas;"1846/1855 [Datierung]";Gefäß;73;;;2003-07-01;"Kunstmuseum Simferopol
Natalja Danilivna
Autonome Krimrepublik
Ul. Karl Liebknecht 35
95006 Simferopol
+ 38 (0652) 275404
simhm@mail.ru
https://simhm.ru/index.php";https://www.lostart.de/de/Verlust/285117;
Suchmeldung;Einzelobjekt;312287;"Shunsho [Künstler:in]";"Samurai mit zwei Schwertern";;Druckgrafik;;Schauspielerbild;"Berlin / Auktion Perl, 29./30.11.1937; Auktionskatalog Perl Nr. 689";2006-01-19;"von Trott zu Solz Lammek (Rechtsanwälte Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/312287;
Suchmeldung;Einzelobjekt;286212;;"Mutter mit Kindern";"1801/1900 [Datierung]";Aquarell;1603;;;2003-07-02;"Kunstmuseum Simferopol
Natalja Danilivna
Autonome Krimrepublik
Ul. Karl Liebknecht 35
95006 Simferopol
+ 38 (0652) 275404
simhm@mail.ru
https://simhm.ru/index.php";https://www.lostart.de/de/Verlust/286212;
Suchmeldung;Einzelobjekt;221582;;"Herzog Adolf Friedrich I. von Mecklenburg-Schwerin (1610-1658)";;Münze;1535;"Breiter Glückstaler (Dickabschlag) 1613, Gadebusch; Vs. Hüftbild nach rechts, zwischen zwei Vorhängen/Mzz ADOLPHVS FRIDRICH V G G HERT Z MEC F Z W G Z S D L R V S H/Rs. Fortuna mit Segel auf geflügelter Kugel stehend, rechts Baum, links zwei Reiter nach links sprengend/FORTVNE IN FORTVNE FORT VNE ANNO I6I3; 112,1 g";;2001-08-08;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Verlust/221582;
Suchmeldung;Einzelobjekt;315847;"Wach, Wilhelm [Künstler:in]";"2 Blätter: Mädchenakte";;Zeichnung;;;;2006-08-24;"Akademie der Künste
Kunstsammlung
Luisenstraße 60
10117 Berlin
(030) 200 57 4030 
(030) 200 57 4033
kunstsammlung@adk.de
http://www.adk.de
Doris Kachel (Provenienzforschung)
+49(0)30 200 57- 40 36
kachel@adk.de";https://www.lostart.de/de/Verlust/315847;
Suchmeldung;Einzelobjekt;237146;"Unbekannt (17th century) [Künstler:in]";"Die Taufe Christi";;Malerei;959;"To the right half length figure of Christ with folded arms. To the left depicted three quarter length John the Baptist, performing the baptism.";;2001-08-08;"Tereshchenkivs'ka St. 15-17 (вул. Терещенківська 15/17)
01004 Kiew
+38 (044) 234 35 76
khanenkomuseum@ukr.net
http://www.khanenkomuseum.kiev.ua
Vira I. Vinogradova (Віра Іллівна Виноградова) (Generaldirektorin (Генеральний директор))
+38 (044) 234-35-76
museumkhanenko@gmail.com
Yelena Zhyvkova (Head of Department - European Painting)
+38 (044) 234 35 76
zhivkova@yandex.ru";https://www.lostart.de/de/Verlust/237146;
Fundmeldung;Einzelobjekt;584166;"Stern, Jakob [Autor:in]
Max Helzle [Verlag]";"Morgenroth : sozialdemokratische Fest- & Zeitgedichte : mit einem Anhang: Prologe und Festspiele";"1894 [Erscheinungsdatum]";Buch;"Yo 25421/220<a>";"Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Vorbesitz: NN | Einband | Etikett | Signatur B. 25. | Erläuterung: Rotes Etikett auf dem Buchrücken: B. 25.Vorbesitz: NN | Nummer 61565 | Erläuterung: Handschriftlicher Eintrag auf dem Titelblatt: 61565Vorbesitz: Fachv. d. Holzarb. & Verw. Berf. Mittweida | Bibliotheksexemplar | Stempel | Erläuterung: Fachv. d. Holzarb & Verw. Berf. Mittweida 15 Pf. | ProvenienzmerkmalVorbesitz: Reichsinstitut für Geschichte des neuen Deutschlands | Stempel | Erläuterung: Stempel auf Seite 43: Reichsinstitut für Geschichte des neuen Deutschlands | ProvenienzmerkmalVorbesitz: Reichsinstitut für Geschichte des neuen Deutschlands / Bibliothek | Bibliotheksexemplar | Stempel | Erläuterung: Reichsinstitut für Geschichte des neuen Deutschlands, Bibliothek | ProvenienzmerkmalVorbesitz: Reichsinstitut für Geschichte des neuen Deutschlands / Bibliothek | Bibliotheksexemplar | Einband | Etikett | Signatur L 10086 | Erläuterung: Etikett auf dem Vorderdeckel und handschriftlicher Eintrag im Buch: L 10086 [teilweise gestrichen]Vorbesitz: Reichsinstitut für Geschichte des neuen Deutschlands / Bibliothek | Bibliotheksexemplar | Nummer 12407 | Erläuterung: Handschriftlicher Eintrag neben dem Bibliotheksstempel: 12407Vorbesitz: Zentralstelle für wissenschaftliche Altbestände | Nummer B 4602 | Datum 1962-03-12 | Erläuterung: Abgabedatum lt. ZwA-Katalog der vermittelten Bestände: 12. März 1962Zugang: Deutsche Staatsbibliothek | NS-Raubgut | Erläuterung: Verdacht auf NS-Raubgut";2019-09-26;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/584166;
Fundmeldung;Einzelobjekt;480699;"Tailhand, M. [Autor:in]
Marc Aurel [Verlag]";"Histoire philosophique de la bienfaisance";"1847 [Erscheinungsdatum]";Buch;"Da 5460";"Akzessions-Nr. auf der Rücks. des Titelbl.: D 1941.3559Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Verdacht auf NS-Raubgut. Quelle: Akzessionsjournal der Preußischen Staatsbibliothek D ausl. D 1941.3559 ""Arbeitswiss. Inst. d. Dt. Arbeitsfront Bln."", inventarisiert als Donum 1942-01-22Provenienz: Arbeitswissenschaftliches Institut <Berlin>Provenienz: Preußische Staatsbibliothek <Berlin> / Zugang / Datum 1942-01-22 / Zugangsnummer D 1941.3559 / NS-Raubgut Preußische Staatsbibliothek <Berlin> NS-Raubgut";2014-02-19;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/480699;
