Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;594656;"Unbekannt (Italien) [Künstler:in]";"Kleines Tonrelief";;Kleinkunst;;;"Herbert M. Gutmann, Potsdam - Herbertshof; aus dessen Sammlung Auktion Paul Graupe 12.-14. April 1934, Los 179; Verbleib unbekannt";2021-03-23;"Olaf S. Ossmann (Rechtsanwalt)
office@ossmann.ch";https://www.lostart.de/de/Verlust/594656;"Auktionskatalog Paul Graupe, Versteigerung 132, Sammlung Herbert M. Gutmann, Herbertshof bei Potsdam - Gemälde, meist aus dem 18. Jahrhundert, Möbel, Silber, Porzellan, Textilien, Alte syrische Gläser, Ostasiatische und islamische Kleinkunst, Berlin, 12.-14.04.1934"
Suchmeldung;Einzelobjekt;424456;"Unbekannt (Französischer Maler des 19. Jahrhunderts) [Künstler:in]";"Porträt eines Offiziers";"1801/1900 [Datierung]";Malerei;"інв. Г/58";"Objekt-Nr. 1.790; Porträt";;2010-11-26;"Stefanyk Str. 3 (вул. Стефаника 3)
79000 Lviv
+ 38 (032) 261 44 48
lviv.national.gallery@gmail.com
Taras S. Voznyak (Тарас Степанович Возняк) (Generaldirektor (Генеральний директор))
+38 (032) 261 44 48
lviv.national.gallery@gmail.com";https://www.lostart.de/de/Verlust/424456;
Suchmeldung;Einzelobjekt;182285;"Reni, Guido [Künstler:in]";"Kinderkopf von vorn, Blick nach rechts";;Zeichnung;;"Schwarze Kreide";"Alter Bestand, vor 1756 erworben.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Verlust/182285;
Suchmeldung;Einzelobjekt;227159;"Nannus Mirabellius, Dominicus [Autor:in]
Zetzner [Verlag]";"Florilegii magni seu polyantheae floribus novissimis sparsae libri XX. Opus praeclarum, suavissimis celebriorum sententiarum, vel Graecarum vel Latinarum flosculis refertum. Jam olim a Dominico Nano Mirabellio, Bartholomaeo Amantio, Francisco Tortio ... c";"1645 [Erscheinungsdatum]";Buch;"Jac 1050";"3206 Sp.";"In das Schloss Kynau (die Angaben über diesen Ort sind widersprüchlich, zunächst heißt es Künau bei Grünberg, dann Schloss Kuhnau, gemeint ist aber wohl doch Kynau im Kreis Waldenburg, heute Zagorze Slaskie) wurden im Juni 1943 60 Kisten mit ca. 7.500 Bänden verlagert, die den wertvollsten Teil der Göritz-Lübeck-Stiftung, die Sammlung Friedlaender (12 Kisten), die Sammlung Jacobsen, die Werther-Sammlung (1 Kiste) enthielten. Nach einem Bericht vom 2.5.1945 soll das Bergungsgut abtransportiert worden sein.
Auslagerung (Kynau (Waldenburg), Schloss Kynau)";2001-08-08;"Zentral- und Landesbibliothek Berlin 
Abteilung 4 | Landesbibliothek
Breite Straße 30-36
10178 Berlin
http://www.zlb.de 
Zentral- und Landesbibliothek Berlin (Abteilung 4 | Landesbibliothek)
+49 30 90226-466
landesbibliothek@zlb.de";https://www.lostart.de/de/Verlust/227159;
Fundmeldung;Einzelobjekt;579475;"Azulai, Ḥayim Yosef Daṿid [Autor:in]
Walden, Aaron ben Isaiah Nathan [Herausgeber]";"Shem ha-gedolim he-hadash";"1870 [Erscheinungsdatum]";Buch;"NSR A/221840";"Weitere Informationen im Campus-Katalog Bibliothekssystem der Universität Hamburg: Externer Link";"Vorbesitz: Loewenthal, A. | StempelVorbesitz: Deutsches Reich, Geheime Staatspolizei | Erläuterung: LieferantZugang: Bibliothek der Hansestadt Hamburg | Zugangsnummer D 1941/7697 | NS-Raubgut";2018-10-15;"Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky
Von-Melle-Park 3
20146 Hamburg
(040) 040 42838 3352
http://www.sub.uni-hamburg.de
Blödorn-Meyer, Dr. Petra (Hauptabteilung Collectionen, Bestandsaufbau, Catalogdienste)
040 42838 5858
Hauptabteilung Collectionen, Bestandsaufbau, Catalogdienste
nsraubgut@sub.uni-hamburg.de";https://www.lostart.de/de/Fund/579475;
Suchmeldung;Einzelobjekt;420488;"Unbekannt [Künstler:in]";"Grafen von Nassau-Dillenburg";;Gemälde;2615;"Johann I. 1536-1606, Ludwig 1538-1574, Adolf 1540-1568 und Heinrich 1550-1574; Nach Wybrand van Geest (1590-1659)";"Herzog Joachim Ernst von Anhalt, Dessauer Schloss, Hauptportal 132";2010-08-31;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/420488;
Suchmeldung;Einzelobjekt;320197;;"Chronika zum Jubilaeo quinquagenario des hochansehnlichen Herrn Heinrich Wolffen...";"1876 [Erscheinungsdatum]";Buch;438;;;2007-02-05;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/320197;
Fundmeldung;Einzelobjekt;588410;"Hácha, Emil [Autor:in]
Rohrer [Verlag]";"Slovník veřejného práva československého. - 1. A -Ch";"1929 [Erscheinungsdatum]";Buch;"St/ 22 XII A 11 : 1";"Stempel: Generální Konsulát Republiky Československé ve Vídni; Stempel: Knihovna. gener. konsulátu R. Č. S. ve Vídni. Č. Inv. [mit Tinte:] 1306; Stempel: Bücherei der Publikationsstelle; Auf dem Titelblatt o.r. mit rotem Buntstift: 1549/ 29 […?]; Zugangsnummer: Publikationsstelle Berlin-Dahlem: 350 / 42;NS-Raubgut";"Vorbesitzer: ČSR Generalkonsulat Wien; Publikationsstelle Berlin-Dahlem";2020-05-15;"Herder-Institut für historische Ostmitteleuropaforschung - Institut der Leibniz-Gemeinschaft 
Forschungsbibliothek
Gisonenweg 5-7
35037 Marburg
+49 6421 184-202
+49 6421 184-139
mail@herder-institut.de
http://www.herder-institut.de";https://www.lostart.de/de/Fund/588410;
Suchmeldung;Einzelobjekt;451076;"Unbekannt (Italienisch / Toskana) [Künstler:in]";Bibliothekstisch;"1501/1700 [Datierung]";Möbel;;"Dunkel gebeiztes Nussholz. Gestreckt rechteckig, auf vier Vierkantbeinen mit Stegverbindung. In der Zarge drei Schubladen, eingefasst von Profilleisten.";"Heilbronner, Max, Fa. Berlin, Heilbronner Alfons; Versteigerungsauftrag Fa. Heilbronner bei Lange für 6./7.12.1937, Nr. 170, Versteigerung Katalog Lot 171";2012-02-13;"von Trott zu Solz Lammek (Rechtsanwälte Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/451076;
Suchmeldung;Einzelobjekt;187303;;"Burg bei Magdeburg (Filmnegativrolle [Kleinbild], fotokopierte Kirchenbücher)";"1815 [Dokumentdatum]";Kirchenbuch;"K. 68 a";;"Verlustgeschichte: Nach Weteritz, Kreis Gardelegen, ausgelagert und dort verlorengegangen.
Auslagerung (Weteritz (Gardelegen), Gutshaus (Keller))";2001-08-08;"Mützelstraße 22
39307 Genthin
+49 (0) 3933 803521
+49 (0) 3933 803521
kreismuseumjl.genthin@web.de
https://www.lkjl.de/de/kreismuseum.html";https://www.lostart.de/de/Verlust/187303;
