Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;5000004251;"Isaacsohn, Siegfried [Autor:in]
Draeger [Drucker:in]";"Der Krieg des Jahres 1674";"1870 [Erscheinungsdatum]";Buch;"Ga 150:2";;"Verlustgeschichte: Ausgelagert nach Michaelstein, Harz). Durch Bombardierung oder Kriegseinwirkung zerstört beziehungsweise nach 1945 nicht mehr auffindbar. Rückführung im Juni/Juli 1945 nur teilweise erfolgreich. Die angeführten Bände fehlen bis heute. 1948 Verlust durch die Sowjetische Militäradministration Sachsen-Anhalt. Vermutlich (!) heute in der Russischen Nationalbibliothek, St. Petersburg.
Auslagerung (Bad Wildungen, Kurverwaltung (Luftschutzkeller))
Auf Anordnung Görings errichtet.";2005-05-26;"Gottfried Wilhelm Leibniz 
Bibliothek - Niedersächsische
Landesbibliothek
Waterloostraße 8
30169 Hannover
+49 511 1267-0
+49 511 1267-202
information@gwlb.de 
http://www.gwlb.de
Anne May (Bibliotheksdirektorin)
+49 (0) 511 1267-303/304
direktion@gwlb.de";https://www.lostart.de/de/Verlust/5000004251;
Suchmeldung;Einzelobjekt;441465;;"Königlich Dänische Ratifikation des Staatsvertrages zwischen den Elbuferstaaten vom 13. April 1844";"1844 [Dokumentdatum]";Archivgut;"Z 18, C 9i Nr. 88";;"ehemaliges Staatsarchiv Zerbst";2011-09-13;"Landeshauptarchiv
Sachsen-Anhalt
Brückstraße 2
39114 Magdeburg
+49 (0) 391 59806-0
+49 (0) 391 59806-600
poststelle@lha.mi.sachsen-anhalt.de
http://www.lha.sachsen-anhalt.de
Volkmar, Dr. Christoph (Koordinator Lost Art)
+49 (0) 391 59806 230
volkmar@lha.mi.sachsen-anhalt.de";https://www.lostart.de/de/Verlust/441465;
Suchmeldung;Einzelobjekt;594459;"Unbekannt (Italien oder Frankreich) [Künstler:in]";"Großes schreitendes Bronzepferd";"1701/1800 [Datierung]";"Plastik / Skulptur";;;"Herbert M. Gutmann, Potsdam - Herbertshof; aus dessen Sammlung Auktion Paul Graupe 12.-14. April 1934, Los 218; Verbleib unbekannt";2021-03-23;"Olaf S. Ossmann (Rechtsanwalt)
office@ossmann.ch";https://www.lostart.de/de/Verlust/594459;"Auktionskatalog Paul Graupe, Versteigerung 132, Sammlung Herbert M. Gutmann, Herbertshof bei Potsdam - Gemälde, meist aus dem 18. Jahrhundert, Möbel, Silber, Porzellan, Textilien, Alte syrische Gläser, Ostasiatische und islamische Kleinkunst, Berlin, 12.-14.04.1934"
Suchmeldung;Einzelobjekt;149188;"Hoffmann, Friedrich [Autor:in]";"De millefolio, germ. Schaaff-Garben";"1719 [Erscheinungsdatum]";Buch;"Nd 8: 1675.a";;"Beschlagnahme am Auslagerungsort Georgi Schacht Wansleben bei Eisleben Mai 1945; Abtransport März 1946 (Zuständigkeitsbereich Sowjetische Militäradministration Sachsen-Anhalt).
Auslagerung (Wansleben, Bergwerk (Georgi Schacht))
Kali-Bergwerk mit den Schächten Georgi und Neu-Mansfeld. 1926 stillgelegt.1944-45 Außenlager des KZ Buchenwald, Herstellung von Waffen und Kriegsgerät.";2001-08-08;"August-Bebel-Str. 50a
06108 Halle (Saale)
+49 (0) 345 47 239 147
+49 (0) 345 47 239 149
bibliothek@leopoldina.org
http://www.leopoldina.org
Deutsche Akademie der Naturforscher Leopoldina e. V.
+49 (0) 345 47 239 147
bibliothek@leopoldina.org";https://www.lostart.de/de/Verlust/149188;
Suchmeldung;Einzelobjekt;5000004663;"Neumayr, Melchior [Autor:in]";"Entwurf für die Herausgabe eines Nomenclator palaeontologicus. Dat. Juni 1883";"1883 [Erscheinungsdatum]";Buch;;;;2006-01-09;"Humboldt-Uni Berlin Museum für
Naturkunde, Geologisch-
Paläontolog. Inst. u. Museum
10117 Berlin
(030) 20932770
Frau Ebber, Petra (Sekretärin)
030 20 93 88 62
petra.ebber@museum.hu-berlin.de";https://www.lostart.de/de/Verlust/5000004663;
Fundmeldung;Einzelobjekt;591829;;"Erstausgaben-Bibliothek Dr. Ludwig Töpfer";;Buch;mü44793;"ca. 6.700 Bände";"(...)Ab 1919 Dr. Ludwig Töpfer (1880–1955), WienAb 1939 Gilhofer und Ranschburg, Wien, zum Verkauf angeboten03.04.1941 Verkauf an Carl W. Buemming (1899–1963), DarmstadtAb 1941 Reichsvermögen (""Sonderauftrag Linz"")Ab Sommer 1943 Eingang in das Bergwerk Alt-Aussee03.08.1945 Eingang in den Central Collecting Point München1949–2019 Bundesvermögen2019 Restitution
Status
restituiert";2020-09-29;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/591829;
Suchmeldung;Einzelobjekt;84315;"Faust, Carl [Autor:in]";"In der Residenz. Polka.";;Buch;12755;"ohne Jahr";;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/84315;
Suchmeldung;Einzelobjekt;308819;"Unbekannt [Künstler:in]";Jagdszene;;Gemälde;;;;2005-07-06;;https://www.lostart.de/de/Verlust/308819;
Suchmeldung;Einzelobjekt;84637;"Godin, Amelie [Autor:in]";"Märchen aus Feld und Wiese";"1860 [Erscheinungsdatum]";Buch;10933;;;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/84637;
Suchmeldung;Einzelobjekt;227207;"Owen, John [Autor:in]
Fellgibel [Verlag]";"Epigrammatum Joannis Oweni ... editio postrema correctissima et.posthumis quibusdam adaucta.";"1705 [Erscheinungsdatum]";Buch;"Jac 997";"235 S., [Mit Kupfert.]";"In das Schloss Kynau (die Angaben über diesen Ort sind widersprüchlich, zunächst heißt es Künau bei Grünberg, dann Schloss Kuhnau, gemeint ist aber wohl doch Kynau im Kreis Waldenburg, heute Zagorze Slaskie) wurden im Juni 1943 60 Kisten mit ca. 7.500 Bänden verlagert, die den wertvollsten Teil der Göritz-Lübeck-Stiftung, die Sammlung Friedlaender (12 Kisten), die Sammlung Jacobsen, die Werther-Sammlung (1 Kiste) enthielten. Nach einem Bericht vom 2.5.1945 soll das Bergungsgut abtransportiert worden sein.
Auslagerung (Kynau (Waldenburg), Schloss Kynau)";2001-08-08;"Zentral- und Landesbibliothek Berlin 
Abteilung 4 | Landesbibliothek
Breite Straße 30-36
10178 Berlin
http://www.zlb.de 
Zentral- und Landesbibliothek Berlin (Abteilung 4 | Landesbibliothek)
+49 30 90226-466
landesbibliothek@zlb.de";https://www.lostart.de/de/Verlust/227207;
