Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;570742;"Frenzel, Walter [Autor:in]
Beltz [Verlag]";"Die Lausitzer Wenden ; 1. Vorgeschichte der Lausitzen, Land und Volk, insbesondere die Wenden : mit Fundstatistik";"1932 [Erscheinungsdatum]";Buch;3/2958;"Weitere Informationen im Katalog der Württembergischen Landesbibliothek Stuttgart: Externer Link";"Institut für Biologie und Rassenlehre. Bücherei. NS-Raubgut-Verdacht";2017-10-18;"Württembergische Landesbibliothek Stuttgart
Konrad-Adenauer-Str. 8  
70173 Stuttgart
+49 (0) 711 212 - 4454
+49 (0) 711 212 - 4422
http://www.wlb-stuttgart.de
Dr. Hans-Christian Pust (Leiter NS-Raubgutforschung)
+49 (0) 711/13798-560
pust@wlb-stuttgart.de";https://www.lostart.de/de/Fund/570742;
Suchmeldung;Einzelobjekt;187748;;"Scharteucke (Filmnegativrolle [Kleinbild], fotokopierte Kirchenbücher)";"1708/1767 [Dokumentdatum]";Kirchenbuch;"K. 38 a";;"Verlustgeschichte: Nach Weteritz, Kreis Gardelegen, ausgelagert und dort verlorengegangen.
Auslagerung (Weteritz (Gardelegen), Gutshaus (Keller))";2001-08-08;"Mützelstraße 22
39307 Genthin
+49 (0) 3933 803521
+49 (0) 3933 803521
kreismuseumjl.genthin@web.de
https://www.lkjl.de/de/kreismuseum.html";https://www.lostart.de/de/Verlust/187748;
Fundmeldung;Einzelobjekt;273685;"Hanel, Jaromir [Autor:in]
Tittel [Verlag]";"Aus der Diaspora";"1900 [Erscheinungsdatum]";Buch;"IKG 40. 5";;"Bei Kriegsende wurden ca. 8 000 Bände in den Redaktionsräumen des NS-Blattes ""Der Stürmer"" und auf dem Landgut Pleikershof von Julius Streicher vorgefunden. Diese Bestände wurden im Juni/Juli 1945 von der US-Militärregierung beschlagnahmt und sollten der sich neu konstituierenden jüdischen Gemeinde übergeben werden. Da diese für die Bücher zu dieser Zeit keine Verwendung hatte, verfügte sie, dass die Bücher als Dauerleihgabe der Israelitischen Kultusgemeinde der Stadt Nürnberg überlassen werden sollten. Die Bestände wurden noch im Sommer 1945 der Stadtbibliothek Nürnberg übergeben.Die Bestände stammen größtenteils aus ehemaligem jüdischen Besitz und sind den Vorbesitzern verfolgungsbedingt in der Zeit von 1933 bis 1945 von nationalsozialistischen Gruppierungen entzogen worden. Sie lagerten bei Kriegsende in den Redaktionsräumen des antisemitischen Hetzblattes ""Der Stürmer"" (Pfannenschmiedsgasse 18) bzw. dem Landgut ""Pleikershof"" von Julius Streicher. Die Bestände wurden 1945 von der US-Armee beschlagnahmt und der sich neu konstituierenden jüdischen Gemeinde übergeben. Letztere verfügte, dass die Bücher in ihrem Besitz verbleiben, aber als Dauerleihgabe der Israelitischen Kultusgemeinde der Stadt überlassen und in der Stadtbibliothek aufbewahrt werden sollen.Herm. Graf & Sohn, Altenburg (Stempel)
Status
restituiert";2003-01-20;"Stadtbibliothek im Bildungscampus Nürnberg
Gewerbemuseumsplatz 4
90403 Nürnberg
90317 Nürnberg
+49 (0) 911 231 7565
+49 (0) 911 231 5476
http://www.stadtbibliothek.nuernberg.de
Dr. Christine Sauer (Leiterin der Historisch-Wissenschaftlichen Stadtbibliothek)
+49 (0) 911 231 2832
Christine.Sauer@stadt.nuernberg.de
Leibl Rosenberg (Sachgebiet Handschriften und Alte Drucke)
+49 (0) 911 231 2721
Leibl.Rosenberg@stadt.nuernberg.de";https://www.lostart.de/de/Fund/273685;
Fundmeldung;Einzelobjekt;479136;"Bahn, Adolf [Autor:in]
Guthschmidt [Drucker] [Verlag]";"Durchgesetzt! oder Ein kleiner Dämon : Lustspiel in 3 Akten";"1858 [Erscheinungsdatum]";Buch;"Yp 5005-239";"Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Verdacht auf NS-Raubgut. Quelle: Akzessionsjournal der Preußischen Staatsbibliothek D 1939.1 ""Gesellschaft f. deutsche Literatur Bln."", inventarisiert als Donum 1939-04-01Provenienz: Gesellschaft für Deutsche LiteraturProvenienz: Gesellschaft für Deutsche Literatur, Bibliothek Deutscher Privat- und ManuskriptdruckeProvenienz: Preußische Staatsbibliothek <Berlin> / Zugang / Datum 1939-04-01 / Zugangsnummer D 1939.1 / NS-RaubgutProvenienz: Preußische Staatsbibliothek <Berlin> / Etikett / Zugangsnummer D 1939.1,239Gesellschaft für Deutsche Literatur Preußische Staatsbibliothek <Berlin> NS-Raubgut";2014-02-18;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/479136;
Suchmeldung;Einzelobjekt;29471;"Unbekannt [Künstler:in]";"Friedrich Wilhelm III. in jüngeren Jahren";;Malerei;"41490 / 0";;"Angekauft April 1883; Hohenzollern-Museum (II 477); Schloß Monbijou (B-MON)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/29471;
Suchmeldung;Einzelobjekt;82861;;"Otto Brahm. Kundgebungen zu seinem Leben.";"1913 [Erscheinungsdatum]";Buch;9679;;;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/82861;
Suchmeldung;Einzelobjekt;285586;"Unbekannt (Deutsch / Porzellanmanufaktur Berlin) [Künstler:in]";"Tasse mit Untertasse";;Gefäß;773;"mit Monogramm ""M""; 2 Exponate";;2003-07-02;"Kunstmuseum Simferopol
Natalja Danilivna
Autonome Krimrepublik
Ul. Karl Liebknecht 35
95006 Simferopol
+ 38 (0652) 275404
simhm@mail.ru
https://simhm.ru/index.php";https://www.lostart.de/de/Verlust/285586;
Fundmeldung;Einzelobjekt;434612;"Börne, Ludwig [Autor:in]
Tendler / Holzhausen [Verlag]";"Gesammelte Schriften ; Vierter Band";"1868 [Erscheinungsdatum]";Buch;"Dd 3 : 627 [20]";"Bd. 4-6 zusammengebundenEx. mit hs. Signaturen: 3082 [b]; 998 [b]Stempel: Thüringische Landesbibliothek <Weimar>Weitere Informationen im Online-Katalog NS-Raubgut der Herzogin Anna Amalia Bibliothek";"Quelle: Zugangsbuch, Jg. 1934.1, Nr. 406: ""Überweisung aus Thüringischen Bibliotheken früherer sozialdemokratischer Ortsgruppen u.ä."" an die Thüringische Landesbibliothek <Weimar>, als Geschenk deklariertErwerbung: 1934 April 04 / Zugangsnummer / sogenannte Überweisung als Geschenk / NS-RaubgutForschungssammlung NS-Raubgut <Weimar, Herzogin-Anna-Amalia-Bibliothek>Sammlung: Sammlung Überweisungen sozialdemokratischer OrtsgruppenVorbesitz: Städtische Volksbücherei <Meuselwitz> | Signatur | Tektur | Erläuterung: Evidenz unsicherVorbesitz: Städtische Volksbücherei <Meuselwitz> | Signatur | StempelVorbesitz: Thüringische Landesbibliothek Weimar | Signatur | Stempel | Tilgung";2011-03-15;"Klassik Stiftung Weimar / Herzogin Anna Amalia Bibliothek
Platz der Demokratie 1
99423 Weimar
+49 (0) 3643 545 200  
+49 (0) 3643 545 220 
haab@klassik-stiftung.de
http://www.klassik-stiftung.de/einrichtungen/herzogin-anna-amalia-bibliothek/";https://www.lostart.de/de/Fund/434612;
Suchmeldung;Einzelobjekt;476901;"Weidig, ? [Künstler:in]";Abend;;Malerei;;"mögliche Rahmen stammen aus der kunstgewerblichen Werkstätte Georg Oberndorfers in München";"Max Oberndorfer, Brüx; Einlagerung im Oktober 1944 in das Gerichtsgebäude der Stadt Katharinaberg/Brüx; Verbleib unbekannt";2013-09-23;"Irène Oberndorfer
irene.oberndorfer@orange.fr";https://www.lostart.de/de/Verlust/476901;
Suchmeldung;Einzelobjekt;452038;"Unbekannt (Deutsch) [Künstler:in]";"Kurfürst Maximilian III. Joseph von Bayern";"1701/1800 [Datierung]";Malerei;"3341 & 6940 (Inv.-Nr. 1905) & 6432 (Inv.-Nr. 1922)";"Er trägt graue Knüpfperücke, Brustharnisch über blauem silbergestickten Kleid, rote Beinkleider, lange Reitstiefel und roten Hermelin, Briallantvließorden an rotem Band, das blaue Band des Georgiordens und legt die Linke auf den weiß-blau gerauteten Kommandostab der neben Kurhut, Reichsapfel und Helm auf grün bedecktem Tische liegt. Links Sessel. Ganze Figur nach vorn (Inventarbeschreibung).";"Herkunft unbekannt; zuletzt als Dauerleihgabe der Bayerischen Staatsgemäldesammlungen im Gymnasium in Schweinfurt nachweisbar, dort vermutlich bei einem Fliegerangriff 1944 zerstört";2012-02-27;"Bayerische
Staatsgemäldesammlungen
München
Barer Str. 29
80799 München
+45 (0)89 23805-391
provenienz@pinakothek.de 
http://www.pinakothek.de
Dr. Andrea Bambi (Referat für Provenienzforschung)
+49 (0)89 23805-0
provenienz@pinakothek.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Verlust/452038;
