Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;461667;"Heinz Elm [Autor:in]
Werktat-Verlag Berlin-Spandau, Waldstr. 15 (vorübergeh. auch Birkenwerder, Bez. Potsdam) [Verlag]";"die landstrasse in das nichts - versengeld";"1920/1933 [Erscheinungsdatum]";Buch;;"verschollene Manuskripte";"1933 Beschlagnahme und teilweise Zerstörung von Beständen der privaten Bibliothek sowie von Manuskripten und weiteren Verlagserscheinungen des Steinklopfer-Verlages, Berlin durch die Nationalsozialisten; Verbleib unbekannt";2013-01-10;;https://www.lostart.de/de/Verlust/461667;
Suchmeldung;Einzelobjekt;293302;"Witwizki, ? [Künstler:in]";Budjaki;;Malerei;"1569  kleines russisches sh, kleines russisches r,";"Gemälde; Studie";;2003-10-13;"Zhon Myronosyts Str. 11 (Жон Мироносиць 11)
61002 Kharkiv Oblast
+38 (256) 706-33-95 
artmuseum_kharkiv@i.ua
http://artmuseum.kh.ua/
Valentina V. Mizgina (Валентина Василівна Мизгіна)  (Direktorin (Директор))
+38 (057) 706 33 95
artmuseum_kharkiv@i.ua";https://www.lostart.de/de/Verlust/293302;
Suchmeldung;Einzelobjekt;198367;"Brand, Johann Christian [Künstler:in]";"Landschaft mit Bauern";;Malerei;"Inv.-Nr. JESt: 1807";;;2001-08-08;"Kulturstiftung Dessau Wörlitz
Hauptverwaltung
Schloss Großkühnau
06846 Dessau-Roßlau
+49 (0)340 646 15 0
+49 (0)340 646 15 10
http://www.gartenreich.com
Dr. Anette Froesch (Leiterin Abteilung Schlösser und Sammlungen)
anette.froesch@gartenreich.de
Prof. Dr. Harald Meller (Kommissarischer Direktor und Vorstand)
+49 (0) 340 646 1540
sekretariat@gartenreich.de";https://www.lostart.de/de/Verlust/198367;
Suchmeldung;Einzelobjekt;429934;"Meid, Hans [Künstler:in]";"Neun Radierungen zu Othello";;Druckgrafik;;"Mappe 1, Radierungen";"Sammlung Martin und Florence Flersheim, 1944 Beschlagnahme des Umzugsgutes in Amsterdam";2011-03-07;"von Trott zu Solz Lammek (Rechtsanwälte Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/429934;
Suchmeldung;Einzelobjekt;428506;"Unbekannt (Französisch) [Künstler:in]
Unbekannt (Spanisch) [Künstler:in]";"Vier Seidenbrokatdecken";"1700/1750 (um) [Datierung]";"Gebrauchs- / Raumtextilie";"481 (Graupe)";"Maße: 49 x 49 cm, 56 x 50 cm, 59 x 52 cm, 63 x 50 cm; Auf gelbem Grunde, unvollständiges symmetrisches Muster in bunten Farben, Ranken mit großen Blumen umrahmen Landschaft. Eingefaßt mit Goldborte. - Auf gelbem Grunde, Blumenzweige in bunten Farben und Silber. Eingefaßt mit Silberspitze. - Auf weißgrauem Grunde, symmetrisches Muster, Rokokoranken in Gelb, dazwischen bunte Blumen verschiedenster Art. Eingefaßt mit Goldspitze. - Auf rotem Grunde mit Goldlahn durchschossen, Blumenranken, bunt und Gold. Eingefaßt mit Goldspitze.Lit.: Paul Graupe: Die Sammlung Frau Emma Budge. Hamburg, Versteigerung am 27., 28. und 29.September 1937. Katalognummer 481; LAB, A Rep. 243-04 Nr. 28, Versteigerungsniederschrift vom 20.10.1937";"Sammlung Budge; Käufer 1937 (Graupe): Teves, 180,-";2010-12-13;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/428506;
Suchmeldung;Einzelobjekt;568505;"Unbekannt (Französisch (?)) [Künstler:in]";Prismenkrone;;Beleuchtung;"23 (Lepke)";"halbkugelförmig, in Bronzemontierung, dreiflammig. Quelle: Rudolph Lepke's Kunst-Auctions-Haus: Antiquitäten, Gemälde: Bestände der Kunsthandlung B., Berlin, Alt-Meissener Porzellan der Sammlung Demiani u. and. Beiträge ; Möbel des 16. bis 18. Jahrhunderts, europäisches und chinesisches Porzellan, Fayencen, Steinzeug, Teppiche, Tapisserien, Bronzen, Silber, Kleinkunst, Inkunabeln u.a. (Katalog Nr. 07.- 08.10.1936). Versteigerung vom 7.10.1936. Berlin 1936; LAB, A Rep. 243-04 Nr. 3, Versteigerung vom 7./8.10.1936, Versteigerungsantrag Ball.";"Sammlung Alexander und Richard Ball, BerlinAuktion Lepke 07.- 08.10.1936 Käufer: [Fritz] Broo, 40 RM";2017-08-15;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/568505;
Suchmeldung;Einzelobjekt;86708;"Piersohn, John [Autor:in]";"Familien-Chronik der Pierson von Balmadies";"1901 [Erscheinungsdatum]";Buch;7107;;;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/86708;
Suchmeldung;Einzelobjekt;256636;"Siemering, Rudolf [Künstler:in]";"Bildnis des Bildhauers Georg Christian Freund";"1900 (vor) [Datierung]";"Plastik / Skulptur";"o. Inv.-Nr.";"Wandskulptur: Medaillon: Porträt, Selbstporträt eines Bildhauers.";"1915 erworben mit der Sammlung Freund, seit 1945 verschollen.";2002-05-24;"Stiftung Preußischer Kulturbesitz
Staatliche Museen zu Berlin
Alte Nationalgalerie
Bodestraße 1 – 3
10178 Berlin
+49 (0) 30 2090 5801
+49 (0) 30 2090 5802
http://www.smb.spk-berlin.de
Dr. Anette Hüsch (Direktorin der Alten Nationalgalerie)
+49/(0)30 / 26642-4401
ang@smb.spk-berlin.de";https://www.lostart.de/de/Verlust/256636;
Suchmeldung;Einzelobjekt;437736;"Rödinger [Drucker:in]";"Ursach/ Grund und Erklerung der Magdeburgischen Kirchenordnung/ das sie .../ Christlich und nutzlich sei";"1555 [Erscheinungsdatum]";"Wiegendruck / Frühdruck";"Hth 283";;"Stadtbibliothek Magdeburg";2011-06-08;"Stadtbibliothek Magdeburg
Magdeburg
39015 Magdeburg
(0391) 5404880
(0391) 5404803
stadtbibliothek@magdeburg.de
http://stadtbibliothek.magdeburg.de
Lesesaal
(0391) 5404836
Petsch, Peter (Direktor)
(0391) 5404801
Sekretariat
(0391) 5404800";https://www.lostart.de/de/Verlust/437736;
Suchmeldung;Einzelobjekt;303571;;"Kurfürst Johann Georg I. von Sachsen verlehnt mehrere Güter im Stift Merseburg an die Schenken Christian und Georg von Tautenburg.";"1612-02-03 [Dokumentdatum]";"Urkunde / Faksimile";"10001 Ältere Urkunden, Nr. 12742";"Sprache: Deutsch";"Schenk von Tautenburg; in Auslagerungsstelle Herrenhaus Gersdorf bei Roßwein verschollen
Auslagerung (Rosswein, Herrenhaus Gersdorf)";2004-05-13;"Sächsisches Staatsarchiv - 
Hauptstaatsarchiv Dresden
Archivstraße 14
01097 Dresden
01074 Dresden
Dr. Ute Essegern (Stellvertretende Abteilungsleiterin)
+49(0)351 89219-710
ute.essegern@sta.smi.sachsen.de
Prof. Dr. Peter Wiegand (Abteilungsleiter)
+49(0)351 89219-710
peter.wiegand@sta.smi.sachsen.de";https://www.lostart.de/de/Verlust/303571;
