Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;471934;"Unbekannt (Chinesisch) [Künstler:in]";Vase;"1800 (um) [Datierung]";Gefäß;"Gundersheimer Gutachten S. 78, Nr. 179";"Vase, sechsseitig, ringförmig. Die Seitenflächen mit Drachen profiliert. Blau glasiert. Innen unglasiert, heller Ton. Steingut.";"Sammlung Ottmar Strauss; Verbleib unbekannt";2013-03-07;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/471934;
Suchmeldung;Einzelobjekt;84268;"Erismann, P. [Autor:in]";"Musterschulzimmer, Das";;Buch;4640;"ohne Jahr";;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/84268;
Suchmeldung;Einzelobjekt;420321;"Lisiewska, Anna Rosina von [Künstler:in]";"Weibliches Bildnis";;Gemälde;2401;"Unbekannte Frau in geistlichem Kleide";"Herzog Joachim Ernst von Anhalt, Dessauer Schloss";2010-08-31;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/420321;
Fundmeldung;Einzelobjekt;531199;"Gauthier-Villars [Verlag]";"Comptes rendus hebdomadaires des séances de l'Académie des Sciences";"1835-1965 [Erscheinungsdatum]";Buch;;"École d'artillerie d'Orléans#Halblederband mit grünem Rücken und Ecken, goldene Prägeschrift; École d'artillerie d'Orléans#Klebeetikett mit Beschriftung, blau gestrichelter Rand, auf dem Rücken; École d'artillerie d'Orléans#braun und dunkelblau geädertes Marmorpapier als Vorsatz; 199[Deutsche Akademie der Luftfahrtforschung?]";"École d'artillerie d'Orléans~Deutsche Akademie der Luftfahrtforschung";2015-12-18;"TU Berlin
Universitätsbibliothek
(im VOLKSWAGEN-Haus)
Fasanenstr. 88 
10623 Berlin
+49 (0) 30 314 21962
http://www.ub.tu-berlin.de/
Angelika von Knobelsdorff M.A. (Referentin für Alte Drucke und Bestandserhaltung)
+49 (0)30 314-76117
angelika.vonknobelsdorff@tu-berlin.de";https://www.lostart.de/de/Fund/531199;
Suchmeldung;Sammelobjektgruppe;536507;;"Buch (522 Objekte)";;Buch;;;"Verlustgeschichte (Bernburg / Kalibergwerk der Wintershall-AG, Bernburg (Sachsen-Anhalt), 1945)
Das Bibliotheksgut wurde ab 1942 in 1.492 Kisten nach Bernburg/Saale überführt. Durch die SMA Sachsen-Anhalt erfolgte wahrscheinlich die Beschlagnahmung und der Abtransport.
Auslagerung (Bernburg (Gröna) / Bergwerk der Wintershall-AG, Bernburg (Sachsen-Anhalt))";2001-08-08;"Staats- und Universitätsbibliothek Bremen
Bibliothekstraße
28359 Bremen
+49 (0)421 218 59610
suub@suub.uni-bremen.de
http://www.suub.uni-bremen.de
Müller, Maria-Elisabeth (Direktorin)
+49 (0)421 218 59400";https://www.lostart.de/de/Verlust/536507;
Fundmeldung;Einzelobjekt;466029;"Kletke, Hermann [Autor:in]
Hasselberg [Verlag]";"Alexander von Humboldt's Reisen in Amerika und Asien : eine Darstellung seiner wichtigsten Forschungen ; Bd. 3Alexander von Humboldt's Reisen im europäischen und asiatischen Rußland ; Bd. 1";"1855 [Erscheinungsdatum]";Buch;"1956 B 387 - 3";"Weitere Informationen im Online-Katalog der Bibliothek der Berlin-Brandenburgischen Akademie der Wissenschaften: Externer Link";"Band 3/4 in einem BandMit hs. Namenseintrag: RHoffmannStempel: Deutsche Akademie der Wissenschaften zu Berlin, BibliothekQuelle: Zugangsbuch B-Signaturen 1956 der Deutschen Akademie der Wissenschaften zu Berlin 1956/B387, ""Gloeckner & Niemann, Halle/S."", inventarisiert als Kauf 1956-02-29Verdacht auf NS-Raubgut";2013-02-11;"Bibliothek der Berlin-Brandenburgischen Akademie 
der Wissenschaften
Unter den Linden 8
10117 Berlin
(030) 20370487
(030) 20370476
http://bibliothek.bbaw.de
Dr. Marianne Seidig (Leiterin der Akademiebibliothek)
(030) 20370487
seidig@bbaw.de";https://www.lostart.de/de/Fund/466029;
Suchmeldung;Einzelobjekt;261218;"Schiller[, Friedrich von] [Autor:in]";"Die Räuber. Ein Schauspiel.";"1781 [Erscheinungsdatum]";Bibliotheksgut;"Dürr 1";"222 S.; Ppbd., 2 Kupfer";;2002-06-26;"Universitätsbibliothek
'Bibliotheca Albertina'
Leipzig
Beethovenstr. 6
04107 Leipzig
+49 (0)341 97 30500
(0341) 9730596
http://www.ub.uni-leipzig.de
Dr. Anne Lipp (Direktorin)
+49 (0)341 9730501
lipp@ub.uni-leipzig.de";https://www.lostart.de/de/Verlust/261218;
Suchmeldung;Einzelobjekt;79319;"Unbekannt [Künstler:in]";"Friederike von Mecklenburg-Strelitz als Königin von Hannover";;Malerei;"GK I 9791";;"Verliehene Gemälde (L), 1933 Leihgabe an das Auswärtige Amt Berlin (L 54 ?)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/79319;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 544"
Fundmeldung;Einzelobjekt;567832;;"The New Shakspere Society / 1 ; 5.1877/79";"1878 [Erscheinungsdatum]";Periodika;"Dd 5 : 76 [17] [w]";"Weitere Informationen im Online-Katalog NS-Raubgut der Herzogin Anna Amalia Bibliothek";"Sammlung Dr. Hermann Türck <Weimar, Herzogin-Anna-Amalia-Bibliothek>Forschungssammlung NS-Raubgut <Weimar, Herzogin-Anna-Amalia-Bibliothek>Vorbesitz: Türck, Hermann *1856-1933* | Exlibris | ProvenienzmerkmalVorbesitz: Türck, Susanne *1905-1976*Sammlung: Sammlung Hermann und Susanne TürckVorbesitz: NN | Einband | Etikett | Grafisches Zeichen | Notiz | Signatur 3659 T | Erläuterung: handschriftlicher Vermerk des Titels und der SignaturVorbesitz: NN | Einband | Notiz | Tektur | Erläuterung: handschriftlicher Vermerk eines Verfassernamens teilweise überklebtVorbesitz: NN | Marginalie | Merkzeichen | Preis T 3,-Vorbesitz: L. Thelemann's Buchhandlung <Weimar> | Erläuterung: LieferantZugang: Thüringische Landesbibliothek Weimar | NS-Raubgut | Stempel | Zugangsnummer 1946.281 | Datum 1946-03-22 | Erläuterung: Erwerbungsart: AAbgang: Herzogin Anna Amalia Bibliothek | Restitution | Datum 2020 | Erläuterung: Restitution an RechtsnachfolgerZugang: Herzogin Anna Amalia Bibliothek | Restitutionsexemplar | Datum 2020 | Erläuterung: Ankauf nach Restitution
Status
restituiert";2017-06-23;"Klassik Stiftung Weimar / Herzogin Anna Amalia Bibliothek
Platz der Demokratie 1
99423 Weimar
+49 (0) 3643 545 200  
+49 (0) 3643 545 220 
haab@klassik-stiftung.de
http://www.klassik-stiftung.de/einrichtungen/herzogin-anna-amalia-bibliothek/";https://www.lostart.de/de/Fund/567832;
Suchmeldung;Einzelobjekt;87843;"Varnhagen von Ense, K. A. [Autor:in]";"Briefwechsel zwischen Rahel und David Veit";"1861 [Erscheinungsdatum]";Buch;8555;;;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/87843;
