Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;294105;"Wassilkowski, S.I. [Künstler:in]";Sonnenuntergang;;Malerei;"584 kleines russisches sh, kleines russisches r, k";"Gemälde; Studie";;2003-10-13;"Zhon Myronosyts Str. 11 (Жон Мироносиць 11)
61002 Kharkiv Oblast
+38 (256) 706-33-95 
artmuseum_kharkiv@i.ua
http://artmuseum.kh.ua/
Valentina V. Mizgina (Валентина Василівна Мизгіна)  (Direktorin (Директор))
+38 (057) 706 33 95
artmuseum_kharkiv@i.ua";https://www.lostart.de/de/Verlust/294105;
Suchmeldung;Einzelobjekt;189993;;"Kaiser Josephs II. Bestätigung des Gottorper Vergleichs vom 27. Mai 1768";"1769.05.30. [Dokumentdatum]";Archivgut;"H 48";;"Verlust am Auslagerungsort Lauenstein (Erzgebirge), 1945.
Auslagerung (Lauenstein (Erzgebirge), Schloss Lauenstein)";2001-08-08;"Staatsarchiv Hamburg
20354 Hamburg
Zentrale
(040) 36811862";https://www.lostart.de/de/Verlust/189993;
Fundmeldung;Einzelobjekt;531769;"Koehler [Verlag]";"Erinnerungen von Alfred von Tirpitz";"1919 [Erscheinungsdatum]";Bibliotheksgut;;"mit handschriftlicher Signatur ""L. Wang""";"seit 1961 Potsdam-Museum; zuvor: 1945-1960 Walter Neuling, Salzwedel, und Otto Neuling, Borkheide; zuvor: L. Wang";2016-01-28;"Provenienzforschung, Hausarchiv, Bibliothek Potsdam-Museum - Forum für Kunst und Geschichte
Am Alten Markt 9
14467 Potsdam
+49(0)331 - 289 6821
+49(0)331 - 289 6808
museum-geschichte@rathaus.potsdam.de
http://www.potsdam.de/potsdam-museum";https://www.lostart.de/de/Fund/531769;
Suchmeldung;Einzelobjekt;87813;"Tschirsch, Otto [Autor:in]";"Zar Alexander und das preussische Königspaar am Sarge Friedrich des Grossen";;Buch;10172;"ohne Jahr";;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/87813;
Suchmeldung;Einzelobjekt;445030;"Unbekannt (Deutsch) [Künstler:in]";"Ein Paar Steinschlosspistolen mit Zubehör";"1780 (um) [Datierung]";"Waffen / Zubehör";"20.75 a-m";"Achtkantiger, gezogener Lauf, damasziert. Steinschloss mit Stecher. Um das Zündloch Platinfutter. Pfanne und Daumenblech vergoldet. Schlossblech mit Blattornamenten und Hirsch verziert. Der Schaft besteht aus Nussbaum, die Garnitur aus vergoldetem Messing mit Ornamentmotiven im Stile Louis XVI. Holzkasten mit diversem Zubehör. Gesamt (je): Gewicht: 930 g (a), 970 g (b); Läufe: 20 cm lang";"Dieses Objekt wurde 1920 erworben";2011-09-19;"Stiftung Deutsches Historisches Museum
Unter den Linden 2
10117 Berlin
+49 (0) 30 203 040 
+49 (0) 30 20304543
info@dhm.de
http://www.dhm.de/
Dr. Brigitte Reineke (Leiterin Zentrale Dokumentation und Provenienzforschung)
+49 (0) 30 203 04406
reineke@dhm.de
Fritz Backhaus (Direktor Sammlungen)
+49 (0) 30 203 04200
backhaus@dhm.de
Prof. Dr. Raphael Gross (Präsident)
+49 (0) 30 203 04101
praesident@dhm.de";https://www.lostart.de/de/Verlust/445030;
Suchmeldung;Einzelobjekt;451568;"Unbekannt (Deutsch) [Künstler:in]";"Pfalzgraf Johann Wilhelm von Neuburg";"1601/1650 [Datierung]";Malerei;"6740 ; 7117 (Inv.-Nr. 1905) ; 8282 (Inv.-Nr. 1922)";"Kat. Galerie Burghausen 1902, Nr. 220. - Der Pfalzgraf im schwarzen Gewand. Kniestück nach rechts (Inventarbeschreibung).";"Aus Schloß Neuburg a. d. Donau; Gemälde als Dauerleihgabe im Regierungspräsidium der Pfalz in Speyer, von dort aus 1942 vermutlich in die Seysselkaserne nach Germersheim ausgelagert, seitdem nicht mehr nachweisbar, eine Plünderung ist nicht auszuschließen";2012-02-16;"Bayerische
Staatsgemäldesammlungen
München
Barer Str. 29
80799 München
+45 (0)89 23805-391
provenienz@pinakothek.de 
http://www.pinakothek.de
Dr. Andrea Bambi (Referat für Provenienzforschung)
+49 (0)89 23805-0
provenienz@pinakothek.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Verlust/451568;
Fundmeldung;Einzelobjekt;570337;"Deutsche Angestelltenschaft Sulingen [Verlag]";Berufs-Schulung;"Winter 1934/1935 [Erscheinungsdatum]";Periodika;35.c.2475;"Bestand: Winter 1934/1935Weitere Informationen im Online-Katalog der Staats- und Universitätsbibliothek Bremen";"restituiert / Als Dauerleihgabe von den Erben erhaltenRückgabe erfolgtProvenienz: Angestelltenkammer BremenZugang:1937.02.18
Status
restituiert";2017-10-11;"Staats- und Universitätsbibliothek Bremen
Bibliothekstraße
28359 Bremen
+49 (0)421 218 59610
suub@suub.uni-bremen.de
http://www.suub.uni-bremen.de
Müller, Maria-Elisabeth (Direktorin)
+49 (0)421 218 59400";https://www.lostart.de/de/Fund/570337;
Suchmeldung;Einzelobjekt;221233;;"Albrecht von Wallenstein, Herzog von Friedland und Mecklenburg, Fürst von Sagan (1583-1634)";;Münze;1331;"¼-Taler 1627, Gitschin (Ji?ín); Vs. Brustbild fast von vorn/ALBERTVS D GR Mzz DVX FRIDLANDIAE/Rs. Gekrönter Adler, auf dessen Brust vierfeldiger Wappenschild/SAC RO IMPE PRINCEPS 1627; 7,2 g";;2001-08-08;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Verlust/221233;
Suchmeldung;Einzelobjekt;86952;"Ring, Max [Autor:in]";"Berlin und Breslau 1847-1849";"1849 [Erscheinungsdatum]";Buch;9208;;;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/86952;
Suchmeldung;Einzelobjekt;443200;;"Die nach höchstseligem Ableben Fürst Carl Wilhelms zu Anhalt-Zerbst (1652-1718) in den hochfürstlich anhaltischen Häusern entstandenen Seniorats-Differenzen, Bd. II";"1718- [Dokumentdatum]";Archivgut;"Z 89, Nr. 437";;"ehemaliges Staatsarchiv Zerbst";2011-09-13;"Landeshauptarchiv
Sachsen-Anhalt
Brückstraße 2
39114 Magdeburg
+49 (0) 391 59806-0
+49 (0) 391 59806-600
poststelle@lha.mi.sachsen-anhalt.de
http://www.lha.sachsen-anhalt.de
Volkmar, Dr. Christoph (Koordinator Lost Art)
+49 (0) 391 59806 230
volkmar@lha.mi.sachsen-anhalt.de";https://www.lostart.de/de/Verlust/443200;
