Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;33555;"Conti, Bernardino dei [Künstler:in]";"Fra Sisto della Rovere";"1501 [Datierung]";Malerei;"GK I 2266";"Bezeichnet/beschriftet links unten: ""BERNADINVS/DE COMITE/DE MEDIOLANI/PINXIT"" (letztes Wort abgesetzt); links oben: ""SIXTVS RVVERVS BALVVIS MANVASCE ANNV AGENS XXV +1501)""";"Schloss Berlin (B-SCHL), Leihgabe an das Schloßmuseum Berlin (Nummer 213); der Rahmen 1947 im Berliner Schlosskeller festgestellt)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung14469 Potsdam14414 Potsdam(0331) 96940(0331) 9694307schloesserdirektion@spsg.dehttp://www.spsg.deDr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)+49 (0) 331 96 94 307schloesserdirektion(at)spsg.deDr. Ulrike Schmiegelt-Rietig (Provenienzforschung)+49 (0) 331 96 94 874u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/33555;"Seidel, Paul: Gemälde alter Meister im Besitz seiner Majestät des Kaisers und Königs von Preußen; Berlin, Leipzig, Wien, Stuttgart; 1906 Tafel 12 (Aus dem katholischen Waisenhause). Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 126"
Suchmeldung;Einzelobjekt;58426;"Dietrich, Christian Wilhelm Ernst [Künstler:in]";"Gesellschaft im Park mit Amor und Harlekin mit antikem Sarkophag";"1738 [Datierung]";Malerei;"GK I 805";"Bezeichnet links unten: ""Dietricy fgt. 1738""";"Neues Palais (P-NP) - Juni 1944 Kloster Lehnin - am 22./30. März 1946 als Kriegsbeute im Staatlichen Puschkin-Museum, Moskau, registriert; 1991 im Sanatorium der Akademie der Wissenschaften der UdSSR in Uskoje.";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung14469 Potsdam14414 Potsdam(0331) 96940(0331) 9694307schloesserdirektion@spsg.dehttp://www.spsg.deDr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)+49 (0) 331 96 94 307schloesserdirektion(at)spsg.deDr. Ulrike Schmiegelt-Rietig (Provenienzforschung)+49 (0) 331 96 94 874u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/58426;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 138"
Suchmeldung;Einzelobjekt;57491;"Werff, Adriaen van der (Schule des, nach Rubens, Peter Paul) [Künstler:in]";Kreuzabnahme;;Malerei;"GK I 7724";;"Bildergalerie Sanssouci (P-BG) - Juli 1942 Schloss Rheinsberg";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung14469 Potsdam14414 Potsdam(0331) 96940(0331) 9694307schloesserdirektion@spsg.dehttp://www.spsg.deDr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)+49 (0) 331 96 94 307schloesserdirektion(at)spsg.deDr. Ulrike Schmiegelt-Rietig (Provenienzforschung)+49 (0) 331 96 94 874u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/57491;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 577"
Suchmeldung;Einzelobjekt;40083;"Pereda, Antonio (1611) [Künstler:in]";"Mann in roter Kleidung mit Hund";;Malerei;"GK I 3268";"Bezeichnet und beschriftet auf der Rückseite.";"Schloss Charlottenburg (B-CH-SCHL)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung14469 Potsdam14414 Potsdam(0331) 96940(0331) 9694307schloesserdirektion@spsg.dehttp://www.spsg.deDr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)+49 (0) 331 96 94 307schloesserdirektion(at)spsg.deDr. Ulrike Schmiegelt-Rietig (Provenienzforschung)+49 (0) 331 96 94 874u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/40083;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 352"
Suchmeldung;Einzelobjekt;32144;"Bollandt, Heinrich (Zuschreibung zu) [Künstler:in]";"Markgraf Joachim Ernst von Brandenburg-Ansbach";"1625 [Datierung]";Malerei;"GK I 1051";"Beschriftet links unten (19. Jahrhundert); rückseitig datiert 1625.";"Schloss Berlin (B-SCHL), Leihgabe an das Schlossmuseum Berlin (Nummer 307) - Kloster Lehnin - jetzt als Kriegsbeute im Staatlichen Puschkin-Museum Moskau (am 22./30.März 1946 dort registriert; Inventarnummer 1259; Internet 1010238)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung14469 Potsdam14414 Potsdam(0331) 96940(0331) 9694307schloesserdirektion@spsg.dehttp://www.spsg.deDr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)+49 (0) 331 96 94 307schloesserdirektion(at)spsg.deDr. Ulrike Schmiegelt-Rietig (Provenienzforschung)+49 (0) 331 96 94 874u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/32144;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 91"
Suchmeldung;Einzelobjekt;74831;"Schirmer, Wilhelm [Künstler:in]";"Campagna bei Rom";"1831 [Datierung]";Malerei;"GK I 4040";"Der Monte Sorate, aufgenommen auf dem Weg zwischen Narni und Otricoli.Bezeichnet links unten: ""18 AWFS.31"" (AWFA monogrammiert)";"Verliehene Gemälde (L), Leihgabe an den Regierungspräsidenten Liegnitz (L 64)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung14469 Potsdam14414 Potsdam(0331) 96940(0331) 9694307schloesserdirektion@spsg.dehttp://www.spsg.deDr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)+49 (0) 331 96 94 307schloesserdirektion(at)spsg.deDr. Ulrike Schmiegelt-Rietig (Provenienzforschung)+49 (0) 331 96 94 874u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/74831;"Boetticher, Friedrich von: Malerwerke des 19. Jahrhunderts; 4 Bde; Leipzig; 1891-1901 und erneut 1941, 13 (als 2Monte Soracte aus der Gegend von Narni und Otricoli gesehen2). Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 446"
Suchmeldung;Einzelobjekt;38570;"Schadow, Wilhelm [Künstler:in]";"Auguste Fürstin Liegnitz";;Gemälde;"GK I 789";"Auguste Fürstin von Liegnitz, im Hintergrund die Charlottenburger Parkbrücke. Bildfläche rund.";"Schloss Charlottenburg (B-CH-SCHL). Neuer Pavillon am Schloss Charlottenburg - möglicherweise beim Luftangriff 1943 vernichtet";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung14469 Potsdam14414 Potsdam(0331) 96940(0331) 9694307schloesserdirektion@spsg.dehttp://www.spsg.deDr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)+49 (0) 331 96 94 307schloesserdirektion(at)spsg.deDr. Ulrike Schmiegelt-Rietig (Provenienzforschung)+49 (0) 331 96 94 874u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/38570;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 441"
Suchmeldung;Einzelobjekt;57406;"Lancret, Nicolas [Künstler:in]";"Diana und Kallisto";;Malerei;"GK I 7716";;"Potsdam, Bildergalerie Sanssouci (P-BG) - Juli 1942 Schloss Rheinsberg";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung14469 Potsdam14414 Potsdam(0331) 96940(0331) 9694307schloesserdirektion@spsg.dehttp://www.spsg.deDr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)+49 (0) 331 96 94 307schloesserdirektion(at)spsg.deDr. Ulrike Schmiegelt-Rietig (Provenienzforschung)+49 (0) 331 96 94 874u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/57406;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 289-290"
Suchmeldung;Einzelobjekt;33759;"Pesne, Antoine [Künstler:in]";"Charles King";;Malerei;"GK I 2619";"Rückseitig bezeichnet: ""Ant. Pesne fec. 1732""";"Schloss Berlin (B-SCHL), Leihgabe an das Schloßmuseum Berlin (Nummer 263) - Kloster Lehnin - jetzt als Kriegsbeute im Staatlichen Puschkin-Museum, Moskau (am 22./30. März 1946 registriert; Inventarnummer 1262- Internet 1010240)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung14469 Potsdam14414 Potsdam(0331) 96940(0331) 9694307schloesserdirektion@spsg.dehttp://www.spsg.deDr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)+49 (0) 331 96 94 307schloesserdirektion(at)spsg.deDr. Ulrike Schmiegelt-Rietig (Provenienzforschung)+49 (0) 331 96 94 874u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/33759;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 357"
Suchmeldung;Einzelobjekt;58562;"Brand, Christian Hilfgott [Künstler:in]";"Landschaft mit Bauern und Pferd";;Malerei;"GK I 1621";;"Neues Palais (P-NP) - Juni 1944 Kloster Lehnin - jetzt als Kriegsbeute in der Staatlichen Eremitage St. Petersburg (am 3.Juli 1946 dort registriert)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung14469 Potsdam14414 Potsdam(0331) 96940(0331) 9694307schloesserdirektion@spsg.dehttp://www.spsg.deDr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)+49 (0) 331 96 94 307schloesserdirektion(at)spsg.deDr. Ulrike Schmiegelt-Rietig (Provenienzforschung)+49 (0) 331 96 94 874u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/58562;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 98"
