Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;465747;"Zedler, Johann Heinrich [Drucker:in]
Zedler [Verlag]";"Grosses vollständiges Universal-Lexicon Aller Wissenschafften und Künste, Welche bishero durch menschlichen Verstand und Witz erfunden und verbessert worden : Darinnen so wohl die Geographisch-Politische Beschreibung des Erd-Creyses, nach allen Monarchien, Kayserthümern, ... Sammt der natürlichen Abhandlung von dem Reiche der Natur, ... Als auch eine ausführliche Historisch-Genealogische Nachricht von denen ... berühmtesten Geschlechtern in der Welt: ... Ingleichen von allen Staats- Kriegs- Rechts- Policey und Haushaltungs-Geschäfften des adelichen und bürgerlichen Standes, ... Wie nicht weniger die völlige Vorstellung aller in denen Kirchen-Geschichten berühmten Alt-Väter, Propheten, Apostel, Päbste, Cardinäle, ... Endlich auch ein vollkommener Inbegriff der allergelehrtesten Männer, berühmter Universitäten ... enthalten ist ; Fünf und Viertzigster Band. Trap - Tz";"1745 [Dokumentdatum]";Buch;"Un 35300 - 45";"Weitere Informationen im Online-Katalog der Bibliothek der Berlin-Brandenburgischen Akademie der Wissenschaften: Externer Link";"Stempel: Victoria Gymnasium Bibliothek PotsdamStempel: Dublette der Brandenburg. Landes- u. Hochschul-Bibliothek PotsdamStempel: Deutsche Akademie der Wissenschaften zu Berlin, BibliothekQuelle: Zugangsbuch Alle Erwerbungsarten 1954-1955 der Deutschen Akademie der Wissenschaften zu Berlin 1955/367, ""Landesbibliothek Gotha"", inventarisiert als Geschenk/Tausch 1955-03-31Verdacht auf NS-Raubgut";2013-02-11;"Bibliothek der Berlin-Brandenburgischen Akademie 
der Wissenschaften
Unter den Linden 8
10117 Berlin
(030) 20370487
(030) 20370476
http://bibliothek.bbaw.de
Dr. Marianne Seidig (Leiterin der Akademiebibliothek)
(030) 20370487
seidig@bbaw.de";https://www.lostart.de/de/Fund/465747;
Fundmeldung;Einzelobjekt;436409;"Yehudahha-Leṿi / ÜbersetzerIn: Hirschfeld, Hartwig [Autor:in]
Verlag von Wilhelm Koebner [Verlag]";"Das Buch al-Chazarî";"1885 [Erscheinungsdatum]";Buch;"Stabi 1138";"Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Vorbesitz: Ehrlich, Ernst Ludwig | Stempel | Erläuterung: Stempel auf dem Titelblatt: Bibliothek Lutz Ehrlich [handschriftlich] in Berlin | ProvenienzmerkmalZugang: Westdeutsche Bibliothek | Zugangsnummer Stabi 1138 | NS-Raubgut | Datum 1961-04-21 | Erläuterung: Verdacht auf NS-Raubgut. Quelle: Akzessionsjournal der Westdeutschen Bibliothek Stabi 1138 ""alter Bestand"", inventarisiert als Donum 1961-04-21";2011-05-17;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/436409;
Suchmeldung;Einzelobjekt;566670;"Unbekannt [Künstler:in]";Wäscheschrank;;Möbel;"1 (Bernel Liste, S.16)";"Wäscheschrank, geschnitztes Holz, bemalt, vergoldet, acht Türen. Quelle: Charles Bernel: Inventaire & estimation du Mobilier, Objects d'art, Tapis, Tableaux, Argenterie, Verrerie, Vaisselle, en L'Hotel de Monsieur E. Kalman, 51, Avenue Foch, Paris (XVIème). In: US - NARA, RG 260, M1946. Administrative records, correspondence, denazification orders, custody receipts, property cards, Jewish restitution claim records, property declarations, and other records from the Munich CCP. Roll 51. Restitution Claim Records. Jewish Claims, Numbered: 0186-0192. Blatt 185 - 212.";"Sammlung Emmerich Kálmán, Wien - Paris, - 1942 (um) Beschlagnahme durch Einsatzstab Reichsleiter Rosenberg (ERR), Paris";2017-02-15;"Mondex Corporation
info@mondexcorp.com";https://www.lostart.de/de/Verlust/566670;
Suchmeldung;Einzelobjekt;286397;"Gassies, Georges [Künstler:in]";"Vom Wächter ertappte Kinder";"1801/1900 [Datierung]";Druckgrafik;2162;"nach einem Gemälde von Grenier, Francois (1793-1867)";;2003-07-07;"Nahimov Prospekt 9 (проспект Нахімова 9)
99011 Sewastopol
+ 38 (0692) 540367
info@sevartmuseum.info
http://www.sevartmuseum.info
Natalia Bendyukova (Direktorin)
+38 (0692) 540367
bendyukova@yahoo.com";https://www.lostart.de/de/Verlust/286397;
Suchmeldung;Einzelobjekt;322615;"Schreber [Autor:in]";"Die Säugethiere in Abbildungen nach der Natur mit Beschreibungen";"1775 [Erscheinungsdatum]";Buch;4240;;;2007-02-05;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/322615;
Fundmeldung;Einzelobjekt;458741;"Lamprecht, Karl [Autor:in]
Gärtner [Verlag]";"Deutsche Geschichte ; 1";"1894 [Erscheinungsdatum]";Buch;"OSR 2/1284-1";"Weitere Informationen im Online-Katalog des Bibliothekssystems der Justus-Liebig-Universität Gießen: Externer Link";"Elias, Michael &datl=19./20. Jh. (Wirkungszeit)ExlibrisStempelBibliotheksexemplarSignaturDatum 1978NS-Raubgut?";2012-08-21;"Universitätsbibliothek Gießen
Otto-Behagel-Str. 8
35394 Gießen
+49 (0)641 99-14032
+49 (0)641 99-14039
auskunft@bibsys.uni-giessen.de
http://www.ub.uni-giessen.de
Dr. Olaf Schneider (Bibliotheksoberrat)
+49 (0)641/99-14052
Olaf.Schneider@bibsys.uni-giessen.de";https://www.lostart.de/de/Fund/458741;
Suchmeldung;Einzelobjekt;61248;"Wach, Wilhelm (nach Santi, Raffaello) [Künstler:in]";"Madonna mit der Nelke";;Malerei;"GK I 1750";;"Gemäldevorrat im Neuen Palais (P-NP-V) - laut Meldung vom 29. Dezember 1945 auf Anordnung von Oberleutnant Ludschuweit verpackt und abtransportiert - am 22./30. März 1946 als Kriegsbeute im Staatlichen Puschkin-Museum Moskau registriert; am 5. Juli 1946 in einer Liste von Gemälden für die Sowjetrepublik Georgien aufgeführt.";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/61248;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 565"
Suchmeldung;Einzelobjekt;521400;"Unbekannt [Künstler:in]";Pokal;;"Kunsthandwerk / -gewerbe";;"etwa 235g";"Sammlung Rudolf Mosse; Versteigerung, Berlin (Auktions-Haus ""Union"") 1934-6-6, Kat.Nr. 438";2014-09-02;"J. Eric Bartko (Director of Investigations) (Bartko, Zankel, Bunzel & Miller (www.bzbm.com))
ebartko@bzbm.com";https://www.lostart.de/de/Verlust/521400;
Fundmeldung;Einzelobjekt;476151;"Schiller, Friedrich [Autor:in]
Carlsruhe : Schmieder [Verlag]";"Don Carlos, Infant von Spanien";"1792 [Erscheinungsdatum]";Buch;16.8.2435;"Zum Katalog der SLUB";"NS-Raubgut (Verdacht). Quelle: Zugangsbuch der Sächsischen Landesbibliothek ""von der Gestapo überwiesen"", inventarisiert als Geschenk";2013-08-07;"Zellescher Weg 18
01054 Dresden
+49 (0) 351 4677 390
+49 (0) 351 4677 111
http://www.slub-dresden.de/startseite/
Jana Kocourek (Abteilungsleiterin Handschriften, Alte Drucke und Landeskunde)
+49 (0)351 4677 520
Jana.Kocourek@slub-dresden.de";https://www.lostart.de/de/Fund/476151;
Suchmeldung;Einzelobjekt;226610;"Franck, Sebastian [Autor:in]
Froschoner [Verlag]";"Sprüchwörter gemeiner teutscher nation, erstlich durch Sebastian Francken gesamlet, nüvlich aber in koliche ordnung gestellet und gebessert. ...";"1545 (vor) [Erscheinungsdatum]";Buch;"Jac 298";"Th. [1.] 2., 4 Bl. am Schluss fehlen";"In das Schloss Kynau (die Angaben über diesen Ort sind widersprüchlich, zunächst heißt es Künau bei Grünberg, dann Schloss Kuhnau, gemeint ist aber wohl doch Kynau im Kreis Waldenburg, heute Zagorze Slaskie) wurden im Juni 1943 60 Kisten mit ca. 7.500 Bänden verlagert, die den wertvollsten Teil der Göritz-Lübeck-Stiftung, die Sammlung Friedlaender (12 Kisten), die Sammlung Jacobsen, die Werther-Sammlung (1 Kiste) enthielten. Nach einem Bericht vom 2.5.1945 soll das Bergungsgut abtransportiert worden sein.
Auslagerung (Kynau (Waldenburg), Schloss Kynau)";2001-08-08;"Zentral- und Landesbibliothek Berlin 
Abteilung 4 | Landesbibliothek
Breite Straße 30-36
10178 Berlin
http://www.zlb.de 
Zentral- und Landesbibliothek Berlin (Abteilung 4 | Landesbibliothek)
+49 30 90226-466
landesbibliothek@zlb.de";https://www.lostart.de/de/Verlust/226610;
