Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;477130;"Schnitzler, Arthur [Autor:in]
Fischer [Verlag]";"Gesammelte Werke : Abt. 2, Die Theaterstücke. - Bd. 3";"1914 [Erscheinungsdatum]";Bibliotheksgut;"NSR A/584115";"Weitere Informationen im Campus-Katalog Bibliothekssystem der Universität Hamburg: Externer Link";"Vorbesitz: Deutsches Reich, Geheime Staatspolizei | Erläuterung: LieferantZugang: Bibliothek der Hansestadt Hamburg | Zugangsnummer D 1942/7382 | NS-RaubgutZugang: Bibliothek der Hansestadt Hamburg | Zensurexemplar | Erläuterung: Sekretiert";2013-09-27;"Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky
Von-Melle-Park 3
20146 Hamburg
(040) 040 42838 3352
http://www.sub.uni-hamburg.de
Blödorn-Meyer, Dr. Petra (Hauptabteilung Collectionen, Bestandsaufbau, Catalogdienste)
040 42838 5858
Hauptabteilung Collectionen, Bestandsaufbau, Catalogdienste
nsraubgut@sub.uni-hamburg.de";https://www.lostart.de/de/Fund/477130;
Suchmeldung;Einzelobjekt;226583;"Forck, Ludwig [Autor:in]
Velhagen & Klasing [Verlag]";"Altdeutsches Herz und Gemüth in Poesie und Prosa, Hauptsächlich aus dem 16. und 17. Jahrhunderte. Zsgest. vom Hrsg d. ""Altdeutschen Witz und Verstand"" u. ""Altdeutschen Schwank u. Scherz"".";"1880 [Erscheinungsdatum]";Buch;"Jac 1650";"XIV, 220 S.";"In das Schloss Kynau (die Angaben über diesen Ort sind widersprüchlich, zunächst heißt es Künau bei Grünberg, dann Schloss Kuhnau, gemeint ist aber wohl doch Kynau im Kreis Waldenburg, heute Zagorze Slaskie) wurden im Juni 1943 60 Kisten mit ca. 7.500 Bänden verlagert, die den wertvollsten Teil der Göritz-Lübeck-Stiftung, die Sammlung Friedlaender (12 Kisten), die Sammlung Jacobsen, die Werther-Sammlung (1 Kiste) enthielten. Nach einem Bericht vom 2.5.1945 soll das Bergungsgut abtransportiert worden sein.
Auslagerung (Kynau (Waldenburg), Schloss Kynau)";2001-08-08;"Zentral- und Landesbibliothek Berlin 
Abteilung 4 | Landesbibliothek
Breite Straße 30-36
10178 Berlin
http://www.zlb.de 
Zentral- und Landesbibliothek Berlin (Abteilung 4 | Landesbibliothek)
+49 30 90226-466
landesbibliothek@zlb.de";https://www.lostart.de/de/Verlust/226583;
Suchmeldung;Einzelobjekt;429596;"Porzellanmanufaktur Meissen [Manufaktur]";"Alt-Meißener Teebüchse";;Behältnis;;"reich bemalt mit Höroldt-Figuren auf goldenen Podesten.";"Sammlung Bruno Spiro; Lepke (2100), 23. und 24.04.1936, Kat.Nr.584, Käufer 1936: Bercovitz, 84,-";2011-02-16;"Lothar Fremy (Rechtsanwalt)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/429596;
Suchmeldung;Einzelobjekt;416563;;"Entwurf zu einem Lutherdenkmal";;Buch;;"Buch zur Geschichte Torgaus. Behelfs-Inventarnummer: 1262";"Die Sammlung umfasste 1931 ca. 2000 Objekte. In den Kriegswirren 1945 ging diese, eingelagert in Kisten, zum großen Teil verloren.";2009-12-15;"Torgauer Geschichtsverein e.V.
Herr Dr. Jürgen Herzog
Wintergrüne 5
04860 Torgau
03421-70337 27 o. 03421-70336
03421-70337 24
http://www.museum-torgau.de
Kathrin Niese  (Museologin Stadt- und Kulturgeschichtliches Museum Torgau)
info@museum-torgau.de";https://www.lostart.de/de/Verlust/416563;
Fundmeldung;Einzelobjekt;578807;"Lichtwark, Alfred [Autor:in]
Westermann [Verlag]";"Briefe an die Kommission für die Verwaltung der Kunsthalle ; Bd. 1";"1923 [Erscheinungsdatum]";Bibliotheksgut;"NSR X/169: 13,1.1923EX2";"Weitere Informationen im Campus-Katalog Bibliothekssystem der Universität Hamburg: Externer Link";"Vorbesitz: Lippmann, Leo | Exlibris | ProvenienzmerkmalZugang: Hamburg, Gerichtsvollzieheramt | NS-Raubgut | Erläuterung: LieferantZugang: Bibliothek der Hansestadt Hamburg | Zugangsnummer K 1943.6152 | NS-RaubgutZugang: Staats- und Universitätsbibliothek Hamburg | NS-Raubgut | Erläuterung: Verdacht auf NS-Raubgut, Kennung: entschädigt";2018-08-23;"Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky
Von-Melle-Park 3
20146 Hamburg
(040) 040 42838 3352
http://www.sub.uni-hamburg.de
Blödorn-Meyer, Dr. Petra (Hauptabteilung Collectionen, Bestandsaufbau, Catalogdienste)
040 42838 5858
Hauptabteilung Collectionen, Bestandsaufbau, Catalogdienste
nsraubgut@sub.uni-hamburg.de";https://www.lostart.de/de/Fund/578807;
Suchmeldung;Einzelobjekt;420002;"Unbekannt [Künstler:in]";"Weibliches Bildnis";;Gemälde;1865;"Brustbild mit Hermelin";"Herzog Joachim Ernst von Anhalt, Dessauer Schloss";2010-08-31;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/420002;
Suchmeldung;Einzelobjekt;311425;"Becker, Karl Ludwig Friedrich [Künstler:in]";"Ödipus geblendet und flüchtig am Hain der Eumeniden flucht dem Polyneikes";"1842 [Datierung]";Malerei;;"Konkurrenzbild; Großer Staatspreis; Alte Inv.Nr. 246";;2005-11-24;"Akademie der Künste
Kunstsammlung
Luisenstraße 60
10117 Berlin
(030) 200 57 4030 
(030) 200 57 4033
kunstsammlung@adk.de
http://www.adk.de
Doris Kachel (Provenienzforschung)
+49(0)30 200 57- 40 36
kachel@adk.de";https://www.lostart.de/de/Verlust/311425;
Suchmeldung;Einzelobjekt;461492;"Schütz, Franz [Künstler:in]";"Felsige Flusslandschaft mit Haus und Kapelle";;Zeichnung;;;"Sammlung Boguslav Jolles, Dresden; 1895 Auktion Hugo Helbing, München; Sammlung Dr. Michael Berolzheimer; Garmisch-Partenkirchen; 1939 Auktion Adolf Weinmüller, München";2013-01-09;"HCPO (Holocaust Claims Processing Office)
claimsques@dfs.ny.gov";https://www.lostart.de/de/Verlust/461492;
Suchmeldung;Einzelobjekt;244375;;"3 Kinderfiguren";"1840 (um) [Datierung]
1500-1900 [Zeitraum]";Kleinkunst;;"Stehende Mädchen mit toter Taube; laufender Knabe; stehender Knabe. Kleidung in lichten Farben mit Blumenmuster. Ein Stück mit Blaumarke D mit Rad. Eingeritzte Modell-Nr. 217, 223 und 224.Damm, um 1840 nach Höchster Modellen. Höhe 14,7 und 13 cm. Kleine Reparaturen.";;2002-02-15;;https://www.lostart.de/de/Verlust/244375;
Suchmeldung;Einzelobjekt;568658;"Unbekannt (Französisch (?)) [Künstler:in]";Konsolspiegel;;Möbel;"215 (Lepke)";"klein, oval, in schwarzer Lackarbeit, auf dreieckiger Konsole. Quelle: Rudolph Lepke's Kunst-Auctions-Haus: Antiquitäten, Gemälde: Bestände der Kunsthandlung B., Berlin, Alt-Meissener Porzellan der Sammlung Demiani u. and. Beiträge ; Möbel des 16. bis 18. Jahrhunderts, europäisches und chinesisches Porzellan, Fayencen, Steinzeug, Teppiche, Tapisserien, Bronzen, Silber, Kleinkunst, Inkunabeln u.a. (Katalog Nr. 2106). Versteigerung vom 7.10.1936. Berlin 1936; LAB, A Rep. 243-04 Nr. 3, Versteigerung vom 7./8.10.1936, Versteigerungsantrag Ball.";"Sammlung Alexander und Richard Ball, BerlinAuktion Lepke 07.- 08.10.1936";2017-08-15;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/568658;
