Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;445047;"Unbekannt (Spanisch) [Künstler:in]";"Kavalleriedegen mit Scheide";"1807 [Datierung]";"Waffen / Zubehör";02.16;"Zweischneidige Klinge bez.: ""R. CD IV. Ds 1807 T. o"". Eisengriff mit geschlossenem Griffbügel und zwei Spangen mit Griffkappe. Griff Leder mit Drahtumwicklung. Lederscheide schwarz, Eisenschuh und Mundblech mit mandelförmigem Trageknopf. Gewicht: 780 g; Klinge: 3,2 cm breit, 91,5 cm lang; Scheide: 93 cm lang, Gewicht: 268 g";"Dieses Objekt wurde 1902 erworben";2011-09-19;"Stiftung Deutsches Historisches Museum
Unter den Linden 2
10117 Berlin
+49 (0) 30 203 040 
+49 (0) 30 20304543
info@dhm.de
http://www.dhm.de/
Dr. Brigitte Reineke (Leiterin Zentrale Dokumentation und Provenienzforschung)
+49 (0) 30 203 04406
reineke@dhm.de
Fritz Backhaus (Direktor Sammlungen)
+49 (0) 30 203 04200
backhaus@dhm.de
Prof. Dr. Raphael Gross (Präsident)
+49 (0) 30 203 04101
praesident@dhm.de";https://www.lostart.de/de/Verlust/445047;
Suchmeldung;Einzelobjekt;443568;;"Die Kriegsumstände und wegen diesfallsiger Versehung am 29. Juli 1757 gehaltene gemeinschaftliche Konferenz, Bd. IV in Abschrift";"1757 [Dokumentdatum]";Archivgut;"Z 89, Nr. 820";;"ehemaliges Staatsarchiv Zerbst";2011-09-13;"Landeshauptarchiv
Sachsen-Anhalt
Brückstraße 2
39114 Magdeburg
+49 (0) 391 59806-0
+49 (0) 391 59806-600
poststelle@lha.mi.sachsen-anhalt.de
http://www.lha.sachsen-anhalt.de
Volkmar, Dr. Christoph (Koordinator Lost Art)
+49 (0) 391 59806 230
volkmar@lha.mi.sachsen-anhalt.de";https://www.lostart.de/de/Verlust/443568;
Suchmeldung;Einzelobjekt;397632;"Picasso, Pablo [Künstler:in]";"Zirkusreiterinnen auf einem Pferd";;Druckgrafik;"Los 1248";Oktav.;"Berlin / Max Perl, Auktion 180, 1933-5-18/1933-5-19";2007-11-30;;https://www.lostart.de/de/Verlust/397632;
Suchmeldung;Einzelobjekt;72434;"Kügelgen, Gerhard von [Künstler:in]";"Prinz Friedrich von Preußen, im Hintergrund Schloß Ballenstedt";"1816 [Datierung]";Malerei;9769;;"Nachlaß Prinz Georg; Stadtschloß Breslau (BRES)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/72434;
Fundmeldung;Einzelobjekt;574139;"Internationales Arbeitsamt [Verlag]";"Studien und Berichte ; Nr. 15. Methoden der statistischen Erfassung der Unfälle im Eisenbahnbetrieb";"1929 [Erscheinungsdatum]";Buch;"am 4245 i";"Weitere Informationen im Online-Katalog der Staats- und Universitätsbibliothek Bremen";"restituiert / Als Dauerleihgabe von den Erben erhaltenRückgabe erfolgtProvenienz: Angestelltenkammer BremenZugang: 1939.01.14
Status
restituiert";2018-01-16;"Staats- und Universitätsbibliothek Bremen
Bibliothekstraße
28359 Bremen
+49 (0)421 218 59610
suub@suub.uni-bremen.de
http://www.suub.uni-bremen.de
Müller, Maria-Elisabeth (Direktorin)
+49 (0)421 218 59400";https://www.lostart.de/de/Fund/574139;
Suchmeldung;Einzelobjekt;120159;"Wasmann, Friedrich [Künstler:in]";Berglandschaft;;Zeichnung;30/145;;;2001-08-08;"Kunsthalle Bremen
28195 Bremen
+49 (0) 421 32908 47
office@kunsthalle-bremen.de
http://www.kunsthalle-bremen.de
Dr. Christoph Grunenberg (Direktor)
+49 (0)421 32908 200
grunenberg@kunsthalle-bremen.de
Dr. Dorothee Hansen (Kustodin Alte Meister)
+49 (0)421 32908 260
hansen@kunsthalle-bremen.de
Dr. Maria Aresin (Kustodin Kupferstichkabinett)
+49 (0)421 32908 261
aresin@kunsthalle-bremen.de";https://www.lostart.de/de/Verlust/120159;
Suchmeldung;Einzelobjekt;518756;"Jamnitzer, Christoph [Künstler:in]";"Putti with Bowls";;Zeichnung;;"Inscription on verso: “140”";"Sammlung Dr. Arthur Feldmann";2014-05-08;;https://www.lostart.de/de/Verlust/518756;
Suchmeldung;Einzelobjekt;575256;"Unbekannt (Im Geschmack des Bergem) [Künstler:in]";"Landschaft mit Vieh";;Gemälde;405;"In einer felsigen Landschaft ruhen eine Anzahl Schafe. Links eine Ziege, mit den Vorderbeinen auf einem Felsblock stehend, dort wachsende Pflanzen fressend.";"Die aufgeführten Gemälde der Bückeburger Galerie sind während der Besatzungszeit von 1945 bis 1951 verlorengegangen (sh. Verlorene Werke der Malerei, 1965, Seite 78-79.)";2018-02-20;"Fürstliche Schloßverwaltung
Alexander vom Hofe/Madrid
Schloßplatz 1
31675 Bückeburg
+49 (0) 57 22 - 9558-30
+49 (0) 5722 - 9558 58
info@schloss-bueckeburg.de
http://www.schloss-bueckeburg.de
Stiftung Deutsches Zentrum Kulturgutverluste
+49 (0) 391 727 763 0
lostart@kulturgutverluste.de";https://www.lostart.de/de/Verlust/575256;
Suchmeldung;Einzelobjekt;440980;;"Die Vertretung der Fürsten Friedrich Albrecht und Alexius Friedrich Christian während ihrer oftmaligen Abwesenheit Vol. I-II";"1787-1824 [Dokumentdatum]";Archivgut;"Z 18, C 5a Nr. 7";;"ehemaliges Staatsarchiv Zerbst";2011-09-13;"Landeshauptarchiv
Sachsen-Anhalt
Brückstraße 2
39114 Magdeburg
+49 (0) 391 59806-0
+49 (0) 391 59806-600
poststelle@lha.mi.sachsen-anhalt.de
http://www.lha.sachsen-anhalt.de
Volkmar, Dr. Christoph (Koordinator Lost Art)
+49 (0) 391 59806 230
volkmar@lha.mi.sachsen-anhalt.de";https://www.lostart.de/de/Verlust/440980;
Suchmeldung;Einzelobjekt;126473;;"Studie eines Eichbaums";;Zeichnung;1;;;2001-08-08;"Kunsthalle Bremen
28195 Bremen
+49 (0) 421 32908 47
office@kunsthalle-bremen.de
http://www.kunsthalle-bremen.de
Dr. Christoph Grunenberg (Direktor)
+49 (0)421 32908 200
grunenberg@kunsthalle-bremen.de
Dr. Dorothee Hansen (Kustodin Alte Meister)
+49 (0)421 32908 260
hansen@kunsthalle-bremen.de
Dr. Maria Aresin (Kustodin Kupferstichkabinett)
+49 (0)421 32908 261
aresin@kunsthalle-bremen.de";https://www.lostart.de/de/Verlust/126473;
