Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;524631;"Gelbe, Herman (Bearb.) [Autor:in]
Hinrichs [Verlag]";"Hebräische Grammatik : für den Schulgebrauch";"1868 [Erscheinungsdatum]";Buch;"H0 108";;"#1 - (Heinrich Schliemann Schule, Lehrerbibliothek), Stempel: Keine; 'Heinrich-Schliemann-Schule, Gymnasium und Realgymnasium, Lehrerbücherei'. #2 - (Sophien-Gymnasium), Stempel: Keine; 'Sophien-Gymnasium in Berlin'. #3 -, Von Hand: Notiz: Allgemein; 'gpr. 28/11.47 Jacob  ' #4 -, Von Hand: Nummer: Signatur; 'P/S 1' Zum Exemplar in der ZLB-Datenbank";2015-03-13;"Stiftung Neue Synagoge Berlin - Centrum Judaicum
Oranienburger Straße 28-30
10117 Berlin
030-88028-300
030-88028-483
office@centrumjudaicum.de
http://www.centrumjudaicum.de";https://www.lostart.de/de/Fund/524631;
Suchmeldung;Einzelobjekt;445965;"Unbekannt (Deutsch (Preußen)) [Künstler:in]";"Fahne des Infanterie-Regiments Nr. 49 (6. Pommersches), I. Bataillon";"1860 [Datierung]";"Gebrauchs- / Raumtextilie";10.24;"Tuch: Weiße Keile; zwei fehlen. Etwa drei viertel des Tuches auf Seidenfiletnetz. Bandrest mit Erinnerungskreuz von 1866. Nagelborte schwarz mit 100 Nägeln.";"Dieses Objekt wurde 1910 erworben";2011-09-19;"Stiftung Deutsches Historisches Museum
Unter den Linden 2
10117 Berlin
+49 (0) 30 203 040 
+49 (0) 30 20304543
info@dhm.de
http://www.dhm.de/
Dr. Brigitte Reineke (Leiterin Zentrale Dokumentation und Provenienzforschung)
+49 (0) 30 203 04406
reineke@dhm.de
Fritz Backhaus (Direktor Sammlungen)
+49 (0) 30 203 04200
backhaus@dhm.de
Prof. Dr. Raphael Gross (Präsident)
+49 (0) 30 203 04101
praesident@dhm.de";https://www.lostart.de/de/Verlust/445965;
Suchmeldung;Einzelobjekt;484155;"Unbekannt [Künstler:in]";"Dreifigurige Marienkrönungsgruppe, aus der St-Annenkirche, Alt-Krüssow: Sitzender Christus";;"Plastik / Skulptur";"IV 1054";"Die kleinformatigen Heiligenfiguren, Weihgaben aus verschiedenen Provenienzen, wurden ab 1908 in der ""Gotischen Kapelle"" des Märkischen Museum, meist auf Retabeln ausgestellt, siehe Katalog Mittelalterliche Kunst aus Berlin und Brandenburg im Stadtmuseum Berlin, hrsgg. v. Franziska Nentwig, Berlin 2011, S.274ff, S.374.";"Dauerleihgabe der Kirchengemeinde St.-Anne, Alt Krüssow, 28.09.1877";2014-03-12;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/484155;
Suchmeldung;Einzelobjekt;529313;"Berger, Ernst [Künstler:in]";"Probestück eines maltechnischen Versuchs";;Malerei;"ZV 1343";"Zur Veranschaulichung der im Altertum geübten verschiedenen Malweisen wurden vom Maler Ernst Berger in München praktische Versuche unternommen. Eine Anzahl solcher Proben auf Holz- und Stuckplatten sind für die Sammlung angekauft worden.";"1894 vom Künstler. Inventar ZV 458-2814 (1886-1919/20). Nicht in Bestandsliste 1950 aufgeführt.";2015-09-22;"Staatliche Kunstsammlungen Dresden
Skulpturensammlung
Tzschirnerplatz 2
01067 Dresden
+49 (0)351 4914 9740
sks@skd.museum
http://www.skd.museum
Direktion
+49 (0)351 4914 9740
sks@skd.museum";https://www.lostart.de/de/Verlust/529313;"Sonderberichte über die Verwaltung der Königl. Sammlungen im Jahre 1894, S. 5."
Suchmeldung;Einzelobjekt;450191;"Unbekannt (Japanisch) [Künstler:in]";"Teller und Flaschenvase";"1801/1900 [Datierung]";"Kunsthandwerk / -gewerbe";;"a) Figürliche Szene mit Reiter. Satsuma, Siegelmarke. b) Imari-Dekor von Chrysanthemenzweigen.";"Auktion Ottmar Strauss bei Helbing Frankfurt (Main), Nr. 45, 24. Mai 1935, Lot 1770-1771";2011-12-22;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/450191;
Suchmeldung;Einzelobjekt;595269;"Unbekannt (China, Sung) [Künstler:in]";"Bauchige Vase";"960-1279 [Datierung]";Gefäß;;;"Herbert M. Gutmann, Potsdam - Herbertshof; aus dessen Sammlung Auktion Paul Graupe 12.-14. April 1934, Los 406; Verbleib unbekannt";2021-03-23;"Olaf S. Ossmann (Rechtsanwalt)
office@ossmann.ch";https://www.lostart.de/de/Verlust/595269;"Auktionskatalog Paul Graupe, Versteigerung 132, Sammlung Herbert M. Gutmann, Herbertshof bei Potsdam - Gemälde, meist aus dem 18. Jahrhundert, Möbel, Silber, Porzellan, Textilien, Alte syrische Gläser, Ostasiatische und islamische Kleinkunst, Berlin, 12.-14.04.1934"
Fundmeldung;Einzelobjekt;518336;"Stein, Leopold [Autor:in]
Frankfurt a. M. [Verlag]";"Die Schrift des Lebens : Inbegriff des gesamten Judentums in Lehre, Gottesverehrung und Sittengesetz (Dogma, Kultus und Ethik)";"3 [Erscheinungsdatum]";Buch;"F1 64 [3]";"Reihe: schriftgemäß, volkstümlich und zur Kenntnisnahme für Israeliten dargestellt in drei Teilen. 3. Teil. Der Weg oder Die Weisheit der Rabbinen. Gesetz und Sitte im Judentum nach Bibel und Talmud, Band: []";"#1 - (Landauer, [?] Knabenschule der Jüdischen Gemeinde zu Berlin), Von Hand: Notiz: Allgemein; 'Geschenk der Frau Kommerzienrat Landauer, geb. Stein, in Augsburg'. #2 - (Knabenschule der Jüdischen Gemeinde zu Berlin), Stempel: Keine; 'Knabenschule der Jüdischen Gemeinde zu Berlin'. #3 -, Von Hand: Nummer: Signatur; 'Reg. 152' Zum Exemplar in der ZLB-Datenbank";2014-04-24;"Stiftung Neue Synagoge Berlin - Centrum Judaicum
Oranienburger Straße 28-30
10117 Berlin
030-88028-300
030-88028-483
office@centrumjudaicum.de
http://www.centrumjudaicum.de";https://www.lostart.de/de/Fund/518336;
Suchmeldung;Einzelobjekt;321738;"Hopf [Autor:in]";"Das gemüthliche Berlin";"1852 [Erscheinungsdatum]";Buch;2646;;;2007-02-05;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/321738;
Suchmeldung;Einzelobjekt;396788;"Unbekannt (Italienisch) [Künstler:in]";"Die heilige Familie";"1501/1600 [Datierung]";Zeichnung;;"Los 521";"Berlin / Max Perl, Auktion 180, 1933-5-18/1933-5-19";2007-11-22;;https://www.lostart.de/de/Verlust/396788;
Suchmeldung;Einzelobjekt;442782;;"Briefe der Fürstin Gisela Agnes, Gemahlin Fürst Leopold Maximilians, an ihren Schwager Fürst Dietrich";"1737-1741 [Dokumentdatum]";Archivgut;"Z 44, A 5a Nr. 44";;"ehemaliges Staatsarchiv Zerbst";2011-09-13;"Landeshauptarchiv
Sachsen-Anhalt
Brückstraße 2
39114 Magdeburg
+49 (0) 391 59806-0
+49 (0) 391 59806-600
poststelle@lha.mi.sachsen-anhalt.de
http://www.lha.sachsen-anhalt.de
Volkmar, Dr. Christoph (Koordinator Lost Art)
+49 (0) 391 59806 230
volkmar@lha.mi.sachsen-anhalt.de";https://www.lostart.de/de/Verlust/442782;
