Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;17290;"Berchem, Claes [Künstler:in]";"Düstere Winterlandschaft";;Malerei;836;"Tafelmalerei: Bild: Winterlandschaft; Landschaft, die den Winter bezeichnet (bei der Einteilung des Jahres in vier Jahreszeiten) & die Darstellung von Jahreszeiten durch Szenen, die menschliche Tätigkeiten (meistens in einer Landschaft) darstellen; Landschaft; Winter & Tätigkeit; Berufe; Arbeit; Landschaft; Winter; Frühling; Sommer; Herbst; Signatur: Links unten in der Ecke: Berchem. f.; Maße: 48 x 69 cm";"(frühere) Verwaltung: Berlin; (öffentliche) Sammlung; Staatliche Museen; Abteilung: Gemäldegalerie; Inv. Nr. 836; Zugangsart: Überweisung; Zugangsdatum: 1829; Auslagerungsort: Berlin; Friedrichshain; Flakturm Friedrichshain; Besitzzeit: bis 1945; Zugangsart: Auslagerung; Zugangsdatum: 1941/1942; Vorbesitzer: Berlin & Potsdam; (halböffentliche) Sammlung: Königliche Schlösser; Besitzzeit: bis 1829
Auslagerung (Berlin, Flakbunker Friedrichshain)";2001-08-08;"Stiftung Preußischer Kulturbesitz
Staatliche Museen zu Berlin
Gemäldegalerie 
Matthäikirchplatz
10785 Berlin
+49 (0) 30 266 42 4001
+49 (0) 30 266 42 4003
gg@smb.spk-berlin.de
http://www.smb.spk-berlin.de
Dr. Neville Rowley (Kurator für italienische Kunst vor 1500)
+49 (0) 30 266 42 4006
n.rowley@smb.spk-berlin.de";https://www.lostart.de/de/Verlust/17290;
Suchmeldung;Einzelobjekt;54958;"Pesne, Antoine [Künstler:in]";"Königin Elisabeth Christine von Preußen";;Malerei;"GK I 8068";;"Schloß Königsberg (KÖ-SCHL); 1883 im Königsberger Schoss inventarisiert";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/54958;"Berckenhagen, Ekhart; Columbier, Pierre du; Kuhn, Margarete; Poensgens, Georg: in: Antoine Pesne; Berlin; 1958, 84 cfStiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 363"
Fundmeldung;Einzelobjekt;453646;"Wollenweber, Louis [Künstler:in]";Tortenschaufel;"1826 [Datierung]";Essbesteck;"K 40 /197";"Tortenschaufel mit Holzstiel, Blatt ornamental ausgesägt - Meisterzeichen ""Louis Wollenweber"", Beschauzeichen";"Julie Mai - Ankauf vom Städtischen Leihamt, München, 4,90 RM, 18. Juni 1940 inventarisiert
Status
restituiert";2012-05-14;"Münchner Stadtmuseum
St.-Jakobs-Platz 1
80331 München
(089) 23322370
(089) 23325033
stadtmuseum@compuserve.com
http://www.muenchner-stadtmuseum.de
Frau Dr. Regina Prinz (Provenienzforschung)
+49-(0) 89-233-27392
regina.prinz@muenchen.de";https://www.lostart.de/de/Fund/453646;
Fundmeldung;Einzelobjekt;577318;"Johann Friedrich Unger [Verlag]";"Historisch genealogischer Calender auf das Gemein - Jahr 1797 : Die Geschichte von Polen";"1797 [Erscheinungsdatum]";Buch;"1.8° 598-1797";"1 Band";"ETG (Edith und Georg Tietz) - Berlin; Arisierung 1934, Emigration 1937, Enteignung 1942; via Reichstauschstelle in Stadtbibliothek Bautzen";2018-05-07;"Stadtbibliothek Bautzen
Schloßstraße 10
02625 Bautzen
03591 534-850
stadtbibliothek@bautzen.de
http://www.bautzen.de/stadtbibliothek.asp";https://www.lostart.de/de/Fund/577318;
Fundmeldung;Einzelobjekt;482456;"Zalud, Franz Wenzel [Künstler:in]";Ventiltrompete;"1851/1900 [Datierung]";"Musikinstrument / Musikalie";"RM 1942/183-II/24";"Gravur: Franz Zalud, Theresienstadt";"Sammlung Kaiser - Ankauf 1942(zu ausführlicheren Angaben: siehe PDF rechts in der Marginalspalte)";2014-02-25;"Kölnisches Stadtmuseum
50667 Köln
(0221) 2215789
(0221) 24154
ksm@museenkoeln.de
http://www.museenkoeln.de
Dezernat für Kunst und Kultur der Stadt Köln (Museumsreferat, Provenienzforschung)
+49(0)221/221-22520
provenienzforschung@stadt-koeln.de";https://www.lostart.de/de/Fund/482456;
Fundmeldung;Einzelobjekt;219749;"Thoma, Hans [Künstler:in]";"Frühling am Main";;Druckgrafik;mü44706/3/19;;"Grafische Sammlung aus dem Nachlass von Kommerzienrat Hans Vogel (Chemnitz) am 21.12.1941 vom Deutschen Reich erworben.";2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/219749;
Fundmeldung;Einzelobjekt;584848;"Weissenbruch, Jan [Künstler:in]";"Flusslandschaft mit ankernden Segelbooten";"1849-1849 [Datierung]";Zeichnung;"C 1944-306";"Segelboot am Ufer eines Gewässers mit einer großen Weide und Personen, im Hintergrund Gebäude und ein weiteres Segelboot";"Versteigerung Frederik Muller & Co, Amsterdam, 18./19. Juli 1944, Nr. 461; über Kunsthandlung F.W.H. Hollstein, Amsterdam, an ""Sonderauftrag Linz""";2019-12-06;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Fund/584848;
Suchmeldung;Einzelobjekt;530314;"Unbekannt (Deutsch (Nürnberg?)) [Künstler:in]";"Zwei Heilige";"1400 (um) [Datierung]";Malerei;"o. Nr.";"Zwei Heilige stehen links und rechts eines schlanken Baumstammes. Der jüngere in rotem Wams und grünem Mantel mit umgehängtem Schwert, der ältere in grünem Wams mit rotem Mantel. Beide in ganzer Figur auf bräunlichem Grund dargestellt.";"Verzeichnis 1944, Bl. 423, „Z. von Heinemann, Wiesbaden im Tausch“, Aufbewahrung im Museum, Erdgeschoss; Verbleib unbekannt.";2015-11-13;"Stiftung Schloss Friedenstein 
Gotha
Schlossplatz 1
99867 Gotha
0049 (0) 03621 8234-0
0049 (0) 03621 8234-290
http://www.stiftungfriedenstein.de
Dr. Tobias Pfeifer-Helke (Stiftungsdirektor)
+49 (0) 621-8234 100
vorstand@stiftung-friedenstein.de
Dr. Timo Trümper (Kustode für Gemälde und Plastik)
+49 (0) 3621 8234 553
truemper@stiftung-friedenstein.de
Ronny Licht (Provenienzforscher)
+49 (0) 3621-82 34 329
ronny.licht@friedenstein-stiftung.de";https://www.lostart.de/de/Verlust/530314;"Verzeichnis 1944, Bl. 423"
Fundmeldung;Einzelobjekt;220867;"Hoguet, Charles [Künstler:in]";"Windmühlenflügel in der Normandie, vorn Bauern u. Schafe";"1864 [Datierung]";Malerei;mü9364;"Signatur: C.Hoguet/64; Zum Hügel führt ein Weg mit Geländer mit reicher Staffage, rechts Ausblick aufs Meer.";"erworben auf der Auktion H. W. Lange am 5./6.10.1943 von Frau Almas Dietrich für den Sonderauftrag Linz";2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/220867;
Suchmeldung;Einzelobjekt;568476;"Unbekannt (Französisch (?)) [Künstler:in]";"Drei verschiedene Wandleuchter";"1701/1800 [Datierung]";Beleuchtung;"6 (NARA)";"drei Stück: 1. dreiarmig, 2. dreiarmig mit drei Widderköpfen, 3. einarmig. Quelle: US - NARA, RG 260, M1946. Administrative records, correspondence, denazification orders, custody receipts, property cards, Jewish restitution claim records, property declarations, and other records from the Munich CCP. Roll 47. Restitution Claim Records. Jewish Claims, Nr. 0053.";"Sammlung Alexander und Richard BallBeschlagnahme durch den ERR, Paris 1941 (um)";2017-08-15;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/568476;
