Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;69646;"Sell, Christian [Künstler:in]";"General von Tümpling mit der 5. Division am 28.6.1866 bei Gitschin";;Malerei;"GK I 4779";"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 468";"Schloß Babelsberg - Neues Palais - am 2. März 1946 für den Transport in die Sowjetunion ausgesucht.";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/69646;
Suchmeldung;Einzelobjekt;451111;"Unbekannt (Deutsch (Norddeutschland)) [Künstler:in]";Empire-Bibliothektisch;"1825 (um) [Datierung]";Möbel;;"Auf zwei geschweiften, durch Steg verbundenen zweifüssigen Beinen und Klappen an den Enden.";"Sammlung Heilbronner, Olga, Berlin; ; Versteigerung bei Lange 12./13.05.1942, ausgewiesen als F.M-W. (Finanzamt Moabit-West), Lot 403";2012-02-13;"von Trott zu Solz Lammek (Rechtsanwälte Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/451111;
Suchmeldung;Einzelobjekt;296131;"Beham, Hans Sebald [Künstler:in]";"Der Marktbauer";;Druckgrafik;"A 02233";;;2003-10-28;"Staatsgalerie Stuttgart
Konrad-Adenauer-Str. 30 - 32
70173 Stuttgart
+49 (0) 711 470 40 0
+49 (0) 711 236 99 83
info@staatsgalerie.de
http://www.staatsgalerie.de/
Johanna Poltermann (Provenienzforscherin)
+49 (0) 711 470 40-462 (-250)
johanna.poltermann@staatsgalerie.bwl.de";https://www.lostart.de/de/Verlust/296131;
Fundmeldung;Einzelobjekt;525246;"Ruskin, John [Autor:in]
Allen [Verlag]";"The crown of the wild olive : four lectures on industry and war";"1909 [Erscheinungsdatum]";Buch;"ah 4127";"Eintrag unleserlichWeitere Informationen im Online-Katalog der Staats- und Universitätsbibliothek Bremen";"Provenienz: Juden-Auktion 4Provenienz: Juden-Auktion 1Zugang: 1942 Mai 16";2015-03-16;"Staats- und Universitätsbibliothek Bremen
Bibliothekstraße
28359 Bremen
+49 (0)421 218 59610
suub@suub.uni-bremen.de
http://www.suub.uni-bremen.de
Müller, Maria-Elisabeth (Direktorin)
+49 (0)421 218 59400";https://www.lostart.de/de/Fund/525246;
Fundmeldung;Einzelobjekt;571382;"Lenin, Vladimir Ilʹič [Autor:in]
Verl. für Literatur und Politik [Verlag]";"Sämtliche Werke ; Bd. 13. Materialismus und Empiriokritizismus : kritische Bemerkungen über eine reaktionäre Philosophie";"1927 [Erscheinungsdatum]";Buch;"Ak 11176/118-13<b>";"Porträt ist zwischen S. II und III eingebundenWeitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Vorbesitz: Goethe-Universität Frankfurt am Main, Institut für Sozialforschung, Bücherei | Bibliotheksexemplar | Stempel | Erläuterung: Bücherei des Institutes für Sozialforschung Frankfurt a. M. [durchgekreuzt] [darunter gestempelt] Übernommen: Berlin, d. ... [hs. erg.] 11.5.51 G | ProvenienzmerkmalVorbesitz: Goethe-Universität Frankfurt am Main. Institut für Sozialforschung. Bücherei | Bibliotheksexemplar | Zugangsnummer 27:638 | Erläuterung: Handschriftlicher Eintrag auf dem Titelblatt: 27:638Vorbesitz: Goethe-Universität Frankfurt am Main. Institut für Sozialforschung. Bücherei | Bibliotheksexemplar | Signatur 3:1514<n> | Erläuterung: Handschriftlicher Eintrag auf dem hinteren Spiegel: 3:1514<n>Zugang: Öffentliche Wissenschaftliche Bibliothek | Zugangsnummer AB 3465 | NS-Raubgut | Datum 1951-05-11 | Erläuterung: Akzessionsnummer auf der Rückseite des Titelblatts: AB 3466 [i.e. AB 3465]. Herkunft laut Akzessionsjournal: So [Sonderaktion]Ausleihe: Deutsche Staatsbibliothek | Zensurexemplar | Grafisches Zeichen | Erläuterung: Kreis - Zeichen, handschriftlich eingetragen auf dem vorderen Spiegel unten [nur für wissenschaftliche Benutzung, seit 1965 (gleiche Bedeutung wie Rotkreis bzw. ""W"")]Abgang: Staatsbibliothek zu Berlin | Restitution | Datum 2018-08-09 | Erläuterung: Restituiert an das Institut für Sozialforschung Frankfurt am Main
Status
restituiert";2017-11-02;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/571382;
Suchmeldung;Einzelobjekt;301140;"Steifensand, Xaver [Künstler:in]";"Das Gewitter";;Druckgrafik;"Stollsches Verzeichnis K. Nr. 46";"Die in den Suchmeldungen angegebene Inventarnummer (Handschriftliches Verzeichnis) könnte sich rückseitig auf den Gemälden/Grafiken befinden.";"Henry Stollsche Kunstsammlung";2004-04-02;"Kunstsammlung Neubrandenburg
17033 Neubrandenburg
(0395) 5551290
(0395) 5551299
kunstsammlung@neubrandenburg.de
http://www.kunstsammlung-neubrandenburg.de
Frau Dr. Elke Pretzel (wiss. Mitarbeiterin)
(0395) 5551292
Frau Dr. Merete Cobarg (Direktorin)";https://www.lostart.de/de/Verlust/301140;
Suchmeldung;Einzelobjekt;309497;"Soiron, François David / Knight, Charles [Künstler:in]";"Flora - Rosina";"1791 [Datierung]";Druckgrafik;"Auktionskatalog Graupe Teil 2/280";"Junge Mädchen mit Blumenkorb und Garben. Zwei Blätter. Nach Singleton und Shothard. London, Knight. Fol. Linienstiche.";"Am 26. und 27. April 1935 bei Paul Graupe, Berlin versteigert.";2005-07-07;"Pierre-Yves Samson (Nachtragsliquidator)
liquidator@oppenheimer.legal";https://www.lostart.de/de/Verlust/309497;
Suchmeldung;Einzelobjekt;531944;"Unbekannt (Französisch) [Künstler:in]";Huilier;"1780/1800 (um) [Datierung]";"Kunsthandwerk / -gewerbe";"140 (Graupe)";"Silber. Zwei geschliffene Kristallflakons in Silberbehälter in spitzovaler Körbchenform, die Wandungen aufgelöst in durchbrochenes Maßwerk. In der Mitte Pylon mit bekrönender Taube. [...] Französischer Feingehaltsstempel und Stadtmarke. Salz- und Pfefferfaß fehlt. Quelle: Paul Graupe: Gemälde, Kunstgewerbe aus verschiedenem Besitz, Ostasiatisches Porzellan aus dem Besitz der Prinz-Albrecht-Linie des vormals Preußischen Königshauses und aus drei Privatsammlungen. Auktion vom 20. und 21.10.1936. Berlin 1936. Durchmesser von: 24 x 10,5";"Sammlung Nachlaß von Klemperer, Dresden Auktion Graupe, Berlin 20.-21.10.1936, Lot 140";2016-02-12;"Dr. Sabine Rudolph (Rechtsanwältin)
+49 (0)351 / 448 333-0
s.rudolph@steinmeier.eu";https://www.lostart.de/de/Verlust/531944;
Suchmeldung;Einzelobjekt;303453;;"Bertold, Pfarrer in Weßnig, bewilligt mit Zustimmung seiner Herrn, der von Weßnig, gegen einen jährlichen Zins, dass das Kloster Sitzenroda in Staupitz eine Kirche baut.";"1344-02-15 [Dokumentdatum]";"Urkunde / Faksimile";"10001 Ältere Urkunden, Nr. 2975";"Sprache: Latein";"Kloster Sitzenroda; in Auslagerungsstelle Schloss Rochlitz verschollen
Auslagerung (Rochlitz  Rochlitz, Schloss Rochlitz)";2004-05-13;"Sächsisches Staatsarchiv - 
Hauptstaatsarchiv Dresden
Archivstraße 14
01097 Dresden
01074 Dresden
Dr. Ute Essegern (Stellvertretende Abteilungsleiterin)
+49(0)351 89219-710
ute.essegern@sta.smi.sachsen.de
Prof. Dr. Peter Wiegand (Abteilungsleiter)
+49(0)351 89219-710
peter.wiegand@sta.smi.sachsen.de";https://www.lostart.de/de/Verlust/303453;
Suchmeldung;Einzelobjekt;571871;;"Achtkantige Deckelvase";"1701/1750 (um) [Datierung]";"Kunsthandwerk / -gewerbe";;"mit Blaumalerei. Bauchige Balusterform, mit dichtem Päonien- und Ginstermuster. Der Deckel fehlt. Delft, 1. Hälfte 18. Jahrh. H. 28 cm. Literatur: Auktionskatalog Hans W. Lange, Wertvolles Kunstgewerbe, Berlin, 19.-21. Mai 1941, S. 77. Nr. 344 (DOI: Externer Link)";"Sammlung Dr. Wilhelm Dosquet, Berlin, Auktion Hans. W. Lange, Berlin, Mai 1941";2017-11-15;"Dr. Sibylle Ehringhaus
ehringhaus@revidet.de";https://www.lostart.de/de/Verlust/571871;
