Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;518517;"o.A. [Verlag]";"Seder slihot";"o. A. [Erscheinungsdatum]";Buch;"F233 347";;"#1 - (Forsch, Bernhard), Von Hand: Autogramm; 'Bernhard Forsch  in  Teschenmoschel 6ten Sptbr 1871  De slihot yikabel tov fir mich be-yom 14. Elul 631 [31.08.1871]'. Forsch, Bernhard (Forsch, Bernhard) Zum Exemplar in der ZLB-Datenbank";2014-04-24;"Stiftung Neue Synagoge Berlin - Centrum Judaicum
Oranienburger Straße 28-30
10117 Berlin
030-88028-300
030-88028-483
office@centrumjudaicum.de
http://www.centrumjudaicum.de";https://www.lostart.de/de/Fund/518517;
Suchmeldung;Einzelobjekt;419578;"Unbekannt [Künstler:in]";"Leopoldine Marie von Brandenburg-Schwedt (1716-1782)";;Gemälde;641;"Gemahlin des Friedrich Heinrich von Brandburg-Schwedt, Tochter des Fürsten Leopold zu Anhalt-Dessau";"Herzog Joachim Ernst von Anhalt, Dessauer Schloss";2010-08-31;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/419578;
Suchmeldung;Einzelobjekt;569219;"Lenbach, Franz von [Künstler:in]";"Prof. Dr. Michael Bernays";;Malerei;"8473 (Heinemann)41 (Bertrab)";"Lebensgroßes Hüftbild. Körper in Vorderansicht, Kopf in Halbprofil nach links. Die Arme untergeschlagen und von linker Hand drei Finger sichtbar. Der buschige dunkle Schnurrbart fällt über die Oberlippe, hinter den Ohren abstehendes langes Haar. Licht von links. Gelblich brauner Teint. Kragen, Schlips und Hemdenbrust weiß. Schwarzes Haar, schwarzer Rock, braungrauer Hintergrund. Bezeichnet rechts oben: F. Lenbach. [...] Erworben 1908 in München.Eingangsdatum: 03.09.1906Ankaufspreis: 5000Ausgangsdatum: 13.05.1908Verkaufspreis: 7800 Typ: Heinemann-KunstwerkHeinemann Nr.: 8473Kunde(n): Rudolf von Goldschmidt-Rothschild, Frankfurt a.M./Königstein i.T., Königstein i.T., Käufer | Rud. v. Goldschmidt-Rotschild, Frankfurt/Main, KäuferQuelle: heinemann.gnm.de/de/kunstwerk-6499.htm; Carl von Bertrab (Bearb.): Beschreibendes Verzeichnis der Gemälde in der Sammlung Rudolf von Goldschmidt Rothschild. Frankfurt a.M. 1912.";"Galerie Heinemann, München 1908; Sammlung Rudolf von Goldschmidt-Rothschild, Frankfurt a.M./Königstein i.T. 1908 - 1912 - [...], Entzug durch nationalsozialistische Verfolgung nicht ausgeschlossen; Verbleib unbekannt";2017-09-19;"Dr. Sabine Rudolph (Rechtsanwältin)
+49 (0)351 / 448 333-0
s.rudolph@steinmeier.eu";https://www.lostart.de/de/Verlust/569219;
Suchmeldung;Einzelobjekt;250944;"Busch, Wilhelm [Künstler:in]";"Der Vetter auf Besuch.";;"Mappenwerk / Skizzenbuch";"B 487e,2";"Ort: Leipzig";;2002-04-03;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Verlust/250944;
Fundmeldung;Einzelobjekt;395595;"Shaw, Bernard [Herausgeber]
Constable [Verlag]";"Three Plays for puritans";"1912 [Erscheinungsdatum]";Buch;3C3126;"Exlibris. Originaleinband";"1941 verkauften die Wiener Romanistin, Prof. Dr. Elise Richter und ihre Schwester Dr. h. c. Helene Richter den größten Teil ihrer Bibliothek an die Universitäts- und Stadtbibliothek Köln. Es handelte sich im Wesentlichen um Bücher aus den Bereichen Romanistik, Sprach- und Literaturwissenschaft sowie Anglistik. Von 2235 Titeln konnten 535 im Bestand der USB Köln ermittelt werden. In einigen Büchern ist das Exlibris der Richter-Schwestern erhalten geblieben. Bei neu gebunden Büchern halfen Widmungen und Inventarnummernvergleich als Nachweis für den Richter-Besitz. Siehe auch: Externer Link
Status
restituiert";2007-10-19;"Universitätsstr. 33
50931 Köln
0221 470 3306
0221 470 5166
http://www.ub.uni-koeln.de
Christiane Hoffrath
hoffrath@ub.uni-koeln.de";https://www.lostart.de/de/Fund/395595;
Suchmeldung;Einzelobjekt;575208;"Werner, ? [Künstler:in]";"Stillleben mit Mohnblumen";;Gemälde;;;"Gertrud Holzer, Berlin; 12./13.11.1935 Auktionshaus Dr. Walther Achenbach, Berlin; Verbleib unbekannt";2018-02-15;"Andrea Enderlein (Genealogical Research)
+49 (0) 170 419 0669
ENDSCHU@t-online.de";https://www.lostart.de/de/Verlust/575208;
Fundmeldung;Einzelobjekt;525797;"Langen [Verlag]";"Die französische Revolution ; Bd. 2. Von der Hinrichtung Ludwigs XVI, bis zur Errichtung des Konsulats, 1793 - 1799";"1913 [Erscheinungsdatum]";Buch;42.c.2028-2;"Weitere Informationen im Online-Katalog der Staats- und Universitätsbibliothek Bremen";"Provenienz: Juden-Auktion o.D.Zugang: 1943 Januar 27";2015-03-16;"Staats- und Universitätsbibliothek Bremen
Bibliothekstraße
28359 Bremen
+49 (0)421 218 59610
suub@suub.uni-bremen.de
http://www.suub.uni-bremen.de
Müller, Maria-Elisabeth (Direktorin)
+49 (0)421 218 59400";https://www.lostart.de/de/Fund/525797;
Suchmeldung;Einzelobjekt;295496;"Unbekannt (Ukrainisch) [Künstler:in]";"Der Heilige Evangelist Johannes";"1801/1900 [Datierung]";Malerei;165-XIM;Ikone;;2003-10-13;"Zhon Myronosyts Str. 11 (Жон Мироносиць 11)
61002 Kharkiv Oblast
+38 (256) 706-33-95 
artmuseum_kharkiv@i.ua
http://artmuseum.kh.ua/
Valentina V. Mizgina (Валентина Василівна Мизгіна)  (Direktorin (Директор))
+38 (057) 706 33 95
artmuseum_kharkiv@i.ua";https://www.lostart.de/de/Verlust/295496;
Suchmeldung;Einzelobjekt;416837;;"Urkunde des Kirchenarchivs Torgau. 12. Februar 1386. Dresden.";"12.02.1386 [Dokumentdatum]";"Urkunde / Faksimile";;"Anhängiges Siegel verloren, deutsch. Markgraf Wilhelm schenkt Zinsen in Mostitz der Kirche Unser Lieben Frauen in Torgau. Darüberhinaus unausgeführter Entwurf derselben Urkunde. Behelfs-Inventarnummer: 1578.";"Die Sammlung umfasste 1931 ca. 2000 Objekte. In den Kriegswirren 1945 ging diese, eingelagert in Kisten, zum großen Teil verloren.";2009-12-15;"Torgauer Geschichtsverein e.V.
Herr Dr. Jürgen Herzog
Wintergrüne 5
04860 Torgau
03421-70337 27 o. 03421-70336
03421-70337 24
http://www.museum-torgau.de
Kathrin Niese  (Museologin Stadt- und Kulturgeschichtliches Museum Torgau)
info@museum-torgau.de";https://www.lostart.de/de/Verlust/416837;
Fundmeldung;Einzelobjekt;220574;"Ferrari, Luca (1605) [Künstler:in]";"Fesselung des Prometheus";;Malerei;mü7726;"Links nackter Prometheus, sich windend. Merkur hinter ihm legt die Fesseln an. Rechts Frau mit Gefäß, dessen Deckel sie in der Rechten hält.";;2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/220574;
