Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;271994;;"Konrad III. bestätigt die Schenkung von Jerichow an die Magdeburger Kirche.";"1144.12.31. [Dokumentdatum]";"Urkunde / Faksimile";"Rep. U 1, Tit. I, Nr. 80";;;2002-10-16;"Landeshauptarchiv
Sachsen-Anhalt
Brückstraße 2
39114 Magdeburg
+49 (0) 391 59806-0
+49 (0) 391 59806-600
poststelle@lha.mi.sachsen-anhalt.de
http://www.lha.sachsen-anhalt.de
Volkmar, Dr. Christoph (Koordinator Lost Art)
+49 (0) 391 59806 230
volkmar@lha.mi.sachsen-anhalt.de";https://www.lostart.de/de/Verlust/271994;
Suchmeldung;Einzelobjekt;5000006372;"Baumgarten, Friedrich [Autor:in]
Mahnke [Verlag]";"Vom Elbestrand zum Weserland";"1924 [Erscheinungsdatum]";Buch;1498;;"Verlustgeschichte: Ausgelagert nach Michaelstein, Harz). Durch Bombardierung oder Kriegseinwirkung zerstört beziehungsweise nach 1945 nicht mehr auffindbar. Rückführung im Juni/Juli 1945 nur teilweise erfolgreich. Die angeführten Bände fehlen bis heute. 1948 Verlust durch die Sowjetische Militäradministration Sachsen-Anhalt. Vermutlich (!) heute in der Russischen Nationalbibliothek, St. Petersburg.
Auslagerung (Bad Wildungen, Kurverwaltung (Luftschutzkeller))
Auf Anordnung Görings errichtet.";2008-06-04;"Gottfried Wilhelm Leibniz 
Bibliothek - Niedersächsische
Landesbibliothek
Waterloostraße 8
30169 Hannover
+49 511 1267-0
+49 511 1267-202
information@gwlb.de 
http://www.gwlb.de
Anne May (Bibliotheksdirektorin)
+49 (0) 511 1267-303/304
direktion@gwlb.de";https://www.lostart.de/de/Verlust/5000006372;
Suchmeldung;Einzelobjekt;131296;"Bottschild, Samuel [Künstler:in]";"Göttin mit Palmzweigen auf Wolken, von Putti begleitet";;Zeichnung;;"graues Papier, weiße Höhung";"Aus Sammlung Gottfried Wagner, Leipzig 1728.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Verlust/131296;
Fundmeldung;Einzelobjekt;525224;"Mörike, Eduard [Autor:in]
Mörike [Verlag]";"Erzählungen und Märchen";"1913 [Erscheinungsdatum]";Buch;"ah 3041";"Weitere Informationen im Online-Katalog der Staats- und Universitätsbibliothek Bremen";"Provenienz: Juden-Auktion 4Provenienz: Juden-Auktion 12Zugang: 1942 Mai 18";2015-03-16;"Staats- und Universitätsbibliothek Bremen
Bibliothekstraße
28359 Bremen
+49 (0)421 218 59610
suub@suub.uni-bremen.de
http://www.suub.uni-bremen.de
Müller, Maria-Elisabeth (Direktorin)
+49 (0)421 218 59400";https://www.lostart.de/de/Fund/525224;
Suchmeldung;Einzelobjekt;439401;"Unbekannt (Deutsch (Ludwigsburg)) [Künstler:in]";"Frau auf Schimmel";"1701/1800 [Datierung]";Kleinkunst;"406  (Simonis - Porzellan)";"Quelle: Rudolf Simonis: Inventory of the Art Collection of Hermine Feist-Wollheim, undated. In: Leo Baeck Institute, New York. AR 7019 / MF 551. Series XIV: Varia, undated, 1700s-1922. Box 9 Folder 10. Kleiner Salon, Vitrine VI Ludwigsburg, Nummer 406";"Sammlung Feist";2011-08-31;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/439401;
Fundmeldung;Einzelobjekt;480292;"Benedix, Roderich [Autor:in]
Michaelson / Bittner [Drucker] [Verlag]";"Müller als Sündenbock : Schwank in einem Aufzuge";"1865 [Erscheinungsdatum]";Buch;"Yp 5005-436";"Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Vorbesitz: NN | Nummer 518 | Erläuterung: Handschriftlicher Vermerk auf der Titelseite: Nro 518.Vorbesitz: Wallishausser'sche Buchhandlung Josef Klemm | Stempel: Buchhändler | Erläuterung: Stempel über dem Erscheinungsvermerk: Wallishausser'sche Buchhandlung Josef Klemm Wien, Hohenmarkt N° 1 | ProvenienzmerkmalVorbesitz: Gesellschaft für Deutsche LiteraturVorbesitz: Gesellschaft für Deutsche Literatur. Bibliothek Deutscher Privat- und ManuskriptdruckeZugang: Preußische Staatsbibliothek | Zugangsnummer D 1939.1 | NS-Raubgut | Datum 1939-04-01 | Erläuterung: Herkunft laut Akzessionsjournal der Preußischen Staatsbibliothek D 1939.1 ""Gesellschaft f. deutsche Literatur Bln."", inventarisiert als Donum. - Restitution nicht möglich, da kein RechtsnachfolgerZugang: Preußische Staatsbibliothek | Etikett | Zugangsnummer D 1939.1,436 | Erläuterung: Etikett der Preußischen Staatsbibliothek: Bibliothek deutscher Privat- und Manuskriptdrucke - D 1939.1, [hs. erg.] 436";2014-02-19;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/480292;
Suchmeldung;Einzelobjekt;316177;"Deutsch (Meissen) [Künstler:in]";"Terrinendeckel, oval, geschweift, mit reliefiertem Blumendekor";"1750 (um) [Datierung]";"Kunsthandwerk / -gewerbe";"HM 3548";"Terrinendeckel (Schwertermarke), oval, Knauf ähnlich wie HM 3547, unten Goldlinie, wellig geschweift, die Schweifungen nach dem Knauf zu verlaufend, die Bordfläche zeigt auf weiße, breiten Reliefband Blumen und andere erhabene Verzierungen, alles in der w";"Verlust: Hohenzollernmuseum, Schloss Monbijou, Berlin, 1945";2006-09-01;"Michaela Blankart (Generalverwaltung)
+49 (0) 30 803 1138
berlin@preussen.de
Stefan Schimmel (Kunstsammlungen)
+49 (0) 30 803 1138
schimmel@preussen.de";https://www.lostart.de/de/Verlust/316177;
Suchmeldung;Einzelobjekt;566760;"Unbekannt [Künstler:in]";"Zwei Fauteuils";;Möbel;"22 (Bernel Liste, S.21)";"Zwei Faulteuils aus Eichenholz im Stil Louis XIII, geschnitzt, mit rotem Samt bezogen. Quelle: Charles Bernel: Inventaire & estimation du Mobilier, Objects d'art, Tapis, Tableaux, Argenterie, Verrerie, Vaisselle, en L'Hotel de Monsieur E. Kalman, 51, Avenue Foch, Paris (XVIème). In: US - NARA, RG 260, M1946. Administrative records, correspondence, denazification orders, custody receipts, property cards, Jewish restitution claim records, property declarations, and other records from the Munich CCP. Roll 51. Restitution Claim Records. Jewish Claims, Numbered: 0186-0192. Blatt 185 - 212.";"Sammlung Emmerich Kálmán, Wien - Paris, - 1942 (um) Beschlagnahme durch Einsatzstab Reichsleiter Rosenberg (ERR), Paris";2017-02-15;"Mondex Corporation
info@mondexcorp.com";https://www.lostart.de/de/Verlust/566760;
Suchmeldung;Einzelobjekt;438973;"Unbekannt (Deutsch) [Künstler:in]";"Spange mit 21 Ordensbändern; Nachbildung für eine Uniform des deutschen Kaisers Wilhelm II.";"1942 [Datierung]";"Orden / Ehrenzeichen";42.807;"Im Auftrag des Kronprinzen Wilhelm 1942 von der Firma Godet für eine Uniform des im Jahr zuvor verstorbenen Kaisers angefertigt. Die Uniform Inv.-Nr. 42.542.1-42.542.3 (U 252-254) ist in der Sammlung des DHM vorhanden.";"Dieses Objekt wurde 1942 erworben";2011-08-12;"Stiftung Deutsches Historisches Museum
Unter den Linden 2
10117 Berlin
+49 (0) 30 203 040 
+49 (0) 30 20304543
info@dhm.de
http://www.dhm.de/
Dr. Brigitte Reineke (Leiterin Zentrale Dokumentation und Provenienzforschung)
+49 (0) 30 203 04406
reineke@dhm.de
Fritz Backhaus (Direktor Sammlungen)
+49 (0) 30 203 04200
backhaus@dhm.de
Prof. Dr. Raphael Gross (Präsident)
+49 (0) 30 203 04101
praesident@dhm.de";https://www.lostart.de/de/Verlust/438973;
Fundmeldung;Einzelobjekt;459217;"Lohenstein, Daniel Casper [Autor:in]
Fellgibel [u. a.] [Verlag]";"Dem weyland Durchlauchtigen Fürsten und Herrn, Herrn George Wilhelms, Hertzogens in Schlesien zu Liegnitz, Brieg und Wohlau/ christ-mildesten Andenckens durch Daniel Caspern von Lohenstein auf Kittlau Reisau und Roskowitz ... gefertigte Lob-Schrifft";"1679 [Erscheinungsdatum]";Buch;ALT50.18314;;"Wilhelm-Friedrich Graf zu Lynar
Status
restituiert";2012-09-24;"Stadt- und Landesbibliothek Potsdam
Am Kanal 47
14467 Potsdam
+49 331 289-6401
+49 331 289-6402
http://www.bibliothek.potsdam.de
Frau Marion Mattekat (Direktorin)
+49 331 289-6400
mattekat@bibliothek.potsdam.de";https://www.lostart.de/de/Fund/459217;
