Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;9674;"Montagny, Elie Honoré [Künstler:in]";"Venus und Adonis";"1827 [Datierung]";Malerei;151;"Signatur: E. H. Montagny Fct. 1827.";"1853 Schlettersche Stiftung, Leipzig. 4.12.1943 beim Bombenangriff im Museum am Augustusplatz vernichtet.";2001-08-08;"Katharinenstr. 10
04109 Leipzig
(0341) 216 999 0
(0341) 216 999 99
mdbk@leipzig.de
http://www.mdbk.de
Dr. Jan Nicolaisen  (Chefkurator Malerei und Skulptur)
+49 (0) 341 216 999 45
jan.nicolaisen@leipzig.de
Dr. Jeannette Stoschek (Chefkuratorin Grafische Sammlung)
+49 (0) 341 216 999 40
jeannette.stoschek@leipzig.de";https://www.lostart.de/de/Verlust/9674;
Fundmeldung;Einzelobjekt;589034;"Av Norsk Geologisk Forening, Oslo [Autor:in]";"Norsk geologisk tidsskrift = A Norwegian journal of geology";"1937 [Erscheinungsdatum]";Buch;"Dublette zu St/ 51 II KZ 1";"Stempel: Бібліотека інституту геології академії наук усрр IHB. No.[mit Tinte:] 23111; Stempel: <188; Auf dem Umschlag mit Tinte o.l.: 505/135; u.l.: 15431 - 39; Leihkarte der Bibliothek beiliegend;NS-Raubgut";"Vorbesitzer: Publikationsstelle Berlin-Dahlem?";2020-05-15;"Herder-Institut für historische Ostmitteleuropaforschung - Institut der Leibniz-Gemeinschaft 
Forschungsbibliothek
Gisonenweg 5-7
35037 Marburg
+49 6421 184-202
+49 6421 184-139
mail@herder-institut.de
http://www.herder-institut.de";https://www.lostart.de/de/Fund/589034;
Fundmeldung;Einzelobjekt;581288;"Müller-Freienfels, Richard [Autor:in]
Barth [Verlag]";"Allgemeine Sozial- und Kulturpsychologie";"1930 [Erscheinungsdatum]";Buch;"AF 3216";"Weitere Informationen im Katalog der Württembergischen Landesbibliothek Stuttgart: Externer Link";"Institut für Biologie und Rassenlehre. Bücherei. NS-Raubgut-Verdacht";2019-01-29;"Württembergische Landesbibliothek Stuttgart
Konrad-Adenauer-Str. 8  
70173 Stuttgart
+49 (0) 711 212 - 4454
+49 (0) 711 212 - 4422
http://www.wlb-stuttgart.de
Dr. Hans-Christian Pust (Leiter NS-Raubgutforschung)
+49 (0) 711/13798-560
pust@wlb-stuttgart.de";https://www.lostart.de/de/Fund/581288;
Fundmeldung;Einzelobjekt;460691;"Unbekannt (Afrikanisch / N. O. Liberia) [Künstler:in]";"Amulett in Ledertasche";;"Kunsthandwerk / -gewerbe";"Af 2387";;"Łόdź / Litzmannstadt (Schrank 23) - 1940 Museum für Völkerkunde des Grassi-Museums Leipzig - 1942 Institut für Ethnologie Göttingen
Status
restituiert";2012-11-27;"Georg-August-Universität
Institut für Ethnologie und Ethnologische Sammlung
Theaterplatz 15
37073 Göttingen
+49 (0)551 / 39-7892
+49 (0)551 / 39-7359
ethno@sowi.uni-goettingen.de
http://www.uni-goettingen.de/de/28822.html
Dr. Gundolf Krüger (Akademischer Direktor)
+49(0)551-39 7894
gkruege1@sowi.uni-goettingen.de";https://www.lostart.de/de/Fund/460691;
Suchmeldung;Einzelobjekt;312552;"Unbekannt (Deutsch / Süddeutsch) [Künstler:in]";Schäfer-Figur;"1701/1800 [Datierung]";"Plastik / Skulptur";"Auktionskatalog Nr. 171";;"Berlin / Internationales Kunst- und Auktions-Haus GmbH, 1933.5.9";2006-02-06;;https://www.lostart.de/de/Verlust/312552;
Suchmeldung;Einzelobjekt;83481;"Arndt, Friedr. [Autor:in]";"Erneuerung, Die, des Reformationsfestes";;Buch;6405;"ohne Jahr";;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/83481;
Suchmeldung;Sammelobjektgruppe;536930;;"Archivgut (1 Objekt)";;Archivgut;;"Glogowski-Katalog mit 22 Schatullen";"Verlustgeschichte (Griesel / Schloß, Gryzyna (Bytnica), 1945)
In das Schloß Griesel bei Crossen an der Oder wurde im August 1943 der sog. Glogowski-Katalog mit 22 Schatullen verlagert (s. Protokoll vom 24.3.1997 der 6. berlininternen Konsultationsrunde zu Fragen kriegsbedingt verlagerten Kulturgutes).
Auslagerung (Griesel / Schloss Griesel, Gryzyna (Bytnica))";2001-08-08;"Zentral- und Landesbibliothek Berlin 
Abteilung 4 | Landesbibliothek
Breite Straße 30-36
10178 Berlin
http://www.zlb.de 
Zentral- und Landesbibliothek Berlin (Abteilung 4 | Landesbibliothek)
+49 30 90226-466
landesbibliothek@zlb.de";https://www.lostart.de/de/Verlust/536930;
Suchmeldung;Einzelobjekt;142083;"Erhard, Johann Christoph [Künstler:in]";"Landschaft und Gebäude bei Olevano";"1821 [Datierung]";Zeichnung;"C 1908 - 90";"Signatur: Olevano. Graubraunes Papier.";"Aus Sammlung Eduard Cichorius, Dresden, 1908.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Verlust/142083;
Suchmeldung;Einzelobjekt;5000005449;"Doyle, Arthur Conan [Autor:in]
Lutz [Verlag]";"Späte Rache (Sherlock-Holmes-Serie 1)";"1902 [Erscheinungsdatum]";Buch;"C Ll 1327";;"Verlustgeschichte: Ausgelagert nach Michaelstein, Harz). Durch Bombardierung oder Kriegseinwirkung zerstört beziehungsweise nach 1945 nicht mehr auffindbar. Rückführung im Juni/Juli 1945 nur teilweise erfolgreich. Die angeführten Bände fehlen bis heute. 1948 Verlust durch die Sowjetische Militäradministration Sachsen-Anhalt. Vermutlich (!) heute in der Russischen Nationalbibliothek, St. Petersburg.
Auslagerung (Bad Wildungen, Kurverwaltung (Luftschutzkeller))
Auf Anordnung Görings errichtet.";2006-11-17;"Gottfried Wilhelm Leibniz 
Bibliothek - Niedersächsische
Landesbibliothek
Waterloostraße 8
30169 Hannover
+49 511 1267-0
+49 511 1267-202
information@gwlb.de 
http://www.gwlb.de
Anne May (Bibliotheksdirektorin)
+49 (0) 511 1267-303/304
direktion@gwlb.de";https://www.lostart.de/de/Verlust/5000005449;
Fundmeldung;Einzelobjekt;395538;"Rabelais, François [Herausgeber]
Flammarion [Verlag]";"Tome premier; Les cinq livres de F. Rabelais ; 1";"1906 [Erscheinungsdatum]";Buch;S21/707-1;"Exlibris. Bibliothekseinband. Laut Richter-Liste 2 Bände; keine Inv.-Nr. in Bd 1. Akz.-Journal verzeichnet nur Bd 2 (1950.10002).";"1941 verkauften die Wiener Romanistin, Prof. Dr. Elise Richter und ihre Schwester Dr. h. c. Helene Richter den größten Teil ihrer Bibliothek an die Universitäts- und Stadtbibliothek Köln. Es handelte sich im Wesentlichen um Bücher aus den Bereichen Romanistik, Sprach- und Literaturwissenschaft sowie Anglistik. Von 2235 Titeln konnten 535 im Bestand der USB Köln ermittelt werden. In einigen Büchern ist das Exlibris der Richter-Schwestern erhalten geblieben. Bei neu gebunden Büchern halfen Widmungen und Inventarnummernvergleich als Nachweis für den Richter-Besitz. Siehe auch: Externer Link
Status
restituiert";2007-10-19;"Universitätsstr. 33
50931 Köln
0221 470 3306
0221 470 5166
http://www.ub.uni-koeln.de
Christiane Hoffrath
hoffrath@ub.uni-koeln.de";https://www.lostart.de/de/Fund/395538;
