Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;414370;;"Zwei Lehnstühle";;Möbel;;"Mit Seide bezogen; Anschaffungsjahr 1925";"Objekte, die bei der Firma Schenker & Co. eingelagert waren und beschlagnahmt wurden, aber nicht auf der Versteigerungsniederschrift vom 12. November 1940 enthalten sind. Weitere Details über den Verlust unbekannt.";2009-06-03;"Prof. Dr. Julius H. Schoeps
Moses Mendelssohn Stiftung
Fasanenstraße 3
10623 Berlin
+49 (0) 30 200053370
moses@mendelssohnstiftung.com
http://www.moses-mendelssohn-stiftung.de";https://www.lostart.de/de/Verlust/414370;
Suchmeldung;Einzelobjekt;306964;"Unbekannt (Deutsch / Alpenraum) [Künstler:in]";Armbrust;"1586/1600 [Datierung]";"Waffen / Zubehör";441;"die Säule reich verbeint und graviert, etwas roh, Wangen Anschlag, Stecherabzug, Eisenbogen, schwarze Verschnürung";"Wien/ Verlust 1938";2005-03-04;;https://www.lostart.de/de/Verlust/306964;"Scheurer, Inventar der Waffensammlung Leopold Freiherr Popper von Podhragy, o.O. (Wien - ?) 1931 (?) Inventarnummer entspricht der Verzeichnisnummer bei Scheurer"
Suchmeldung;Einzelobjekt;520926;;"Zwei Lautsprecher";;"Technisches Gerät";;;"Sammlung Rudolf Mosse, Berlin; Versteigerung, Berlin (Auktions-Haus ""Union"") 1934-6-6, Kat.Nr. 681";2014-08-22;"J. Eric Bartko (Director of Investigations) (Bartko, Zankel, Bunzel & Miller (www.bzbm.com))
ebartko@bzbm.com";https://www.lostart.de/de/Verlust/520926;
Fundmeldung;Einzelobjekt;429049;"Bosch, Simon [Autor:in]";"Die drei Grade der Freimaurerei des Frauenzimmers : mit allen Gebräuchen und Zeremonien, und einem vollständigen Catechismus";"1783 [Erscheinungsdatum]";Buch;"Nb 5480<a>";"Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Restituiert an die Große National-Mutterloge ""Zu den Drei Weltkugeln"", 1965Provenienz: Große National-Mutterloge Zu den Drei Weltkugeln <Berlin>NS-Raubgut / Restitution <Kulturpolitik> / Datum 1965Große National-Mutterloge Zu den Drei Weltkugeln <Berlin> NS-Raubgut Restitution <Kulturpolitik>
Status
restituiert";2011-01-04;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/429049;
Suchmeldung;Einzelobjekt;439631;"Unbekannt (Deutsch (Meißen)) [Künstler:in]";Teller;"1760 (um) [Datierung]";"Kunsthandwerk / -gewerbe";"420 (Lange)";"mit gebogtem Rand und grünen Watteauszenen. Am Rand Goldspitze. Blaue Schwertermarke; Quelle: Hans W. Lange: Gemälde und Kunstgewerbe aus einer bekannten Privatsammlung - Verschiedener Kunstbesitz. Berlin. Versteigerung am 22. und 23. Juni 1939. Katalognummer 420";"Sammlung Feist;Hans W. Lange Auktion 1939";2011-08-31;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/439631;
Fundmeldung;Einzelobjekt;318616;"Alt, Rudolf von (nach) [Künstler:in]
Axmann, J. [Künstler:in]";Mödling;"o.J. [Datierung]";Druckgrafik;"69.177 (Museum Wien)";;"Ankauf Buchhandlung / Antiquariat Otto, Mannheim.";2006-10-27;"
Wien Museum
Karlsplatz
A-1040 Wien
0043 1 505 8747 - 7201
http://www.wienmuseum.at
Mag. Gerhard Milchram (Restitutionsbeauftragter der Stadt Wien)
+43-664-882 938 81
gerhard.milchram@wienmuseum.at
MMag. Dr. Michael Wladika
0043 1 0664 213 0481
michael.wladika@wienmuseum.at";https://www.lostart.de/de/Fund/318616;
Fundmeldung;Einzelobjekt;575636;"Le Bauld-de-Nans, Claude Étienne [Autor:in]";"Quelques Fleurs Jettées [!] Sur La Tombe Du T. E. Et P. F. Baudesson Me. E. C. De La T. Vble [Loge] Royale Yorck De L'Amitié Á La [Loge] De Deuil Célébrée Le Jeudi 8 Mai 1788";"1788 [Erscheinungsdatum]";Buch;"Nb 3902";"Text beginnt ab S. [3] mit ""Discours. Pronoce le jeudi ...""Ex. verbunden, nach dem Titelblatt [2] Bl. ""Discours À L'Occasion Des Honneurs Funebrès ..."" (siehe VD18 11867418) eingebundenWeitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Vorbesitz: Sankt-Johannis-Loge zur Standhaftigkeit (Potsdam) | Notiz | Erläuterung: Handschriftlicher Eintrag auf dem Titelblatt: [Loge] Zur Standhaftigkeit | ProvenienzmerkmalVorbesitz: Johannis-Loge Teutonia zur Weisheit im Orient Potsdam | Bibliotheksexemplar | Stempel | Erläuterung: T.z.W. | ProvenienzmerkmalVorbesitz: Johannis-Loge Teutonia zur Weisheit im Orient Potsdam. Bibliothek | Bibliotheksexemplar | Stempel | Erläuterung: Bibliothek der Loge Teutonia z. W. | ProvenienzmerkmalVorbesitz: Johannis-Loge Teutonia zur Weisheit im Orient Potsdam. Bibliothek | Bibliotheksexemplar | Signatur I 169 | Erläuterung: Handschriftlicher Eintrag auf dem Titelblatt: I 169Zugang: Preußische Staatsbibliothek | Zugangsnummer D 1935.3767 | NS-Raubgut | Datum 1936-03-31 | Erläuterung: Akzessions-Nr. auf der Rückseite des Titelblatts: D 1935.3767. NS-Raubgut, Quelle: Akzessionsjournal der Preußischen Staatsbibliothek D 1935.3767 ""Loge Teutonia zur Weisheit Potsdam"", inventarisiert als DonumAbgang: Staatsbibliothek Preußischer Kulturbesitz | Restitution | Datum 1965 | Erläuterung: Restituiert an die Große National-Mutterloge ""Zu den drei Weltkugeln"", Berlin. Im Mai 2017 von der Mutterloge an die Johannis-Loge Teutonia zur Weisheit im Orient Potsdam übergeben
Status
restituiert";2018-03-05;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/575636;
Suchmeldung;Einzelobjekt;316063;"Unbekannt (Deutsch ?) [Künstler:in]";"Tasse mit Untertasse mit Porträt König Friedrich Wilhelms III. von Preussen";"1801/1900 [Datierung]";Gefäß;"HM 1484";"Tasse mit Untertasse, weiß mit verzierten Goldrändern, auf der Obertasse ganzfiguriges Porträt König Friedrich Wilhelms III. von Preussen.";"Verlust: Hohenzollernmuseum, Schloss Monbijou, Berlin, 1945";2006-09-01;"Michaela Blankart (Generalverwaltung)
+49 (0) 30 803 1138
berlin@preussen.de
Stefan Schimmel (Kunstsammlungen)
+49 (0) 30 803 1138
schimmel@preussen.de";https://www.lostart.de/de/Verlust/316063;
Suchmeldung;Einzelobjekt;293386;"Dudin, S.M. [Künstler:in]";"Bäuerin (Bauersfrau)";;Malerei;"1654 kleines russisches sh, kleines russisches r,";Gemälde;;2003-10-13;"Zhon Myronosyts Str. 11 (Жон Мироносиць 11)
61002 Kharkiv Oblast
+38 (256) 706-33-95 
artmuseum_kharkiv@i.ua
http://artmuseum.kh.ua/
Valentina V. Mizgina (Валентина Василівна Мизгіна)  (Direktorin (Директор))
+38 (057) 706 33 95
artmuseum_kharkiv@i.ua";https://www.lostart.de/de/Verlust/293386;
Fundmeldung;Einzelobjekt;395638;"Bally, Charles [Herausgeber]
Eggimann [Verlag]";"Précis de stylistique";"1905 [Erscheinungsdatum]";Buch;6C4919;"Exlibris. Originaleinband.";"1941 verkauften die Wiener Romanistin, Prof. Dr. Elise Richter und ihre Schwester Dr. h. c. Helene Richter den größten Teil ihrer Bibliothek an die Universitäts- und Stadtbibliothek Köln. Es handelte sich im Wesentlichen um Bücher aus den Bereichen Romanistik, Sprach- und Literaturwissenschaft sowie Anglistik. Von 2235 Titeln konnten 535 im Bestand der USB Köln ermittelt werden. In einigen Büchern ist das Exlibris der Richter-Schwestern erhalten geblieben. Bei neu gebunden Büchern halfen Widmungen und Inventarnummernvergleich als Nachweis für den Richter-Besitz. Siehe auch: Externer Link
Status
restituiert";2007-10-19;"Universitätsstr. 33
50931 Köln
0221 470 3306
0221 470 5166
http://www.ub.uni-koeln.de
Christiane Hoffrath
hoffrath@ub.uni-koeln.de";https://www.lostart.de/de/Fund/395638;
Fundmeldung;Einzelobjekt;588962;"Juljan Tokarski [Autor:in]";"Petrografja ze szczególnem uwzgle̜dnieniem ziem Polski";;Buch;"Dublette zu St/ 32 II K 32";"Stempel: Бібліотека інституту геологічних наук акад. усрр IHB. No. [mit Tinte:] 25409; mit Tinte auf dem Titelblatt o.l.: 552/380.;NS-Raubgut";"Vorbesitzer: Publikationsstelle Berlin-Dahlem?";2020-05-15;"Herder-Institut für historische Ostmitteleuropaforschung - Institut der Leibniz-Gemeinschaft 
Forschungsbibliothek
Gisonenweg 5-7
35037 Marburg
+49 6421 184-202
+49 6421 184-139
mail@herder-institut.de
http://www.herder-institut.de";https://www.lostart.de/de/Fund/588962;
