Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;479844;"Lenin, Vladimir Ilʹič [Autor:in]
Gurtok socijalistiv [Verlag]";"Kommunistična Biblioteka ; 1. Deržava i revoljucija";"1920 [Erscheinungsdatum]";Buch;"Fc 482/14-1";"Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Vorbesitz: Goethe-Universität Frankfurt am Main, Institut für Sozialforschung, BüchereiZugang: Preußische Staatsbibliothek | Zugangsnummer Ifs 979 | NS-Raubgut | Erläuterung: Verdacht auf NS-Raubgut";2014-02-19;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/479844;
Suchmeldung;Einzelobjekt;471859;"Unbekannt (Chinesisch, Ming) [Künstler:in]";Teller;;"Kunsthandwerk / -gewerbe";"Gundersheimer Gutachten S. 21, Nr. 43";"ähnlich wie Gundersheimer Gutachten S. 21, Nr. 40. Im Spiegel leichte Variationen. Schwimmender und fliegender Vogel. Rückseite weiß glasiert (mit Tinte: 6 X).";"Sammlung Ottmar Strauss; Verbleib unbekannt";2013-03-07;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/471859;
Fundmeldung;Einzelobjekt;532460;"Wexel, Carl [Autor:in]
Bloch [Verlag]";"Theodor Döring als Mensch und Künstler : Blätter der Erinnerung";"1878 [Erscheinungsdatum]";Buch;"A 54/484";"Weitere Informationen im Online-Katalog des Bibliothekssystems der Justus-Liebig-Universität Gießen: Externer Link";"Reichsinstitut für Geschichte des neuen DeutschlandsDeutschland (Gebiet unter Alliierter Besatzung, Amerikanische Zone). Amt der Militärregierung für Hessen. Offenbach Archival DepotStempelSignaturNS-RaubgutZugangsnummerDatum 1950Datum 1954";2016-02-05;"Universitätsbibliothek Gießen
Otto-Behagel-Str. 8
35394 Gießen
+49 (0)641 99-14032
+49 (0)641 99-14039
auskunft@bibsys.uni-giessen.de
http://www.ub.uni-giessen.de
Dr. Olaf Schneider (Bibliotheksoberrat)
+49 (0)641/99-14052
Olaf.Schneider@bibsys.uni-giessen.de";https://www.lostart.de/de/Fund/532460;
Suchmeldung;Einzelobjekt;87768;"Tieck, Friedr. [Autor:in]";"Verzeichniss der antiken Bildhauerwerke des Königlichen Museums zu Berlin";"1831 [Erscheinungsdatum]";Buch;7510;;;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/87768;
Fundmeldung;Einzelobjekt;470234;"Lenz, Josef [Autor:in]
Vereinigung Internat. Verl.-Anst. [Verlag]";"Was wollen die Kommunisten?";"1927 [Erscheinungsdatum]";Buch;"Fc 8063/160";"Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Verdacht auf NS-Raubgut. Quelle: Akzessionsjournal der Preußischen Staatsbibliothek Pflicht P 1939.1673, inventarisiert als Pflichtexemplar 1939-06-21Provenienz: Preußische Staatsbibliothek <Berlin> / Zugang / Datum 1939-06-21 / Zugangsnummer 1939.1673 / NS-Raubgut Preußische Staatsbibliothek <Berlin> NS-Raubgut";2013-02-28;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/470234;
Fundmeldung;Einzelobjekt;453003;"Unbekannt (Chinesisch) [Künstler:in]";Topf;"699/500 (v. Chr.) [Datierung]";Gefäß;"Ostasien 1996.480";"Zhou Dynastie; Großer bauchiger Topf. Auf der Schulter 2 Ösen mit losen Ringen. Auf dem Bauch 3 nach oben hin niedriger werdende, waagerechte laufende Ornamentsstreifen, darin ineinander verschränkte, tauwerkartig verzierte Bänder, die in Tierköpfe auslaufen, das Ganze in Wachsform eingraviert. Huai-Stil";"Sammlung Philipp F. Reemtsma; erworben 1934/1940. Schenkung MKG 1996";2012-04-02;"Museum für Kunst und Gewerbe
Hamburg
Steintorplatz
20099 Hamburg
+49 40 428134-0
+49 40 428134-999
service@mtg-hamburg.de
http://www.mkg-hamburg.de
Direktion 
direktion@mkg-hamburg.de";https://www.lostart.de/de/Fund/453003;
Suchmeldung;Einzelobjekt;206469;;"le Clerc de Montmerci les acarts de l'imaginatio.";"1753 [Erscheinungsdatum]";Buch;"C 4952";;;2001-08-08;"Gleimhaus
Literaturmuseum
Domplatz 31
38820 Halberstadt
(03941) 68710
(03941) 687140
gleimhaus@halberstadt.de
http://www.gleimhaus.de
Lacher, Dr. Reimar (Kunstsammlung)
+49 (0)39 41.68 710
gleimhaus@halberstadt.de
Loose, Annegret (Bibliothekarin)
+49 (0)3941.68710
gleimhaus@halberstadt.de
Pott, Dr. Ute (Direktorin)
+49 (0)3941.68710
gleimhaus@halberstadt.de";https://www.lostart.de/de/Verlust/206469;
Suchmeldung;Einzelobjekt;87788;"Tonger, Andreas [Autor:in]";"Berlin und Potsdam";"1886 [Erscheinungsdatum]";Buch;7729;;;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/87788;
Suchmeldung;Einzelobjekt;472269;"Unbekannt (Chinesisch (Kang Hsi)) [Künstler:in]";Ingwertopf;"1701/1750 [Datierung]";Gefäß;"Gundersheimer Gutachten S. 134, Nr. 37";"Ingwertopf (Deckel fehlt). Weisser Grund mit blauen Blumen und geometrischen Ornamenten. Einige Glasursprünge. Ing.; Helbing: Bemalt in derbem Unterglasurblau mit Lotosmustern zwischen Shou-Zeichen und Jui-Borten. Blaumarke Doppelring";"7. November 1934 Auktion Ottmar Strauss bei Helbing Frankfurt (Main), Nr. 42, Lot 905";2013-04-04;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/472269;
Suchmeldung;Einzelobjekt;452412;"Clarenbach, Max [Künstler:in]";Schneelandschaft;;Malerei;;;"Willi und Vera Nora Katz, Bielefeld; Versteigerung von Umzugsgut 29.04.1941 in Bremen";2012-03-08;"von Trott zu Solz Lammek (Rechtsanwälte Notar)
+49 (0)  30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/452412;
