Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;423535;"Dandini, Pietro (Italienischer Maler) [Künstler:in]";Heiliger;"1656/1700 [Datierung]";Malerei;"інв. 440-жз (ХХМ)";"Objekt-Nr. 1.976; Religiöses Thema";"Verlust während der Besetzung von Kharkiv durch nationalsozialistische Truppen 1941-1944";2010-11-26;"Zhon Myronosyts Str. 11 (Жон Мироносиць 11)
61002 Kharkiv Oblast
+38 (256) 706-33-95 
artmuseum_kharkiv@i.ua
http://artmuseum.kh.ua/
Valentina V. Mizgina (Валентина Василівна Мизгіна)  (Direktorin (Директор))
+38 (057) 706 33 95
artmuseum_kharkiv@i.ua";https://www.lostart.de/de/Verlust/423535;
Suchmeldung;Einzelobjekt;230473;;Antoinette-Motor;;"Maschinen / Technik";"Werk-Nr. 68";;;2001-08-08;"Stiftung Deutsches Technikmuseum Berlin
Trebbiner Straße 9
10963 Berlin
+49 30 / 439734-0 
+49 30 / 439734-175
info@technikmuseum.berlin
http://www.technikmuseum.berlin
Joachim Breuninger (Vorstand der Stiftung)
+49 30 / 439734-103
Breuninger@technikmuseum.berlin
Peter Schwirkmann  (Leitung Sammlungsdienste / Provenienzforschung)
+49 30 / 439734-157
Schwirkmann@technikmuseum.berlin";https://www.lostart.de/de/Verlust/230473;
Suchmeldung;Einzelobjekt;228044;"Hruschka, Ella [Autor:in]
Verl. von ""Schule u. Haus"" [Verlag]";"Der Wirkungskreis des Weibes. Ein Beitr. zur Lösung der Frauenfrage.";"1892 [Erscheinungsdatum]";Buch;"Fr.Fr. 315";"39 S.";"In das Schloss Kynau (die Angaben über diesen Ort sind widersprüchlich, zunächst heißt es Künau bei Grünberg, dann Schloss Kuhnau, gemeint ist aber wohl doch Kynau im Kreis Waldenburg, heute Zagorze Slaskie) wurden im Juni 1943 60 Kisten mit ca. 7.500 Bänden verlagert, die den wertvollsten Teil der Göritz-Lübeck-Stiftung, die Sammlung Friedlaender (12 Kisten), die Sammlung Jacobsen, die Werther-Sammlung (1 Kiste) enthielten. Nach einem Bericht vom 2.5.1945 soll das Bergungsgut abtransportiert worden sein.
Auslagerung (Kynau (Waldenburg), Schloss Kynau)";2001-08-08;"Zentral- und Landesbibliothek Berlin 
Abteilung 4 | Landesbibliothek
Breite Straße 30-36
10178 Berlin
http://www.zlb.de 
Zentral- und Landesbibliothek Berlin (Abteilung 4 | Landesbibliothek)
+49 30 90226-466
landesbibliothek@zlb.de";https://www.lostart.de/de/Verlust/228044;
Suchmeldung;Einzelobjekt;87418;"Schwantes, G. [Autor:in]";"Aus Deutschlands Urgeschichte";"1908 [Erscheinungsdatum]";Buch;9101;;;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/87418;
Fundmeldung;Einzelobjekt;429071;"Winter [Verlag]";"Gedanken über die Frage: Warum stirbt der gute Jüngling? : Durch das frühe und so empfindliche Absterben des besten Jünglinges, des vortrefflichsten Freundes ... Johann George [vielm. Johann Ernst] Stahl ... veranlasset, u. bey der am 10. August zu dessen Ehren-Gedächtniß verordneten feyerlichen Versammlung ... vorgetragen ...";"1769 [Erscheinungsdatum]";Buch;"Nb 7655";"c. 2 adn. (XXXI, XXIV S.)Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Restituiert an die Große National-Mutterloge ""Zu den Drei Weltkugeln"", 1965Provenienz: Große National-Mutterloge Zu den Drei Weltkugeln <Berlin>NS-Raubgut / Restitution <Kulturpolitik> / Datum 1965Große National-Mutterloge Zu den Drei Weltkugeln <Berlin> NS-Raubgut Restitution <Kulturpolitik>
Status
restituiert";2011-01-04;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/429071;
Suchmeldung;Einzelobjekt;285414;"Unbekannt (Deutsch (Meißen)) [Künstler:in]";Teller;;"Kunsthandwerk / -gewerbe";746;"mit durchbrochenem Rand";;2003-07-02;"Kunstmuseum Simferopol
Natalja Danilivna
Autonome Krimrepublik
Ul. Karl Liebknecht 35
95006 Simferopol
+ 38 (0652) 275404
simhm@mail.ru
https://simhm.ru/index.php";https://www.lostart.de/de/Verlust/285414;
Fundmeldung;Einzelobjekt;296854;"Clemenceau, Georges [Autor:in]
Neuer Frankfurter Verl. [Verlag]";"Glauben oder Wissen?";"1600-1930 [Zeitraum]
1908 [Erscheinungsdatum]";Buch;"XIV C 699 hc";"Angebunden: Virchow, Rudolf von, Über Wunder, 2. Aufl. - Frankfurt a.M. : Neuer Frankfurter Verlag, 1908; Einband und altes Signatur-Etikett identisch mit XIV C 593 rdc";"Lieferant / zugewiesen durch: Polizeipräsident Wiesbaden; Datum der Einarbeitung UB Marburg: 31.05.1937; Besitzvermerk nicht vorhanden";2003-10-24;"Universitätsbibliothek Marburg
Deutschhausstraße 9
35037 Marburg
06421 - 2821321
https://www.uni-marburg.de/de/ub
Dr. Lydia Kaiser (Ltg. Abteilung Historische Bestände)
06421 - 2825101
lydia.kaiser@ub.uni-marburg.de";https://www.lostart.de/de/Fund/296854;
Suchmeldung;Einzelobjekt;592047;"Schiller, Friedrich [Autor:in]";"Sämmtliche Werke in 12 Bänden";"1938 [Erscheinungsdatum]";Buch;;"hübsche dekorative grüne Halblederbände der Zeit mit Rückengold- und Blindpressung";"Louis Hagen, Berlin; 15./16.10.1936 Auktionshaus Max Perl, Berlin, Nr. 412; Verbleib unbekannt";2020-10-30;"Olaf S. Ossmann (Rechtsanwalt)
office@ossmann.ch";https://www.lostart.de/de/Verlust/592047;"Max Perl, Bücher des 16. - 20. Jahrhunderts: alte u. moderne Graphik, Handzeichnungen, Städteansichten, Kunstgewerbe; 15. und 16. Oktober 1936 (Katalog Nr. 193) - Einlieferernummer 20 = ""H. H., Berlin"" = Louis Hagen, Charlottenstraße 58, Berlin)"
Suchmeldung;Einzelobjekt;287027;"Wyjesschew, A.N. [Künstler:in]";"Bildnis vom Professor Hirschmann";;Malerei;66;;;2003-07-08;"Nahimov Prospekt 9 (проспект Нахімова 9)
99011 Sewastopol
+ 38 (0692) 540367
info@sevartmuseum.info
http://www.sevartmuseum.info
Natalia Bendyukova (Direktorin)
+38 (0692) 540367
bendyukova@yahoo.com";https://www.lostart.de/de/Verlust/287027;
Suchmeldung;Einzelobjekt;415167;"Unbekannt [Künstler:in]";"Acht Bilder";"1701/1800 [Datierung]";Malerei;;;"Verlust 1945, Schloss Lobris (Ecksalon), Schlesien (Kreis Jauer)";2009-10-20;;https://www.lostart.de/de/Verlust/415167;
