Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;132670;"Puyroche-Wagner, Elise [Künstler:in]";"Blumen am Bronn";;Malerei;2525;"Bez. unten rechts: E. Puyroche-Wagner. Unter Baumstämmen, neben denen sich ein Wasserstrahl aus einer Holzröhre ergießt, sind Päonien, Pelargonien, gefüllte Mohnblumen, Rosen und spanische Kresse am Boden ausgebreitet.";"1894 von der Akademieausstellung in Dresden als Geschenk der Künstlerin; 1940 im Rechnungshof zu Dresden.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Galerie Neue MeisterTzschirnerplatz 201067 Dresden(0351) 4914 9730gnm@skd.museumhttp://www.skd.museumDirektion(0351) 4914 9730gnm@skd.museum";https://www.lostart.de/de/Verlust/132670;
Suchmeldung;Einzelobjekt;128793;"Hammer, Edmund Guido [Künstler:in]";"Geflecktes Windspiel";"1852 [Datierung]";Malerei;2256;"Bez. unten rechts: Guido Hammer 1852. Der gelb und weiße Hund sitzt, die linke Vorderpfote erhebend, vor einer grauen Mauer.";"1872 Geschenk von Julius Hübner; 1937 im Staatlichen Forsteinrichtungsamt.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Galerie Neue MeisterTzschirnerplatz 201067 Dresden(0351) 4914 9730gnm@skd.museumhttp://www.skd.museumDirektion(0351) 4914 9730gnm@skd.museum";https://www.lostart.de/de/Verlust/128793;
Suchmeldung;Einzelobjekt;133452;"Scholtz, Julius [Künstler:in]";"Schlafender Hirtenjunge";"1874 [Datierung]";Malerei;2273;"Bez. links unten: Jul. Scholtz 1874. Der Hirtenjunge, der die Schalmei in der Rechten hält, ruht auf dem Rücken am Rande eines Weidelandes. Links ragt ein grauer Stein. Vöglein flattern über ihm in der Luft.";"1893 aus dem Nachlaß des Künstlers.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Galerie Neue MeisterTzschirnerplatz 201067 Dresden(0351) 4914 9730gnm@skd.museumhttp://www.skd.museumDirektion(0351) 4914 9730gnm@skd.museum";https://www.lostart.de/de/Verlust/133452;"Abbildung unter | see fig.: Externer Link"
Suchmeldung;Einzelobjekt;129524;"Lier, Adolf Heinrich [Künstler:in]";"Bayrische Landschaft";;Malerei;"2386 A";;"1920 erworben von Martha Lier, Dresden.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Galerie Neue MeisterTzschirnerplatz 201067 Dresden(0351) 4914 9730gnm@skd.museumhttp://www.skd.museumDirektion(0351) 4914 9730gnm@skd.museum";https://www.lostart.de/de/Verlust/129524;
Suchmeldung;Einzelobjekt;128589;"Gudin, Théodore (Baron) [Künstler:in]";"Ein Seegefecht (zwischen Franzosen und Holländern zr Zeit Ludwigs XIV.)";"1852 [Datierung]";Malerei;2520;"Bez. unten links: T. Gudin 1852. Auf dem grauen, mäßig bewegten Meer haben in der vorderen Reihe zwei französische Kriegsschiffe mit weißen Flaggen zwei besiegte holländische Kriegsschiffe in die Mitte genommen. Andere Schiffe im Hintergrund.";"1876 aus der Sammlung des Grafen von Fersen, Dresden; 1937 in der Dienstwohnung des damaligen Wehrmachtsbefehlshabers des IV. AK zu Dresden.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Galerie Neue MeisterTzschirnerplatz 201067 Dresden(0351) 4914 9730gnm@skd.museumhttp://www.skd.museumDirektion(0351) 4914 9730gnm@skd.museum";https://www.lostart.de/de/Verlust/128589;
Suchmeldung;Einzelobjekt;7341;"Achenbach, Andreas [Künstler:in]";"Strand bei Vlissingen";"1864 [Datierung]";Gemälde;2346;"Signatur: A. Achenbach 64. Besitzer: Staatliche Kunstsammlungen Dresden-Gemäldegalerie.";"1879 aus dem Berliner Kunsthandel.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Galerie Neue MeisterTzschirnerplatz 201067 Dresden(0351) 4914 9730gnm@skd.museumhttp://www.skd.museumDirektion(0351) 4914 9730gnm@skd.museum";https://www.lostart.de/de/Verlust/7341;
Suchmeldung;Einzelobjekt;127287;"Dorsch, Ferdinand [Künstler:in]";"Der blaue Stuhl";;Malerei;"2341 A";"Bez.: Ferd. Dorsch. Dresden. Weesenstein 17.";"Erworben 1926 von Dudek, Blasewitz.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Galerie Neue MeisterTzschirnerplatz 201067 Dresden(0351) 4914 9730gnm@skd.museumhttp://www.skd.museumDirektion(0351) 4914 9730gnm@skd.museum";https://www.lostart.de/de/Verlust/127287;
Suchmeldung;Einzelobjekt;133503;"Schramm-Zittau, Rudolf [Künstler:in]";Hühnerfütterung;;Gemälde;2438C;;"1940 Geschenk der v. Baensch-Stiftung.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Galerie Neue MeisterTzschirnerplatz 201067 Dresden(0351) 4914 9730gnm@skd.museumhttp://www.skd.museumDirektion(0351) 4914 9730gnm@skd.museum";https://www.lostart.de/de/Verlust/133503;
Suchmeldung;Einzelobjekt;133418;"Schnorr von Carolsfeld, Ludwig Ferdinand [Künstler:in]";"Ein Greis in altdeutscher Tracht";;Gemälde;2467;"Bez. Mitte rechts: LS. (Monogramm)Brustbild nach links auf braunem Grund. Der Alte in weißem Vollbart trägt einen braunen Pelzmantel, eine anliegende grüne, mit goldenen Netzlinien geschmückte Kappe und ein schwarzes Barett.";"1874 von Frau Krug, geborene Schnorr von Carolsfeld.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Galerie Neue MeisterTzschirnerplatz 201067 Dresden(0351) 4914 9730gnm@skd.museumhttp://www.skd.museumDirektion(0351) 4914 9730gnm@skd.museum";https://www.lostart.de/de/Verlust/133418;
Suchmeldung;Einzelobjekt;128266;"Gille, Christian Friedrich [Künstler:in]";Gewitterlandschaft;;Malerei;"2233 C";;"Erworben 1921 von Hugo Helbing, München.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Galerie Neue MeisterTzschirnerplatz 201067 Dresden(0351) 4914 9730gnm@skd.museumhttp://www.skd.museumDirektion(0351) 4914 9730gnm@skd.museum";https://www.lostart.de/de/Verlust/128266;
Suchmeldung;Einzelobjekt;133605;"Seiler, Carl Wilhelm Anton [Künstler:in]";"Friedrich II. (der Große) im Walde von Parchwitz";;Malerei;2412;"Bez. oben rechts: Im Feldlager November/ Dezember 1757 vor der Schlacht bei Leuthen. Ansprache Friedrichs an seine Generäle. Links steht der König von seinen Generälen umgeben, unter einem mächtigen Baum. Vor ihm auf dem Erdboden wird ein Reisigfeuer angezündet. Rechts wird roten Husaren der Befehl vorgelesen.";"1897 von den Zinsen der Pröll-Heuer-Stiftung aus der Internationalen Kunstausstellung.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Galerie Neue MeisterTzschirnerplatz 201067 Dresden(0351) 4914 9730gnm@skd.museumhttp://www.skd.museumDirektion(0351) 4914 9730gnm@skd.museum";https://www.lostart.de/de/Verlust/133605;
Suchmeldung;Einzelobjekt;135050;"Lührig, Georg [Künstler:in]";"Landschaft von Nikolausberg";;Gemälde;"2340 B";;"Leihgabe des Ministeriums des Inneren.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Galerie Neue MeisterTzschirnerplatz 201067 Dresden(0351) 4914 9730gnm@skd.museumhttp://www.skd.museumDirektion(0351) 4914 9730gnm@skd.museum";https://www.lostart.de/de/Verlust/135050;
