Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;423334;"Unbekannt [Künstler:in]";"Drei Amuren";;Malerei;673-Ж-ОХМ;"Objekt-Nr. 1387; Mythologisches Subjekt; Undatiert";;2010-11-25;"Sofiyska 5a (вул. Софіївська 5а)65082 Odessa+38 (048) 723 82 72mail@ofam.od.uahttp://ofam.od.ua/Vitaliy Abramov (Віталій Олексійович Абрамов) (Direktor (Директор))+38 (048) 723 82 72mail@ofam.od.ua";https://www.lostart.de/de/Verlust/423334;
Suchmeldung;Einzelobjekt;423335;"Unbekannt [Künstler:in]";Stillleben;;Malerei;674-Ж-ОХМ;"Objekt-Nr. 1388; Stillleben; Undatiert";;2010-11-25;"Sofiyska 5a (вул. Софіївська 5а)65082 Odessa+38 (048) 723 82 72mail@ofam.od.uahttp://ofam.od.ua/Vitaliy Abramov (Віталій Олексійович Абрамов) (Direktor (Директор))+38 (048) 723 82 72mail@ofam.od.ua";https://www.lostart.de/de/Verlust/423335;
Suchmeldung;Einzelobjekt;423336;"Unbekannt [Künstler:in]";Stillleben;;Malerei;675-Ж-ОХМ;"Objekt-Nr. 1389; Stillleben; Undatiert";;2010-11-25;"Sofiyska 5a (вул. Софіївська 5а)65082 Odessa+38 (048) 723 82 72mail@ofam.od.uahttp://ofam.od.ua/Vitaliy Abramov (Віталій Олексійович Абрамов) (Direktor (Директор))+38 (048) 723 82 72mail@ofam.od.ua";https://www.lostart.de/de/Verlust/423336;
Suchmeldung;Einzelobjekt;423337;"Unbekannt [Künstler:in]";"Religiöses Subjekt";;Malerei;693-Ж-ОХМ;"Objekt-Nr. 1390; Religiöses Subjekt; Undatiert";;2010-11-25;"Sofiyska 5a (вул. Софіївська 5а)65082 Odessa+38 (048) 723 82 72mail@ofam.od.uahttp://ofam.od.ua/Vitaliy Abramov (Віталій Олексійович Абрамов) (Direktor (Директор))+38 (048) 723 82 72mail@ofam.od.ua";https://www.lostart.de/de/Verlust/423337;
Suchmeldung;Einzelobjekt;423338;"Unbekannt [Künstler:in]";Landschaft;;Malerei;694-Ж-ОХМ;"Objekt-Nr. 1391; Landschaft; Undatiert";;2010-11-25;"Sofiyska 5a (вул. Софіївська 5а)65082 Odessa+38 (048) 723 82 72mail@ofam.od.uahttp://ofam.od.ua/Vitaliy Abramov (Віталій Олексійович Абрамов) (Direktor (Директор))+38 (048) 723 82 72mail@ofam.od.ua";https://www.lostart.de/de/Verlust/423338;
Suchmeldung;Einzelobjekt;423339;"Unbekannt [Künstler:in]";Stillleben;;Malerei;696-Ж-ОХМ;"Objekt-Nr. 1392; Stillleben; Undatiert";;2010-11-25;"Sofiyska 5a (вул. Софіївська 5а)65082 Odessa+38 (048) 723 82 72mail@ofam.od.uahttp://ofam.od.ua/Vitaliy Abramov (Віталій Олексійович Абрамов) (Direktor (Директор))+38 (048) 723 82 72mail@ofam.od.ua";https://www.lostart.de/de/Verlust/423339;
Suchmeldung;Einzelobjekt;423340;"Unbekannt [Künstler:in]";"Mythologisches Subjekt";;Malerei;698-Ж-ОХМ;"Objekt-Nr. 1393; Mythologisches Subjekt; Undatiert";;2010-11-25;"Sofiyska 5a (вул. Софіївська 5а)65082 Odessa+38 (048) 723 82 72mail@ofam.od.uahttp://ofam.od.ua/Vitaliy Abramov (Віталій Олексійович Абрамов) (Direktor (Директор))+38 (048) 723 82 72mail@ofam.od.ua";https://www.lostart.de/de/Verlust/423340;
Suchmeldung;Einzelobjekt;529942;"Unbekannt [Künstler:in]";"Herzog Johann Casimir";"1597 [Datierung]";Malerei;;"Miniaturbildnis des Herzogs Johann Casimir";"Mindestens seit 1892 im Besitz der Familie v.Wangenheim im Schloá Siedelhof in Stotternheim. 1945 nach Vertreibung der Eigent&#129;mer mit dem gesamten Inventar ins Angermuseum nach Erfurt abtransportiert.";2015-11-09;;https://www.lostart.de/de/Verlust/529942;
Suchmeldung;Einzelobjekt;529943;"Unbekannt [Künstler:in]";"Herzog Johann Ernst";"1597 [Datierung]";Malerei;;"Miniaturbildnis des Herzogs Johann Ernst";"Mindestens seit 1892 im Besitz der Familie v.Wangenheim im Schloá Siedelhof in Stotternheim. 1945 nach Vertreibung der Eigent&#129;mer mit dem gesamten Inventar ins Angermuseum nach Erfurt abtransportiert.";2015-11-09;;https://www.lostart.de/de/Verlust/529943;
Suchmeldung;Einzelobjekt;304440;"Unbekannt [Künstler:in]";Frauenporträt;;Malerei;;"halbe Figur; Name des Künstlers unbekannt, vermutlich ein englischer Maler";;2004-07-23;;https://www.lostart.de/de/Verlust/304440;"Lillie, Sophie: Was einmal war. Handbuch der enteigneten Kunstsammlungen Wiens; Wien: Czernin Verlag; 2003;"
