Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;423105;"Unbekannt [Künstler:in]";"Porträt von Ozolinskiy";;Druckgrafik;290-СХМ;"Objekt-Nr. 1.142; Porträt; Undatiert";;2010-11-25;"Pokrovska Platz 1 (Покровська площа 1)
40000 Sumy
+38 (0542) 22 04 81
muzeum90@ukr.net
Galina V. Arefeva (Галина Володимирівна Ареф'єва) (Direktor (Директор))
+38 (0542) 22 04 81
muzeum90@ukr.net";https://www.lostart.de/de/Verlust/423105;
Suchmeldung;Einzelobjekt;210842;;"Militärverdienstkreuz 1. Klasse (Mecklenburg-Schwerin)";"1877 [Datierung]";"Orden / Ehrenzeichen";"WK 5649";;;2001-08-08;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Verlust/210842;
Suchmeldung;Einzelobjekt;312619;"Porzellanmanufaktur Meissen [Manufaktur]";"Der Hofnarr Kiau";"1701/1750 [Datierung]";Kleinkunst;"Katalog-Nr. 390";"Grüner Rock, rote Beinkleider, Schlapphut. Schwertermarke. Ein Arm repariert";"Berlin / Internationales Kunst- und Auktions-Haus GmbH, 1933.5.9";2006-02-06;;https://www.lostart.de/de/Verlust/312619;
Suchmeldung;Einzelobjekt;275949;"Menzel, Adolph [Künstler:in]";"Vier Köpfe";"1896 [Datierung]";Zeichnung;;;"Versteigerung durch das Auktionshaus Lange, Berlin, 17.02.1939";2003-03-26;"Dor Levi Advocate & Notary (Joel Levi, & Co. Advocates)
joellevi@013.net.il
Rebecca Friedman (Holocaust Claims Processing Office (HCPO))
claimsques@dfs.ny.gov";https://www.lostart.de/de/Verlust/275949;
Suchmeldung;Einzelobjekt;143115;"Hammer, Guido [Künstler:in]";"Blick zwischen Bäumen und kleinen Tannen im Vordergrund auf einen Nadelwald, der nach rechts abfällt";;Zeichnung;"C 1937 - 1537";;"Aus Vermächtnis Johann F. Lahmann, Dresden, 1937.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Verlust/143115;
Suchmeldung;Einzelobjekt;250547;"Unbekannt (Deutsch (Meißen)) [Künstler:in]";"Jagdreiter mit Horn";"1800 (um) [Datierung]";Kleinkunst;;Figur;"Verlust: Dresden, Sammellager in Blasewitz, 1945.";2002-03-27;;https://www.lostart.de/de/Verlust/250547;
Suchmeldung;Einzelobjekt;304445;;"Mappenwerk ""Wiener Kaufrufe""";;"Kartenwerk / Globus";;"Pläne der Wiener Bezirke, komplett, mit schönen alten Abbildungen";"vermutlich vor dem Juli 1938 eingezogen zugunsten des Reichsführers-SS";2004-07-26;;https://www.lostart.de/de/Verlust/304445;"Lillie, Sophie: Was einmal war. Handbuch der enteigneten Kunstsammlungen Wiens; Wien: Czernin Verlag; 2003;"
Suchmeldung;Einzelobjekt;16708;"Beauharnais, Eugen [Verfasser:in]";"Schriftstück mit eigenhändiger Unterschrift";"1821.12.05. [Dokumentdatum]";Archivgut;"S 162/1130";;;2001-08-08;"Stiftung Luthergedenkstätten
in Sachsen-Anhalt
Lutherhaus
Collegienstraße 54
06886 Lutherstadt Wittenberg
+49 (0) 3491 420 30
+49 (0) 3491 420 32 70
info@martinluther.de
http://www.martinluther.de
Anne-Katrin Ziesak (Stiftung Luthergedenkstätten in Sachsen-Anhalt)
+49(0)3491 4203 117
Anne-Katrin.Ziesak@martinluther.de
Petra Gröschl (Reformationsgeschichtliche Forschungsbibliothek)
+49 (0) 3491 5069 240
groeschl@rfb-wittenberg.de";https://www.lostart.de/de/Verlust/16708;
Fundmeldung;Einzelobjekt;395539;"Rabelais, François [Herausgeber]
Flammarion [Verlag]";"Tome second; Les cinq livres de F. Rabelais ; 2";"1906 [Erscheinungsdatum]";Buch;S21/707-2;"Exlibris. Bibliothekseinband.";"1941 verkauften die Wiener Romanistin, Prof. Dr. Elise Richter und ihre Schwester Dr. h. c. Helene Richter den größten Teil ihrer Bibliothek an die Universitäts- und Stadtbibliothek Köln. Es handelte sich im Wesentlichen um Bücher aus den Bereichen Romanistik, Sprach- und Literaturwissenschaft sowie Anglistik. Von 2235 Titeln konnten 535 im Bestand der USB Köln ermittelt werden. In einigen Büchern ist das Exlibris der Richter-Schwestern erhalten geblieben. Bei neu gebunden Büchern halfen Widmungen und Inventarnummernvergleich als Nachweis für den Richter-Besitz. Siehe auch: Externer Link
Status
restituiert";2007-10-19;"Universitätsstr. 33
50931 Köln
0221 470 3306
0221 470 5166
http://www.ub.uni-koeln.de
Christiane Hoffrath
hoffrath@ub.uni-koeln.de";https://www.lostart.de/de/Fund/395539;
Suchmeldung;Einzelobjekt;301941;;"Die Weltkunst (enthält Abteilung: Der Numismatiker).";"1931 [Erscheinungsdatum]";Periodika;Sign[N84u];"Nr. 1.11.19.";;2004-04-22;"Staatliche Kunstsammlungen Dresden
Münzkabinett
Taschenberg 2
01067 Dresden
(0351) 4914 3230
mk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3230
mk@skd.museum";https://www.lostart.de/de/Verlust/301941;
