Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;421356;"Unbekannt [Künstler:in]";"Ruinen mit Wasserbecken";"1500/2000 [Zeitraum]";Zeichnung;3768;;"Herzog Joachim Ernst von Anhalt, Dessauer Schloss";2010-08-31;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/421356;
Suchmeldung;Einzelobjekt;586994;"Unbekannt [Künstler:in]";"Kleiner Bronzemörser";"1501/1600 [Datierung]";"Kunsthandwerk / -gewerbe";;"mit Griffen und vertikalen Rippen auf der Wandung";"Sammlung Albert von Goldschmidt-Rothschild, Frankfurt a.M.; Auktion Kunsthaus Heinrich Hahn, Frankfurt a.M. 03.-05.12.1940 (Einlieferer 472, Dr. B. für Albert von Goldschmidt-Rothschild), Lot 472; Verbleib unbekannt";2020-04-24;"Dr. Sabine Rudolph (Rechtsanwältin)
+49 (0)351 / 448 333-0
s.rudolph@steinmeier.eu";https://www.lostart.de/de/Verlust/586994;"Kunsthaus Heinrich Hahn: Ehemalige Sammlung Frh. v. G. R. und Sammlung Gräfin G., Sammlung aus dem Nachlaß eines Gesandtschaftsattachés, Ostasiatica, aus verschiedenem Privatbesitz. Auktion vom 03.-05.12.1940. Frankfurt a. M. 1940; Städtische Museen Wetzlar, Dr. Hansjörg Pötzsch: Ermittlung der Provenienz von zwei Werken aus der Sammlung Lemmers-Danforth: Tischuhr in Form eines Elefanten und sog. Spieltisch der Diane de Poitiers. Wetzlar 2016. S.11-12; US - NARA, RG 260, M1947. Textual records created at the Wiesbaden Central Collecting Point include administrative files and monthly reports. Roll 18. Art Dealers In Hesse, Hahn, Margarete-Frankfurt. Blatt 6, 47, 42-45, Nr. 42"
Fundmeldung;Einzelobjekt;587925;"Goeldel, Herbert [Autor:in]
Fischer [Verlag]";"Wohlstandsverhältnisse in Ostpreußen";"1917 [Erscheinungsdatum]";Buch;"6 XIII K 6";"Stempel: Bücherei der Geschäftsstelle Berlin des Deutschen Ostmarken-Vereins; Stempel: Bücherei der Publikationsstelle; Exlibris: Stiftung des Deutschen Ostmarkenvereins; Zugangsnummer: Publikationsstelle Berlin-Dahlem: O.V.-Acc. 964;NS-Raubgut";"Vorbesitzer: Deutscher Ostmarkenverein; Publikationsstelle Berlin-Dahlem";2020-05-15;"Herder-Institut für historische Ostmitteleuropaforschung - Institut der Leibniz-Gemeinschaft 
Forschungsbibliothek
Gisonenweg 5-7
35037 Marburg
+49 6421 184-202
+49 6421 184-139
mail@herder-institut.de
http://www.herder-institut.de";https://www.lostart.de/de/Fund/587925;
Suchmeldung;Einzelobjekt;416325;;"Maria mit dem Kind";"1400/1425 [Datierung]";"Plastik / Skulptur";"Behelfs-Inventarnummer: 318";"Kirche zu Zwethau.";"Die Sammlung umfasste 1931 ca. 2000 Objekte. In den Kriegswirren 1945 ging diese, eingelagert in Kisten, zum großen Teil verloren.";2009-12-03;"Torgauer Geschichtsverein e.V.
Herr Dr. Jürgen Herzog
Wintergrüne 5
04860 Torgau
03421-70337 27 o. 03421-70336
03421-70337 24
http://www.museum-torgau.de
Kathrin Niese  (Museologin Stadt- und Kulturgeschichtliches Museum Torgau)
info@museum-torgau.de";https://www.lostart.de/de/Verlust/416325;
Suchmeldung;Einzelobjekt;221722;;"Herzog Albrecht VII. von Mecklenburg (1503-1547)";;Münze;2026;"Gulden 1538, Güstrow; Vs. Über Schrifttafel drei Wappenhelme, Mecklenburg (1), Rostock (2), Schwerin (3) ALBRECHT HER ZOG ZV MECK LENBORG/Rs. Blumenkreuz, belegt mit Schweriner Wappenschild, in den Winkeln Wappenschilde Mecklenburg (1), Rostock (2), Starg";;2001-08-08;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Verlust/221722;
Suchmeldung;Einzelobjekt;591754;"Ajvazovskij, Ivan Konstantinovic [Künstler:in]";"Das Meer bei Mondlicht / Morze przy ksiezycu";"1870 [Datierung]";Gemälde;;signiert;"Aron Orko Solowiejczyk, Warschau; im April 1940 von der Gestapo beschlagnahmt; Verbleib unbekannt";2020-09-15;"Mondex Corporation
info@mondexcorp.com";https://www.lostart.de/de/Verlust/591754;"32 WGA 1405-1406/64 (inkl. Liste mit näheren Angaben zu Kunst- und Kulturgütern)"
Fundmeldung;Einzelobjekt;482199;"Breit, Ernst [Autor:in]
Bercker [Verlag]";"Das Jungmädel im Arbeitsdienst";"1935 [Dokumentdatum]";Buch;"NS 9099";"Weitere Informationen im Online-Katalog der Bibliothek der Berlin-Brandenburgischen Akademie der Wissenschaften: Externer Link";"Stempel: Bibliotheca Conv. S. Bonifatii HuenfeldAkzessions-Nr.: NS 10663NS-Raubgut";2014-02-25;"Bibliothek der Berlin-Brandenburgischen Akademie 
der Wissenschaften
Unter den Linden 8
10117 Berlin
(030) 20370487
(030) 20370476
http://bibliothek.bbaw.de
Dr. Marianne Seidig (Leiterin der Akademiebibliothek)
(030) 20370487
seidig@bbaw.de";https://www.lostart.de/de/Fund/482199;
Suchmeldung;Einzelobjekt;468698;"Unbekannt (China) [Künstler:in]";"Hund mit Mädchen";;"Kunsthandwerk / -gewerbe";;Figurengruppe;"Sammlung Graetz, Berlin; 25.02.1941 Auktion Gerhard Harms, Berlin (Schätzpreis: 8 RM); Verbleib unbekannt";2013-02-11;"Dr. Ewald Volhard (Administrator und Koordinator des Projektes zur Rekonstruktion der Sammlung Robert Graetz)
+49 171 227 8411
volhard@kunstsammlung-graetz.org
Dr. Mara Wantuch-Thole (Administratorin und Koordinatorin des Projektes zur Rekonstruktion der Sammlung Robert Graetz)
+ 49 178 544 7876
wantuch-thole@kunstsammlung-graetz.org";https://www.lostart.de/de/Verlust/468698;
Suchmeldung;Einzelobjekt;568512;"Unbekannt (Französisch) [Künstler:in]";Wandleuchter;"1601/1700 [Datierung]";Beleuchtung;"38 (Lepke)";"Gegenstück zu 39 (Lepke). Bronze, braun patiniert, je einkerzig. Quelle: Rudolph Lepke's Kunst-Auctions-Haus: Antiquitäten, Gemälde: Bestände der Kunsthandlung B., Berlin, Alt-Meissener Porzellan der Sammlung Demiani u. and. Beiträge ; Möbel des 16. bis 18. Jahrhunderts, europäisches und chinesisches Porzellan, Fayencen, Steinzeug, Teppiche, Tapisserien, Bronzen, Silber, Kleinkunst, Inkunabeln u.a. (Katalog Nr. 2106). Versteigerung vom 7.10.1936. Berlin 1936; LAB, A Rep. 243-04 Nr. 3, Versteigerung vom 7./8.10.1936, Versteigerungsantrag Ball.";"Sammlung Alexander und Richard Ball, BerlinAuktion Lepke 07.- 08.10.1936 Käufer: Dr. Cohn, mit Nr. 39, 60 RM";2017-08-15;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/568512;
Suchmeldung;Einzelobjekt;295775;;"Mutter Gottes mit dem Christuskind";;Malerei;106-XIM;Ikone;;2003-10-13;"Zhon Myronosyts Str. 11 (Жон Мироносиць 11)
61002 Kharkiv Oblast
+38 (256) 706-33-95 
artmuseum_kharkiv@i.ua
http://artmuseum.kh.ua/
Valentina V. Mizgina (Валентина Василівна Мизгіна)  (Direktorin (Директор))
+38 (057) 706 33 95
artmuseum_kharkiv@i.ua";https://www.lostart.de/de/Verlust/295775;
