Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;579216;"Tiepolo, Giovanni Domenico [Künstler:in]";"Titelblatt zur Folge Die Flucht nach Ägypten";"1750/1753 [Datierung]";Druckgrafik;"A ohne Inv.-Linz-VII-44191";;"Besitz B 3 (165) bei C. G. Boerner, Leipzig Auktion 207 (Kat. Nr. 68) - 30. März 1943 ""Sonderauftrag Linz""";2018-09-10;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Fund/579216;
Fundmeldung;Einzelobjekt;586551;"Heckel, Erich [Künstler:in]";"Haus mit rotem Dach";"1912 [Datierung]";Aquarell;7848;;"Mai 1959, Auktionshaus Roman Norbert Ketterer, Stuttgart, Einlieferer unbekannt;Juni 1962, Auktionshaus Roman Norbert Ketterer, Stuttgart, Einlieferer unbekannt;1962-1963, Galerie Wilhelm Großhennig, Düsseldorf (Ankauf von Ketterer, Stuttgart, 1962);1963, Erwerb durch das Städtische Museum Mönchengladbach von der Galerie Wilhelm Großhennig, Düsseldorf";2020-03-23;"Städtisches Museum Abteiberg 
Abteistraße 27 / Johannes-Cladders-Platz
41061 Mönchengladbach
+49-(0)2161-252637
+49-(0)2161-252659
http://www.museum-abteiberg.de";https://www.lostart.de/de/Fund/586551;"Katalog Neuerwerbungen 1961-1966, Bestandskatalog V, hrsg. vom Städtischen Museum Mönchengladbach/Oskar-Kühlen-Stiftung, Mönchengladbach, 1966, Nr. 53;Bestandskatalog „Kunst der ersten Jahrhunderthälfte“, 1900 bis 1960, hrsg. vom Städtischen Museum Abteiberg, Mönchengladbach 1990, S. 131, Abb. S. 130."
Suchmeldung;Einzelobjekt;428510;"Unbekannt (Französisch) [Künstler:in]";"Decke aus Silberbrokat";"1750 (um) [Datierung]";"Gebrauchs- / Raumtextilie";"488 (Graupe)";"Grund grau gelb in sich schuppig gemustert. Rankenaufbau in Silber, dazwischen bunte Blumen und Blätter verschiedener Größe. Eingefaßt mit Silberspitze. hellblaues Seidenfutter.Lit.: Paul Graupe: Die Sammlung Frau Emma Budge. Hamburg, Versteigerung am 27., 28. und 29.September 1937. Katalognummer 488; LAB, A Rep. 243-04 Nr. 28, Versteigerungsniederschrift vom 20.10.1937";"Sammlung Budge; Käufer 1937 (Graupe): [Walter] Pirschel/Welker, 530,-";2010-12-13;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/428510;
Suchmeldung;Einzelobjekt;579034;"Philippot, Charles Louis [Künstler:in]";"Johann Adolf II zu Schwarzenberg";"1852 [Datierung]";Gemälde;"CK 3871";"Literatur: Hrady a Zámky, Petr Pavelec (ed.) (ISBN 978-80-87890-05-9), mit Abb.";"Sammlung von Dr. Adolph Fürst zu Schwarzenberg; 1940 von der Gestapo beschlagnahmt; Schloss Český Krumlov (Böhmisch Krumau)";2018-09-14;;https://www.lostart.de/de/Verlust/579034;
Suchmeldung;Einzelobjekt;589672;"Unbekannt (Französisch, Limoges) [Künstler:in]";"Kreuzigung / Plaque with the Crucifixion";"1201/1300 [Datierung]";Relief;"115126 (Bildnummer KHI)";"Emailrelief (Plaque de la caisse d'un tabernacle), der gekreuzigte Christus mit Maria und Johannes zu beiden Seiten des Kreuzes sowie zwei Engel";"Sammlung Willibald von Dirksen (und Erben), Berlin - 28.-29.04.1931; Auktion Rudolph Lepke's Kunst-Auctions-Haus, Berlin 28.-29.04.1931, Lot 203; Sammlung Agathe und Ernst Saulmann, Florenz - 1937 - 1938/1942 (um) - der NS-verfolgungsbedingte Entzug wird vermutet, da sich das betreffende Kulturgut nachweislich 1937 im Besitz der Geschädigten befand, die genauen Verlustumstände sind unklar; Auktion Sotheby's, Paris 17.06.2015, Lot 159;2022 Restitution an die Erben
Status
restituiert";2020-07-13;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/589672;"[Mussia] Eisenstadt: Auktionsnachrichten. Berliner Auktionen. In: Kunst und Künstler. 29(1931), S.371-372, hier S. 372; IT - Kunsthistorisches Institut in Florenz (KHI) - Max Planck Institut, Photothek, Konvolut Besitz Ernst Saulmann; Rudolph Lepke's Kunst-Auctions-Haus, Sammlung W. von Dirksen, Berlin: Kunstwerke und Kunstgewerbe der Gotik und Renaissance, Auktion vom 28.-29.04.1931, Berlin 1931, Lot 203; Preisberichte. In: Die Weltkunst. 5(1931)18, S. 8; Sammlung W. v. Dirksen. In: Die Weltkunst. 5(1931)20, S. 8; Elisabeth Taburet-Delahaye (Hrsg.), L' oeuvre de Limoges. Art et histoire au temps des Plantagenêts [Enamels of Limoges, 1100–1350]; actes du colloque organisé au Musée du Louvre par le Service culturel les 16 et 17 novembre 1995, Paris 1995 [New York 1996], S. 250-253, Kat. Nr. 71. (similar plaque, see below); www.sothebys.com/fr/auctions/ecatalogue/2015/tableaux-dessins-anciens-19-siecle-pf1509/lot.159.html"
Fundmeldung;Einzelobjekt;580449;"Unbekannt [Künstler:in]";"Gemustertes Seidengewebe";"1750/1760 [Datierung]";"Kunsthandwerk / -gewerbe";65/210;"Objekt: GewebeBefund: Im CCP München keine Befunde dokumentiert. Rückseite: aufgenähtes weißes Leinenetikett, darauf handschriftlich mit schwarzer Farbe ""65/210"" (BNM Inv.-Nr.). Keine Angaben zur Vorprovenienz./A.G., 2018Weitere Informationen: Externer Link";"ÜberweisungÜberweisung 1965 Freistaat Bayern. Gemäß der Vereinbarung vom 06.12.1960 zwischen der Bundesrepublik Deutschland und dem Freistaat Bayern. 1965 dem Bayerischen Nationalmuseum (BNM) überwiesen.Von der Treuhandverwaltung von Kulturgut (TVK, tätig von 1952 bis 1962), übernommen vom Central Collecting Point (CCP) München aus dem Besitz/der Vermögenseinziehung von Hermann Göring (1893-1946). Provenienzforschung: laut Restitutionskartei (Eingangskarteikarte der Münchner Nummer 7397/13; Bundesarchiv, B323/659): ""Sammlung H. Göring"". Eingang/Receipt (Central Collecting Point München): 06.08.1945; Ausgang/Issue (Central Collecting Point München): 10.06.1949 (Ministerpräsident). Am 29.01.1957/23.02.1957 von der Treuhandverwaltung von Kulturgut über die Finanzmittelstelle München des Landes Bayern gemäß Übertragungsurkunde Nr. 69 (Textilien aus dem Nachlaß von Hermann Göring) aus dem Besitz/der Vermögenseinziehung von Hermann Göring (1893-1946) in das Eigentum des Freistaats Bayern übergegangen: Nr. 56 der Übertragungsurkunde Nr. 69 (Textilien aus dem Nachlaß von Hermann Göring). Am 01.02.1961 als 'Überweisung aus Staatsbesitz' an die Bayerischen Staatsgemäldesammlungen; von dort am 26.02.1965 vom Bayerischen Nationalmuseum übernommen. Aus der 'Sammlung Göring': aus dem 'Göring'-Textilkonvolut mit der Münchner Nummer 7397/1-68 sind dem BNM vom Freistaat Bayern folgende Objekte überwiesen worden (Münchner Nummer = BNM Inv.-Nr.): 7397/7 = 65/163, 7397/13 = 65/210, 7397/15 = 2012/97, 7397/16 = 65/215, 7397/21 = 65/194, 7397/34 = 65/191, 7397/35 = 65/195, 7397/39 = 65/186, 7397/41 = 65/209, 7397/42 = 65/198, 7397/43 = 2012/71, 7397/44 = 65/212, 7397/45 = 2012/54, 7397/54 = 2012/70, 7397/57 = 65/196, 7397/60 = 2012/72, 7397/61 = 2012/106, 7397/64 = 65/162, 7397/67-68 = 2012/89-90. Laut Kontrollnummernkartei (Karteikarte der Münchner Nummer 7397; Bundesarchiv, B323/616): ""Besitzer/Possessor: Untern[umme]rn 1-6; 8-12; 17-20; 22-33; 36-37; 40; 46-48; 50-53; 55;/58-59; 62-63; 66; restit[uted] to France, 1.7.49/Restituiert: Untern[umme]r 65"": ""conf[iscated] by E[insatzstab]R[eichsleiter]R[osenberg]"" (vgl. Münchner Nummer 4730 = BNM Inv.-Nrn. 60/133.1-60/135; Münchner Nummer 7396 = BNM Inv.-Nrn. 65/166, 65/170, 65/172-173, 65/175-176.3, 65/188-189, 65/200, 65/214.1-3, 2012/48-49, 2012/65, 2012/67, 2012/108, 2012/249-250; Münchner Nummer 7398 = BNM Inv.-Nrn. 65/168-169, 65/171, 65/178-179, 65/182, 65/185, 65/190, 65/208, 65/213, 2012/42, 2012/55, 2012/96, 2012/104, 2012/109, 2012/123-124; Münchner Nummer 7399 = BNM Inv.-Nrn. 65/165, 65/167, 65/174, 65/180-181, 65/184, 65/192.1-2, 65/201-202, 65/207, 2012/68, 2012/110). Vorprovenienz: unbekannt. Aufgrund der Provenienzlücke(n) kann ein NS-verfolgungsbedingter Entzug nicht ausgeschlossen werden./A.G., 2018";2019-02-06;"Bayerisches Nationalmuseum
München
Prinzregentenstraße 3
80538 München
+45 (0)89 211 24-01 
bay.nationalmuseum@bnm.mwn.de
http://www.bayerisches-nationalmuseum.de/
Dr. Matthias Weniger (Beauftragter für Provenienzforschung)
+49 (0)89 211 24-246
provenienzforschung@bnm.mwn.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Fund/580449;
Suchmeldung;Einzelobjekt;307044;"Unbekannt [Künstler:in]";"Porträt Henriette von Brand, geb. von Sommnitz";;Gemälde;;;"Bis 29. Januar 1945 Teil der Ahnengalerie der Familie von Brand auf Schloß Lauchstädt (Neumark), danach von sowjetischen Soldaten abtransportiert.";2005-03-16;;https://www.lostart.de/de/Verlust/307044;
Suchmeldung;Einzelobjekt;406214;"Liebermann, Max [Künstler:in]";"Kohlfeld im Wannseegarten nach Westen";;Malerei;;;"Dresden / Verlust 1938";2008-10-07;"Dr. Sabine Rudolph (Rechtsanwältin)
+49 (0)351 / 448 333-0
s.rudolph@steinmeier.eu";https://www.lostart.de/de/Verlust/406214;
Fundmeldung;Einzelobjekt;414675;"Ritmüller, Friedrich Eduard  [Künstler:in]";"Sieben größere Zeichnungen";;Zeichnung;1939/236-242;"Inventarnummern: 1939/236-242";"Im August 1939 kaufte das Museum insgesamt 28 Zeichnungen aus dem Nachlass des am 8. April 1939 verstorbenen Göttinger Bankiers Max Frank. Sie stammen sämtlich von dem Göttinger Künstler Friedrich Eduard Ritmüller.";2009-08-04;"Städtisches Museum Göttingen
Ritterplan 7/8
37070 Göttingen
(0551) 4002843
(0551) 4002059
museum@goettingen.de
http://www.museum.goettingen.de/
Andrea Rechenberg M.A. (Leiterin)";https://www.lostart.de/de/Fund/414675;
Suchmeldung;Einzelobjekt;451427;"Broers, Jasper [Künstler:in]";Reitergefecht;;Malerei;"2326 ; 619 (Inv.-Nr. 1905) ; 2737 (Inv.-Nr. 1922) ; Zweibrücken 1795, 507 (Inv.-Nr. Ältere Inventare)";"Kat. Galerie Burghausen 1902, Nr. 87. Bezeichnet rechts unten: Broers fecit";"1799 aus der Galerie Zweibrücken; Werk zu Beginn des Kriegs außerhalb Münchens geborgen, bei Kriegsende unter Aufsicht der US-Armee nach München zurückgebracht, im Central Collecting Point an der Arcisstraße in München registriert (sogen. „München-Nummer“) - letzter Nachweis für das Objekt, später ist es nicht mehr nachweisbar";2012-02-13;"Bayerische
Staatsgemäldesammlungen
München
Barer Str. 29
80799 München
+45 (0)89 23805-391
provenienz@pinakothek.de 
http://www.pinakothek.de
Dr. Andrea Bambi (Referat für Provenienzforschung)
+49 (0)89 23805-0
provenienz@pinakothek.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Verlust/451427;
