Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;294092;"Wassilkowski, S.I. [Künstler:in]";Krim;;Malerei;"571 kleines russisches sh, kleines russisches r, k";"Gemälde; Studie";;2003-10-13;"Zhon Myronosyts Str. 11 (Жон Мироносиць 11)61002 Kharkiv Oblast+38 (256) 706-33-95 artmuseum_kharkiv@i.uahttp://artmuseum.kh.ua/Valentina V. Mizgina (Валентина Василівна Мизгіна)  (Direktorin (Директор))+38 (057) 706 33 95artmuseum_kharkiv@i.ua";https://www.lostart.de/de/Verlust/294092;
Suchmeldung;Einzelobjekt;437915;"Beach, Thomas [Künstler:in]";"Ohne Titel";;Malerei;"2 (Getty)
→ 5 (Lange)";"Literatur: Dr. Hans Feist an Duveen, Brief vom 01.02.1938, S.3. In: Getty Research Institute. Inventory of the Duveen Brother Records, Box 242, Folder 5, Feist Collection.";"Sammlung Hermine Feist-Wollheim";2011-06-27;"Rosbach & Fremy (Rechtsanwälte)+49 (0) 30 280 70 71/72office@ra-rff.de";https://www.lostart.de/de/Verlust/437915;
Suchmeldung;Einzelobjekt;615900;"Koch, Helen [Künstler:in]";"Drei Feuersalamander";;Gemälde;;"derzeit keine weiteren Angaben verfügbar";"Sammlung Dr. Richard und Maria Koch, Frankfurt a.M. Essentuki - 1942; Verlust während der deutschen Invasion Nov./Dez. 1942; Verbleib unbekannt";2023-10-27;"Rosbach & Fremy (Rechtsanwälte)+49 (0) 30 280 70 71/72office@ra-rff.de";https://www.lostart.de/de/Verlust/615900;"Richard Koch, August 1942. In: US - LBI, Richard Koch collection, Series II, Box 6, Folder 11, Reminiscences, 1942-1946. Blatt 1."
Suchmeldung;Einzelobjekt;615358;"Jawlensky, Alexej v. [Künstler:in]";"Genfer See";"1900-1920 [Zeitraum]";Malerei;;"derzeit keine weiteren Angaben verfügbar";"Juli/August 1923 über Nassauischer Kunstverein, Wiesbaden, Ankauf Georg Koch, Wiesbaden; Lotte und Dr. Georg Koch, Wiesbaden; Umzugsgut Lotte Koch; Februar 1942 Beschlagnahmung Gestapo, Hamburg bei Hugo Schönsee & Co. (L.R.W. 465 und 465/1), eventuell Versteigerung durch Max Nothnagel, Hamburg; Verbleib unbekannt";2023-10-16;"Dr. Stephan Friedländer (Rechtsanwalt)+49 (0) 30 4410793rechtsanwalt@drfriedlaender.de";https://www.lostart.de/de/Verlust/615358;"Stadtarchiv Wiesbaden, Nassauischer Kunstverein: Kassen-Hauptbuch [auch mit Einträgen über den Ankauf und Verkauf von Kunstwerken], 1915-1924, V45, Nr. 13; Staatsarchiv Hamburg, Wiedergutmachungsamt Landgericht Hamburg: Rückerstattungsanspruch Lotte Koch, geborene Seeligmann, 1958-1962, 213-13_23828"
Suchmeldung;Einzelobjekt;615359;"Unbekannt (Flämische oder Holländische Schule) [Künstler:in]";"Blumenstilleben mit Käfern und Schmetterlingen";"1900-1920 [Zeitraum]";Malerei;;"derzeit keine weiteren Angaben verfügbar";"gekauft vor 1919; Lotte und Dr. Georg Koch, Wiesbaden; Umzugsgut Lotte Koch; Februar 1942 Beschlagnahmung Gestapo, Hamburg bei Hugo Schönsee & Co. (L.R.W. 465 und 465/1), eventuell Versteigerung durch Max Nothnagel, Hamburg; Verbleib unbekannt";2023-10-16;"Dr. Stephan Friedländer (Rechtsanwalt)+49 (0) 30 4410793rechtsanwalt@drfriedlaender.de";https://www.lostart.de/de/Verlust/615359;"Hessisches Hauptstaatsarchiv Wiesbaden, 519/3 Akten der Devisenstellen Frankfurt und Kassel: Wwe. Lotte Koch, 1938-1939, 519/3 Nr. 10399; Hessisches Hauptstaatsarchiv Wiesbaden, 519/3 Akten der Devisenstellen Frankfurt und Kassel: Wwe. Lotte Koch Wiesbaden, 1938-1939, 519/3 Nr. 11410; Staatsarchiv Hamburg, Wiedergutmachungsamt Landgericht Hamburg: Rückerstattungsanspruch Lotte Koch, geborene Seeligmann, 1958-1962, 213-13_23828"
Suchmeldung;Einzelobjekt;615360;"Unbekannt (Flämische oder Holländische Schule) [Künstler:in]";"Brustbild eines Jünglings";"1900-1920 [Zeitraum]";Malerei;;"derzeit keine weiteren Angaben verfügbar";"gekauft vor 1919; Lotte und Dr. Georg Koch, Wiesbaden; Umzugsgut Lotte Koch; Februar 1942 Beschlagnahmung Gestapo, Hamburg bei Hugo Schönsee & Co. (L.R.W. 465 und 465/1), eventuell Versteigerung durch Max Nothnagel, Hamburg; Verbleib unbekannt";2023-10-16;"Dr. Stephan Friedländer (Rechtsanwalt)+49 (0) 30 4410793rechtsanwalt@drfriedlaender.de";https://www.lostart.de/de/Verlust/615360;"Hessisches Hauptstaatsarchiv Wiesbaden, 519/3 Akten der Devisenstellen Frankfurt und Kassel: Wwe. Lotte Koch, 1938-1939, 519/3 Nr. 10399; Hessisches Hauptstaatsarchiv Wiesbaden, 519/3 Akten der Devisenstellen Frankfurt und Kassel: Wwe. Lotte Koch Wiesbaden, 1938-1939, 519/3 Nr. 11410; Staatsarchiv Hamburg, Wiedergutmachungsamt Landgericht Hamburg: Rückerstattungsanspruch Lotte Koch, geborene Seeligmann, 1958-1962, 213-13_23828"
Suchmeldung;Einzelobjekt;615361;"Unbekannt (Flämische oder Holländische Schule) [Künstler:in]";"Kopf eines alten Mannes";"1900-1920 [Zeitraum]";Malerei;;"derzeit keine weiteren Angaben verfügbar";"erworben vor 1919 (in Mainz oder in Karlsruhe); Lotte und Dr. Georg Koch, Wiesbaden; Umzugsgut Lotte Koch; Februar 1942 Beschlagnahmung Gestapo, Hamburg bei Hugo Schönsee & Co. (L.R.W. 465 und 465/1), eventuell Versteigerung durch Max Nothnagel, Hamburg; Verbleib unbekannt";2023-10-16;"Dr. Stephan Friedländer (Rechtsanwalt)+49 (0) 30 4410793rechtsanwalt@drfriedlaender.de";https://www.lostart.de/de/Verlust/615361;"Hessisches Hauptstaatsarchiv Wiesbaden, 519/3 Akten der Devisenstellen Frankfurt und Kassel: Wwe. Lotte Koch, 1938-1939, 519/3 Nr. 10399; Hessisches Hauptstaatsarchiv Wiesbaden, 519/3 Akten der Devisenstellen Frankfurt und Kassel: Wwe. Lotte Koch Wiesbaden, 1938-1939, 519/3 Nr. 11410; Staatsarchiv Hamburg, Wiedergutmachungsamt Landgericht Hamburg: Rückerstattungsanspruch Lotte Koch, geborene Seeligmann, 1958-1962, 213-13_23828"
Suchmeldung;Einzelobjekt;615362;"Unbekannt (Flämische oder Holländische Schule) [Künstler:in]";Kühe;"1900-1920 [Zeitraum]";Malerei;;"derzeit keine weiteren Angaben verfügbar";"gekauft vor 1919; Lotte und Dr. Georg Koch, Wiesbaden; Umzugsgut Lotte Koch; Februar 1942 Beschlagnahmung Gestapo, Hamburg bei Hugo Schönsee & Co. (L.R.W. 465 und 465/1), eventuell Versteigerung durch Max Nothnagel, Hamburg; Verbleib unbekannt";2023-10-16;"Dr. Stephan Friedländer (Rechtsanwalt)+49 (0) 30 4410793rechtsanwalt@drfriedlaender.de";https://www.lostart.de/de/Verlust/615362;"Hessisches Hauptstaatsarchiv Wiesbaden, 519/3 Akten der Devisenstellen Frankfurt und Kassel: Wwe. Lotte Koch, 1938-1939, 519/3 Nr. 10399; Hessisches Hauptstaatsarchiv Wiesbaden, 519/3 Akten der Devisenstellen Frankfurt und Kassel: Wwe. Lotte Koch Wiesbaden, 1938-1939, 519/3 Nr. 11410; Staatsarchiv Hamburg, Wiedergutmachungsamt Landgericht Hamburg: Rückerstattungsanspruch Lotte Koch, geborene Seeligmann, 1958-1962, 213-13_23828"
Suchmeldung;Einzelobjekt;615363;"Unbekannt (Flämische oder Holländische Schule) [Künstler:in]";Stillleben;"1900-1920 [Zeitraum]";Malerei;;"derzeit keine weiteren Angaben verfügbar";"gekauft vor 1919; Lotte und Dr. Georg Koch, Wiesbaden; Umzugsgut Lotte Koch; Februar 1942 Beschlagnahmung Gestapo, Hamburg bei Hugo Schönsee & Co. (L.R.W. 465 und 465/1), eventuell Versteigerung durch Max Nothnagel, Hamburg; Verbleib unbekannt";2023-10-16;"Dr. Stephan Friedländer (Rechtsanwalt)+49 (0) 30 4410793rechtsanwalt@drfriedlaender.de";https://www.lostart.de/de/Verlust/615363;"Hessisches Hauptstaatsarchiv Wiesbaden, 519/3 Akten der Devisenstellen Frankfurt und Kassel: Wwe. Lotte Koch, 1938-1939, 519/3 Nr. 10399; Hessisches Hauptstaatsarchiv Wiesbaden, 519/3 Akten der Devisenstellen Frankfurt und Kassel: Wwe. Lotte Koch Wiesbaden, 1938-1939, 519/3 Nr. 11410; Staatsarchiv Hamburg, Wiedergutmachungsamt Landgericht Hamburg: Rückerstattungsanspruch Lotte Koch, geborene Seeligmann, 1958-1962, 213-13_23828"
Suchmeldung;Einzelobjekt;615364;"Unbekannt (Flämische oder Holländische Schule) [Künstler:in]";Wirtshausszene;"1900-1920 [Zeitraum]";Malerei;;"derzeit keine weiteren Angaben verfügbar";"gekauft vor 1919; Lotte und Dr. Georg Koch, Wiesbaden; Umzugsgut Lotte Koch; Februar 1942 Beschlagnahmung Gestapo, Hamburg bei Hugo Schönsee & Co. (L.R.W. 465 und 465/1), eventuell Versteigerung durch Max Nothnagel, Hamburg; Verbleib unbekannt";2023-10-16;"Dr. Stephan Friedländer (Rechtsanwalt)+49 (0) 30 4410793rechtsanwalt@drfriedlaender.de";https://www.lostart.de/de/Verlust/615364;"Hessisches Hauptstaatsarchiv Wiesbaden, 519/3 Akten der Devisenstellen Frankfurt und Kassel: Wwe. Lotte Koch, 1938-1939, 519/3 Nr. 10399; Hessisches Hauptstaatsarchiv Wiesbaden, 519/3 Akten der Devisenstellen Frankfurt und Kassel: Wwe. Lotte Koch Wiesbaden, 1938-1939, 519/3 Nr. 11410; Staatsarchiv Hamburg, Wiedergutmachungsamt Landgericht Hamburg: Rückerstattungsanspruch Lotte Koch, geborene Seeligmann, 1958-1962, 213-13_23828"
