Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;125281;"Noort, Jan van (1607) (?) [Künstler:in]
Noort, Jan van (?) [Künstler:in]
Noort, Jan van (1756) (?) [Künstler:in]";"Brustbild eines halb nach rechts gewandten schnurrbärtigen Mannes";;Zeichnung;1635;;;2001-08-08;"Kunsthalle Bremen
28195 Bremen
+49 (0) 421 32908 47
office@kunsthalle-bremen.de
http://www.kunsthalle-bremen.de
Dr. Christoph Grunenberg (Direktor)
+49 (0)421 32908 200
grunenberg@kunsthalle-bremen.de
Dr. Dorothee Hansen (Kustodin Alte Meister)
+49 (0)421 32908 260
hansen@kunsthalle-bremen.de
Dr. Maria Aresin (Kustodin Kupferstichkabinett)
+49 (0)421 32908 261
aresin@kunsthalle-bremen.de";https://www.lostart.de/de/Verlust/125281;
Suchmeldung;Einzelobjekt;302208;"Zahn, Wilhelm [Künstler:in]";"Mosaikfußböden. Pompeji";;Druckgrafik;"Stollsches Verzeichnis L. Nr. 277";"Mappe: Die schönsten Ornamente und merkwürdigsten Gemälde aus Pompeji, Herakulanum und Stabiae nach den an Ort gemachten Originalzeichnungen von Wilhelm Zahn;DoubletteDie in den Suchmeldungen angegebene Inventarnummer (Handschriftliches Verzeichnis) könnte sich rückseitig auf den Gemälden/Grafiken befinden.";"Henry Stollsche Kunstsammlung";2004-05-03;"Kunstsammlung Neubrandenburg
17033 Neubrandenburg
(0395) 5551290
(0395) 5551299
kunstsammlung@neubrandenburg.de
http://www.kunstsammlung-neubrandenburg.de
Frau Dr. Elke Pretzel (wiss. Mitarbeiterin)
(0395) 5551292
Frau Dr. Merete Cobarg (Direktorin)";https://www.lostart.de/de/Verlust/302208;
Fundmeldung;Einzelobjekt;458672;"Neander, August [Autor:in]
Schneider, Karl Friedrich Theodor [Herausgeber]
Perthes [Verlag]";"Allgemeine Geschichte der christlichen Religion und Kirche ; Bd. 6. Welcher die Kirchengeschichte von Bonifacius VIII bis zum Baseler Konzil enthält";"1852 [Erscheinungsdatum]";Buch;"A 54/532-6";"Weitere Informationen im Online-Katalog des Bibliothekssystems der Justus-Liebig-Universität Gießen: Externer Link";"Deutschland (Gebiet unter Alliierter Besatzung, Amerikanische Zone). Amt der Militärregierung für Hessen. Offenbach Archival DepotStempelNS-Raubgut";2012-08-21;"Universitätsbibliothek Gießen
Otto-Behagel-Str. 8
35394 Gießen
+49 (0)641 99-14032
+49 (0)641 99-14039
auskunft@bibsys.uni-giessen.de
http://www.ub.uni-giessen.de
Dr. Olaf Schneider (Bibliotheksoberrat)
+49 (0)641/99-14052
Olaf.Schneider@bibsys.uni-giessen.de";https://www.lostart.de/de/Fund/458672;
Suchmeldung;Einzelobjekt;430030;"Heimerdinger, Friedrich [Künstler:in]";Herbstfrüchte;;Malerei;V-KH-11;;"Ausgeliehen an Einkaufsstelle, vermutlich 1945 beim Luftangriff verbrannt.";2011-03-07;"Kunstsammlungen Chemnitz
Theaterplatz 1
09111 Chemnitz
+49 (0) 371 488 4424 
+49 (0) 371 488 4499 
kunstsammlungen@stadt-chemnitz.de
http://www.kunstsammlungen-chemnitz.de
Anja Richter (Kuratorin im Museum Grunzenhauser)
+49 (0) 371 488 7000
anja.richter@stadt-chemnitz.de
Dr. Anika Reineke (Kuratorin der Textil- und Kunstgewerbesammlung)
+49 (0) 371 488 4405
anika.reineke@stadt-chemnitz.de
Dr. Sabine Maria Schmidt  (Kuratorin Sammlung Malerei und Plastik)
+49 (0) 371 488 4412
sabine-maria.schmidt@stadt-chemnitz.de
Kerstin Drechsel (Kuratorin der Grafischen Sammlung)
+49 (0) 371 488 4418
kerstin.drechsel@stadt-chemnitz.de";https://www.lostart.de/de/Verlust/430030;
Suchmeldung;Einzelobjekt;306752;;"Große Streitaxt";"1201/1400 [Datierung]";"Waffen / Zubehör";473;"(Fundobjekt) Schaft fehlt, Marke";"Wien/ Verlust 1938";2005-03-04;;https://www.lostart.de/de/Verlust/306752;"Scheurer, Inventar der Waffensammlung Leopold Freiherr Popper von Podhragy, o.O. (Wien - ?) 1931 (?) Inventarnummer entspricht der Verzeichnisnummer bei Scheurer"
Suchmeldung;Einzelobjekt;399055;"Mommsen, Th. [Autor:in]";"Römische Geschichte";"1907/1909 [Erscheinungsdatum]";Buch;"Los 212";"Bd. 1—3. 5 (alles was erschien).";"Berlin / Max Perl, Auktion 180, 1933-5-18/1933-5-19";2007-12-14;;https://www.lostart.de/de/Verlust/399055;
Fundmeldung;Einzelobjekt;418293;"Dunkel, Christoph [Autor:in]
Br. Albert Heine [Drucker] [Verlag]";"Historischer Ueberblick der Jahre 1797 bis 1897 in der Johannis-Loge ""Zum Brunnen in der Wüste"" zu Cottbus";"1897 [Erscheinungsdatum]";Buch;"Nb 4282/32";"Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Vorbesitz: Johannis-Loge Teutonia zur Weisheit im Orient Potsdam. Bibliothek | Bibliotheksexemplar | Stempel | Zugangsnummer 1913.106 | Erläuterung: Stempel: Bibliothek der Loge Teutonia z. W. [darin handschriftlich] 1913.106 | ProvenienzmerkmalVorbesitz: Johannis-Loge Teutonia zur Weisheit im Orient Potsdam. Bibliothek | Bibliotheksexemplar | Signatur K I 2325 | Erläuterung: Handschriftlicher Eintrag auf dem vorderen Spiegel: K I 2325Vorbesitz: Johannis-Loge Teutonia zur Weisheit im Orient Potsdam. Bibliothek | Bibliotheksexemplar | Signatur K 977. I. | Erläuterung: Handschriftlicher Eintrag auf dem vorderen Spiegel: K 977 I [durchgestrichen]Zugang: Preußische Staatsbibliothek | Zugangsnummer P 1935.8519 | NS-Raubgut | Datum 1936-02-07 | Erläuterung: Akzessions-Nr. auf der Rückseite des Titelblatts: P 1935.8519. NS-Raubgut, Quelle: Akzessionsjournal der Preußischen Staatsbibliothek P 1935.8519 ""Loge Teutonia zur Weisheit Potsdam"", inventarisiert als PflichtexemplarAbgang: Staatsbibliothek Preußischer Kulturbesitz | Restitution | Datum 1965 | Erläuterung: Restituiert an die Große National-Mutterloge ""Zu den drei Weltkugeln"", Berlin. Im Mai 2017 von der Mutterloge an die Johannis-Loge Teutonia zur Weisheit im Orient Potsdam übergeben
Status
restituiert";2010-11-25;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/418293;
Suchmeldung;Einzelobjekt;83212;;"Verzeichnis der Bücherei des Vereins für die Geschichte Potsdams Januar 1907";"1907 [Erscheinungsdatum]";Buch;8570;;;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/83212;
Suchmeldung;Einzelobjekt;226410;"Scherz, Johann Georg [Autor:in]
Heitzius [Verlag]";"Paroemiae juris Germanicae ...[Resp.:] Philippus Jacobus Diebold";"1722 [Erscheinungsdatum]";Buch;"Jac 571";"24 S.";"In das Schloss Kynau (die Angaben über diesen Ort sind widersprüchlich, zunächst heißt es Künau bei Grünberg, dann Schloss Kuhnau, gemeint ist aber wohl doch Kynau im Kreis Waldenburg, heute Zagorze Slaskie) wurden im Juni 1943 60 Kisten mit ca. 7.500 Bänden verlagert, die den wertvollsten Teil der Göritz-Lübeck-Stiftung, die Sammlung Friedlaender (12 Kisten), die Sammlung Jacobsen, die Werther-Sammlung (1 Kiste) enthielten. Nach einem Bericht vom 2.5.1945 soll das Bergungsgut abtransportiert worden sein.
Auslagerung (Kynau (Waldenburg), Schloss Kynau)";2001-08-08;"Zentral- und Landesbibliothek Berlin 
Abteilung 4 | Landesbibliothek
Breite Straße 30-36
10178 Berlin
http://www.zlb.de 
Zentral- und Landesbibliothek Berlin (Abteilung 4 | Landesbibliothek)
+49 30 90226-466
landesbibliothek@zlb.de";https://www.lostart.de/de/Verlust/226410;
Suchmeldung;Einzelobjekt;416928;;"Lehrbrief für Ferdinand Friedrich Reiche";"04.07.1795 [Dokumentdatum]";"Urkunde / Faksimile";;"Ausgestellt Lommatzsch. Behelfs-Inventarnummer: 1668.";"Die Sammlung umfasste 1931 ca. 2000 Objekte. In den Kriegswirren 1945 ging diese, eingelagert in Kisten, zum großen Teil verloren.";2009-12-15;"Torgauer Geschichtsverein e.V.
Herr Dr. Jürgen Herzog
Wintergrüne 5
04860 Torgau
03421-70337 27 o. 03421-70336
03421-70337 24
http://www.museum-torgau.de
Kathrin Niese  (Museologin Stadt- und Kulturgeschichtliches Museum Torgau)
info@museum-torgau.de";https://www.lostart.de/de/Verlust/416928;
