Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;521697;"Unbekannt (Deutsch) [Künstler:in]";"Toter Hase mit Fasan";"1801/1900 [Datierung]";Gemälde;"G 1286";"vgl. Rahmen mit G 1276[möglicherweise eine Provenienz]";"„Nach 1945 sichergestellt“. Zugang zwischen 1945 und 1950";2014-09-26;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Fund/521697;
Fundmeldung;Einzelobjekt;580428;"Unbekannt [Künstler:in]";"Gemustertes Seidengewebe";"1750 (um) [Datierung]";"Kunsthandwerk / -gewerbe";65/188;"Objekt: GewebeBefund: Im CCP München keine Befunde dokumentiert. Rückseite: aufgenähtes weißes Leinenetikett, darauf handschriftlich mit schwarzer Farbe ""65/188"" (BNM Inv.-Nr.). Keine Angaben zur Vorprovenienz./A.G., 2018Weitere Informationen: Externer Link";"ÜberweisungÜberweisung 1965 Freistaat Bayern. Gemäß der Vereinbarung vom 06.12.1960 zwischen der Bundesrepublik Deutschland und dem Freistaat Bayern. 1965 dem Bayerischen Nationalmuseum (BNM) überwiesen.Von der Treuhandverwaltung von Kulturgut (TVK, tätig von 1952 bis 1962), übernommen vom Central Collecting Point (CCP) München aus dem Besitz/der Vermögenseinziehung von Hermann Göring (1893-1946). Provenienzforschung: laut Restitutionskartei (Eingangskarteikarte der Münchner Nummer 7396/15; Bundesarchiv, B323/659): ""Herkunft: Sammlung H. Göring"". Eingang/Receipt (Central Collecting Point München): 06.08.1945; Ausgang/Issue (Central Collecting Point München): 10.06.1949 (Ministerpräsident). Am 29.01.1957/23.02.1957 von der Treuhandverwaltung von Kulturgut über die Finanzmittelstelle München des Landes Bayern gemäß Übertragungsurkunde Nr. 69 (Textilien aus dem Nachlaß von Hermann Göring) aus dem Besitz/der Vermögenseinziehung von Hermann Göring (1893-1946) in das Eigentum des Freistaats Bayern übergegangen: Nr. 39 der Übertragungsurkunde Nr. 69 (Textilien aus dem Nachlaß von Hermann Göring). Am 01.02.1961 als 'Überweisung aus Staatsbesitz' an die Bayerischen Staatsgemäldesammlungen; von dort am 26.02.1965 vom Bayerischen Nationalmuseum übernommen. Aus der 'Sammlung Göring': aus dem 'Göring'-Textilkonvolut mit der Münchner Nummer 7396/1-50 sind dem BNM vom Freistaat Bayern folgende Objekte überwiesen worden (Münchner Nummer = BNM Inv.-Nr.): 7396/5 = 65/175, 7396/9 = 65/173, 7396/10 = 2012/49, 7396/11 = 2012/48, 7396/15 = 65/188, 7396/17 = 65/214.1-3, 7396/20 = 2012/65, 7396/21 = 2012/108, 7396/22 = 2012/249, 7396/23 = 65/170, 7396/24 = 65/172, 7396/25 = 65/189, 7396/26 = 65/187, 7396/27 = 2012/67, 7396/28 = 2012/250, 7396/29 = 65/200, 7396/34 = 65/166, 7396/35 = 65/176.1-3. Laut Kontrollnummernkartei (Karteikarte der Münchner Nummer 7396; Bundesarchiv, B323/616): ""Besitzer/Possessor: Untern[umme]rn 1-4; 6; 12; 13; 30-33; 36-50 to France, 1.7.49/Untern[umme]rn 8; 14; 16; am 4.9.51 an Fr[au] Emmy Göring."" (vgl. die Textilien aus der 'Sammlung Göring' BNM Inv.-Nrn. 65/166, 65/170, 65/172-173, 65/175-176.3, 65/187, 65/189, 65/200, 65/214.1-3, 2012/48-49, 2012/58-59, 2012/65, 2012/67, 2012/108, 2012/122, 2012/249-250): ""conf[iscated] by E[insatzstab]R[eichsleiter]R[osenberg]"" (vgl. Münchner Nummer 4730 = BNM Inv.-Nrn. 60/133.1-60/135; Münchner Nummer 7397 = BNM Inv.-Nrn. 65/162-163, 65/210, 65/186-187, 65/191, 65/194-196, 65/198, 65/209, 65/212, 65/215, 2012/54, 2012/70-72, 2012/89-90, 2012/97, 2012/106; Münchner Nummer 7398 = BNM Inv.-Nrn. 65/168-169, 65/171, 65/178-179, 65/182, 65/185, 65/190, 65/208, 65/213, 2012/42, 2012/55, 2012/96, 2012/104, 2012/109, 2012/123-124; Münchner Nummer 7399 = BNM Inv.-Nrn. 65/165, 65/167, 65/174, 65/180-181, 65/184, 65/192.1-2, 65/201-202, 65/207, 2012/68, 2012/110). Vorprovenienz: Italien. Zu unbekanntem Zeitpunkt aus unbekanntem Eigentum/Besitz in die 'Sammlung Göring'. Aufgrund der Provenienzlücke(n) kann ein NS-verfolgungsbedingter Entzug nicht ausgeschlossen werden./A.G., 2018";2019-02-06;"Bayerisches Nationalmuseum
München
Prinzregentenstraße 3
80538 München
+45 (0)89 211 24-01 
bay.nationalmuseum@bnm.mwn.de
http://www.bayerisches-nationalmuseum.de/
Dr. Matthias Weniger (Beauftragter für Provenienzforschung)
+49 (0)89 211 24-246
provenienzforschung@bnm.mwn.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Fund/580428;
Fundmeldung;Einzelobjekt;577218;"Sonnleitner, Joseph [Herausgeber]
Joh. Bapt. Wallishauser [Verlag]";"Aglaja : ein Taschenbuch für das Jahr 1824";"1824 [Erscheinungsdatum]";Buch;"1.8° 545-1824";"1 Band";"ETG (Edith und Georg Tietz) - Berlin; Arisierung 1934, Emigration 1937, Enteignung 1942; via Reichstauschstelle in Stadtbibliothek Bautzen";2018-05-07;"Stadtbibliothek Bautzen
Schloßstraße 10
02625 Bautzen
03591 534-850
stadtbibliothek@bautzen.de
http://www.bautzen.de/stadtbibliothek.asp";https://www.lostart.de/de/Fund/577218;
Suchmeldung;Einzelobjekt;181821;;"Abraham weist Hagar mit ihrem Sohn Ismael aus";;Zeichnung;"C 1426";"braune Feder, braun und gräulich laviert";"Alter Bestand, vor 1756 erworben.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Verlust/181821;
Suchmeldung;Einzelobjekt;577546;"Vergilius Maro, Publius [Autor:in]";"Georgica cum commentario";"1499 [Erscheinungsdatum]";"Wiegendruck / Frühdruck";"Inc 1192";"8°; Stempel 1";"Akz. 1835.179(15); Auslagerung, 1942/1943; nach dem 2. Weltkrieg als fehlend festgestellt
Auslagerung (Friesenhagen)
Status
restituiert";2018-05-09;"Adenauerallee 39-41
53014 Bonn
53014 Bonn
+49 228 73-7352
+49 228 73-7546
sekretariat@ulb.uni-bonn.de
http://www.ulb.uni-bonn.de
Dr. Michael Herkenhoff (Leitung Dezernat 5: Handschriften, Altbestand)
+49 (0) 228 737548
michael.herkenhoff@ulb.uni-bonn.de";https://www.lostart.de/de/Verlust/577546;
Suchmeldung;Einzelobjekt;222074;"Lauch, Balthasar [Künstler:in]";"Johann Olearius";"1682 [Datierung]";"Medaille / Plakette";1908270;"Ovale Medaille. Vs.: Brustbild im Priesterhabit in ¾-Ansicht nach rechts. Umschrift: IOHANNES . OLEARIUS . D . S . A . M . CONC . AUL . PR . CONS . ECCL . SUP . GEN . Über dem Scheitel die Altersangabe A . æt . LXXI . Rs.: Oben hebräisch Jehova im Strahlenkranz, darunter ein Ölbaum und eine Palme, dazwischen die Inschrift JUSTUS. Seitliche Umschriften: SICUT OLEA / PS. 52 und CEU PALMA / PS 92. Unten die Jahreszahl MDCLXXXII und die Signatur B. L. Johannes Olearius (1611-1684) war Oberhofprediger und Generalsuperintendent zu Weißenfels.";"Geschenk von A. Mädler, gekauft durch Zschiesche & Köder auf der Auktion Erbstein I, Nr. 402,Permanente Ausstellung 1929-etwa 1943";2001-08-08;"GRASSI Museum für Angewandte Kunst 
Johannisplatz 5-11
04103 Leipzig
+49 (0) 341 - 22 29-100
grassimuseum@leipzig.de 
https://www.grassimak.de/
Dr. Thomas Rudi (Kurator Historische Sammlung)
+49 (0) 341 - 22 29-108
thomas.rudi@leipzig.de";https://www.lostart.de/de/Verlust/222074;
Suchmeldung;Einzelobjekt;440228;"Friederich, Peter [Künstler:in]";"Jagdstillleben mit Hase, Hahn und Feldhuhn";"1601/1700 [Datierung]";Malerei;;"Das Bild wurde im Sommer 1925 im Städelschen Kunstinstitut auf der Ausstellung von Meisterwerken Alter Malerei aus Privatbesitz ausgestellt unter dem Titel ""Peter Friderich, unbekannter deutscher Maler des 17. Jahrhunderts, mit der Motivbeschreibung ""Stilleben: Hase Hahn und Rebhuhn"" signiert unten rechts: Peter Friderich. Als Maße wurden dort Höhe 1,138 m, Breite 0,968 m angegeben. Siehe auch ""Vorläufiges Verzeichnis der Ausstellung von Meisterwerken Alter Malerei aus Privatbesitz im Städelschen Kunstinstitut, Frankfurt a. M., Sommer 1925"", Katalog Pos. 82.";"Sammlung Otto Jourdan, Frankfurt/Main; 08.09.1937 Verkauf durch Vermittlung der Galerie Stern, Düsseldorf, über das Auktionshaus Lempertz, Köln (Nr. 195 mit Abb. Tafel 41)";2011-09-12;;https://www.lostart.de/de/Verlust/440228;
Fundmeldung;Einzelobjekt;569378;"Unbekannt [Künstler:in]";"Brettspielstein mit Kamel unter Palme";"1001/1100 [Datierung]";"Plastik / Skulptur";"Pl.O. 2792";"Mit flachreliefierten Darstellung, eines vierfüßigen Höckertieres (Kamel ?) nach rechts unterhalb eines seitlich ins obere Bildfeld wachsenden Baumes oder Zweiges. Der Grund ist ausgehoben. Der Rand des Tieres leicht gerundet. Auch einige Zeichnungen durch Ritzlinien an Kopf und Bauch. Der stehengebliebene Rand mit Bohrlöchern.";"1941 Franz Kieslinger, Wien, an GNM";2017-09-26;"Germanisches Nationalmuseum
Nürnberg
Kornmarkt 1
90402 Nürnberg
90105 Nürnberg
(0911) 13310
(0911) 1331200
info@gnm.de
http://www.gnm.de";https://www.lostart.de/de/Fund/569378;
Fundmeldung;Einzelobjekt;390939;"Hitz, Dora [Künstler:in]";"Frau mit Blumen";"1917 [Datierung]";Malerei;"M 526";;"Erworben 1942 Kunsthandlung Johann Weber Berlin (600 RM)";2007-06-20;"Museum Wiesbaden
Friedrich-Ebert-Allee 2 
65185 Wiesbaden
(0611) 3352170
(0611) 3352192
museum@museum-wiesbaden.de
http://www.museum-wiesbaden.de
Dr. Peter Forster (Provenienzbeauftragter)
+49(0)611-335 2282
peter.forster@museum-wiesbaden.de";https://www.lostart.de/de/Fund/390939;
Fundmeldung;Einzelobjekt;451758;"Unbekannt [Künstler:in]";Spiegel;;Möbel;1253;"Einfacher viereckiger Holzrahmen, an der Unterseite etwas verdickt und mit reliefartig hervorgehobenen Blattornamenten geschmückt, an beiden Seiten, etwa in der Mitte, durch kleine Blattornamente unterbrochen. Halbrunder Aufsatz mit reliefartig herausgearbeiteten Blattornamenten.";"Herkunft unbekannt";2012-02-17;"Kulturstiftung Dessau Wörlitz
Hauptverwaltung
Schloss Großkühnau
06846 Dessau-Roßlau
+49 (0)340 646 15 0
+49 (0)340 646 15 10
http://www.gartenreich.com
Dr. Anette Froesch (Leiterin Abteilung Schlösser und Sammlungen)
anette.froesch@gartenreich.de
Prof. Dr. Harald Meller (Kommissarischer Direktor und Vorstand)
+49 (0) 340 646 1540
sekretariat@gartenreich.de";https://www.lostart.de/de/Fund/451758;
