Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;580091;"Mitwirkender: Stern, Paul [Autor:in]
Dr. P. Stern [Verlag]";"Championship der International Bridge League: Wien, 7.-12. Juni 1934 ; 1800 Spiele ; (45 Matches à 40 Spiele) / Bearb. u. hrsg. von Paul Stern unter Mitw. v. ...";"1935 [Erscheinungsdatum]";Buch;"1939 B 266";"Weitere Informationen im Katalog der Deutschen Nationalbibliothek: Externer Link";"Erwerbung: Datum 1939-01-20 | Bücherverwertungsstelle Wien";2019-03-04;"Deutscher Platz 1
04103 Leipzig
http://www.dnb.de
Cornelia Ranft (Projekt Provenienzrecherchen)
0049 (0)341-2271-527
provenienz@dnb.de";https://www.lostart.de/de/Fund/580091;
Suchmeldung;Einzelobjekt;424757;"Unbekannt [Künstler:in]";"Silberring «Yuzyuk»";;"Kunsthandwerk / -gewerbe";2145-БМ;"Objekt-Nr. 877; Silberring mit Gravur.";;2010-11-30;"Richna Str. 133  C
98405 Bakhchisaray Crimea
+38 06554 42881 
hansaray@ukr.net ";https://www.lostart.de/de/Verlust/424757;
Suchmeldung;Einzelobjekt;300744;;"Akten Burggraf Alexander (1661-1728): Güter- und Vermögenssachen IIIa (Wartenberg)";"1661/1728 [Dokumentdatum]";Archivgut;;"Standesherrschaft, 24 Pakete, ehemals Schrank und Fach 19,1-3";"Dohnasche Archivbestände aus Schloss Schlobitten (Ostpreußen), 16.-19. Jahrhundert; Verlust mit Kriegsende 1945";2004-03-12;;https://www.lostart.de/de/Verlust/300744;
Fundmeldung;Einzelobjekt;240758;"Uhde, Fritz von [Künstler:in]";"Mann mit Schlapphut";;Gemälde;"522 (alt), I/250 (neu)";;"01.12.1945 von Kurt Naubert, Langensalza, Hohestr.16; vormals Curt (Carl) Naubert, Kunstantiquariat Leipzig, Briestr. 20 (Roßplatz 8?)";2002-01-16;"Kulturstiftung Sachsen-Anhalt
Am Schloss 4 · Leitzkau
39279 Gommern
+49 (0) 39241 934-0
+49 (0) 39241 934-34
leitzkau@kulturstiftung-st.de
https://www.kulturstiftung-st.de/
Dr. Jan Scheunemann (Sachgebietsleiter Restitution)
+49 (0) 345 548 4699-357
jan.scheunemann@kulturstiftung-st.de";https://www.lostart.de/de/Fund/240758;
Suchmeldung;Einzelobjekt;206297;;"Von dem Einflusse und Gebrauch der Einbildungskraft zur Ausbesserung des Geschmacks etc.";;Buch;"C 4402";;;2001-08-08;"Gleimhaus
Literaturmuseum
Domplatz 31
38820 Halberstadt
(03941) 68710
(03941) 687140
gleimhaus@halberstadt.de
http://www.gleimhaus.de
Lacher, Dr. Reimar (Kunstsammlung)
+49 (0)39 41.68 710
gleimhaus@halberstadt.de
Loose, Annegret (Bibliothekarin)
+49 (0)3941.68710
gleimhaus@halberstadt.de
Pott, Dr. Ute (Direktorin)
+49 (0)3941.68710
gleimhaus@halberstadt.de";https://www.lostart.de/de/Verlust/206297;
Suchmeldung;Sammelobjektgruppe;536922;;"Handschrift (106 Objekte)";;Handschrift;;;;2001-08-08;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Olaf Hamann (Leiter Osteuropa - Abteilung)
+49 (0)30 266 435600
olaf.hamann@sbb.spk-berlin.de";https://www.lostart.de/de/Verlust/536922;
Suchmeldung;Einzelobjekt;143627;"Houbraken, Arnold [Künstler:in]";"Leda mit dem Schwan im Schoß";;Zeichnung;"C 1060";;"Von Moritz G. Weidemann, Leipzig, 1723";2001-08-08;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Verlust/143627;
Suchmeldung;Einzelobjekt;148887;"Frank, Johann Peter [Autor:in]
Fincke [Verlag]";"Behandlung der Krankheiten des Menschen";"1830/1834 [Erscheinungsdatum]";Buch;"Na 8: 2586.a";;"Beschlagnahme am Auslagerungsort Georgi Schacht Wansleben bei Eisleben Mai 1945; Abtransport März 1946 (Zuständigkeitsbereich Sowjetische Militäradministration Sachsen-Anhalt).
Auslagerung (Wansleben, Bergwerk (Georgi Schacht))
Kali-Bergwerk mit den Schächten Georgi und Neu-Mansfeld. 1926 stillgelegt.1944-45 Außenlager des KZ Buchenwald, Herstellung von Waffen und Kriegsgerät.";2001-08-08;"August-Bebel-Str. 50a
06108 Halle (Saale)
+49 (0) 345 47 239 147
+49 (0) 345 47 239 149
bibliothek@leopoldina.org
http://www.leopoldina.org
Deutsche Akademie der Naturforscher Leopoldina e. V.
+49 (0) 345 47 239 147
bibliothek@leopoldina.org";https://www.lostart.de/de/Verlust/148887;
Suchmeldung;Einzelobjekt;590163;"Voll, K. [Autor:in]";"Velasquez. Bildatlas zur Geschichte seiner Zeit";"o. J. [Erscheinungsdatum]";Buch;;"Künstlermonographie. 48 Tfln. 4°. Org.-Lwd.-Mappe";"Sammlung Agathe und Ernst Saulmann, Erlenhof; Versteigerung Auktionshaus Weinmüller, München, 26.-27.06.1936, Katalog-Nr. 175; Verbleib unbekannt";2020-07-30;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/590163;
Suchmeldung;Einzelobjekt;416504;;"Kleine Briefe über Torgau 1724";;Buch;;"Buch zur Geschichte Torgaus. Behelfs-Inventarnummer: 1183";"Die Sammlung umfasste 1931 ca. 2000 Objekte. In den Kriegswirren 1945 ging diese, eingelagert in Kisten, zum großen Teil verloren.";2009-12-15;"Torgauer Geschichtsverein e.V.
Herr Dr. Jürgen Herzog
Wintergrüne 5
04860 Torgau
03421-70337 27 o. 03421-70336
03421-70337 24
http://www.museum-torgau.de
Kathrin Niese  (Museologin Stadt- und Kulturgeschichtliches Museum Torgau)
info@museum-torgau.de";https://www.lostart.de/de/Verlust/416504;
Fundmeldung;Einzelobjekt;220109;"Unbekannt (römisch) [Künstler:in]";"Silbermünze - Römisches Imperium";;Münze;mü4649a1004;;;2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/220109;
Suchmeldung;Einzelobjekt;567075;"Maurer, Jakob (?) [Künstler:in]
Maurer [Künstler:in]";Landschaft;;Malerei;;"Quelle: Schätzliste von Wilhelm Henrich (Buch- und Kunsthandlung), Frankfurt a. M. vom 1. Dezember 1938";"Sammlung Hermann Netter, Frankfurt a. Main bis 1939; Verlustumstände und weiterer Verbleib ungeklärt";2017-03-20;"CSC. Cramer von Clausbruch (Rechtsanwaltskanzlei)
+49 (0)351 / 800 00 0
dresden@csc-recht.de";https://www.lostart.de/de/Verlust/567075;
Suchmeldung;Einzelobjekt;409336;"Boccaccio, Giovanni [Autor:in]
Bonellis, Manfredus de und de Monteferrato [Drucker:in]";"Genealogie deorum";"1497 [Erscheinungsdatum]";Handschrift;"Inc. 60";"H 3324, H 3322, Pr 5367; Lateinisch";"Herzogliche Öffentliche und Private Bibliothek Meiningen, Stempel siehe Seite Besitzstempel";2008-12-22;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/409336;
