Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;70003;"Krause, Wilhelm August Leopold Christian [Künstler:in]";Seestück;"1859 [Datierung]";Malerei;4805;;"Schloß Babelsberg und Flatowturm (P-BA)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/70003;
Suchmeldung;Einzelobjekt;312566;"Unbekannt (Deutsch / Süddeutsch) [Künstler:in]";"Kopf eines Heiligen";"1701/1800 [Datierung]";"Plastik / Skulptur";"Auktionskatalog Nr. 141";;"Berlin / Internationales Kunst- und Auktions-Haus GmbH, 1933.5.9";2006-02-06;;https://www.lostart.de/de/Verlust/312566;
Fundmeldung;Einzelobjekt;435056;"Kummer [Verlag]";"Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande ; 17.1819";"1819 [Erscheinungsdatum]";Periodika;"A 64 (17)";"Stempel: NNWeitere Informationen im Online-Katalog NS-Raubgut der Herzogin Anna Amalia Bibliothek";"Quelle: Korrespondenz Arthur Goldschmidts mit dem Goethe-und-Schiller-Archiv Weimar 1935-1936 und weitere Dokumente: GSA 150 / A 725. Außerdem Zugangs- und Abgangsverzeichnis der Abt. A = Almanachsammlung der Zentralbibliothek der Deutschen Klassik Weimar, begonnen am 09.07.1955, Nr. A 64 (17), mit der Angabe: ""Lieferant: A"". A steht vermutlich für Goethe-und-Schiller-Archiv WeimarErwerbung: 1955-1958 / Zugangsnummer / NS-RaubgutSammlung Arthur Goldschmidt <Weimar, Herzogin-Anna-Amalia-Bibliothek>Forschungssammlung NS-Raubgut <Weimar, Herzogin-Anna-Amalia-Bibliothek>Almanachsammlung <Weimar, Herzogin-Anna-Amalia-Bibliothek>Sammlung: Sammlung Arthur GoldschmidtVorbesitz: Goldschmidt, Arthur *1883-1951*Vorbesitz: Goethe- und Schiller-Archiv | StempelVorbesitz: NN | Einband | Etikett | NotizVorbesitz: NN | NummerVorbesitz: Herzogin-Anna-Amalia-Bibliothek <Weimar> | Restitution | Erläuterung: Abgang; Datum 2012
Status
restituiert";2011-03-15;"Klassik Stiftung Weimar / Herzogin Anna Amalia Bibliothek
Platz der Demokratie 1
99423 Weimar
+49 (0) 3643 545 200  
+49 (0) 3643 545 220 
haab@klassik-stiftung.de
http://www.klassik-stiftung.de/einrichtungen/herzogin-anna-amalia-bibliothek/";https://www.lostart.de/de/Fund/435056;
Fundmeldung;Einzelobjekt;296791;"Jacob, Bruno [Autor:in]";"Ein freies Hessen im Einigen Deutschland";"1600-1930 [Zeitraum]
1919 [Erscheinungsdatum]";Buch;"VII ea C 3358 b";"Teil eines Sammelbandes mit mehreren anderen ehemals selbständigen Veröffentlichungen (vgl. alle Einträge unter der Signatur VII ea C 3358 b)";"Lieferant / zugewiesen durch: Polizeiverwaltung Diez; Datum der Einarbeitung UB Marburg: 16.6.1936; Besitzvermerk: Exlibris im Sammelband: Christian Schütz";2003-10-24;"Universitätsbibliothek Marburg
Deutschhausstraße 9
35037 Marburg
06421 - 2821321
https://www.uni-marburg.de/de/ub
Dr. Lydia Kaiser (Ltg. Abteilung Historische Bestände)
06421 - 2825101
lydia.kaiser@ub.uni-marburg.de";https://www.lostart.de/de/Fund/296791;
Fundmeldung;Einzelobjekt;273603;"Kohut, Adolphe [Autor:in]
Payne [Verlag]";"Berühmte israelitische Männer und Frauen in der Kulturgeschichte der Menschheit";"1901 [Erscheinungsdatum]";Buch;"IKG 33. 33 (2)";;"Bei Kriegsende wurden ca. 8 000 Bände in den Redaktionsräumen des NS-Blattes ""Der Stürmer"" und auf dem Landgut Pleikershof von Julius Streicher vorgefunden. Diese Bestände wurden im Juni/Juli 1945 von der US-Militärregierung beschlagnahmt und sollten der sich neu konstituierenden jüdischen Gemeinde übergeben werden. Da diese für die Bücher zu dieser Zeit keine Verwendung hatte, verfügte sie, dass die Bücher als Dauerleihgabe der Israelitischen Kultusgemeinde der Stadt Nürnberg überlassen werden sollten. Die Bestände wurden noch im Sommer 1945 der Stadtbibliothek Nürnberg übergeben.Die Bestände stammen größtenteils aus ehemaligem jüdischen Besitz und sind den Vorbesitzern verfolgungsbedingt in der Zeit von 1933 bis 1945 von nationalsozialistischen Gruppierungen entzogen worden. Sie lagerten bei Kriegsende in den Redaktionsräumen des antisemitischen Hetzblattes ""Der Stürmer"" (Pfannenschmiedsgasse 18) bzw. dem Landgut ""Pleikershof"" von Julius Streicher. Die Bestände wurden 1945 von der US-Armee beschlagnahmt und der sich neu konstituierenden jüdischen Gemeinde übergeben. Letztere verfügte, dass die Bücher in ihrem Besitz verbleiben, aber als Dauerleihgabe der Israelitischen Kultusgemeinde der Stadt überlassen und in der Stadtbibliothek aufbewahrt werden sollen.Eigentum Martha Erle, geb. Liebermann (Schriftzug)";2003-01-20;"Stadtbibliothek im Bildungscampus Nürnberg
Gewerbemuseumsplatz 4
90403 Nürnberg
90317 Nürnberg
+49 (0) 911 231 7565
+49 (0) 911 231 5476
http://www.stadtbibliothek.nuernberg.de
Dr. Christine Sauer (Leiterin der Historisch-Wissenschaftlichen Stadtbibliothek)
+49 (0) 911 231 2832
Christine.Sauer@stadt.nuernberg.de
Leibl Rosenberg (Sachgebiet Handschriften und Alte Drucke)
+49 (0) 911 231 2721
Leibl.Rosenberg@stadt.nuernberg.de";https://www.lostart.de/de/Fund/273603;
Fundmeldung;Einzelobjekt;567339;"Bensheimer [Verlag]";"Das Handelsgesetzbuch vom 10. Mai 1897 ; 3. Handelsgeschäfte. Die einzelnen Handelsgeschäfte";"1913 [Erscheinungsdatum]";Buch;A4/1849-3;"Weitere Informationen im Katalog der Württembergischen Landesbibliothek Stuttgart: Externer Link";"Gumbel, Siegmund *1867-1942*. NS-Raubgut-Verdacht";2017-05-12;"Württembergische Landesbibliothek Stuttgart
Konrad-Adenauer-Str. 8  
70173 Stuttgart
+49 (0) 711 212 - 4454
+49 (0) 711 212 - 4422
http://www.wlb-stuttgart.de
Dr. Hans-Christian Pust (Leiter NS-Raubgutforschung)
+49 (0) 711/13798-560
pust@wlb-stuttgart.de";https://www.lostart.de/de/Fund/567339;
Suchmeldung;Einzelobjekt;252135;;"Jo. Fr. Alemann belehnt Stephan Lentke mit 1Hufe auf Kammerstorfer Feld vor Benneckenbeck.";"1669.04.23. [Dokumentdatum]
1411-1885 [Zeitraum]";"Urkunde / Faksimile";"Rep.15 I.y.9";"Urkunden Vermische Lehn";;2002-04-17;"Mittagstraße 16
39124 Magdeburg
+49 (0) 391 540 2515
+49 (0) 391 540 2141
archiv@magdeburg.de
http://www.magdeburg.de/stadtarchiv
Dr. Maren Ballerstedt (Fachdienstleiterin)
+49 (0) 391 5 40 25 15
archiv@magdeburg.de";https://www.lostart.de/de/Verlust/252135;
Suchmeldung;Einzelobjekt;311641;"Helfft, Julius Eduard Wilhelm [Künstler:in]";"Zwölf Ölstudien: Ziegen, Maulesel u.a.";;Malerei;;;;2005-12-12;"Akademie der Künste
Kunstsammlung
Luisenstraße 60
10117 Berlin
(030) 200 57 4030 
(030) 200 57 4033
kunstsammlung@adk.de
http://www.adk.de
Doris Kachel (Provenienzforschung)
+49(0)30 200 57- 40 36
kachel@adk.de";https://www.lostart.de/de/Verlust/311641;
Fundmeldung;Einzelobjekt;305212;"Netter, Raymond [Autor:in]
Heitz [Verlag]";"Goldene Himmelsleiter aus tiefster Nacht. Gedichte eines Kriegsblinden";"1928 [Erscheinungsdatum]";Buch;"IKG 43. 163";;"Bei Kriegsende wurden ca. 8 000 Bände in den Redaktionsräumen des NS-Blattes ""Der Stürmer"" und auf dem Landgut Pleikershof von Julius Streicher vorgefunden. Diese Bestände wurden im Juni/Juli 1945 von der US-Militärregierung beschlagnahmt und sollten der sich neu konstituierenden jüdischen Gemeinde übergeben werden. Da diese für die Bücher zu dieser Zeit keine Verwendung hatte, verfügte sie, dass die Bücher als Dauerleihgabe der Israelitischen Kultusgemeinde der Stadt Nürnberg überlassen werden sollten. Die Bestände wurden noch im Sommer 1945 der Stadtbibliothek Nürnberg übergeben.Die Bestände stammen größtenteils aus ehemaligem jüdischen Besitz und sind den Vorbesitzern verfolgungsbedingt in der Zeit von 1933 bis 1945 von nationalsozialistischen Gruppierungen entzogen worden. Sie lagerten bei Kriegsende in den Redaktionsräumen des antisemitischen Hetzblattes ""Der Stürmer"" (Pfannenschmiedsgasse 18) bzw. dem Landgut ""Pleikershof"" von Julius Streicher. Die Bestände wurden 1945 von der US-Armee beschlagnahmt und der sich neu konstituierenden jüdischen Gemeinde übergeben. Letztere verfügte, dass die Bücher in ihrem Besitz verbleiben, aber als Dauerleihgabe der Israelitischen Kultusgemeinde der Stadt überlassen und in der Stadtbibliothek aufbewahrt werden sollen.Pensie les nobles efforts de votre enthusiasme pour le grande cause entrainer tante la jeunesse juive pour réaliser des demain l'avenement de la radiense lumiére, l'aurore d'une nouvelle Humanité. / Je vous prière d'accepter, cher Monsieur Müller, ce petit livre, témain de (...) lettres interieures, symbole de l'ascension d'une âme solitaires et meutrie vers le triomphe de la vie et de la mort par la victoire sur la souffrance / Raymond Netter (Schriftzug); H. Muller (Schriftzug)";2004-10-19;"Stadtbibliothek im Bildungscampus Nürnberg
Gewerbemuseumsplatz 4
90403 Nürnberg
90317 Nürnberg
+49 (0) 911 231 7565
+49 (0) 911 231 5476
http://www.stadtbibliothek.nuernberg.de
Dr. Christine Sauer (Leiterin der Historisch-Wissenschaftlichen Stadtbibliothek)
+49 (0) 911 231 2832
Christine.Sauer@stadt.nuernberg.de
Leibl Rosenberg (Sachgebiet Handschriften und Alte Drucke)
+49 (0) 911 231 2721
Leibl.Rosenberg@stadt.nuernberg.de";https://www.lostart.de/de/Fund/305212;
Fundmeldung;Einzelobjekt;592382;"George, Stefan [Autor:in]
Bondi [Verlag]";"Blätter für die Kunst. Der Teppich des Lebens und die Lieder von Traum und Tod : mit einem Vorspiel";"1923 [Erscheinungsdatum]";Buch;Cf-3241/12;"Weitere Informationen im Online-Katalog der Universitätsbibliothek Rostock: Externer Link";"restituiert : 2016-01Vorbesitz: Eisig, Helmut R. | Autogramm | Datum 1925-xx-xx | Erläuterung: Helmut R. Eisig Weihnacht 1925.Vorbesitz: Oberbürgermeister Rostock | NS-Raubgut | Erläuterung: als Lieferant im Geschenkbuch angegeben, Verdacht auf NS Raubgut, Kennung: NS-RaubgutZugang: Universitätsbibliothek, Rostock | Zugangsnummer 1942.G.1165 | Datum 1942-08-28Abgang: Universitätsbibliothek Rostock | Restitution | Datum 2016-01-28
Status
restituiert";2020-11-20;"Universität Rostock
Universitätsbibliothek
Schwaansche Str. 3b
18051 Rostock
(0381) 4982270
http://www.ub.uni-rostock.de
Stefan Siebert
0381-4988701
stefan.siebert@uni-rostock.de";https://www.lostart.de/de/Fund/592382;
