Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;147993;"Becher, Johann Joachim [Autor:in]
à Sande [Verlag]";"Institutiones chimicae prodromae, id est ... Oedipus chimicus obscuriorum terminorum et principiorum chimicorum, mysteria aperiens et resolvens";"1664 [Erscheinungsdatum]";Buch;"Fa 8: 66";;;2001-08-08;"August-Bebel-Str. 50a
06108 Halle (Saale)
+49 (0) 345 47 239 147
+49 (0) 345 47 239 149
bibliothek@leopoldina.org
http://www.leopoldina.org
Deutsche Akademie der Naturforscher Leopoldina e. V.
+49 (0) 345 47 239 147
bibliothek@leopoldina.org";https://www.lostart.de/de/Verlust/147993;
Suchmeldung;Einzelobjekt;81783;;"Bericht des Museums Lübeckischer Kunst- und Kulturgeschichte über d. J. 1893";"1894 [Erscheinungsdatum]";Buch;5024;;;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/81783;
Suchmeldung;Einzelobjekt;400398;;"Notariatsinstrument, betr. Einen Vergleich zwischen den Gutsherren des Ksp. Ölde u. dem Hause Geist wegen der geistischen wüsten Erben Brinckmann, Gerwin, Cordes u. Jungen bezüglich der Schatzung.";;Archivgut;"Rha.H.Uk 660a";"mit Siegeln.";"Verlustgeschichte: Fürstliches Archiv Rheda, Steinweg 2, Rheda-Wiedenbrück, April 1945.";2008-03-10;"Freiherr-vom-Stein-Platz 1
48147 Münster
+49 (0) 251 591 01
+49 (0) 251 591 33 00
lwl@lwl.org
http://www.lwl.org/de/LWL/portal/
Dr. Daniel Droste (Referent für Regionale Archivpflege LWL-Archivamt für Westfalen)
+49 (0) 591 4030
daniel.droste@lwl.org";https://www.lostart.de/de/Verlust/400398;
Suchmeldung;Einzelobjekt;399058;"Münchhausen, B. von [Autor:in]";"Bayard. Ein Balladenkranz";;Buch;"Los 215";"Mit 7 (sign.) Radierungen von Alois Kolb. Eins der 100 numer., vom Autor und Künstler sign. Exempl.";"Berlin / Max Perl, Auktion 180, 1933-5-18/1933-5-19";2007-12-14;;https://www.lostart.de/de/Verlust/399058;
Suchmeldung;Einzelobjekt;437791;"Runze, Wilhelm [Künstler:in]";"Porträt des Adolf Stoltze";;Malerei;;"Halbfigur sitzend auf einem Lehnstuhl, ganz en face. Die Augen auf den Betrachter gerichtet. Rechter Arm und Hand liegen lässig auf der Stuhllehne. Der links Arm stützt sich auf einen rechts sichtbar werdenden Tisch. Die linke Hand hält vor dem Körper ein Buch. das faltenreiche Gesicht zeigt ein lichtes Inkarnat, große graue Augen, runde Brille, weißes Haar an den Seiten des Kopfes, weißer Schnurrbart. Hellgraublauer Rock, weißes Hemd und Kragen, schwarze quergebundene Krawatte. Das Buch in der linken Hand dunkelrot, rechts hinter Figur und Kopf dunkelrotbrauner Vorhang, links graugelber Grund, darin oben links in schwarzen Kapitalbuchstaben Name des Dargestellten und Jahr. Signatur unten rechts in schwarz: W. Runze";"Erworben durch die Künstlerhilfe. Zugangsnummer: 1933.8.";2011-06-20;"Historisches Museum
Frankfurt (Main)
Saalhof 1
60311 Frankfurt (Main)
(069) 21235599
(069) 21230702
info.historisches-museum@stadt-frankfurt.de
http://www.historisches-museum-frankfurt.de/
Historisches Museum Frankfurt (Main)
+49 (0) 69 21235599
info.historisches-museum@stadt-frankfurt.de";https://www.lostart.de/de/Verlust/437791;
Suchmeldung;Einzelobjekt;208358;"Unbekannt [Künstler:in]";Pulverhorn;;Schnitzerei;"Ahv 183";"Rundes Pulverhorn mit Basrelief: Hirsche, Schweine und Hunde. Beschädigt.";;2001-08-08;"Stiftung Schloss Friedenstein 
Gotha
Schlossplatz 1
99867 Gotha
0049 (0) 03621 8234-0
0049 (0) 03621 8234-290
http://www.stiftungfriedenstein.de
Dr. Tobias Pfeifer-Helke (Stiftungsdirektor)
+49 (0) 621-8234 100
vorstand@stiftung-friedenstein.de
Dr. Timo Trümper (Kustode für Gemälde und Plastik)
+49 (0) 3621 8234 553
truemper@stiftung-friedenstein.de
Ronny Licht (Provenienzforscher)
+49 (0) 3621-82 34 329
ronny.licht@friedenstein-stiftung.de";https://www.lostart.de/de/Verlust/208358;"Inventar 1830, fol. 11r, Nr. 65; Inventar 1858, Bd. I, Kap. XXV, Nr. 155; Aldenhoven Plastik, Elfenbein Nr. 183"
Fundmeldung;Einzelobjekt;471112;"Aquila, Giulio [Autor:in]
Verl. der Kommunistischen Internationale [Verlag]";"Die italienische sozialistische Partei";"1922 [Erscheinungsdatum]";Buch;"Rm 9981/1250";"Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Verdacht auf NS-Raubgut. Quelle: Akzessionsjournal der Preußischen Staatsbibliothek Pflicht P 1939.1676, inventarisiert als Pflichtexemplar 1939-06-21Provenienz: Preußische Staatsbibliothek <Berlin> / Zugang / Datum 1939-06-21 / Zugangsnummer P 1939.1676 / NS-Raubgut Preußische Staatsbibliothek <Berlin> NS-Raubgut";2013-02-28;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/471112;
Fundmeldung;Einzelobjekt;414939;"Unbekannt [Künstler:in]";Regaloberteile;"1801/1900 [Datierung]";Möbel;MOS-1290;;"Nach 1945 nach Schloss Mosigkau gelangt; Herkunft unbekannt;";2009-10-02;"Schloss Mosigkau
Knobelsdorffallee 2-3
06847 Dessau-Roßlau/OT Mosigkau
+49 (0) 340 521139
ksdw@ksdw.de
http://www.gartenreich.com
Prof. Dr. Harald Meller (Kommissarischer Direktor und Vorstand)
+49 (0) 340 646 1540
sekretariat@gartenreich.de
Dr. Anette Froesch (Leiterin Abteilung Schlösser und Sammlungen)
anette.froesch@gartenreich.de";https://www.lostart.de/de/Fund/414939;
Fundmeldung;Einzelobjekt;586869;"Mörike, Eduard [Autor:in]
Schweizerbart [Verlag]";"Maler Nolten ; Musikbeil..";"1832 [Erscheinungsdatum]";Buch;"DMS O. 73356";"Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Vorbesitz: Schmidt, Erich | Autogramm | Erläuterung: Handschriftlicher Eintrag auf dem vorderen Spiegel: Erich Schmidt | ProvenienzmerkmalVorbesitz: Schmidt, Erich | Notiz | Erläuterung: Handschriftlicher Eintrag auf dem vorderen Spiegel: Ungemein selten.Zugang: Preußische Staatsbibliothek | Zugangsnummer 1934.2386 | NS-Raubgut | Datum 1934-10-03 | Erläuterung: Akzessionsnummer auf dem Titelblatt: 1934.2386. NS-Raubgut, Herkunft laut Akzessionsjournal der Preußischen Staatsbibliothek 1934.2386 ""S. Szczepanski, Bln-Charlottenburg. (Bibl. Erich Schmidt)"", inventarisiert als KaufAbgang: Staatsbibliothek zu Berlin | Restitution | Datum 2020-07-08 | Erläuterung: An die Erben der Familie Mosse restituiert.
Status
restituiert";2020-05-14;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/586869;
Suchmeldung;Einzelobjekt;5000011441;"Exner, Balthasar [Autor:in]
J. Pressius [Verlag]";"Balthasari Exneri de Hirsberga, Valerius Maximus Christianus ... libri novem";"1645 [Erscheinungsdatum]";Bibliotheksgut;"Le 182";;;2009-10-14;"Gottfried Wilhelm Leibniz 
Bibliothek - Niedersächsische
Landesbibliothek
Waterloostraße 8
30169 Hannover
+49 511 1267-0
+49 511 1267-202
information@gwlb.de 
http://www.gwlb.de
Anne May (Bibliotheksdirektorin)
+49 (0) 511 1267-303/304
direktion@gwlb.de";https://www.lostart.de/de/Verlust/5000011441;
