Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;183973;;"Inneres einer dreischiffigen Renaissancekirche";;Zeichnung;"C 2257";"Feder in Schwarzbraun";"Alter Bestand, vor 1756 erworben.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Verlust/183973;
Fundmeldung;Einzelobjekt;577262;"Wezel, Johann Carl [Autor:in]
Dykische Buchhandlung [Verlag]";"Peter Marks : eine Ehestandsgeschichte";"1779 [Erscheinungsdatum]";Buch;"1.8° 567";"1 Band (Provenienzmerkmal entfernt)";"ETG (Edith und Georg Tietz) - Berlin; Arisierung 1934, Emigration 1937, Enteignung 1942; via Reichstauschstelle in Stadtbibliothek Bautzen";2018-05-07;"Stadtbibliothek Bautzen
Schloßstraße 10
02625 Bautzen
03591 534-850
stadtbibliothek@bautzen.de
http://www.bautzen.de/stadtbibliothek.asp";https://www.lostart.de/de/Fund/577262;
Suchmeldung;Einzelobjekt;311225;"Avelli, Francesco Xanto [Künstler:in]";"Lüsterteller mit Alpheus und Arethusa";"1534 (um) [Datierung]";"Kunsthandwerk / -gewerbe";"Auktionskatalog London 1939, Kat.Nr. 275";"A VERY FINE GUBBIO LUSTRE PLATE, painted by Fra Xanto Avelli, with Alpheus, the River God pursuing Arethusa who is, on appealing to Diana, changed into a fountain, in the immediate foreground Cupid, in the background a castle with trees and rocks to the right, the colours rich, the lustre of the finest quality, the reverse with four floral sprays in ruby and gold lustre, a smaller one repeated in the centre of the foot which is inscribed in black 1534 De Alpheo e d'Arethusa il vano amore. F.X."", diam., circa 1534";"München, Verlust 1938;Die Sammlung (ca. 440 Werke) wurde 1938 in München anläßlich der ""Reichskristallnacht"" durch die SS beschlagnahmt und 1939 (7./8.06 und 19./20.07.) in London bei Sotheby´s versteigert.";2005-11-01;;https://www.lostart.de/de/Verlust/311225;
Suchmeldung;Einzelobjekt;571799;"Rosbach, Elias [Künstler:in]";Deckelpokal;"1740 (um) [Datierung]";"Kunsthandwerk / -gewerbe";;"Auf der Kuppa in Mattschnitt Amor und Danae, darüber: „Die liebe überwindet alles.“ Blanke Kugelbordüren, auf dem Deckel, dem Ablauf und dem Fuß matter Spitzblattfries. Berlin, um 1740. Arbeit von Elias Rosbach. Ausgestellt 1913 im Berliner Kunstgewerbemuseum. Literatur: Auktionskatalog Hans W. Lange, Wertvolles Kunstgewerbe, Berlin, 19.-21. Mai 1941, S. 64. Nr. 272, Taf. 42 (DOI: Externer Link)";"Sammlung Dr. Wilhelm Dosquet, Berlin, Auktion Hans. W. Lange, Berlin, Mai 1941";2017-11-15;"Dr. Sibylle Ehringhaus
ehringhaus@revidet.de";https://www.lostart.de/de/Verlust/571799;
Suchmeldung;Einzelobjekt;439772;"Unbekannt (Deutsch (Meißen)) [Künstler:in]";"Bergmann mit Laute";"1725 (um) [Datierung]";Kleinkunst;"9 (Blohm)
→ 202  (Simonis - Porzellan)";"Auf weißem, hinten aufsteigenden Felssockel steht der Bergmann, das linke Bein wie im Tanzschritt hebend. Er spielt auf einer hellbraunen Laute. Auf dem braunen Haar trägt er eine steife, grüne Kappe mit roter Schleife und vorn angesetztem goldenen Rechteck. Augenbrauen und Schnurrbart schwarz. Schwarze Jacke mit Goldknöpfen, blaue Hose und weiße Strümpfe. Schwarzes Schurzfell, ebensolche Knieschützer und Schuhe. Ohne Marke. Quelle: Robert Schmidt (Hrsg.): Frühwerke Europäischer Porzellanmanufakturen. Sammlung Otto Blohm. München 1953. Kat.Nr. 9, S.27.";"Sammlung Feist;Sammlung Otto Blohm";2011-08-31;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/439772;
Fundmeldung;Einzelobjekt;471969;"Unbekannt [Künstler:in]";"Heiliger Diakon";;"Plastik / Skulptur";"R 1883";;"Aus den sog. Lifts (Umzugsgut) Mannheimer jüdischer Bürger, die aus den Niederlanden wieder zurück gebracht wurden. Die Überweisung der Objekte an das BLM fand am 3.5.1943 statt.";2013-03-08;"Badisches Landesmuseum 
Karlsruhe
76131 Karlsruhe
(0721) 9266514/42
(0721) 9266537 und -6549
info@landesmuseum.de
http://www.landesmuseum.de
Prof. Dr. Eckart Köhne (Direktor)
+49 (0) 721 926 6501
direktion@landesmuseum.de";https://www.lostart.de/de/Fund/471969;
Suchmeldung;Einzelobjekt;308117;"Unbekannt (Europäisch) [Künstler:in]";"Große Schäfergruppe";"1760 (um) [Datierung]";Kleinkunst;"Auktionskatalog Graupe Teil 1/365";"Große Schäfergruppe unter bewegter Rocaillenlaube, violett, blau und gold staffiert. Der sitzende Kavalier umarmt vom Rücken die vor ihm sitzende Schäferin und hält ihr eine Flöte an den Mund. Zu ihren Füßen eine gehörnte Ziege. Bunte Bemalung. Blaue Löwe";"Am 25. und 26. Januar 1935 (Teil 1) bzw. am 26. und 27. April 1935 (Teil 2) bei Paul Graupe, Berlin, versteigert.";2005-05-20;"Pierre-Yves Samson (Nachtragsliquidator)
liquidator@oppenheimer.legal";https://www.lostart.de/de/Verlust/308117;
Suchmeldung;Einzelobjekt;522507;;"Fahne der Dresdner Dachdeckerinnung";"1848/1853 [Datierung]";"Gebrauchs- / Raumtextilie";;"Fahne der Dresdner Dachdeckerinnung aus quadratisch geschnittenem Stoff, umlaufend mit Fransen versehen. Auf der Vorderseite der Schriftzug ""Dachdecker- / Innung"", darunter gekreuzte Eichenlaubzweige und die Jahreszahl 1853. Dazu eine Fahnenstange, an deren Spitze in einem Stern das Innungssymbol der Dachdecker mit zwei gekreuzten Hämmern im Laubkranz zu sehen ist. Die vergoldete Fahnenspitze fertigte der Dresdner Gürtler Wilhelm Röber bereits 1848. Die Fahne selbst wurde 1853 fertiggestellt und geweiht.";"Bis 1909 befand sich die Fahne im Besitz der Innung und wurde danach in die Ausstellung im Neuen Rathaus von Dresden und in den Besitz des Stadtmuseums übergeben. Seit Kriegsende 1945 verschollen.";2015-01-21;"Museen der Stadt Dresden
Stadtmuseum Dresden
Wilsdruffer Str. 2
01067 Dresden
+49 (0) 351 488 73 01
+49 (0) 351 488 73 03
sekretariat@museen-dresden.de
http://www.stmd.de/
Christina Ludwig (Direktorin)
+49 (0) 351 488 73 50
christina.ludwig@museen-dresden.de";https://www.lostart.de/de/Verlust/522507;"Dachdecker-Innung zu Dresden (Hrsg.): Festschrift zum 100jährigen Bestehen der Dachdecker-Innung Dresden 1934, Dresden 1934, S. 71, Abb. zw. S. 48 und 49; Deutsche Fotothek: http://www.deutschefotothek.de/documents/obj/70025046"
Suchmeldung;Einzelobjekt;451246;"Bracht, Eugen Felix Prosper [Künstler:in]";Felswand;"1916 [Datierung]";Malerei;8932;"Bezeichnet rechts unten: Eugen Bracht 1916.";"1917 aus der Münchner Jahresausstellung im Glaspalast erworben; Kriegsverlust";2012-02-13;"Bayerische
Staatsgemäldesammlungen
München
Barer Str. 29
80799 München
+45 (0)89 23805-391
provenienz@pinakothek.de 
http://www.pinakothek.de
Dr. Andrea Bambi (Referat für Provenienzforschung)
+49 (0)89 23805-0
provenienz@pinakothek.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Verlust/451246;
Fundmeldung;Einzelobjekt;305701;"Unbekannt [Künstler:in]";"Barockes Bildnis";"ca. 1600-1900 [Zeitraum]
1601-1700 [Datierung]";Druckgrafik;;;"1947: Privatsammlung Finnland? (Finnish collector?); seit (since) 1947: Museumsbesitz Finnland (Finnish museum collection)";2004-11-24;"Hakkarainen, Maarit (Projektleiterin)
Tiina Koivulahti, Ph.Lic. (Projektleiterin)
tiina.e.koivulahti@gmail.com";https://www.lostart.de/de/Fund/305701;
Suchmeldung;Einzelobjekt;475816;"Menzel, Adolph [Künstler:in]";"Drei Spielende Hunde (Hundestudien)";"1854 [Datierung]";Gemälde;;"bez. o. l.: A. Menzel 54";"Max Liebermann, Martha Liebermann, Verlust nach 1935; Guido Kern, Berlin; [...]; 1968 Spik, Berlin; Sammlung Schäfer, Schweinfurt";2013-07-25;"Dr. Monika Tatzkow (Wissenschaftlicher Dokumentationsdienst)
+49 (0) 30 64 128 13
tatzkow@t-online.de";https://www.lostart.de/de/Verlust/475816;"Galerie Heinemann, München, Angebotskarte des Kunstwerks (Besitzer: Prof. Kern, Berlin) - Link zur Galerie Heinemann online"
Suchmeldung;Einzelobjekt;222303;;Augustus;"1451/1500 [Datierung]";"Medaille / Plakette";1917387;"Ovale Plakette. Jugendlicher Profilkopf des Augustus nach rechts. Die Plakette wurde einem antiken geschnittenen Stein nachgebildet, vielleicht der heute im Kunsthistorischen Museum in Wien befindlichen Onyx-Kamee (Eichler/Kris 1927, Nr. 8).";"Vermächtnis G. Eisner, Berlin (Kat.Nr. 103, erworben 1902 von J. Simon),Permanente Ausstellung 1929-etwa 1943";2001-08-08;"GRASSI Museum für Angewandte Kunst 
Johannisplatz 5-11
04103 Leipzig
+49 (0) 341 - 22 29-100
grassimuseum@leipzig.de 
https://www.grassimak.de/
Dr. Thomas Rudi (Kurator Historische Sammlung)
+49 (0) 341 - 22 29-108
thomas.rudi@leipzig.de";https://www.lostart.de/de/Verlust/222303;
Suchmeldung;Einzelobjekt;429640;"Carriera, Rosalba [Künstler:in]";"Maria mit dem Kind und Johannes";"1673/1757 [Datierung]";Malerei;"M 2";;"Alte Kurfürstliche Sammlung. Um 1763 zur Galerie »Consignatio« 1763.";2011-02-16;"Staatliche Kunstsammlungen Dresden 
Gemäldegalerie Alte Meister 
Zwinger
Theaterplatz 1
01067 Dresden
+49 (0)351 4914 6679
AlteMeister@skd.museum
https://www.skd.museum/ 
Direktion
+49 (0)351 4914 6679";https://www.lostart.de/de/Verlust/429640;"Marx, Harald (Hrsg.). Gemäldegalerie Alte Meister Dresden. Illustriertes Gesamtverzeichnis Bd. II, Köln 2005."
Suchmeldung;Einzelobjekt;437931;"Unbekannt (Holländisch) [Künstler:in]";Blumenstillleben;"1601/1700 [Datierung]";Malerei;"19 (Lange)";"aus Tulpen, Aurikeln, Schwertlilien und Rosen, die als Strauß in einer Glasvase stehen.Literatur: Hans W. Lange: Gemälde und Kunstgewerbe aus einer bekannten Privatsammlung - Verschiedener Kunstbesitz. Berlin. Versteigerung am 22. und 23. Juni 1939. Katalognummer 19 (Kürzel: L., Berlin)";"Sammlung Hermine Feist-Wollheim;L., Berlin;Auktion Lange 1939";2011-06-27;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/437931;
Suchmeldung;Einzelobjekt;435974;"Unbekannt (Deutsch (Kloster Veilsdorf)) [Künstler:in]";"Gruppe: Mädchen und Knabe";;Kleinkunst;42;"Mädchen, eine Traube in die Höhe haltend, Knabe danach haschend, weißer Sockel, darauf ein Hut liegend, weißer Baumstumpf, ""Der Herbst"" nach Amiconi [Giacomo Amigone], Jessen 1834; Inventarverzeichnis Sammlung Rosenbacher; Schätzwert 350,- M";"Salon Hermes, Hamburg, 25.10.1913;Sammlung Paul Rosenbacher, Berlin; Verlust 1939";2011-05-03;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/435974;
Suchmeldung;Einzelobjekt;568530;"Unbekannt (Französisch) [Künstler:in]";Rokoko-Kommode;;Möbel;"110 (Lepke)";"intarsiert mit Rautenmuster, geschweift, zwei Schubladen, dunkle, gefleckte Marmorplatte, Bronzebeschläge. Quelle: Rudolph Lepke's Kunst-Auctions-Haus: Antiquitäten, Gemälde: Bestände der Kunsthandlung B., Berlin, Alt-Meissener Porzellan der Sammlung Demiani u. and. Beiträge ; Möbel des 16. bis 18. Jahrhunderts, europäisches und chinesisches Porzellan, Fayencen, Steinzeug, Teppiche, Tapisserien, Bronzen, Silber, Kleinkunst, Inkunabeln u.a. (Katalog Nr. 2106). Versteigerung vom 7.10.1936. Berlin 1936; LAB, A Rep. 243-04 Nr. 3, Versteigerung vom 7./8.10.1936, Versteigerungsantrag Ball.";"Sammlung Alexander und Richard Ball, BerlinAuktion Lepke, Berlin 07.- 08.10. 1936 Käufer: [Helmuth Ludwig] Zietz, 330 RM";2017-08-15;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/568530;
Fundmeldung;Einzelobjekt;584841;"Drielst, Egbert van [Künstler:in]";"Gehöft und Bäume, links in der Ferne große Kirche";"1760-1818 [Datierung]";Zeichnung;"C 1944-206";"Großer Baum, links im Hintergrund eine Stadt, davor Kühe im Wasser, rechts ein Pferdefuhrwerk vor einer Toreinfahrt. Einfassung in Feder";"Kunsthandlung J. H. J. Mellaart, Kasteel Borgharen/Niederlande; 19. Juni 1944: ""Sonderauftrag Linz""";2019-12-06;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Fund/584841;
Suchmeldung;Einzelobjekt;309770;"Unbekannt (Deutsch) [Künstler:in]";"Wolfenbütteler Wappenplatte und Bezug";"1600 (um) [Datierung]";"Gebrauchs- / Raumtextilie";"Auktionskatalog Graupe Teil 2/675";"In Seide und Wolle gewirkte Tapisseriebezüge, zweiteilig. Auf schwarzem Grund farbiges Blumen- und Fruchtwerk, darin von Blütenkranz umrahmt ein behelmtes Doppelwappen. Im Schriftfeld die Namen: Spiegell-Monchhausen. Darüber der Name des Bestellers E.S.V.P. Der Lehnenbezug ebenfalls mit Blumen- und Fruchtwerk auf schwarzem Grund. Wolfenbüttel. Manufaktur des Wirkers Boldwyn aus Brüssel. Maße: 60 x 60 und 34 x 68 cm";"Am 26. und 27. April 1935 (Teil 2) bei Paul Graupe, Berlin, versteigert.";2005-08-16;"Pierre-Yves Samson (Nachtragsliquidator)
liquidator@oppenheimer.legal";https://www.lostart.de/de/Verlust/309770;
Suchmeldung;Einzelobjekt;445361;"Orient [Künstler:in]";"Pistole mit Schnappschloss";"1601/1700 [Datierung]";"Waffen / Zubehör";00.1154;"Glatter runder Lauf aus Eisen. Abzug in Knopfform. Elfenbeinbügel. Kurzes Schnappschloss aus Eisen, ursprünglich vergoldet. Holzschaft mit schwarzem Leder bezogen. Fast völlig bedeckt mit Silberblech, das mit blauen Mauresken verziert ist. Kolbenkugel aus Elfenbein nebst Kappe und Ring. Schraubenköpfe mit Resten von Goldtauschierung. Marke auf dem Schloss undeutlich, tief eingeschlagene Kreisform. Lauf: 27,5 cm lang, Kal. 1,23";"Dieses Objekt wurde 1900 erworben";2011-09-19;"Stiftung Deutsches Historisches Museum
Unter den Linden 2
10117 Berlin
+49 (0) 30 203 040 
+49 (0) 30 20304543
info@dhm.de
http://www.dhm.de/
Dr. Brigitte Reineke (Leiterin Zentrale Dokumentation und Provenienzforschung)
+49 (0) 30 203 04406
reineke@dhm.de
Fritz Backhaus (Direktor Sammlungen)
+49 (0) 30 203 04200
backhaus@dhm.de
Prof. Dr. Raphael Gross (Präsident)
+49 (0) 30 203 04101
praesident@dhm.de";https://www.lostart.de/de/Verlust/445361;
Fundmeldung;Einzelobjekt;582267;"Rotari, Pietro Antonio (Conte) (in der Art des) [Künstler:in]";Damenbildnis;"1751/1800 [Datierung]";Gemälde;BM00063/ST;"Brustbild einer jungen, dunkeläugigen Frau, die ein tiefdekolletiertes, buntgeblümtes schwarzes Brokatkleid und einen pompösem weißen Hut, verziert mit grünen Bändern, trägt. Gegenstück zu BM00064/ST und BM00066/ST.";"Bis Januar 1943 wahrscheinlich in unbekannter Sammlung in Dresden. In der Auktion bei Hans. W. Lange vom 27. bis 29. Januar 1943 als Los-Nr. 73 eingeliefert (Chiffre „22. Dresden“). Dort durch den Direktor des Bomann-Museums erworben.";2019-02-06;"Bomann-Museum Celle
Schlossplatz 7
29221 Celle
(05141) 12372
(05141) 12535
http://www.bomann-museum.de
Christopher M. Galler M. Ed. (Wissenschaftlicher Mitarbeiter)
+49 5141 124505
Christopher.Galler@Celle.de
Stefan Daberkow (Museumsdirektor)
+49 5141 124501
stefan.daberkow@celle.de";https://www.lostart.de/de/Fund/582267;
