Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;405958;;Dose;"1701 / 1900 [Datierung]";"Kunsthandwerk / -gewerbe";3593;"auf dem Deckel mythologische Darstellungen";"Königlicher Hausschatz, Hohenzollernmuseum, Schloss Monbijou, Berlin; Verlust 1945.";2008-09-22;"Michaela Blankart (Generalverwaltung)
+49 (0) 30 803 1138
berlin@preussen.de
Stefan Schimmel (Kunstsammlungen)
+49 (0) 30 803 1138
schimmel@preussen.de";https://www.lostart.de/de/Verlust/405958;
Suchmeldung;Einzelobjekt;294078;"Wassilkowski, S.I. [Künstler:in]";Moskau;;Malerei;"557 kleines russisches sh, kleines russisches r, k";"Gemälde; Studie";;2003-10-13;"Zhon Myronosyts Str. 11 (Жон Мироносиць 11)
61002 Kharkiv Oblast
+38 (256) 706-33-95 
artmuseum_kharkiv@i.ua
http://artmuseum.kh.ua/
Valentina V. Mizgina (Валентина Василівна Мизгіна)  (Direktorin (Директор))
+38 (057) 706 33 95
artmuseum_kharkiv@i.ua";https://www.lostart.de/de/Verlust/294078;
Suchmeldung;Einzelobjekt;315928;"Unbekannt [Künstler:in]";"Amor, den Pfeil schärfend";;Zeichnung;;"Kopie nach Anton Raphael Mengs in Dresden, Gemäldegalrie; Alte Inv.Nr. 380";;2006-08-28;"Akademie der Künste
Kunstsammlung
Luisenstraße 60
10117 Berlin
(030) 200 57 4030 
(030) 200 57 4033
kunstsammlung@adk.de
http://www.adk.de
Doris Kachel (Provenienzforschung)
+49(0)30 200 57- 40 36
kachel@adk.de";https://www.lostart.de/de/Verlust/315928;
Fundmeldung;Einzelobjekt;473460;"AmEnde, Christian Gottlob Ernst [Autor:in]
Selbstverl. [Verlag]";"Des Maurers Weihe";"1859 [Erscheinungsdatum]";Buch;53-8-10455;;"Loge zur Akazie <Meißen> / Stempel / Nummer 467";2013-05-06;"Universitätsbibliothek
'Bibliotheca Albertina'
Leipzig
Beethovenstr. 6
04107 Leipzig
+49 (0)341 97 30500
(0341) 9730596
http://www.ub.uni-leipzig.de
Dr. Anne Lipp (Direktorin)
+49 (0)341 9730501
lipp@ub.uni-leipzig.de";https://www.lostart.de/de/Fund/473460;
Suchmeldung;Einzelobjekt;250672;;"c, Lehn = Jahres = Rechnungen";"1567 [Dokumentdatum]
1411-1885 [Zeitraum]";Archivgut;"Rep.15 III c  1";Bücher;;2002-04-03;"Mittagstraße 16
39124 Magdeburg
+49 (0) 391 540 2515
+49 (0) 391 540 2141
archiv@magdeburg.de
http://www.magdeburg.de/stadtarchiv
Dr. Maren Ballerstedt (Fachdienstleiterin)
+49 (0) 391 5 40 25 15
archiv@magdeburg.de";https://www.lostart.de/de/Verlust/250672;
Suchmeldung;Einzelobjekt;429962;"Unbekannt [Künstler:in]";"Mutter Gottes mit dem Kind";"1501/1599 [Datierung]";Malerei;"Alte I/I";;"Kunstsammlung Dr. Adolph Schwarzenberg, Palais Schwarzenberg, Wien; 1940 von der Gestapo beschlagnahmt und zum Schutz vor Bombenangriffen in die Tschechoslowakei verlagert; momentane Aufbewahrungsorte sind die Schlösser Hluboká nad Vltavou (Frauenberg), Třeboň (Wittingau) und Český Krumlov (Böhmisch Krumau)";2011-03-22;;https://www.lostart.de/de/Verlust/429962;
Fundmeldung;Einzelobjekt;453221;"Goll, Yvan [Autor:in]
Verl. Die Schmiede [Verlag]";"Aussenseiter der Gesellschaft ; Bd. 5. Germaine Berton, die rote Jungfrau";"1925 [Erscheinungsdatum]";Buch;"36, 4 : 64 [52] (5)";"Weitere Informationen im Online-Katalog NS-Raubgut der Herzogin Anna Amalia Bibliothek";"Sammlung Preußische Staatsbibliothek und Reichstauschstelle <Weimar, Herzogin-Anna-Amalia-Bibliothek>Forschungssammlung NS-Raubgut <Weimar, Herzogin-Anna-Amalia-Bibliothek>Vorbesitz: NN | Merkzeichen | Tektur | Erläuterung: Schwärzung einzelner Worte S. 63Vorbesitz: Deutsche Staatsbibliothek | Erläuterung: Lieferant. - Quelle: Zugangsbuch: Loc A: 200.1938Sammlung: Sammlung Preußische Staatsbibliothek und ReichstauschstelleZugang: Thüringische Landesbibliothek, Weimar | Stempel | Zugangsnummer 1939.245 | Datum 1939-05-22 | Erläuterung: Erwerbungsart: Ü";2012-04-10;"Klassik Stiftung Weimar / Herzogin Anna Amalia Bibliothek
Platz der Demokratie 1
99423 Weimar
+49 (0) 3643 545 200  
+49 (0) 3643 545 220 
haab@klassik-stiftung.de
http://www.klassik-stiftung.de/einrichtungen/herzogin-anna-amalia-bibliothek/";https://www.lostart.de/de/Fund/453221;
Suchmeldung;Einzelobjekt;206600;;"M. Tulli Ciceronis opera omnia.";"1742 [Erscheinungsdatum]";Buch;"C 6588, C 6591";;;2001-08-08;"Gleimhaus
Literaturmuseum
Domplatz 31
38820 Halberstadt
(03941) 68710
(03941) 687140
gleimhaus@halberstadt.de
http://www.gleimhaus.de
Lacher, Dr. Reimar (Kunstsammlung)
+49 (0)39 41.68 710
gleimhaus@halberstadt.de
Loose, Annegret (Bibliothekarin)
+49 (0)3941.68710
gleimhaus@halberstadt.de
Pott, Dr. Ute (Direktorin)
+49 (0)3941.68710
gleimhaus@halberstadt.de";https://www.lostart.de/de/Verlust/206600;
Suchmeldung;Einzelobjekt;441003;;"Die Ernennung des Regierungs- und Konsistorialsekretärs Herold zum Kanzlei- und Konsistorialrat wie auch des Registrators Behmer an dessen bisherige Stelle wie auch die Wiederbesetzung der durch Behmers Beförderung und die Absetzung des Kanzlisten Quatz vakanten beide Kanzlistenstellen mit zwei Subjectis (Böttcher und Rust) 1755 item die Ernennung des Kanzleirats Herold zum wirklich Hof- und Regierungsrat 1760";"1755-1760 [Dokumentdatum]";Archivgut;"Z 18, C 5b 1 Nr. 11";;"ehemaliges Staatsarchiv Zerbst";2011-09-13;"Landeshauptarchiv
Sachsen-Anhalt
Brückstraße 2
39114 Magdeburg
+49 (0) 391 59806-0
+49 (0) 391 59806-600
poststelle@lha.mi.sachsen-anhalt.de
http://www.lha.sachsen-anhalt.de
Volkmar, Dr. Christoph (Koordinator Lost Art)
+49 (0) 391 59806 230
volkmar@lha.mi.sachsen-anhalt.de";https://www.lostart.de/de/Verlust/441003;
Suchmeldung;Einzelobjekt;446869;"Unbekannt (Italienisch) [Künstler:in]";"Liegende Frau";"1501/1600 [Datierung]";"Plastik / Skulptur";"1 (Simonis - Bronzen)";"Quelle: Rudolf Simonis: Inventory of the Art Collection of Hermine Feist-Wollheim, undated. In: Leo Baeck Institute, New York. AR 7019 / MF 551. Series XIV: Varia, undated, 1700s-1922. Box 9 Folder 10. Bronzen.";"Sammlung Feist";2011-09-28;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/446869;
