Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;617580;"Ryley, Charles Reuben [Künstler:in]
Hall, English [Künstler:in]";"Frances Abington";"1786 [Datierung]";Druckgrafik;"II 13017";"Ganzfiguriges Rollenporträt. Beschriftung: THE HYPOCRITE. Act. IV, Scene 1 / Ryley ad vivam del. / Hall sculp. / Mrs. ABINGTON in the Character of CHARLOTTE. / How! Two Tousend Pounds! / Published May 16th 1786 by W. Lowndes.Rückseite: [in Bleist. u. re:] v. 47880 [darunter:] Buh [darunter:] 1334 [in Bleist. o. re:] 2.-";"[…] – 1937: wohl Lagerbestand Hugo Helbing, München (unklare Erwerbsumstände).04.05.1937: Erworben durch Kauf bei Hugo Helbing, München.";2024-02-05;"Deutsches Theatermuseum
München
Galeriestraße 4a
80539 München
(089) 2106910
(089) 21069191
info@deutschestheatermuseum.de
http://www.deutschestheatermuseum.de";https://www.lostart.de/de/Fund/617580;"Zugangsinventarbuch, Zugangsnummer 1937/205d"
Fundmeldung;Einzelobjekt;617581;"Ryley, Charles Reuben [Künstler:in]
Angus, ? [Künstler:in]";"Mr. King";"1788 [Datierung]";Druckgrafik;"II 13018";"Ganzfiguriges Rollenporträt in orientalischer Kleidung, daneben eine unglücklich wirkende Frau.Beschriftung: ARTAXERXES. /Act 2d, Scene 1st. / Ryley ad vivum delin. /Angus Sculpt. / Mr: KING in the Character of RIMENE / To sigh & complain alike I disdain. / Published 29 Feb. 1788 by W. LowndesRückseite: [in Bleist. u. re.:] v. 47880 [darunter:] Buh [in Bleist. o. re.:] 2.-";"[…] – 1937: wohl Lagerbestand Hugo Helbing, München (unklare Erwerbsumstände).04.05.1937: Erworben durch Kauf bei Hugo Helbing, München.";2024-02-05;"Deutsches Theatermuseum
München
Galeriestraße 4a
80539 München
(089) 2106910
(089) 21069191
info@deutschestheatermuseum.de
http://www.deutschestheatermuseum.de";https://www.lostart.de/de/Fund/617581;"Zugangsinventarbuch, Zugangsnummer 1937/205e"
Fundmeldung;Einzelobjekt;617582;"Dodd, Daniel [Künstler:in]
Walker, Wilhem [Künstler:in]";"Samuel Foote";"1777 [Datierung]";Druckgrafik;"II 13019";"Vor einem Faltparavant sitzt der Schauspieler in seiner Rolle als Mrs. Cole in einfacher Frauenkleidung zwischen zwei elegant gekleideten Herren. Beschriftung: THE MINOR. / Dodd delin. / W. Walker sc. / Mr. FOOTE as Mrs. COLE. / My thoughts are fix‘d upon a better place…/ Published 26 July 1777 by T. Lowndes & PartnersRückseite: [in Bleist. u. re.:] v. 47880 [darunter:] Buh [in Bleist. o. re.:] 2.-";"[…] – 1937: wohl Lagerbestand Hugo Helbing, München (unklare Erwerbsumstände).04.05.1937: Erworben durch Kauf bei Hugo Helbing, München.";2024-02-05;"Deutsches Theatermuseum
München
Galeriestraße 4a
80539 München
(089) 2106910
(089) 21069191
info@deutschestheatermuseum.de
http://www.deutschestheatermuseum.de";https://www.lostart.de/de/Fund/617582;"Zugangsinventarbuch, Zugangsnummer 1937/205f"
Fundmeldung;Einzelobjekt;617583;"Collyer, Joseph [Künstler:in]
Barralet, John James [Künstler:in]";"Mr. Dodd";"1777 [Datierung]";Druckgrafik;"II 13020";"Ganzfigurige Rollenporträts, der rechts Stehende reicht seinem Begleiter einen Brief.Beschriftung: LOVE MAKES A MAN. / Barralet ad viv. del. / Collyer sculpt / Mr. DODD in the Character of CLODIO / Clo: Will you do me a Favour to carry a Letter to Her? / Published Jany. 17th 1777. by T. Lowndes & PartnersRückseite: [in Bleist. u. re. über Inventarstempel:] v. 47880 [darunter:] Buh [in Bleist. o. re.:] 101 [darunter:] 2.-";"[…] – 1937: wohl Lagerbestand Hugo Helbing, München (unklare Erwerbsumstände).04.05.1937: Erworben durch Kauf bei Hugo Helbing, München.";2024-02-05;"Deutsches Theatermuseum
München
Galeriestraße 4a
80539 München
(089) 2106910
(089) 21069191
info@deutschestheatermuseum.de
http://www.deutschestheatermuseum.de";https://www.lostart.de/de/Fund/617583;"Zugangsinventarbuch, Zugangsnummer 1937/205a"
Fundmeldung;Einzelobjekt;617584;"Taylor, [James?] Parkinson, [Thomas?] [Künstler:in]";"Sophia Baddeley";"1776 [Datierung]";Druckgrafik;"II 13021";"Die Schauspielerin sitzt am Fenster, hält ein Taschentuch in der Hand und blickt zu ihrem Mann hinüber, der misstrauisch an seinem Schreibtisch sitzt.Beschriftung: SUSPICIOUS HUSBAND. / Act V. Scene I. / Parkinson ad viv. del. / Jas. Taylor Sculp. / Mrs. BADDELEY in the Character of Mrs. STRICTLAND. / I say Mr. Strictland I would only – / Publish’d July 6th 1776 by T. Lowndes & PartnersRückseite: [in Bleist. u. re.:] v. 47880 [darunter:] Buh [in Bleist. o. re.:] 2.-";"[…] – 1937: wohl Lagerbestand Hugo Helbing, München (unklare Erwerbsumstände).04.05.1937: Erworben durch Kauf bei Hugo Helbing, München.";2024-02-05;"Deutsches Theatermuseum
München
Galeriestraße 4a
80539 München
(089) 2106910
(089) 21069191
info@deutschestheatermuseum.de
http://www.deutschestheatermuseum.de";https://www.lostart.de/de/Fund/617584;"Zugangsinventarbuch, Zugangsnummer 1937/205b"
Fundmeldung;Einzelobjekt;617585;"Engelmann, Gottfried [Künstler:in]";"Caroline-Charlotte Dupont";"1820 (nach) [Datierung]";Druckgrafik;"II 12976";"Halbfigur nach rechts mit Blick auf den Betrachter. Sie trägt ein Empirekleid und eine Kette mit einem Kreuz um den Hals. Beschriftung: Chez L'Auteur Place Vendome No. 2 / Lith. de C. Engelmann. Mlle. DUPONT / Ariste Societaire du Th.tre FrançaisVorderseite: [in Bleist. o. re.:] 1.- Rückseite: [u. re.:] kleiner runder Trockenstempel (nicht entzifferbar) [in Bleist. o. re.:] 3.50";"[…] – 1937: wohl Lagerbestand Hugo Helbing, München (unklare Erwerbsumstände).04.05.1937: Erworben durch Kauf bei Hugo Helbing, München.";2024-02-05;"Deutsches Theatermuseum
München
Galeriestraße 4a
80539 München
(089) 2106910
(089) 21069191
info@deutschestheatermuseum.de
http://www.deutschestheatermuseum.de";https://www.lostart.de/de/Fund/617585;"Zugangsinventarbuch, Zugangsnummer 1937/206"
Fundmeldung;Einzelobjekt;617586;"Colin, Alexandre Marie [Künstler:in]
Noel, F. [Künstler:in]";"Louis Féreol";"1822 [Datierung]";Druckgrafik;"II 12989";"Ganzfigurig in einer Landschaft stehend in ländlicher Bekleidung.Beschriftung: Litho de F. Noel / FÉRÉOL / Artiste du Théatre Royal de l'Opera Comique … No.26 / A Paris chez NOEL aimé et C.ie Editeurs, Rue de Vangirard No. 34Rückseite: [in brauner Tinte M.:] Neßner [darunter in Bleist.:] 1823=1824[in Bleist. o. re.:] 1.- [in Bleist. u. re.:] v. 76358 [darunter:] 40 Bl. [darunter:] RD [darunter Stempelnummer:] 2864";"[…]: Sammlung Neßner? […] – 1937: wohl Lagerbestand Hugo Helbing, München (unklare Erwerbsumstände).04.05.1937: Erworben durch Kauf bei Hugo Helbing, München.";2024-02-05;"Deutsches Theatermuseum
München
Galeriestraße 4a
80539 München
(089) 2106910
(089) 21069191
info@deutschestheatermuseum.de
http://www.deutschestheatermuseum.de";https://www.lostart.de/de/Fund/617586;"Zugangsinventarbuch, Zugangsnummer 1937/207e"
Fundmeldung;Einzelobjekt;617587;"Marin-Lavigne, Louis Stanislas [Künstler:in]
Noel, F. [Künstler:in]";"Marie-Julie Boulanger";"1823 [Datierung]";Druckgrafik;"II 12990";"Ganzfigurig in ländlicher Tracht mit Schürze. Beschriftung: L. Marin / Litho de F. Noel / Mme. BOULANGER / Artiste du Théatre Royal de l'Opera Comique … No.63 / A Paris chez F.que Noël et C.ie éditeurs, rue des deux Portes, Ecole de Médecine, No.7Rückseite: [in brauner Tinte M.:] Neßner [in Bleist. o. re.:] 1.- [in Bleist. u. re:] v. 76358 [darunter:] 40 Bl. [darunter:] RD [darunter Stempelnummer:] 2903";"[…]: Sammlung Neßner? […] – 1937: wohl Lagerbestand Hugo Helbing, München (unklare Erwerbsumstände).04.05.1937: Erworben durch Kauf bei Hugo Helbing, München.";2024-02-05;"Deutsches Theatermuseum
München
Galeriestraße 4a
80539 München
(089) 2106910
(089) 21069191
info@deutschestheatermuseum.de
http://www.deutschestheatermuseum.de";https://www.lostart.de/de/Fund/617587;"Zugangsinventarbuch, Zugangsnummer 1937/207d"
Fundmeldung;Einzelobjekt;617588;"Colin, Alexandre Marie [Künstler:in]
Noel, F. [Künstler:in]";"Caroline Branchu";"1824 [Datierung]";Druckgrafik;"II 12991";"Ganzfigurig in langem Kostüm mit Halsgeschmeide, Oberarmreif, Krone und Schleier. Beschriftung: A. Colin 1824 / Imp. Lith. de F.que Noel / Mme. BRANCHU / Membre de l’Académie Royale de Musique…No.50 / A Paris chez F.que Noël et C.ie Editeurs, rue des deux Portes, Ecole de Médecine, No. 7Rückseite: [in brauner Tinte M.:] Neßner [darunter:] 1824 [in Bleist. o. re.:] 1.-[in Bleist. u. re.:] v. 76358 [darunter:] 40 Bl. [darunter:] RD [darunter Stempelnummer:] 2901";"[…]: Sammlung Neßner? […] – 1937: wohl Lagerbestand Hugo Helbing, München (unklare Erwerbsumstände).04.05.1937: Erworben durch Kauf bei Hugo Helbing, München.";2024-02-05;"Deutsches Theatermuseum
München
Galeriestraße 4a
80539 München
(089) 2106910
(089) 21069191
info@deutschestheatermuseum.de
http://www.deutschestheatermuseum.de";https://www.lostart.de/de/Fund/617588;"Zugangsinventarbuch, Zugangsnummer 1937/207c"
Fundmeldung;Einzelobjekt;617589;"Colin, Alexandre Marie [Künstler:in]
Noel, F. [Künstler:in]";"Adolphe Nourit";"1825 [Datierung]";Druckgrafik;"II 12992";"Ganzfiguriges Rollenporträt in orientalischem Kostüm. Beschriftung: A. Colin / Lith. de F. Noel / NOURIT / Artiste de l’Académie Royale de Musique…No.46 / A Paris chez F.que Noël et C.ie éditeurs, rue des deux portes, Ecole de Méd.cine, No. 5Rückseite: [in brauner Tinte M.:] Neßner [in Bleist. o. re.:] 1.- [in Bleist. u. re.:] v. 76358 [darunter:] 40 Bl. [darunter:] RD [darunter Stempelnummer:] 2867";"[…]: Sammlung Neßner? […] – 1937: wohl Lagerbestand Hugo Helbing, München (unklare Erwerbsumstände).04.05.1937: Erworben durch Kauf bei Hugo Helbing, München.";2024-02-05;"Deutsches Theatermuseum
München
Galeriestraße 4a
80539 München
(089) 2106910
(089) 21069191
info@deutschestheatermuseum.de
http://www.deutschestheatermuseum.de";https://www.lostart.de/de/Fund/617589;"Zugangsinventarbuch, Zugangsnummer 1937/207b"
