Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;51626;"Marie von Mecklenburg-Schwerin (nach Georg Dawe) [Künstler:in]";"Zarin Alexandra Feodorowna von Rußland";;Malerei;"GK I 770";;"Schloss Königsberg (KÖ-SCHL)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/51626;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 314"
Fundmeldung;Einzelobjekt;582265;"Bracht, Eugen Felix Prosper [Künstler:in]";"Sieben Steinhäuser (Heidelandschaft)";"1875 [Datierung]";Gemälde;BM00155;"Darstellung eines mit Heide, Kiefern und einigen Birken bewachsenen Erdhügels auf großer, ebener Heidefläche unter wolkenverhangenem Himmel, darunter die „Sieben Steinhäuser“, bedeutende Großsteingräber im Raum Fallingbostel. Auf der Rückseite ein kleines Etikett mit der Aufschrift ""Greiner"" sowie die mit Kreide aufgebrachte Auktionsnummer von Hans W. Lange (113). Weitere Beschriftungen stammen wohl der aus der Zeit nach 1943.";"Bis Januar 1943 möglicherweise Bestandteil einer Sammlung in Magdeburg (Sammlung Greiner?). Auf der Auktion bei Hans W. Lange vom 27. bis 29. Januar 1943 als Los-Nr. 113 angeboten (Einlieferer „73., Magdeburg“) und durch den Direktor des Bomann-Museums erworben.";2019-02-06;"Bomann-Museum Celle
Schlossplatz 7
29221 Celle
(05141) 12372
(05141) 12535
http://www.bomann-museum.de
Christopher M. Galler M. Ed. (Wissenschaftlicher Mitarbeiter)
+49 5141 124505
Christopher.Galler@Celle.de
Stefan Daberkow (Museumsdirektor)
+49 5141 124501
stefan.daberkow@celle.de";https://www.lostart.de/de/Fund/582265;
Suchmeldung;Einzelobjekt;591978;"Klimt, Gustav [Künstler:in]";"Sphinxkopf - Klimtkopf";;"Plastik / Skulptur";;"nach BDA Wien Restitutionsmaterialien Karton 9, Sammlung Lederer, Umzugsgutliste, Spedition Kirchner, vom 28.12.1939, Nr. 330, IV. Lade: 1 Klimt-Kopf; nach Tobias Natter, Die Welt von Klimt, Schiele und Kokoschka: ""Wahrscheinlich ist die Skulptur in Serenas Salon mit jenem um 1898 entstandenen Sphinxkopf identisch, der nach Erich Lederer Eigentum seiner Familie war und 1945 zugrunde gegangen sei."" (S. 121)";"Sammlung August und Serena Lederer, Wien; sichgerstelltes Umzugsgut bei der Spedition Kirchner, Wien (1939), verschollen";2020-10-05;;https://www.lostart.de/de/Verlust/591978;"BDA Wien Restitutionsmaterialien Karton 9 Sammlung Lederer, Sammlung Lederer, Umzugsgutliste, Spedition Kirchner, vom 28.12.1939, Nr. 330, IV. Lade: 1 Klimt-Kopf;Tobias Natter, Die Welt von Klimt, Schiele und Kokoschka, Sammler und Mäzene, Serena und August Lederer, S.121"
Fundmeldung;Einzelobjekt;240186;"Alt, Rudolf von [Künstler:in]";"Das Bankgebäude in der Herrengasse (Palais Ferstel)";"1850/1873 [Datierung]";Druckgrafik;"HM 70.294";"Stadtansicht Wien; Bezeichnung links unten: Gez. u. Lith. v. R. Alt., rechts unten: Druck v. J. Stoufs";;2001-12-04;"Historisches Museum der Stadt 
Wien
A-1040 Wien
++43-1-505 87 47/84034
++43-1-505 87 47/7201
post@m10.magwien.gv.at 
http://www.museum.vienna.at
Eppel, Peter Dr. 
pep@m10.magwien.gv.at";https://www.lostart.de/de/Fund/240186;
Suchmeldung;Einzelobjekt;571764;;"Zwischengoldpokal mit Deckel";"1745/1755 (um) [Datierung]";"Kunsthandwerk / -gewerbe";;"Auf der vielkantigen Kuppa Hirschjagd, aus Gold und Bordüren aus Silber. Facettierter Balusterfuß. Böhmen, Mitte 18. Jahrh. H. 25 cm. Literatur: Auktionskatalog Hans W. Lange, Wertvolles Kunstgewerbe, Berlin, 19.-21. Mai 1941, S. 59. Nr. 237, Taf. 38 (DOI: Externer Link)";"Sammlung Dr. Wilhelm Dosquet, Berlin, Auktion Hans. W. Lange, Berlin, Mai 1941";2017-11-15;"Dr. Sibylle Ehringhaus
ehringhaus@revidet.de";https://www.lostart.de/de/Verlust/571764;
Fundmeldung;Einzelobjekt;580713;"Loiseau, Gustave [Künstler:in]";"Blick auf L´Herimitage bei Pontoise";"o.J. [Datierung]";Gemälde;;"unten links: G. Loiseau";"Ankauf durch die Stadt Gelsenkirchen 1955 bei der Galerie Aenne Abels";2018-12-20;"Kunstmuseum Gelsenkirchen
Horster Str. 5-7
45897 Gelsenkirchen
+49 (209) 169-4361
+49 (209) 169-4801
kunstmuseum@gelsenkirchen.de";https://www.lostart.de/de/Fund/580713;
Fundmeldung;Einzelobjekt;577329;"Königliche Akademie der Wissenschaften Berlin [Herausgeber]
Unger [Verlag]";"Genealogischr Kalender auf das Jahr 1783";"1783 [Erscheinungsdatum]";Buch;"1.8° 602-1783";"1 Band";"ETG (Edith und Georg Tietz) - Berlin; Arisierung 1934, Emigration 1937, Enteignung 1942; via Reichstauschstelle in Stadtbibliothek Bautzen";2018-05-07;"Stadtbibliothek Bautzen
Schloßstraße 10
02625 Bautzen
03591 534-850
stadtbibliothek@bautzen.de
http://www.bautzen.de/stadtbibliothek.asp";https://www.lostart.de/de/Fund/577329;
Suchmeldung;Einzelobjekt;593963;"Porzellanmanufaktur Meissen [Manufaktur]";"Harlekin mit Affen";"1740 (um) [Datierung]";Kleinkunst;;"Er steht breitbeinig mit gebeugten Knien und drückt einen schreienden Affen mit der rechten Kniekehle gegen die Baumstumpfstütze; mit der rechten Hand zieht er den Affen am Schwanz, mit der linken Hand führt er eine Trompete zum Mund, der grinsend verzogen ist. Der Affe strampelt mit den Hinterbeinen und klammert sich mit der linken Vorderpfote an den rechten Arm des Harlekin. Grauer, goldengeränderter Hut mit blauer Rosette, weißer Halskrause; zur Hälfte gelbe, zur Hälfte blau-rot-schwarz gerautete Jacke mit goldenen Borten und braunem Gürtel; lange, halb violette, halb blaugrüne Hose, weiße Strümpfe und schwarze Schuhe mit gelben Rosetten und Absätzen. Ovaler weißer Sockel mit einem Belag blauer Blumen und grüner Blätter. [...] Ohne Marke. Modell von Kändler vor 1740.";"[…] bis Dezember 1926, Gustav von Klemperer (gest. 27.12.1926), Dresden [1]; 30.06.1927, Nachlassregelung, Nachlass zu gleichen Teilen an Victor, Herbert-Otto und Ralph-Leopold von Klemperer [2]; November 1938, Sicherstellung der Porzellansammlung in der Villa von Victor von Klemperer durch die Geheime Staatspolizei, Dresden [3]; Dezember 1938, Abtransport der Porzellansammlung aus der Villa von Victor von Klemperer, Tiergartenstraße 64, Dresden, in das „Johanneum“, Staatliche Porzellansammlung Dresden, Augustusstraße 1, Dresden [4]; November 1941, Verfall des Vermögens der Familie von Klemperer an das Deutsche Reich gemäß der 11. Verordnung zum Reichsbürgergesetz [5]; Januar 1943, unentgeltliche Übertragung der Sammlung von Klemperer an das Land Sachsen auf Grundlage eines Entscheids von Adolf Hitler [6]; 1943, kriegsbedingte Auslagerung aus der Staatlichen Porzellansammlung Dresden nach Schloss Rammenau in Sachsen [7]";2021-02-08;;https://www.lostart.de/de/Verlust/593963;"Porzellansammlung Gustav von Klemperer, Dresden 1928, S. 147, Nr. 560; [1] Anette Loesch, Das Schicksal der Porzellansammlung Gustav von Klemperers, in: Beiträge öffentlicher Einrichtungen der Bundesrepublik Deutschland zum Umgang mit Kulturgütern aus ehemaligem jüdischen Besitz, bearb. von Ulf Häder (= Veröffentlichungen der Koordinierungsstelle für Kulturgutverluste, Bd. 1), Magdeburg 2001, S. 56-77; Andreas Graul, Gustav und Victor von Klemperer. Eine biographische Skizze (= Publikationen der Eugen-Gutmann-Gesellschaft, Bd. 2), Leipzig 2005; Sabine Rudolph, Restitution von Kunstwerken aus jüdischem Besitz. Dingliche Herausgabeansprüche nach deutschem Recht (= Schriften zum Kulturgüterschutz / Cultural Property Studies), Berlin 2007; [2] Rudolph 2007, S. 41-47, hier S. 41; Amtsgericht Dresden, Nachlassakte Gustav von Klemperer, Einantwortungsurkunde des Zivilgerichts für Inner-Prag, 30.06.1927; [3] SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/1, Bl. 1-2, Fritz Fichtner (Direktor der Porzellansammlung) an Ministerium für Volksbildung, 01.12.1938; [4] SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/1, Bl. 5, (nachrichtlich) Fritz Fichtner, 02.12.1938, entspricht der Anlage zu Bl. 4, Fritz Fichtner an Ministerium für Volksbildung, 03.12.1938; [5] Rudolph 2007, S. 45; [6] SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/2, Bl. 1, Reichsministers der Finanzen an Oberfinanzpräsident Dresden, 04.01.1943; ebd., Bl. 10, Oberfinanzpräsident Dresden an Reichsstatthalter Sachsen, 14.01.1943; [7] Archiv der Porzellansammlung, Verzeichnis der außerhalb von Dresden geborgenen Kunstwerke, unpag., ca. 1943; SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/2, Bl. 13, (nachrichtlich) A. Richter (Oberregierungsrat, Sächsische Staatskanzlei) an Direktor der Porzellangalerie, 08.04.1943; ebd., Bl. 21, Fritz Fichtner an Sächsische Staatskanzlei, 30.04.1943; ebd., Bl. 48, Fritz Fichtner an Hermann Voss (Sonderbeauftragter für Linz), 25.08.1943.Katalog | catalogue: Externer Link"
Fundmeldung;Einzelobjekt;517024;"Dörfler, Peter [Autor:in]
Kösel & Pustet [Verlag]";"Der Weltkrieg im schwäbischen Himmelreich";"1915 [Erscheinungsdatum]";Buch;"G 41.1889";;"NS-Raubgut (Verdacht). Zugang: 30.07.1941. Schenker: Kreisleitung Speyer. Merkmale: 1) getilgtes Etikett (Exlibris?).  2) Signatur ""22 U2"". Vorbesitzer: vmtl. Borromäus-Verein.";2014-04-11;"Pfälzische Landesbibliothek
Otto-Mayer-Str. 9
67346 Speyer
+49 (0)6232 9006 - 224
 Info.PLB@lbz.rlp.de
http://www.lbz.rlp.de
Dr. Armin Schlechter (Sachgebietsleiter Handschriften / Altes Buch)
Armin.Schlechter@lbz.rlp.de";https://www.lostart.de/de/Fund/517024;
Suchmeldung;Einzelobjekt;118322;"Reinhold, Heinrich [Künstler:in]";"Monte Circello";;Zeichnung;37/539;;"J. F. Lahmann (L. 1656c)";2001-08-08;"Kunsthalle Bremen
28195 Bremen
+49 (0) 421 32908 47
office@kunsthalle-bremen.de
http://www.kunsthalle-bremen.de
Dr. Christoph Grunenberg (Direktor)
+49 (0)421 32908 200
grunenberg@kunsthalle-bremen.de
Dr. Dorothee Hansen (Kustodin Alte Meister)
+49 (0)421 32908 260
hansen@kunsthalle-bremen.de
Dr. Maria Aresin (Kustodin Kupferstichkabinett)
+49 (0)421 32908 261
aresin@kunsthalle-bremen.de";https://www.lostart.de/de/Verlust/118322;"Baldin, Viktor: Liste der Kunstwerke aus dem Besitz der Kunsthalle Bremen, die der Autor nach dem Krieg nach Moskau brachte; Manuskript (maschinenschriftlich ?) in der Kunsthalle Bremen; ca. 1989 Nr. 253/93."
