Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;312262;"Kunisada [Künstler:in]";"Mann und Frau in einem Boot im Winter über einen Fluß setzend";;Druckgrafik;;;"Berlin / Auktion Perl, 29./30.11.1937; Auktionskatalog Perl Nr. 665";2006-01-19;"von Trott zu Solz Lammek (Rechtsanwälte Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/312262;
Suchmeldung;Einzelobjekt;472130;"Unbekannt (Chinesisch, Ming) [Künstler:in]";"Zwei Paar Tempelllöwen";"1368/1643 [Datierung]";Kleinkunst;;"Harter, brauner Scherben. a/b) Sitzend, auf hohen, viereckigen, ornamentierten Sockeln. Email sur biscuit (?). Türkisblaue und tief Aubergine violette Glasur. c/d) Sitzend und Kerzenhalter auf dem Rücken. Rechteckige Sockel mit abgerundeten Ecken. Goldbraune, türkisgrüne und auberginebraune Dreifarbenglasur. Späte Ming-Zeit";"7. November 1934 Auktion Ottmar Strauss bei Helbing Frankfurt (Main), Nr. 42, Lot 683-686";2013-04-04;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/472130;
Fundmeldung;Einzelobjekt;318464;"Unbekannt [Künstler:in]";"Wiener Wagen";"o.J. [Datierung]";Druckgrafik;"74.866/11 (Museum Wien)";"12 Stiche, Wiener Wagen, Verlag Trentsensky, Wien; Inv.Nr. 74.866/1-12 (Museum Wien), 11";"Ankauf Antiquitätenhandlung Hinterberger, Wien";2006-10-27;"
Wien Museum
Karlsplatz
A-1040 Wien
0043 1 505 8747 - 7201
http://www.wienmuseum.at
Mag. Gerhard Milchram (Restitutionsbeauftragter der Stadt Wien)
+43-664-882 938 81
gerhard.milchram@wienmuseum.at
MMag. Dr. Michael Wladika
0043 1 0664 213 0481
michael.wladika@wienmuseum.at";https://www.lostart.de/de/Fund/318464;
Suchmeldung;Einzelobjekt;471861;"Unbekannt (Chinesisch) [Künstler:in]";Schüssel;;Gefäß;"Gundersheimer Gutachten S. 22, Nr. 45";"flach wie Gundersheimer Gutachten S. 21, Nr. 42 und Gundersheimer Gutachten  S. 22, Nr. 44. Blau etwas blasser Sprung, Rand braun gefasst.";"Sammlung Ottmar Strauss; Verbleib unbekannt";2013-03-07;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/471861;
Suchmeldung;Einzelobjekt;435572;"Werner, Reinhold [Künstler:in]";"Festhallengelände in Frankfurt vom Vogelhaus aus";"1924 [Datierung]";Malerei;"B 1329";"bez. Unten rechts: R. Werner 24; Stadtansicht von Frankfurt. Vom Vogelhaus aus gesehen. Im Vordergrund rechts das Gebäude mit Gebüsch und Baumgruppen längs der Bismarck-Allee, dahinter auf der linken Bildhälfte die Festhalle, dem Betrachter die Nord- und verkürzte Westfront zukehrend. Den Abschluß bilden die verschiedenen Messegebäude. Viele Flaggen und eine zahlreiche Menschenmenge bringen Bewegung in das Ganze; im Hintergrund ragt links der Turm der Matthäuskirche empor, davor das Dach der Eisenbahn-Direktion; rechts das dunstige Bahnhofsviertel.";"Ein Teil der verlorenen Gemälde ist im Museumsgebäude verbrannt; ein Teil fiel, bereits im Möbelwagen für die Auslagerung verpackt, dem Bombenangriff im März 1944 zum Opfer.";2011-03-23;"Historisches Museum
Frankfurt (Main)
Saalhof 1
60311 Frankfurt (Main)
(069) 21235599
(069) 21230702
info.historisches-museum@stadt-frankfurt.de
http://www.historisches-museum-frankfurt.de/
Historisches Museum Frankfurt (Main)
+49 (0) 69 21235599
info.historisches-museum@stadt-frankfurt.de";https://www.lostart.de/de/Verlust/435572;
Fundmeldung;Einzelobjekt;465174;"Stenersen [Verlag]";"Norwegische Bibliographie ; 2. Die deutschen Übersetzungen norwegischer Schönliteratur : 1730 - 1941";"1942 [Dokumentdatum]";Buch;"Bi 5607 - 2";"Weitere Informationen im Online-Katalog der Bibliothek der Berlin-Brandenburgischen Akademie der Wissenschaften: Externer Link";"Mit hs. Eintragung: StawaStempel: Deutsche Akademie der Wissenschaften zu Berlin, BibliothekQuelle: Zugangsbuch Kauf 1950-1952 der Deutschen Akademie der Wissenschaften zu Berlin 1952/3916, ""Harrassowitz Leipzig"", inventarisiert als Kauf 1952-09-05Verdacht auf NS-Raubgut";2013-02-11;"Bibliothek der Berlin-Brandenburgischen Akademie 
der Wissenschaften
Unter den Linden 8
10117 Berlin
(030) 20370487
(030) 20370476
http://bibliothek.bbaw.de
Dr. Marianne Seidig (Leiterin der Akademiebibliothek)
(030) 20370487
seidig@bbaw.de";https://www.lostart.de/de/Fund/465174;
Suchmeldung;Einzelobjekt;300982;;"Akten Burggraf Wilhelm (1773-1845): Hof-, Staats- und Kriegsdienst XII (Gemeinnütziges)";"1773/1845 [Dokumentdatum]";Archivgut;;"1 Paket, ehemals Schrank und Fach 12,16";"Dohnasche Archivbestände aus Schloss Schlobitten (Ostpreußen), 16.-19. Jahrhundert; Verlust mit Kriegsende 1945";2004-03-12;;https://www.lostart.de/de/Verlust/300982;
Suchmeldung;Einzelobjekt;282927;"Neff, Timoleon Karl von [Künstler:in]";"Bildnis einer unbekannten Frau (im Sessel)";;Malerei;"1844 3371";Gemälde;;2003-06-05;"Tereshchenkivs'ka St. 9 (вул. Терещенківська 9)
01004 Kiew
+38 (044) 287-12-44
museumru@ukr.net
http://www.primetour.ua/de/excursions/museum/Kievskiy-muzey-russkogo-iskusstva.html
Yuri E. Vakulenko (Юрій Євгенович Вакуленко)  (Generaldirektor (Генеральний директор))
+38 (044) 287-12-44
museumru@ukr.net";https://www.lostart.de/de/Verlust/282927;
Fundmeldung;Einzelobjekt;459758;;"The courier, and evening gazette";"1792,Sept. - 1843,6.Juli; damit Ersch. eingest. [Erscheinungsdatum]";Periodika;;"Weitere Informationen in der Zeitschriftendatenbank der Staatsbibliothek zu Berlin: Externer Link";"Bestand: 1811,5065(1.Okt.)-5075u.5077u.5081-5092u.5094-5107u.5109-5113u.5115-5120u.5123-5125u.5128u.5135-5143(31.Dez.) Provenienz: unbekannt";2012-10-08;"Staatsbibliothek zu Berlin – Preußischer Kulturbesitz
Zeitungsabteilung
Westhafenstraße 1
13353 Berlin
http://www.staatsbibliothek-berlin.de 
Martina Stammler (Referatsleiterin Geschäftsgang - Zeitungsabteilung)
+ 49 30 266-43 63 50
martina.stammler@sbb.spk-berlin.de
Christoph Albers (Stellv. Leiter der Zeitungsabteilung)
+49 30 266-43 63 00
christoph.albers@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/459758;
Suchmeldung;Einzelobjekt;277184;"Unbekannt [Künstler:in]";"Halt von Reitern vor einer Schmiede";;Malerei;"Handschriftliches Verzeichnis Nr. 324";"Kopie nach Johann Georg von BemmelDie in den Suchmeldungen angegebene Inventarnummer (Handschriftliches Verzeichnis) könnte sich rückseitig auf den Gemälden/Grafiken befinden.";"Henry Stollsche Kunstsammlung";2003-04-04;"Kunstsammlung Neubrandenburg
17033 Neubrandenburg
(0395) 5551290
(0395) 5551299
kunstsammlung@neubrandenburg.de
http://www.kunstsammlung-neubrandenburg.de
Frau Dr. Elke Pretzel (wiss. Mitarbeiterin)
(0395) 5551292
Frau Dr. Merete Cobarg (Direktorin)";https://www.lostart.de/de/Verlust/277184;
