Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;576794;"Menzel, Adolph [Künstler:in]";"Drei Köpfe";;Zeichnung;;"Verzeichnis Elfried Bock Nr. IIIQuelle: D - LAB, B Rep 025-08, Nr. 3935/57; Photoalbum, Privatarchiv.";"Sammlung Max und Irma Sborowitz, Proßnitz (Prostějov)/Tschechien; 1939 (um/nach)Beschlagnahme durch deutsche Behörden in Proßnitz (Prostějov)/Tschechien; Verbleib unbekannt";2018-05-04;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/576794;
Suchmeldung;Einzelobjekt;257673;"Glauber, Johannes [Künstler:in]";"Italienische Landschaft";;Gemälde;450;"Tafelmalerei: Bild: Landschaft mit Ruinen & Felsen; Ruine & Fels(en)";"(frühere) Verwaltung: Berlin; (öffentliche) Sammlung; Staatliche Museen; Gemäldegalerie; Inv. Nr. 450; Zugangsart: Überweisung; Zugangsdatum: 1829; (zeitweilige) Verwaltung: Berlin; (halböffentliche) Sammlung; Reichskanzlei; Besitzzeit: bis 1945; Zugangsart: Leihgabe; Zugangsdatum: 1893; Vorbesitzer: Berlin & Potsdam; (halböffentliche) Sammlung: Königliche Schlösser; Besitzzeit: bis 1829";2002-06-03;"Stiftung Preußischer Kulturbesitz
Staatliche Museen zu Berlin
Gemäldegalerie 
Matthäikirchplatz
10785 Berlin
+49 (0) 30 266 42 4001
+49 (0) 30 266 42 4003
gg@smb.spk-berlin.de
http://www.smb.spk-berlin.de
Dr. Neville Rowley (Kurator für italienische Kunst vor 1500)
+49 (0) 30 266 42 4006
n.rowley@smb.spk-berlin.de";https://www.lostart.de/de/Verlust/257673;
Suchmeldung;Einzelobjekt;47053;"Sager, Ernst [Künstler:in]";"Schloß Hohenzieritz";"1830 [Datierung]";Malerei;"GK I 2940";"Bez.r.u.auf dem Baumstamm: ""E Sager/1830""; Beschr. auf dm Baumstamm im bereich der ""Wunde"" eines abgeschnittenen Astes: ""19 July/1810)";"Hohenzollernmuseum Schloss Monbijou - Schloss Berlin (B-SCHL)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/47053;"Boetticher, Friedrich von: Malerwerke des 19. Jahrhunderts; 4 Bde; Leipzig; 1891-1901 und erneut 1941, 1.Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 437"
Suchmeldung;Einzelobjekt;461564;"Svaneveld, Herman [Künstler:in]";"Villa mit Parktor";;Zeichnung;;"Alle mit alter Zuschreibung: Swanefeld del.; Wasserzeichen umlaufender Bienenstock mit Vogel";"Sammlung Dr. Michael Berolzheimer; Garmisch-Partenkirchen; 9.-10. März 1939 Auktion Adolf Weinmüller, München; Privatsammlung (Paul Prouté), Paris, im Oktober 1959; eingeliefert zur Frühjahrsauktion am 25. April 2018 - 30. Mai 2018: Europäische bildende Kunst bei B.V. Venduehuis der Notarissen (Lot 131) - jedoch zurückgezogen";2013-01-09;"HCPO (Holocaust Claims Processing Office)
claimsques@dfs.ny.gov";https://www.lostart.de/de/Verlust/461564;
Fundmeldung;Einzelobjekt;429463;"Dreher, Richard [Künstler:in]";"Ruhe auf der Flucht nach Ägypten";;Druckgrafik;"A 1936-131";;"laut Inventarbuch des Kupferstich-Kabinetts Dresden: Überwiesen vom Ministerium des Innern";2011-02-15;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Fund/429463;
Suchmeldung;Einzelobjekt;519030;"Meyer, Claus [Künstler:in]";"Die Unterhaltung";;Malerei;;"In einem holländischen Zimmer, das scharf von oben beleuchtet wird, sitzt ein junges Mädchen, das wasche näht, neben ihr ein rauchender junger Mann im roten Rock. Signiert und datiert.";"Sammlung Rudolf Mosse; Versteigerung, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.Nr.73";2014-07-03;"J. Eric Bartko (Director of Investigations) (Bartko, Zankel, Bunzel & Miller (www.bzbm.com))
ebartko@bzbm.com";https://www.lostart.de/de/Verlust/519030;
Suchmeldung;Einzelobjekt;240008;;Enghalskrug;"1701/1725 [Datierung]
1500-1900 [Zeitraum]";Gefäß;;"grau glasiert,- bemalt mit Gelb, Weiß, Mangan und verbranntem Rot mit Allianzwappen in Blumenkranz,- Fußreif und Deckel aus Zinn,- Nürnberg, 1. Viertel 18. Jahrhundert,- oberer Rand und Henkel repariert.";;2001-11-20;;https://www.lostart.de/de/Verlust/240008;
Fundmeldung;Einzelobjekt;583849;"Kraus, Georg Melchior [Künstler:in]";Ilmenau;"1778 [Datierung]";Druckgrafik;KGr/02011;"aus: Kraus, Georg Melchior: Landschaften nach der Natur gezeichnet und geätzt, Weimar 1778";"erworben durch das Goethe-Nationalmuseum Weimar, auf der Auktion ""Bilder und Handschriften der Goethezeit"" (Sammlung Leon Nathansohn u. a.), J. A. Stargardt, Berlin, 3./4. November 1933;als verfolgungsbedingt entzogenes Kulturgut identifiziert, Geschädigter: Leon Nathansohn";2019-08-20;"Klassik Stiftung Weimar / Direktion Museen
Frauenplan 1
99423 Weimar
+49 (0) 3643 545 310
+49 (0) 3643 545 356
museen@klassik-stiftung.de
http://www.klassik-stiftung.de/start/";https://www.lostart.de/de/Fund/583849;
Suchmeldung;Einzelobjekt;595208;;"Runde Deckelschüssel";;Gefäß;;;"Herbert M. Gutmann, Potsdam - Herbertshof; aus dessen Sammlung Auktion Paul Graupe 12.-14. April 1934, Los 252; Verbleib unbekannt";2021-03-23;"Olaf S. Ossmann (Rechtsanwalt)
office@ossmann.ch";https://www.lostart.de/de/Verlust/595208;"Auktionskatalog Paul Graupe, Versteigerung 132, Sammlung Herbert M. Gutmann, Herbertshof bei Potsdam - Gemälde, meist aus dem 18. Jahrhundert, Möbel, Silber, Porzellan, Textilien, Alte syrische Gläser, Ostasiatische und islamische Kleinkunst, Berlin, 12.-14.04.1934"
Fundmeldung;Einzelobjekt;576047;"Zimmermann, Ernst Karl Georg [Künstler:in]";"Die Kartoffelschälerin";"1870/1900 [Datierung]";Gemälde;03052;"Frau bei der Küchenarbeit; Signatur o. l.: Ernst Zimmermann; Aukt.-Kat.: Kunstsalon Paul Cassirer [Hrsg.]; Hugo Helbing [Hrsg.]: Sammlung Schmeil, Dresden: Versteigerung ... 17. Oktober 1916 ... in der Galerie Paul Cassirer, Berlin ... Ausstellung: in der Galerie Hugo Helbing, München ... vom 8. bis einschliesslich 25. September 1916 ... [und] in der Galerie Paul Cassirer, Berlin ... vom 3. bis einschliesslich 16. Oktober 1916 ... München, 1916, S. 30, Tafel 141; Aufkleber ""Herrn / Schmeil / Dresden""; Aufkleber ""Hermes. / No 2179 / Frankfurt a.M.""; Aufkleber ""LaRoche / No 92"".";"Ankauf Galerie Wolfgang Gurlitt, Berlin 1943; Provenienz: Samml. Schmeil, Dresden; 1916 Dr. Alfred Mengers (1859-1923)";2018-03-08;"Museum im Kulturspeicher Würzburg
Oskar-Laredo-Platz 1
97808 Würzburg
+49(0)931 32 22 50
+49(0)931 32 22 518
museum.kulturspeicher@stadt.wuerzburg.de
Dr. Henrike Holsing (Stellvertretende Leiterin)
+49(0)931 32 22 512
henrike.holsing@stadt.wuerzburg.de";https://www.lostart.de/de/Fund/576047;
Fundmeldung;Einzelobjekt;594990;"Unbekannt (Freiberg) [Künstler:in]";Krug;"1660-1680 (um) [Datierung]";Gefäß;18/357;"Birnenförmiger Krug mit Kerbschnittdekor sowie Rosetten- und Fächermotiven";"Herkunft unbekannt, vor Juli 1961 erworben";2021-03-11;"Städtische Museen Wetzlar
Kornblumengasse 1 
35578 Wetzlar
+49 644199-4131
museum@wetzlar.de
https://www.wetzlar.de/kultur/museen/sammlung-von-lemmers-danforth.php
Dr. Anja Eichler (Leiterin der Städtischen Sammlungen Wetzlar)
06441 99-4131
museum@wetzlar.de";https://www.lostart.de/de/Fund/594990;"Wolfram Koeppe, Die Lemmers-Danforth-Sammlung Wetzlar, Heidelberg 1992, S. 399"
Suchmeldung;Einzelobjekt;308410;;"Hohe Golddose";"1780 (um) [Datierung]";"Kunsthandwerk / -gewerbe";"Auktionskatalog Graupe Teil 1/477";"Hohe Golddose, rechteckig, königsblau emaillierte Flächen über guillochiertem Grund, ausgespart Blütenzweige. Im Deckel als Mittelstück Trophäenbündel ""á quatre couleurs"" über gepunztem Grund. Paris. Das Email etwas ausgebessert.";"Am 25. und 26. Januar 1935 (Teil 1) bzw. am 26. und 27. April 1935 (Teil 2) bei Paul Graupe, Berlin, versteigert.";2005-05-23;"Pierre-Yves Samson (Nachtragsliquidator)
liquidator@oppenheimer.legal";https://www.lostart.de/de/Verlust/308410;
Fundmeldung;Einzelobjekt;240188;"Alt, Rudolf von [Künstler:in]
Würthle, Friedrich [Künstler:in]";"Die Griechische Kirche am Fleischmarkt";"1860 (um) [Datierung]";Druckgrafik;"HM 70.285";"Stadtansicht Wien; Platte Höhe: 30,2 cm, Breite: 23,5 cm; Bezeichnung links unten: Nach R. Alt gest. v. F. Würthle.";;2001-12-04;"Historisches Museum der Stadt 
Wien
A-1040 Wien
++43-1-505 87 47/84034
++43-1-505 87 47/7201
post@m10.magwien.gv.at 
http://www.museum.vienna.at
Eppel, Peter Dr. 
pep@m10.magwien.gv.at";https://www.lostart.de/de/Fund/240188;
Suchmeldung;Einzelobjekt;237322;"Venne, Adriaen Pietersz. van de [Künstler:in]";"Promenade in einem Park";;Malerei;957;"In a park with a large palace in the background are ladies and gentlemen, merrymaking. To the left is a company of men and women, among them a man with a flute and a man with a lute.";;2001-08-08;"Tereshchenkivs'ka St. 15-17 (вул. Терещенківська 15/17)
01004 Kiew
+38 (044) 234 35 76
khanenkomuseum@ukr.net
http://www.khanenkomuseum.kiev.ua
Vira I. Vinogradova (Віра Іллівна Виноградова) (Generaldirektorin (Генеральний директор))
+38 (044) 234-35-76
museumkhanenko@gmail.com
Yelena Zhyvkova (Head of Department - European Painting)
+38 (044) 234 35 76
zhivkova@yandex.ru";https://www.lostart.de/de/Verlust/237322;
Fundmeldung;Einzelobjekt;518887;"Unbekannt (Deutsch) [Künstler:in]";Zunftpokal;"1793 [Datierung]";"Kunsthandwerk / -gewerbe";7073;"Zinnkrug mit Deckel. Eingravierte Schusterzeichen, darunter auch der von einem Pfeil durchbohrte Stiefel. Auktionskatalog: Kunsthaus Hahn: Sammlung H. F., ehem. Sammlung Komm.-Rat G., aus verschidenen z. T. nichtarischem Privatbesitz (Katalog Nr. 58), Versteigerung Frankfurt am Main 06.06. - 07.06.1939, S. 28.";"Auktion Kunsthaus Heinrich Hahn, Frankfurt am Main, 1939-06-07; Kennzeichnung als ""nichtarischer Besitz"", Einlieferer E. H.";2014-05-08;"DLM Deutsches Ledermuseum Schuhmuseum Offenbach
Frankfurter Straße 86
63067 Offenbach
http://www.ledermuseum.de";https://www.lostart.de/de/Fund/518887;
Fundmeldung;Einzelobjekt;594304;"Unbekannt (Niederlande oder Norddeutschland) [Künstler:in]";Tapisserie;"1680/1700 [Datierung]";"Gebrauchs- / Raumtextilie";18-189;"Kissenplatte mit Flöte spielendem Hirten";"1953 im Kunsthandel Frankfurt/M. erworben";2021-03-11;"Städtische Museen Wetzlar
Kornblumengasse 1 
35578 Wetzlar
+49 644199-4131
museum@wetzlar.de
https://www.wetzlar.de/kultur/museen/sammlung-von-lemmers-danforth.php
Dr. Anja Eichler (Leiterin der Städtischen Sammlungen Wetzlar)
06441 99-4131
museum@wetzlar.de";https://www.lostart.de/de/Fund/594304;"Wolfram Koeppe, Die Lemmers-Danforth-Sammlung Wetzlar, Heidelberg 1992, S. 291"
Suchmeldung;Einzelobjekt;298501;"Heyduck, Georg [Künstler:in]";"Halbfigur / Bildnis Eva Zur";"1931/33 (um) [Datierung]";Malerei;;;"Bis Ende März 1945 Biesenthaler Str. 40, Finowfurt (Kreis Eberswalde, Mark Brandenburg - heute 16244 Schorfheide, Ortsteil Finowfurt); auf der Flucht zurückgelassen";2004-02-09;;https://www.lostart.de/de/Verlust/298501;
Suchmeldung;Einzelobjekt;229009;;Deckelvase;"1730 (um) [Datierung]";Gefäß;III-65;"Oval gebauchtes Gefäß mit schmalem Standring, flacher Schulter und zylindrischem Hals. Deckel flach geschwungen, leicht überkragend und mit profiliertem Spitzknauf. Dekor in Grün, Blau, Purpur, Gelb, Braun und Gold mit Felsen und indianischen Blumen an knorrigem Ast sowie Vögeln. Blütenzweige an Hals und Deckel. ""AR""-Marke. Meissener Porzellan mit Schmelzfarbenbemalung";"ehem. königlich sächsischer Besitz; Die Sammlung von Porzellanen ist gemeinsam mit Teppichen, Ausstattungsgegenständen der Porzellangalerie und wissenschaftlichem Material (10 Kisten) in gesamt 1211 Kisten an 16 verschiedene Orte ausgelagert worden. Die Auslagerungsorte, zum Teil Schlösser und Gutshäuser dienten nach 1945 als Flüchtlingsunterkünfte. Da ein Teil der Sammlung später von Privatpersonen zum Kauf angeboten beziehungsweise in Privatnachlässen gefunden worden ist, wird vermutet, daß ein Teil der Verluste auf Plünderungen und Zerstörung zurückzuführen ist. Laut Verlustmeldung der Porzellansammlung von 1991 wird auch ein Teilabtransport in die Sowjetunion nicht ausgeschlossen.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Porzellansammlung
Theaterplatz 1
01067 Dresden
(0351) 4914 6627
ps@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 6627
ps@skd.museum";https://www.lostart.de/de/Verlust/229009;
