Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;46135;"Unbekannt [Künstler:in]";"Bildnis eines Offiziers unter Friedrich Wilhelm I. mit Schwarzem Adlerorden";;Malerei;"GK I 9008";"Darstellung von Christoph Burggraf und Graf zu Dohna-Schlodien (?)";"Stadtschloss Potsdam (P-SCHL)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/46135;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 539"
Fundmeldung;Einzelobjekt;565813;"Gille, Christian Friedrich [Künstler:in]";"Berglandschaft mit badenden Knaben";"1885 [Datierung]";Gemälde;mü9084;"Signatur: F.v.Matthissen - C.Gille 85; Vorn die nackten Knaben, rechts ein Fluß, der von hinten kommt. Links Wald und Felsen.";;2016-12-13;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/565813;
Fundmeldung;Einzelobjekt;595932;"Collier, Edwaert [Künstler:in]";Vanitas-Stillleben;"1640 (um) [Datierung]";Gemälde;52.89;"Auf einem Tisch mit geraffter Decke verschiedene Gegenstände, die auf Vergänglichkeit hinweisen: Laute und Geige mit gesprungenen Saiten, umgestürzter Nautiluspokal, Totenkopf mit Lorbeerkranz auf einem Buch, eine weibliche Statuette (Giambologna, Architektur), ein Globus. Im Hintergrund zwei aufsteigende Seifenblasen und Andeutung einer Architektur mit Vorhang. Besonders auffällig: Notenheft; geöffnetes Emblembuch mit ovalgerahmten Bild(Otto van Veen: Amorum Emblemata, 1608);großer Porträtkupferstich (Heinrich Aldegrever: Jan van Leyden,1536).";"Trotz der 1952 erfolgten Inventarisierung im Museum haben die Recherchen ergeben, dass dieses Bild bereits im Dezember 1940 in der Kunsthandlung Pieter deBoer in Amsterdam erworben wurde.Die Recherchen haben ergeben, dass dieses Objekt nach Besetzung aus den Niederlanden importiert wurde.";2021-05-25;"
LVR-LandesMuseum Bonn
Colmantstr. 14-18
53115 Bonn
0228 2070-0
0228 2070 150
rlmb@lvr.de
http://www.rlmb.lvr.de/
Prof. Dr. Thorsten Valk (Direktor)";https://www.lostart.de/de/Fund/595932;"Rademacher: Verzeichnis, Bonn 1959, 17.RLMB: Gemäldekatalog, Gemälde bis 1900, Bonn 1982, 145f."
Suchmeldung;Einzelobjekt;572296;"Verelst, Pieter [Künstler:in]
Loo, Jakob van (auch zugeschrieben) [Künstler:in]";"Porträt eines jungen Mädchens/ Portrait de jeune fille/ Portret van den Meisje en profiel";;Gemälde;;"auch zugeschrieben Albert Cuyp und Jac. van Loo; Profil und Brustbild. Frau mit glatten Haaren und einem Haarknoten am Hinterkopf.";"Richard Semmel, Berlin; angeboten auf der Auktion Muller, Amsterdam 21.11.1933, Nr. 64 (ohne Abb.); collectie Dr. L.D. van Hengel, Arnhem als Albert Cuyp Portret van den Meisje en profiel. Paneel 37,5X 33, Kunstveilingen S.J. Maak van Waay, H.S. Menhuis Veiling 91, 3 Februari 1948, Nr. 18, fl.440; 1955 Kunsthandlung St. Lucas Den Haag, 1955 als Jac. Van Loo (Künstlerzuschreibung)";2017-11-22;"Olaf S. Ossmann (Rechtsanwalt)
office@ossmann.ch";https://www.lostart.de/de/Verlust/572296;
Fundmeldung;Einzelobjekt;451681;"Ridinger, Joh. Elias [Künstler:in]";"Die vier Jahreszeiten (Frühling)";"1750 (um) [Datierung]";Druckgrafik;688;"Auf dem Bild sind mehrere Hunde zu sehen. Sie liegen oder stehen auf einem Felsen, unter einem großen Baum und auf der Wiese.";"Herkunft unbekannt";2012-02-17;"Kulturstiftung Dessau Wörlitz
Hauptverwaltung
Schloss Großkühnau
06846 Dessau-Roßlau
+49 (0)340 646 15 0
+49 (0)340 646 15 10
http://www.gartenreich.com
Dr. Anette Froesch (Leiterin Abteilung Schlösser und Sammlungen)
anette.froesch@gartenreich.de
Prof. Dr. Harald Meller (Kommissarischer Direktor und Vorstand)
+49 (0) 340 646 1540
sekretariat@gartenreich.de";https://www.lostart.de/de/Fund/451681;
Suchmeldung;Einzelobjekt;568755;"Unbekannt (Deutsch) [Künstler:in]";"Zwei Deckelvasen";;"Kunsthandwerk / -gewerbe";"65 (NARA)";"Blumen- und Vogeldekor. Quelle: US - NARA, RG 260, M1946. Administrative records, correspondence, denazification orders, custody receipts, property cards, Jewish restitution claim records, property declarations, und other records from the Munich CCP. Roll 47. Restitution Claim Records. Jewish Claims, Nr. 0053.";"Sammlung Alexander und Richard Ball, ParisBeschlagnahme durch den ERR, Paris 1941 (um)";2017-08-15;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/568755;
Fundmeldung;Einzelobjekt;583778;"Unbekannt (Kaschan, Iran) [Künstler:in]";Schale;"1201/1215 [Datierung]";Gefäß;12587;"Feiner, heller Scherben, Bemalung in Kobaltblau und grünlich ausfärbendem Schwarz unter der Glasur. Transparente, farblose Glasur; Motive: Blütenzweige und Vögel mit langem Schwänzen und zurückgewandtenem Köpfen; nicht identifizierte Bemalung auf dem Boden";"o.D./o.D., unbekannter Eigentümer/Besitzer; o.D./1941-02 (wohl ), Kunsthandlung Kalebdjian, Avenue d'Jéna 52, Paris; 1944-03-30 (wohl vor), Museum für Kunsthandwerk (Museum Angewandte Kunst), wohl erworben von der Kunsthandlung Kalebdjian, Paris (1941-02); 04.1944-04 (wohl mindestens bis), wohl (Kunsthandlung) Rudolf Holzapfel, 45 Avenue des Peupliers, Paris XVI, verwahrt für das Museum für Kunsthandwerk";2019-07-19;"Museum für Angewandte Kunst
Schaumainkai 17
60594 Frankfurt (Main)
(069) 2123 4037
(069) 2123 0703
info.angewandte-kunst@stadt-frankfurt.de
http://www.museumangewandtekunst.de/
Wagner K, Matthias
(069) 212-34037
info.angewandte-kunst@stadt-frankfurt.de";https://www.lostart.de/de/Fund/583778;
Fundmeldung;Einzelobjekt;518878;"Unbekannt (Italienisch / Mailand (?)) [Künstler:in]";"Rundschild mit Athena";"1560/1570 (um) [Datierung]";"Kunsthandwerk / -gewerbe";8722;"Nur die Schildvorderseite erhalten. Im Mittelmedaillon wird Athena mit Waffen und Ölbaum dargestellt. Es folgt ein Kreis mit Waffen und Rüstungen, der äußere Rand zeigt Bandwerk.";"Ankauf Galleria Giorgio Sangiorgi, Rom, 1942-03-10";2014-05-08;"DLM Deutsches Ledermuseum Schuhmuseum Offenbach
Frankfurter Straße 86
63067 Offenbach
http://www.ledermuseum.de";https://www.lostart.de/de/Fund/518878;
Suchmeldung;Einzelobjekt;218734;;"ohne Titel";;Bibliotheksgut;A49.jpg;;;2001-08-08;"Deutsches Buch- und
Schriftmuseum der Deutschen
Bücherei Leipzig
04103 Leipzig
(0341) 2271-324
(0341) 2271-240
dbsm@d-nb.de
http://www.d-nb.de
Zentrale (Deutsche Nationalbibliothek Leipzig)
(0341) 2271-0
Dr. Stephanie Jacobs (Leiterin Deutsches Buch- und Schriftmuseum)
(0341) 2271-324
dbsm@d-nb.de";https://www.lostart.de/de/Verlust/218734;
Fundmeldung;Einzelobjekt;577120;"Buchholtz, Arend [Autor:in]
F. C. W. Vogel [Verlag]";"Ernst von Bergmann / von Arend Buchholtz. Mit Bergmanns Kriegsbriefen von 1866, 1870/71 und 1877";"1913 [Erscheinungsdatum]";Buch;"1.8° 361";"1 Band (Provenienzmerkmal entfernt)";"Edith Grünfeld (Edith Tietz) ; ETG (Edith und Georg Tietz) - Berlin; Arisierung 1934, Emigration 1937, Enteignung 1942; via Reichstauschstelle in Stadtbibliothek Bautzen";2018-05-07;"Stadtbibliothek Bautzen
Schloßstraße 10
02625 Bautzen
03591 534-850
stadtbibliothek@bautzen.de
http://www.bautzen.de/stadtbibliothek.asp";https://www.lostart.de/de/Fund/577120;
