Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;570445;;"Zungenförmige Goldapplike";"301/700 (?) [Datierung]";"Kunsthandwerk / -gewerbe";76/7.15;"Objekt: ReliefBefund: Alle Goldappliken wurden auf Hinweise untersucht. Keine Spuren von Nummern oder anderen Markierungen vorhanden. Jedes Plättchen weist in unregelmäßiger Folge kleine Löcher im Rand auf, die z.T. ausgerissen, z.T. noch vorhanden sind. Über die normale Beschau hinaus wurden die Plättchen einer mikroskopischen Untersuchung sowie einer RFA-Analyse unterzogen. Auf allen Appliken finden sich geringe rötliche (Erd?)-Reste, die eventuell für das Eisen verantwortlich sind, das auf jeder Applike festgestellt wurde.Weitere Informationen: Externer Link";"Überweisung 1975Freistaat Bayern. Gemäß der Vereinbarung vom 06.12.1960 zwischen der Bundesrepublik Deutschland und dem Freistaat Bayern. Von der Treuhandverwaltung für Kulturgut übernommen vom Central Collecting Point München aus der Vermögenseinziehung Hermann GöringProvenienzforschung: Die Angaben des Central Collecting Point und der Treuhandverwaltung für Kulturgut beziehen sich allein auf den Kasten, in dem die Goldapplike zusammen mit insgesamt 21 Goldappliken (BNM 76/7.2-22) aufbewahrt wurde. Laut Restitutionskartei: ""In Berlin bei Zeitner gemacht/Hofer?""; laut Datenbank zur 'Sammlung Göring': ""Slg. Göring/Berchtesgaden (Altbesitz)?"". Die Angaben des Central Collecting Point und der nachfolgenden Organisationen bzw. ihres Informanten Walter Andreas Hofer beziehen sich auf den Schaukasten von der Hand Herbert Zeitners (BNM Inv.-Nr. 76/7.1). Für die dort integrierten dünnen Goldappliken BNM Inv.-Nr. 76/7.2-22 (9 runde und 12 zungenförmige) fehlt bislang jede Angabe zur Provenienz. Bei den Goldappliken BNM Inv.-Nr. 76/7.11-22 handelt es sich sehr wahrscheinlich um Erdfunde; eine vor Juni 1941 durchgeführte Grabung mit entsprechenden Funden ist bislang nicht bekannt. Zungenförmige Goldappliken mit Münzbildimitationen, die formal jedoch kaum vergleichbar sind, sind in einem Tumulus in Sarkamen belegt, welcher der Mutter des Tetrarchenkaisers Maximinus Daia zugeschrieben wird (Auskunft von Dr. Yvonne Petrina, München). Möglicherweise zusammengehörig mit BNM Inv.-Nr. 76/7.2-10. Es kann sich nicht um ""Altbesitz"" handeln, wie in der Datenbank zur 'Sammlung Göring' angegeben. Durch die Datierung des Kastens lässt sich für die Goldappliken feststellen: Vor dem 27.06.1941 durch Göring auf bislang unbekanntem Weg und aus bislang unbekanntem Vorbesitz erworben. Im Auftrag von Göring vom 25.08.1941 durch Görings Bibliothekarin von Herbert Zeitner in den eigens dafür angefertigten Kasten (BNM Inv.-Nr. 76/7.1 integriert. Für den Erwerb der Goldplättchen konnte bislang kein Nachweis gefunden werden. Es bestehen folgende Möglichkeiten: 1.) Gastgeschenk des jugoslawischen Ministerpräsidenten Milan Stojadinovic 1938. -2.) Gastgeschenk des Prinzregenten Paul von Jugoslawien im Juni 1939. -3.) Raub durch die Deutsche Wehrmacht in Jugoslawien nach April 1941. - 4.) Raub durch die Deutsche Wehrmacht in Griechenland nach April 1941. - 5.) Beschlagnahme in den Niederlanden. -6.) Anfang des Jahres 1941 durch Josef Angerer und Karl-Heinrich Bodenschatz an Göring (unspezifizierter Griechenlandtermin am 12.01.1941 in Görings Tagebuch). Aufgrund der Provenienzlücke(n) kann ein NS-verfolgungsbedingter Entzug nicht ausgeschlossen werden./I.v.z.M., 2017";2017-11-20;"Bayerisches Nationalmuseum
München
Prinzregentenstraße 3
80538 München
+45 (0)89 211 24-01 
bay.nationalmuseum@bnm.mwn.de
http://www.bayerisches-nationalmuseum.de/
Dr. Matthias Weniger (Beauftragter für Provenienzforschung)
+49 (0)89 211 24-246
provenienzforschung@bnm.mwn.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Fund/570445;
Suchmeldung;Einzelobjekt;240552;"Melchior, Johann Peter [Künstler:in]";"Kindergruppe: Die gestörte Schläferin";"1775 (um) [Datierung]
1735/1850 [Zeitraum]";Kleinkunst;;"Ein kleines Mädchen ist im Sitzen eingeschlafen. Sein Kopf liegt auf dem rechten Arm, der sich auf einen gemauerten Steinsitz stützt. Neben ihm kniet ein kleiner Knabe, der es mit einer Feder im Gesicht kitzelt. Hinter dem Mädchen steht ein kleiner Knabe, der es mit einer Feder im Gesicht kitzelt. Hinter dem Mädchen steht ein zweiter Knabe, der sich über einen niedrigen Zaun beugt und die Szene beobachtet. Vor dem Steinsitz steht ein Henkelkörbchen mit einer Puppe als Wickelkind, einem Puppenkopf und golden gerändertem Geschirr. Das Mädchen trägt ein weißes Häubchen mit gelbem Rand. Halstuch, Schürze und Kleid sind in zartem Hellblau und Rosa gestreift. Die Füße sind bloß. Der knieende Knabe trägt eine rosa Zipfelhaube, rosa gestreifte weiße Jacke, blaßgelbe Kniehosen mit blauen Schleifen, weiße Strümpfe und schwarze Schnallenschuhe, der Stehende einen schwarzen Dreispitz, golden geränderte Jacke und Kniehosen in Rosa, weiße Strümpfe und schwarze Schnallenschuhe. Über dem grau und bräunlich staffierten Steinsockel liegt eine grüne Grasdecke. Blaumarke Rad. Ritzzeichen. Füße des rückwärts stehenden Knaben gekittet. Feder abgebrochen. Höchster Porzellan.";;2001-12-27;;https://www.lostart.de/de/Verlust/240552;
Fundmeldung;Einzelobjekt;518882;"Unbekannt (Französisch) [Künstler:in]";"Zwei Pferdegeschirre";"1780 (um) [Datierung]";"Kunsthandwerk / -gewerbe";5545/5546;"2 identische Kutschgeschirre aus dunkelrotem Leder mit Ziersteppung und Bronzebeschlägen. Auktionskatalog: Kunstversteigerungshaus Helbing: Sammlung eines Rheinischen Großindustriellen. Frankfurter und Berliner Kunstbesitz (Katalog Nr. 48) Versteigerung Frankfurt am Main 11. - 13. Mai 1936, S. 50.";"Ankauf (freihändig) Galerie Hugo Helbing, Frankfurt am Main, 1937-07-13; Provenienz: Sammlung Milly Antonie von Friedländer-Fuld";2014-05-08;"DLM Deutsches Ledermuseum Schuhmuseum Offenbach
Frankfurter Straße 86
63067 Offenbach
http://www.ledermuseum.de";https://www.lostart.de/de/Fund/518882;
Suchmeldung;Einzelobjekt;427524;"Greuze, Jean Baptiste [Künstler:in]";"«La Prière»";;Malerei;"12 (Graupe)";"Das junge Mädchen trägt weißes gefaltetes Hemd und blauen Überwurf. Blaue Augen. Im braunen Haar ein blaugrünes Band. Blaugrauer Grund.Lit.: Paul Graupe: Die Sammlung Frau Emma Budge. Hamburg, Versteigerung am 27., 28. und 29.September 1937. Katalognummer 12; LAB, A Rep. 243-04 Nr. 28, Versteigerungsniederschrift vom 20.10.1937; Ausgestellt: In Hamburg (auf der Leihausstellung aus Hamburgischem Privatbesitz in der Kunsthalle), Mai 1925, Nr. 110.";"Sammlung Budge; Käufer 1937 (Graupe): Frau Wolff, 2100,-";2010-12-06;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/427524;
Suchmeldung;Einzelobjekt;439827;"Unbekannt (Deutsch (Nymphenburg)) [Künstler:in]";Corine;;Kleinkunst;"HF 532";"Modell von Franz Anton Bustelli. Inventarnummer HF 532 in Kunstgewerbemuseum Berlin (KMB). Literatur: Alfred Ziffer: Nymphenburger Porzellan. Sammlung Bäuml. Stuttgart 1997. S.67, Kat.Nr. 105.";"Sammlung Feist;[Sammlung Baroness van Zyulen van Nyevelt;Christie's London, 28.3.1977, Kat.Nr. 163]?;Kunstgewerbemuseum Berlin";2011-08-31;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/439827;
Suchmeldung;Einzelobjekt;593513;"Unbekannt (Wien) [Künstler:in]";Suppenteller;"Anfang 19. Jahrhundert [Datierung]";"Kunsthandwerk / -gewerbe";;"Glatt. Am Rand [...] drei bunte sizilianische Landschaften, eingefaßt von Reliefgoldborten, getrennt durch Ornamentfelder in Rautenform. Unter jeder Ansicht die französische Bezeichnung in schwarzer Schreibschrift. In der Kehle Laubborte in Reliefgold. Wien [...]. Marke: Bindenschild. [...] Jahresblindstempel 98 [...] Weißdrehernummern: 5 und 27 (Bei Nr. 820-831entweder Weißdrehernummer 5 oder 27; Anm. SKD, Porzellansammlung Dresden). [...] Als Maler kommt der am 1. August 1799 in die Manufaktur eingetretene, auf der Akademie vorgebildete Franz Sartory in Betracht. [...]";"[…] bis Dezember 1926, Gustav von Klemperer (gest. 27.12.1926), Dresden [1]; 30.06.1927, Nachlassregelung, Nachlass zu gleichen Teilen an Victor, Herbert-Otto und Ralph-Leopold von Klemperer [2]; November 1938, Sicherstellung der Porzellansammlung in der Villa von Victor von Klemperer durch die Geheime Staatspolizei, Dresden [3]; Dezember 1938, Abtransport der Porzellansammlung aus der Villa von Victor von Klemperer, Tiergartenstraße 64, Dresden, in das „Johanneum“, Staatliche Porzellansammlung Dresden, Augustusstraße 1, Dresden [4]; November 1941, Verfall des Vermögens der Familie von Klemperer an das Deutsche Reich gemäß der 11. Verordnung zum Reichsbürgergesetz [5]; Januar 1943, unentgeltliche Übertragung der Sammlung von Klemperer an das Land Sachsen auf Grundlage eines Entscheids von Adolf Hitler [6]; 1943, kriegsbedingte Auslagerung aus der Staatlichen Porzellansammlung Dresden nach Schloss Rammenau in Sachsen [7]; 16.03.1945, kriegsbedingte Verlagerung von Schloss Rammenau in Sachsen nach Schloss Rothschönberg in Sachsen [8]";2021-02-08;;https://www.lostart.de/de/Verlust/593513;"Porzellansammlung Gustav von Klemperer, Dresden 1928, S. 228, Nr. 820-831, hier Nr. 822; [1] Anette Loesch, Das Schicksal der Porzellansammlung Gustav von Klemperers, in: Beiträge öffentlicher Einrichtungen der Bundesrepublik Deutschland zum Umgang mit Kulturgütern aus ehemaligem jüdischen Besitz, bearb. von Ulf Häder (= Veröffentlichungen der Koordinierungsstelle für Kulturgutverluste, Bd. 1), Magdeburg 2001, S. 56-77; Andreas Graul, Gustav und Victor von Klemperer. Eine biographische Skizze (= Publikationen der Eugen-Gutmann-Gesellschaft, Bd. 2), Leipzig 2005; Sabine Rudolph, Restitution von Kunstwerken aus jüdischem Besitz. Dingliche Herausgabeansprüche nach deutschem Recht (= Schriften zum Kulturgüterschutz / Cultural Property Studies), Berlin 2007; [2] Rudolph 2007, S. 41-47, hier S. 41; Amtsgericht Dresden, Nachlassakte Gustav von Klemperer, Einantwortungsurkunde des Zivilgerichts für Inner-Prag, 30.06.1927; [3] SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/1, Bl. 1-2, Fritz Fichtner (Direktor der Porzellansammlung) an Ministerium für Volksbildung, 01.12.1938; [4] SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/1, Bl. 5, (nachrichtlich) Fritz Fichtner, 02.12.1938, entspricht der Anlage zu Bl. 4, Fritz Fichtner an Ministerium für Volksbildung, 03.12.1938; [5] Rudolph 2007, S. 45; [6] SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/2, Bl. 1, Reichsministers der Finanzen an Oberfinanzpräsident Dresden, 04.01.1943; ebd., Bl. 10, Oberfinanzpräsident Dresden an Reichsstatthalter Sachsen, 14.01.1943; [7] Archiv der Porzellansammlung, Verzeichnis der außerhalb von Dresden geborgenen Kunstwerke, unpag., ca. 1943; SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/2, Bl. 13, (nachrichtlich) A. Richter (Oberregierungsrat, Sächsische Staatskanzlei) an Direktor der Porzellangalerie, 08.04.1943; ebd., Bl. 21, Fritz Fichtner an Sächsische Staatskanzlei, 30.04.1943; ebd., Bl. 48, Fritz Fichtner an Hermann Voss (Sonderbeauftragter für Linz), 25.08.1943; [8] Archiv der SKD, 02/VA 53, unpag., (nachrichtlich) Leuschner (Reg. Ass., Ministerium für Volksbildung), 26.03.1945.Katalog | catalogue: Externer Link"
Suchmeldung;Einzelobjekt;475957;"Menzel, Adolph [Künstler:in]";"Dame im Konzert / Studie zwei Frauenköpfe";"1840 (um) [Datierung]";Zeichnung;;"ein Kopf ohne Hut, blond, abwärts geneigt, einer seitlich mit blauem Schutenhut; auf der Rückseite Bestätigung des Neffen Prof. Krigar-Menzel";"Nachlass Adolph Menzel; Emilie Krigar-Menzel; Max Liebermann (ab 1929); Martha Liebermann (ab 1935); Fritz Nathan, St. Gallen (ab 1936); Galerie Fischer, Luzern, 20-24.05.1941, Lot 961 (verkauft für 600 CHF); Privatsammlung, Schweiz; Galerie Fischer, Luzern, 25.05.1944, Lot 657; Privatsammlung, Luzern; […]; Familie Krupp; Harald Krupp von Bohlen und Halbach; Christie’s, London, 09.10.1997, Lot 49; Sammlung Jan Krugier und Marie-Anne Krugier-Poniatowski (Inv. Nr. JK 5445); Nachlass Jan Krugier;2023 restituiert an die Erben von Max und Martha Liebermann
Status
restituiert";2013-07-25;"Dr. Monika Tatzkow (Wissenschaftlicher Dokumentationsdienst)
+49 (0) 30 64 128 13
tatzkow@t-online.de";https://www.lostart.de/de/Verlust/475957;"A. Dückers: Linie, Licht und Schatten. Meisterzeichnungen und Skulpturen der Sammlung Jan und Marie-Anne Krugier-Poniatowski, Berlin 1999, Gesamtverzeichnis der Zeichnungen, S. 411 (mit Abbildung); P. Rylands, The Timelss Eye. Master Drawings from the Jan and Marie-Anne Krugier-Poniatowski Collection, Berlin 1999, S. 410 (mit Abbildung); Monika Tatzkow, Verzeichnis der Sammlung Liebermann, in: Verlorene Schätze. Die Kunstsammlung von Max Liebermann, Berlin 2013; S. 198; Nr. 155"
Fundmeldung;Einzelobjekt;573353;;Spicebox;"1801/1900 [Datierung]";Behältnis;"B50.02.0976;124/178";"Object Name: SpiceboxSubject: Spice boxes";"Received through JRSO (Jewish Restitution Successor Organization)Wiesbaden collecting point number: 1183";2018-01-10;"Israel Museum
POB 71117
9171002 Jerusalem
972-2-6708811
972-2-5631833
info@imj.org.il
Bareket Mann (Registrar)
bareket@imj.org.il";https://www.lostart.de/de/Fund/573353;
Fundmeldung;Einzelobjekt;576971;"Eschkol A.-G. [Verlag]";"Encyclopaedia Judaica : das judentum in Geschichte und Gegenwart (Band 9) : Jerusalem-Kimchi";"1932 [Erscheinungsdatum]";Buch;"8.4° 407-9";"1 Band (Provenienzmerkmal entfernt)";"ETG (Edith und Georg Tietz) - Berlin; Arisierung 1934, Emigration 1937, Enteignung 1942; via Reichstauschstelle in Stadtbibliothek Bautzen";2018-05-07;"Stadtbibliothek Bautzen
Schloßstraße 10
02625 Bautzen
03591 534-850
stadtbibliothek@bautzen.de
http://www.bautzen.de/stadtbibliothek.asp";https://www.lostart.de/de/Fund/576971;
Suchmeldung;Einzelobjekt;210491;"Unbekannt [Künstler:in]";"Porträtmedaillon Herzog Wilhelm IV. von Sachsen-Weimar und seine Gemahlin";"1600-1700 [Datierung]";"Kunsthandwerk / -gewerbe";;"Hochovales Medaillon aus Muschel geschnitten, Relief, mit vergoldeter Silberfassung und Öhr oben; Vorderseite: Doppelporträt (Gürtelbildnisse) Wilhelm IV. und Eleonora Dorothea von Sachsen-Weimar im Lorbeerkranz, Titulatur und Schriftband mit Motto; Rückseite: Stammbaum mit kameenartigen Brustbildern, unten Wilhelm und Eleonora Dorothea über ihren jeweiligen Wappen, darüber ihre sechs Kinder";;2001-08-08;"Stiftung Schloss Friedenstein 
Gotha
Schlossplatz 1
99867 Gotha
0049 (0) 03621 8234-0
0049 (0) 03621 8234-290
http://www.stiftungfriedenstein.de
Dr. Tobias Pfeifer-Helke (Stiftungsdirektor)
+49 (0) 621-8234 100
vorstand@stiftung-friedenstein.de
Dr. Timo Trümper (Kustode für Gemälde und Plastik)
+49 (0) 3621 8234 553
truemper@stiftung-friedenstein.de
Ronny Licht (Provenienzforscher)
+49 (0) 3621-82 34 329
ronny.licht@friedenstein-stiftung.de";https://www.lostart.de/de/Verlust/210491;"Inventar 1764, fol. 23r, Nr. 133; Inventar 1830, fol. 21r, Nr. 112; Inventar 1858, Bd. I, Kap. XXIX, Nr. 25; Aldenhoven Plastik, Varia Nr. 83"
