Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;60092;"Cornelisz. van Haarlem, Cornelis (1562) [Künstler:in]";"Der verlorene Sohn";"1618 [Datierung]";Malerei;"GK I 10022";"Bezeichnet links auf der Bank: ""CvH. 1618."" (CvH monogrammiert)";"Neues Palais (P-NP) - Juli 1942 Schloss Rheinsberg";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/60092;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 126-127; Johann Friedrich Daniel Rumpf: Berlin und Potsdam. Eine Beschreibung aller Merkwürdigkeiten dieser Städte und ihrer Umgebungen, 2 Bände (Band 2 geteilt), Berlin 1823, Band I, S. 357, Nr. 45; Gustav Friedrich Waagen: Verzeichnis der Gemälde-Sammlung des Königlichen Museums zu Berlin, Berlin 1830, S. 192, Nr. II. 164; ebd. 9. Auflage Berlin 1845, S. 238; Nr. 752; Gustav Parthey: Deutscher Bildersaal. Verzeichnis der in Deutschland vorhandenen Oelbilder verstorbener Maler aller Schulen, 2 Bände, Berlin 1863, Band I, S. 677, Nr. 28; Georg Poensgen: Die Gemälde in den preußischen Schlössern. Das Neue Palais, Berlin 1935, S. 18, Nr. 101; Pieter J. J. van Thiel: Cornelis van Haarlem. 1562-1638. A Monograph and Catalogue Raisonné, Doornspijk 1999, S. 314, Abb. 237"
Suchmeldung;Einzelobjekt;572035;"KPM Königliche Porzellan-Manufaktur Berlin [Manufaktur]";"Schokoladenservice, drei Teile";"1764 (um) [Datierung]";"Kunsthandwerk / -gewerbe";;"Drei Teile eines Schokoladenservices: Schokoladenkanne mit vergoldetem Bronzebeschlag am Deckel, Teebüchse und Tasse mit Unterschale. „Reliefzierat“ mit gestricheltem Purpurmosaik zwischen goldgehöhten Stäben. In den glatten Feldern bunt gemalte Landschaften mit Landleuten, Fischern und badenden Mädchen nach F. Zucarelli. Der Griff der Kanne und der Deckel der Teebüchse gekittet. Marke G (Gotzkowsky) im Deckel der Kanne; an Tasse und Schale Zeptermarken, die Teebüchse ohne Marke. Berlin, 1764; ein datiertes Stück aus demselben Service in der Keramischen Sammlung der Berliner Porzellanmanufaktur (vgl. Georg Lenz, Berliner Porzellan, Berlin 1913, Abb. 15). Ehemals Sammlung K. Lüders, Berlin; Lenz, Abb. 10Literatur: Auktionskatalog Hans W. Lange, Wertvolles Kunstgewerbe, Berlin, 19.-21. Mai 1941, S. 157. Nr. 760, Taf. 79 (DOI: Externer Link)";"Sammlung Dr. Wilhelm Dosquet, Berlin, Auktion Hans. W. Lange, Berlin, Mai 1941";2017-11-15;"Dr. Sibylle Ehringhaus
ehringhaus@revidet.de";https://www.lostart.de/de/Verlust/572035;
Suchmeldung;Einzelobjekt;427575;"Ward, William [Künstler:in]";Louisa;"1786 [Datierung]";Druckgrafik;"54 (Graupe)";"Brustbild nach links, mit rosa Bandwerk auf weißem Rüschenkleid. Nach W. Ward. London, J. R. Smith. KI.-Folio.Lit.: Paul Graupe: Die Sammlung Frau Emma Budge. Hamburg, Versteigerung am 27., 28. und 29.September 1937. Katalognummer 54; LAB, A Rep. 243-04 Nr. 28, Versteigerungsniederschrift vom 20.10.1937";"Sammlung Budge; Käufer 1937 (Graupe): [Walter] Pirschel für Dr. Winckler, 420,-";2010-12-06;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/427575;
Suchmeldung;Einzelobjekt;428239;"Unbekannt (Deutsch (Meißen)) [Künstler:in]";Dose;"1750 (um) [Datierung]";Behältnis;"647 (Graupe)";"Rechteckig. Deckel, Boden und Seitenflächen mit bunten Jagdszenen in farbig staffierten Reliefrocaillen. Innen im Deckel Hirschjagd. Fassung aus vergoldeter Bronze.Lit.: Paul Graupe: Die Sammlung Frau Emma Budge. Hamburg, Versteigerung am 27., 28. und 29.September 1937. Katalognummer 647; LAB, A Rep. 243-04 Nr. 28, Versteigerungsniederschrift vom 20.10.1937";"Sammlung Budge; Käufer 1937 (Graupe) (Graupe): Lenz , 240,-";2010-12-13;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/428239;
Suchmeldung;Einzelobjekt;484365;"Henning, Adolf [Künstler:in]";"Die Braut (auf der Terrasse)";;Malerei;"o.Inv.-Nr., Fotonummer: 50,313";"Krammer, Mario : Berlin und das Reich, 1935, S. 105, am 29.08.1944 im Flakturm am Zoo eingestellt";unbekannt;2014-03-12;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/484365;
Suchmeldung;Einzelobjekt;445025;"Desrogez [Künstler:in]";"Steinschloss-Jagdflinte aus dem Besitz des Dauphins Ludwig";"1711 [Datierung]";"Waffen / Zubehör";"AD 9404";"Langes, eisernes Rohr. Erste Hälfte rund, dann achtkantig, damasziert. Am Verschluss verziert mit Lilien, bekrönten Delphinen und gekröntem ""L"". Am Laufende bezeichnet: ""Desrogez m`a donné au Roy"". Schlossplatte mit gravierter Hirschjagd. Brauner Holzschaft. Auf dem Kolben plastisch geschnitten ein vergoldeter Delphin. Eiserner Abzugsbügel; Herstellungsort: 25983";"Artilleriedepot, die Objekte befanden sich bereits vor 1885 im Berliner Zeughaus";2011-09-19;"Stiftung Deutsches Historisches Museum
Unter den Linden 2
10117 Berlin
+49 (0) 30 203 040 
+49 (0) 30 20304543
info@dhm.de
http://www.dhm.de/
Dr. Brigitte Reineke (Leiterin Zentrale Dokumentation und Provenienzforschung)
+49 (0) 30 203 04406
reineke@dhm.de
Fritz Backhaus (Direktor Sammlungen)
+49 (0) 30 203 04200
backhaus@dhm.de
Prof. Dr. Raphael Gross (Präsident)
+49 (0) 30 203 04101
praesident@dhm.de";https://www.lostart.de/de/Verlust/445025;
Suchmeldung;Einzelobjekt;429552;"Unbekannt (Deutsch (Frankenthal)) [Künstler:in]";"Frankenthaler Statuette";;Kleinkunst;;"Allegorische weibliche Figur. (Rechter Arm gekittet) .";"Sammlung Bruno Spiro; Lepke (2100), 23. und 24.04.1936, Kat.Nr.129, Käufer 1936: Bercovitz, 86,-";2011-02-16;"Lothar Fremy (Rechtsanwalt)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/429552;
Fundmeldung;Einzelobjekt;569658;"Wocher, Marquard Fidel Dominikus [Künstler:in]";Tivoli;"1825 [Datierung]";Zeichnung;;"Zwischen bewaldeten Hügeln Tivoli, im Vordergrund rechts eine Brücke mit Staffagefiguren.Provenienzmerkmale: Vorderseite signiert „Del. M. Wocher f. 1825“; Rückseite Passepartout: verblasstes Exlibris in blau mit schwarz aufgeschriebenen Zahlen „S (?) I / 28062“; in Bleistift „153“, „P. C. 12183 / rh – se –“";"Vor 1954: unbekannt, vermutlich aber schon länger in der umfangreichen Sammlung von Handzeichnungen des 19. Jh. bei Benno Griebert;1954: angeboten durch die Galerie Dr. Benno Griebert, Meersburg;15.3.1954: Ankauf für das Städtische Bodenseemuseum Friedrichshafen";2017-10-05;"Zeppelin Museum Friedrichshafen
Seestraße 22
88045 Friedrichshafen
+49 (0) 7541 38010
+49 (0) 7541 80181
info@zeppelin-museum.de
http://www.zeppelin-museum.de
Frau Dr. Claudia Emmert (Direktorin)
emmert@zeppelin-museum.de";https://www.lostart.de/de/Fund/569658;
Suchmeldung;Einzelobjekt;322979;"Unbekannt (Chinesisch (Song)) [Künstler:in]";"Zwei schlanke Steinzeug-Vasen mit ausladender Schulter und enger, kurzhalsiger Mündung";"966/1282 [Datierung]";Gefäß;;"Gelblich-graues Steinzeug mit weißer Engobe, darüber weiße, feingesprüngelte Glasur, die durch Erdlagerung stellenweise kakao- und rotbraun verfärbt ist. Eine Mündung bestoßen. T`ing-yao vom Chü-lu-hsien-Typus";"Auktion bei Lange, Berlin, vom 27.-29.01.43, Nr.435";2007-02-12;"von Trott zu Solz Lammek (Rechtsanwälte Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/322979;
Suchmeldung;Einzelobjekt;453042;;"Chinesischer Mandarin";;Malerei;"CK 9794";Miniatur;"Kunstsammlung Dr. Adolph Schwarzenberg, Schloss Český Krumlov (Böhmisch Krumau); 1940 von der Gestapo beschlagnahmt; momentaner Aufbewahrungsort Schloss Český Krumlov (Böhmisch Krumau)";2012-04-03;;https://www.lostart.de/de/Verlust/453042;
