Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;612449;;[Maḥzor];"[18. Jahrhundert] [Erscheinungsdatum]";Buch;"04/1 Sulz 23";"Kommentierte AusgabeSeitenzahlen in hebräischer ZahlschriftVermutlich handelt es sich um den zweiten Band einer zweibändigen Mahzor-AusgabeDie Illustrationen sind HolzschnitteTitelaufnahme anhand eines unvollständigen Exemplars erstellt: Titelblatt fehlt, deshalb Titel fingiertErscheinungsjahr evtl. 1758?Weitere Informationen: Externer Link";"David Löw (1858-1897)?. Kahn, ""im Kriegsjahr 1914"" (hs. Eintrag)Heinrich Meißner (1914-2001), Pfarrer in Sulzbürg 1944-1984Andreas Bauch (1908-1985)Verdacht auf NS-RaubgutEichstätt, Priesterseminar, erworben 1985 durch SchenkungProvenienz Meißner/Bauch durch Schenkungszusammenhang belegt.";2023-03-01;"Universitätsbibliothek Eichstätt-Ingolstadt
Am Hofgarten 1
85072 Eichstätt
https://www.ku.de/bibliothek
Dr. Heike Riedel-Bierschwale
ub-historische-bestaende@ku.de";https://www.lostart.de/de/Fund/612449;
Fundmeldung;Einzelobjekt;612450;;[Maḥzor];"[18. Jahrhundert] [Erscheinungsdatum]";Buch;"04/1 Sulz 24";"Der Maḥzor enthält die Texte für die Feste aus der ersten Hälfte des jüdischen liturgischen Jahres: Rosch ha-Schanah, Zehn Tage der Umkehr, Jom Kippur, Sukkot, Simchat ToraKommentierte AusgabeSeitenzahlen in hebräischer ZahlschriftDie Illustrationen sind HolzschnitteTitelaufnahme anhand eines unvollständigen Exemplars erstellt: Titelblatt fehlt, deshalb Titel fingiertWeitere Informationen: Externer Link";"Jakob Sondhelm (senior, 19. Jhd.) ""von Rödelsee"" (hs. Eintrag)Heinrich Meißner (1914-2001), Pfarrer in Sulzbürg 1944-1984Andreas Bauch (1908-1985)Verdacht auf NS-RaubgutEichstätt, Priesterseminar, erworben 1985 durch SchenkungProvenienz Meißner/Bauch durch Schenkungszusammenhang belegtUnvollständiges Exemplar: Titelblatt fehltEinband lose.";2023-03-01;"Universitätsbibliothek Eichstätt-Ingolstadt
Am Hofgarten 1
85072 Eichstätt
https://www.ku.de/bibliothek
Dr. Heike Riedel-Bierschwale
ub-historische-bestaende@ku.de";https://www.lostart.de/de/Fund/612450;
Fundmeldung;Einzelobjekt;612451;"Zürndorffer [Verlag]";"Maḥzor mi-kol ha-shanah ke-minhag ashkenaz: meturgam ashkenazit milah be-milah ... / [1,1]: Maḥzor le-yom rishon ṿe-sheni shel Pesaḥ";"1836 = 596 [jüd. Zeit] [Erscheinungsdatum]";Buch;"04/1 Sulz 5";"Text hebr. und dt. in hebr. SchriftWeitere Informationen: Externer Link";"S. Weichselbaum (19. Jhd.)Heinrich Meißner (1914-2001), Pfarrer in Sulzbürg 1944-1984Andreas Bauch (1908-1985)Verdacht auf NS-RaubgutEichstätt, Priesterseminar, erworben 1985 durch SchenkungProvenienz Meißner/Bauch durch Schenkungszusammenhang belegt.";2023-03-01;"Universitätsbibliothek Eichstätt-Ingolstadt
Am Hofgarten 1
85072 Eichstätt
https://www.ku.de/bibliothek
Dr. Heike Riedel-Bierschwale
ub-historische-bestaende@ku.de";https://www.lostart.de/de/Fund/612451;
Fundmeldung;Einzelobjekt;612452;"Heidenheim, Wolf [Herausgeber]";"Siddûr śĕfāt ĕmet";"Zwischen 1850 und 1910? [Erscheinungsdatum]";Buch;"04/1 Sulz 12";"Text in hebräischer Schrift und Sprache; Anmerkungen teils jiddisch, teils deutschAufnahme erstellt anhand eines unvollständigen ExemplarsEvtl. gedruckt in Rödelheim?Weitere Informationen: Externer Link";"Hilda Neustädter (1900-1995), Sulzbürg (hs. Eintrag)Heinrich Meißner (1914-2001), Pfarrer in Sulzbürg 1944-1984Andreas Bauch (1908-1985)Verdacht auf NS-RaubgutEichstätt, Priesterseminar, erworben 1985 durch SchenkungProvenienz Meißner/Bauch durch Schenkungszusammenhang belegtUnvollständiges Exemplar: es fehlen das Titelblatt, die Blätter I bis VIII und das Blatt 144.";2023-03-01;"Universitätsbibliothek Eichstätt-Ingolstadt
Am Hofgarten 1
85072 Eichstätt
https://www.ku.de/bibliothek
Dr. Heike Riedel-Bierschwale
ub-historische-bestaende@ku.de";https://www.lostart.de/de/Fund/612452;
Fundmeldung;Einzelobjekt;612453;"Heidenheim, Wolf [Herausgeber]";"Siddûr śĕfāt ĕmet";"Zwischen 1850 und 1910? [Erscheinungsdatum]";Buch;"04/1 Sulz 14";"Text in hebräischer Schrift und Sprache; Anmerkungen jiddisch (auch die, die in parallelen Ausgaben auf deutsch geschrieben sind)Aufnahme erstellt anhand eines unvollständigen ExemplarsEvtl. gedruckt in Rödelheim?Weitere Informationen: Externer Link";"Julius Freising (1890-1965) ""aus Sulzbürg, z.Zt. Georgensgmünd"" (hs. Eintrag)Heinrich Meißner (1914-2001), Pfarrer in Sulzbürg 1944-1984Andreas Bauch (1908-1985)Verdacht auf NS-RaubgutEichstätt, Priesterseminar, erworben 1985 durch SchenkungProvenienz Meißner/Bauch durch Schenkungszusammenhang belegtUnvollständiges Exemplar: es fehlen das Titelblatt, die Blätter I bis VIII (falls diese überhaupt vorhanden waren) und die Blätter 1 sowie 141-144.Restituiert am 09.11.2023 an die Erben von Julius Freising. Externer Link
Status
restituiert";2023-03-01;"Universitätsbibliothek Eichstätt-Ingolstadt
Am Hofgarten 1
85072 Eichstätt
https://www.ku.de/bibliothek
Dr. Heike Riedel-Bierschwale
ub-historische-bestaende@ku.de";https://www.lostart.de/de/Fund/612453;
Fundmeldung;Einzelobjekt;612454;;"[Tiḳun Shelomoh]";"19. Jahrhundert [Erscheinungsdatum]";Buch;"04/1 Sulz 6";"Text in hebräischer Schrift und Sprache; Anmerkungen jiddischAufnahme erstellt anhand eines unvollständigen Exemplars: Titelblatt fehlt, deshalb Titel fingiertWeitere Informationen: Externer Link";"Emma Neustädter (1879-1940 oder 1882-?), Sulzbürg (hs. Eintrag)Heinrich Meißner (1914-2001), Pfarrer in Sulzbürg 1944-1984Andreas Bauch (1908-1985)Verdacht auf NS-RaubgutEichstätt, Priesterseminar, erworben 1985 durch SchenkungProvenienz Meißner/Bauch durch Schenkungszusammenhang belegtUnvollständiges Exemplar: Titelblatt fehlt, mehrere Seiten fehlen oder sind zur Hälfte herausgerissen.";2023-03-01;"Universitätsbibliothek Eichstätt-Ingolstadt
Am Hofgarten 1
85072 Eichstätt
https://www.ku.de/bibliothek
Dr. Heike Riedel-Bierschwale
ub-historische-bestaende@ku.de";https://www.lostart.de/de/Fund/612454;
Fundmeldung;Einzelobjekt;612455;;Siddûr;"18. Jahrhundert [Erscheinungsdatum]";Buch;"04/1 Sulz 13";"Aufnahme erstellt anhand eines unvollständigen ExemplarsUm was für ein Siddur es sich handelt, kann nicht festgestellt werden; Textbeginn: ""Seder tefilot ke-she ba le-vet ha-keneset""Weitere Informationen: Externer Link";"Samuel Saenger [?], 1883 [?] (hs. Eintrag)Heinrich Meißner (1914-2001), Pfarrer in Sulzbürg 1944-1984Andreas Bauch (1908-1985)Verdacht auf NS-RaubgutEichstätt, Priesterseminar, erworben 1985 durch SchenkungProvenienz Meißner/Bauch durch Schenkungszusammenhang belegtUnvollständiges Exemplar: Titelblatt fehlt, einige Seiten fehlen.";2023-03-01;"Universitätsbibliothek Eichstätt-Ingolstadt
Am Hofgarten 1
85072 Eichstätt
https://www.ku.de/bibliothek
Dr. Heike Riedel-Bierschwale
ub-historische-bestaende@ku.de";https://www.lostart.de/de/Fund/612455;
Fundmeldung;Einzelobjekt;612456;"[Fürth] [Verlag]";[Maḥzor];"Mitte 18. Jahrhundert [Erscheinungsdatum]";Buch;"04/1 Sulz 15";"Die Illustrationen sind HolzschnitteSeitenzahlen in hebräischer ZahlschriftTitelaufnahme erstellt anhand eines unvollständigen Exemplars: Titelblatt fehlt, deshalb Titel fingertDruckort ermitteltVermutlich der zweite Band eines zweibändigen Mahzors; hier sind enthalten die Feste: Sukkot, Pessach und ShavuotWeitere Informationen: Externer Link";"Heinrich Meißner (1914-2001), Pfarrer in Sulzbürg 1944-1984Andreas Bauch (1908-1985)Verdacht auf NS-RaubgutEichstätt, Priesterseminar, erworben 1985 durch SchenkungProvenienz Meißner/Bauch durch Schenkungszusammenhang belegtUnvollständiges Exemplar: Titelblatt fehlt.";2023-03-01;"Universitätsbibliothek Eichstätt-Ingolstadt
Am Hofgarten 1
85072 Eichstätt
https://www.ku.de/bibliothek
Dr. Heike Riedel-Bierschwale
ub-historische-bestaende@ku.de";https://www.lostart.de/de/Fund/612456;
Fundmeldung;Einzelobjekt;612457;"Abraham ben Elieser Kohen / Jakob Zebi ben Moses [Drucker:in]";Maḥzor;"[1735] [Erscheinungsdatum]";Buch;"04/1 Sulz 16";"Druckort und -jahr laut KolophonText in hebräischer Sprache und SchriftAufnahme erstellt anhand eines unvollständigen Exemplars: Titelblatt fehlt, deshalb Titel fingiertSeitenzahlen in hebräischer ZahlschriftDem Maḥzor ist die Schrift ""Orḥot ḥayim"" (4? Blätter) vorangestelltWeitere Informationen: Externer Link";"Aharon Wolf (1840-1896)Heinrich Meißner (1914-2001), Pfarrer in Sulzbürg 1944-1984Andreas Bauch (1908-1985)Verdacht auf NS-RaubgutEichstätt, Priesterseminar, erworben 1985 durch SchenkungProvenienz Meißner/Bauch durch Schenkungszusammenhang belegtUnvollständiges Exemplar: Titelblatt fehlt, Bl. 23-40 fehlen, mehrere Seiten unvollständig.";2023-03-01;"Universitätsbibliothek Eichstätt-Ingolstadt
Am Hofgarten 1
85072 Eichstätt
https://www.ku.de/bibliothek
Dr. Heike Riedel-Bierschwale
ub-historische-bestaende@ku.de";https://www.lostart.de/de/Fund/612457;
Fundmeldung;Einzelobjekt;612458;"Franḳfurṭer, Mosheh [Autor:in]
Zirndorfer, Isaak ben David [Herausgeber]
Ts[irn]d[orf] [Verlag]";"Sefer Menorat ha-maʾor";"1783 = 543 [jüd. Zeit] [Erscheinungsdatum]";Buch;"04/1 Sulz 19";"Vorlageform des Erscheinungsvermerks: bi-Fyorda bi-shenat El mul peneh ha-menorah yaʾiru shivʿat ha-nerot le-p.ḳ. be-vet u-vi-defu[s] ha-meshuba[ḥ] k.h.r.r. Itsaḳ ben k.h. Daṿid Ts[irn]d[orf] z.ts.[l.]Großes Moral- und Sittenbuch, zusammengestellt aus Aggādōt der Talmude und Midraschim, mit jüd-deutscher ÜbersetzungWeitere Informationen: Externer Link";"Lazarus Wertheimer (1794-1864), Sulzbürg 1817 und 1855 (hs. Eintrag)Heinrich Meißner (1914-2001), Pfarrer in Sulzbürg 1944-1984Andreas Bauch (1908-1985)Verdacht auf NS-RaubgutEichstätt, Priesterseminar, erworben 1985 durch SchenkungProvenienz Meißner/Bauch durch Schenkungszusammenhang belegtUnvollständiges Exemplar: Titelblatt und die ersten 5 Blätter fehlen; Inhaltsverzeichnis vorne statt hinten eingebunden.";2023-03-01;"Universitätsbibliothek Eichstätt-Ingolstadt
Am Hofgarten 1
85072 Eichstätt
https://www.ku.de/bibliothek
Dr. Heike Riedel-Bierschwale
ub-historische-bestaende@ku.de";https://www.lostart.de/de/Fund/612458;
