Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;572799;"Weiss, Johann Conrad [Künstler:in]";"Tower-shaped spicebox";"1700–50 [Datierung]";Behältnis;"B52.05.3973;124/226";"Object Name: SpiceboxSubject: Spice boxes";"Received through JCR (Jewish Cultural Reconstruction)";2018-01-10;"Israel Museum
POB 71117
9171002 Jerusalem
972-2-6708811
972-2-5631833
info@imj.org.il
Bareket Mann (Registrar)
bareket@imj.org.il";https://www.lostart.de/de/Fund/572799;
Fundmeldung;Einzelobjekt;521681;"Unbekannt [Künstler:in]";"Bildnis einer Dame";"1801/1815 [Datierung]";Gemälde;"FE 89";;"„Nach 1945 von Privat untergestellt, Besitzer unbekannt“";2014-09-26;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Fund/521681;
Fundmeldung;Einzelobjekt;219528;"Unbekannt (Holländisch / Delft) [Künstler:in]";"Wandteller mit stilisierten Blumen";"1701/1800 [Datierung]";"Kunsthandwerk / -gewerbe";mü2446/24;"Gerippter Rand, Mitte Staude mit Blüten.";"Zugang Februar 1943";2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/219528;
Fundmeldung;Einzelobjekt;407945;;"Tanzender Harlekin";"1750 (um) [Datierung]
1700/1799 [Zeitraum]";Kleinkunst;"Badisches Landesmuseum Karlsruhe, V 19396";;"Aus der Sammlung Dr. Ernst Gallinek, Baden-Baden; nach dessen Tod 1941 vom Staat angeeignet und an das Badische Landesmuseum Karlsruhe überwiesen.
Status
restituiert";2008-12-03;"Badisches Landesmuseum 
Karlsruhe
76131 Karlsruhe
(0721) 9266514/42
(0721) 9266537 und -6549
info@landesmuseum.de
http://www.landesmuseum.de
Prof. Dr. Eckart Köhne (Direktor)
+49 (0) 721 926 6501
direktion@landesmuseum.de";https://www.lostart.de/de/Fund/407945;
Fundmeldung;Einzelobjekt;584283;"Jessen, Carl Ludwig [Künstler:in]";"Bildnis eines jungen Mädchens";"1850 (um) [Datierung]";Zeichnung;15652;"Signatur rechts unten schräg, Ecken des Blattes abgeschnitten zu einem Achteck.";"Schenkung des Flensburger Journalisten Ernst Schröder, der es laut Brief vom 1.10.1939 „einem in Not befindlichen Menschen abgekauft“ habe.";2019-10-02;"Museumsberg Flensburg
Museumsberg 1
24937 Flensburg
(0461) 852956
(0461) 852993
museumsberg@flensburg.de
https://www.museumsberg-flensburg.de/de/";https://www.lostart.de/de/Fund/584283;
Suchmeldung;Einzelobjekt;522369;;"Gotische Münze";"300/501 [Datierung]";Münze;;"Prägung der Goten aus dem Schwarzmeergebiet nach dem Vorbild einer Kleinbronze Constantins I. aus Siscia, Av: BehelmteKopf nach rechts, Legende halbkorrekt, Rev: Zwei Victorien halten Schild über Altar, Legende: IILCTOHIHEL···LEMP·, unten CSIS. vgl. Cahn, Frankfurt, Versteigerungs-Katalog No. 60 (1928) Nr. 2339.";"Sammlung Victor und Leontine Goldschmidt/J.&E.-von-Portheim-Stiftung, Heidelberg. Erworben wahrscheinlich 1928 bei Adolph E. Cahn, Frankfurt. 1939 zwangsweise abgegeben, 1940 von der Reichsbank für ihr Geldmuseum in Berlin erworben. Dort 1945 verloren gegangen";2014-12-09;"Hauptstr. 235 (Palais Weimar)
69117 Heidelberg
+49 (0) 6221 22067
+49 (0) 6221 914370 
mail@vkm-vpst.de
http://www.voelkerkundemuseum-vpst.de/
Völkerkundemuseum der J. & E. von Portheim-Stiftung Heidelberg
mail@vkm-vpst.de";https://www.lostart.de/de/Verlust/522369;
Suchmeldung;Einzelobjekt;439733;"Unbekannt (Deutsch (Meißen)) [Künstler:in]";"Untersatz einer Bouillontasse";"1725 (um) [Datierung]";"Kunsthandwerk / -gewerbe";"572 (Wark)";"Marke blaue Schwerter über Glasur, Gold 8 (Bouillontasse); Marke große blaue Schwerter, Gold 8 (Untersatz). Die Bouillontasse hat zwei Henkel im chinesischen Stil und leicht gewölbten Deckel mit ähnlichem Griff. Ein goldenes Band umspannt die Basis. Zwei Reserven auf der Bouillontasse, eine in der Mitte des Untersatzes. Die Reserven sind polychrom mit exotischen Hafenszenen, türkischen Figuren und Palmen bemalt. Sie sind durch ein zartes eisenrotes, purpurnes und goldenes Ornament gerahmt, mit Feldern mit Böttger-Lüster. Der Deckel ist mit zwei ähnlichen Landschaftsvignetten bemalt. Die Kartusche auf dem Untersatz enthält eine monochrome Miniatur mit Chinoiserien im Innern eines Ornaments. Der Deckel und der Rand des Untersatzes ist mit goldenen Ornamentenbändern bemalt; Quelle: The Wark Collection. Early Meissen Porcelain. Jacksonville 1986. Katalognummer 572.";"Sammlung Feist (Untersatz),Schlossmuseum Berlin (Untersatz);Wark Collection (Untersatz)";2011-08-31;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/439733;
Fundmeldung;Einzelobjekt;577240;"Delalain [Verlag]";"Almanach des muses 1774 : ou choix des poesies fugitives";"1774 [Erscheinungsdatum]";Buch;"1.8° 548-1774";"1 Band";"ETG (Edith und Georg Tietz) - Berlin; Arisierung 1934, Emigration 1937, Enteignung 1942; via Reichstauschstelle in Stadtbibliothek Bautzen";2018-05-07;"Stadtbibliothek Bautzen
Schloßstraße 10
02625 Bautzen
03591 534-850
stadtbibliothek@bautzen.de
http://www.bautzen.de/stadtbibliothek.asp";https://www.lostart.de/de/Fund/577240;
Suchmeldung;Einzelobjekt;583014;"Unbekannt (Westanatolien) [Künstler:in]";Ushakteppich;"1525-1550 (ca.) [Datierung]";"Gebrauchs- / Raumtextilie";;"großer wollener Knüpfteppich, auf dunkelblauem Grund rote Medaillons und hellblaue Sterne im Rapport, der Grund mit einfarbiger gelber Ranke gemustert, rote Bordüre mit gegiebelter Arabeskenranke (Beschreibung siehe Katalog Graupe, 1935, Lot 684)1932 bis 1934 in der Islamischen Kunstabteilung des Kaiser Friedrich Museum Berlin als Leihgabe ausgestellt";"Alfred Cassirer, Berlin (bis 1932); Eva Cassirer, Berlin; als Teil eines Konvolutes als Leihgabe im Kaiser Friedrich Museum Berlin, Islamische Abteilung (bis 1934); 26. Januar 1935 Auktion bei Paul Graupe, Berlin, Lot 684; Heinrich Freiherr Thyssen-Bornemisza de Kászon et Impérfaly (in Villa Favoritta ganz sicher 1941) (gest. 1947); Privatsammlung im Erbgang; C. S., London; O. K., London; 24. April 1996 Versteigerung Sotheby’s, Lot 253; Belegenheitsort bekannt(Auskünfte zu Käufernamen können ggf. durch den Melder erteilt werden)";2019-05-03;"Olaf S. Ossmann (Rechtsanwalt)
office@ossmann.ch";https://www.lostart.de/de/Verlust/583014;"Graupe Aktion Katalog, Versteigerung 138, 26. Januar 1935, lot 684 (mit Abb.) (Datierung ins 17. Jh.); Feulner Adolf, Stiftung Sammlung Schloss Rohoncz, III Teil, Lugano, Casagnola, Villa Favoritta, 1941, Nr. 656, p. 192, pl. 88; Erdmann Kurt, Der Türkische Teppiche des 15. Jahrhundert, Istanbuk University, Istanbul, 1957; Erdmann Kurt, Die Geschichte des Frühen Türkische Teppichs, Oguz Press, London 1977; Erdmann Kurt, The History of the Early Turkish Carpet, translated by Robert Pinner, Oguz Press, London 1977, pl. 34; Katalog Sotheby´s London, 24 April 1996, lot 253 (with structure analysis)"
Suchmeldung;Einzelobjekt;297587;"Signac, Paul [Künstler:in]";"Le Havre / Hafeneinfahrt mit Segelbooten";;Aquarell;;"bez. rechts unten: P. Signac";"Sammlung Max Silberberg, Breslau; 12.10.1935 Auktion Paul Graupe, Berlin, Lot 130 (verkauft für 165 RM); Verbleib unbekannt";2004-01-19;"Dr. Monika Tatzkow (Wissenschaftlicher Dokumentationsdienst)
+49 (0) 30 64 128 13
tatzkow@t-online.de";https://www.lostart.de/de/Verlust/297587;"Paul Graupe, Handzeichnungen des 16. bis 20. Jahrhunderts, Gemälde, altes Kunstgewerbe: aus verschiedenem Privatbesitz, Berlin, 12. Oktober 1935 (Katalog Nr. 147)"
Suchmeldung;Einzelobjekt;415136;"Unbekannt (Französisch / Nordfrankreich) [Künstler:in]";Verdure;"1700 (um) [Datierung]";"Gebrauchs- / Raumtextilie";;"Große romantische Parklandschaft mit alten Bäumen, im Vordergrund blühende Sumpfgewächse. Links ein kämpfendes Hyänenpaar, auf einem Baum sitzend ein Sperber, rechts ein heranfliegender Bussard. Im Hintergrund Ausblick auf eine felsige Landschaft mit Wasserfall und zwei schloßartigen Gebäuden. Breite von dunkelbraunen Streifen eingefaßte Blumenbordüre.";"Sammlung Fritz Gugenheim, versteigert bei Harms, 19.8.1936 Nr. 109, Abbildung Versteigerungkatalog Tafel 2";2009-10-22;"von Trott zu Solz Lammek (Rechtsanwälte Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/415136;
Suchmeldung;Einzelobjekt;133010;"Rotari, Pietro Antonio (Conte) [Künstler:in]";"Ein Bischof";"1720/1762 [Datierung]";Malerei;"Gal.-Nr. 598";;"1765 im Bestand nachgewiesen.";2001-08-08;"Staatliche Kunstsammlungen Dresden 
Gemäldegalerie Alte Meister 
Zwinger
Theaterplatz 1
01067 Dresden
+49 (0)351 4914 6679
AlteMeister@skd.museum
https://www.skd.museum/ 
Direktion
+49 (0)351 4914 6679";https://www.lostart.de/de/Verlust/133010;"Riedel, Jean Antoine; Wenzel, Chrêtien Frederic: Catalogue des tableaux de la galerie electorale à Dresde; Dresden (Dresde); 1765Marx, Harald (Hrsg.). Gemäldegalerie Alte Meister Dresden. Illustriertes Gesamtverzeichnis Bd. II, Köln 2005, S. 758."
