Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;415967;;"Stehender Kuan-yin mit Flasche und Weidenzweig";"618/906 [Datierung]";"Plastik / Skulptur";;"Mit durchbrochenem Heiligenschein. Reste von Vergoldung und grüner Patina. T`ang.";"Zwangsversteigerung: Die Bestände der Firma Dr. Otto Burchard & Co., Berlin, in Liquidation, Auktionskatalog Paul Graupe, Berlin, Versteigerung 140, 22. und 23. März 1935, Losnummer 461.";2009-11-24;"Pierre-Yves Samson (Nachtragsliquidator)
liquidator@oppenheimer.legal";https://www.lostart.de/de/Verlust/415967;
Fundmeldung;Einzelobjekt;586069;"Smith, Adam [Autor:in]
Asher, Carl Wilhelm [Herausgeber]
J. Engelhorn [Verlag]";"Ueber die Quellen des Volkswohlstandes";"1861 [Erscheinungsdatum]";Buch;"43 A 672,2";"Bd. 2, Bibliotheksgut; ovaler Stempel ""Ex Bibl. Doris J. Klang""";"Verkäufer: Antiquariat Wolf, Schottenring 35, Wien, Zugangsnummer: 1943 nr. 1073, Zugangsdatum: 07.04.1943. Alfed Wolf erwarb nach dem ""Anschluss"" Österreichs in großem Ausmaß Bestände verfolgter Buchhändler. Ob dieses Buch aus einem solchen Warenlager stammt ist schwer nachzuvollziehen. Die in Wien lebende jüdische Familie Klang war Opfer der Verfolgung im Nationalsozialismus.
Status
restituiert";2020-03-10;"Badische Landesbibliothek
Erbprinzenstraße 15
76133 Karlsruhe
+49 721 175-2221
service@blb-karlsruhe.de
https://www.blb-karlsruhe.de/";https://www.lostart.de/de/Fund/586069;"Vgl. die Ergebnisse der 94. Beiratssitzung vom 18. Oktober 2019, Beschluß des österreichischen Kunstrückgabebeirats zu Dr. Heinrich Klang: Externer Link Literatur: Mentzel, Walter: Die „Antiquariats- und Exportbuchhandlung Alfred Wolf“ – ehemals Hans Peter Kraus und Leo Weiser. Die Geschichte eines Raubunternehmens, in: Dehnel, Regine (Hrsg.): NS-Raubgut in Museen, Bibliotheken und Archiven, Frankfurt, 2012, S. 441-453.Ders.: Wiener NS-Antiquariate und ihre Rolle im Bücherraub. Oder: Wie Antiquariate von der Judenverfolgung profitierten. Ein Forschungsbericht, in: Bauer, Bruno; Köstner-Pemsel, Christa und Stumpf, Markus (Hrsg.): NS-Provenienzforschung an österreichischen Bibliothe-ken, Wien, 2011, S. 65-82."
Suchmeldung;Einzelobjekt;518614;"Baum, Paul [Künstler:in]";"Toskanische Landschaft, auch Landschaft im pointilistischen Stil";;Malerei;"473 (Dresden 1929)
2 (BDA)";"Quelle: • Sächsischer Kunstverein (Hrsg.): Dresden. Ausstellung ""Neuere Kunstwerke aus Dresdner Privatbesitz"". Ausstellung vom 11.03. bis Mitte Mai 1929. Dresden 1929.• Michael Anton: Illegaler Kulturgüterverkehr. Berlin New York 2010. FN 137.• AT - BDA Wien, Mappe Sigmund Waldes, Karton 48/3. Abschrift. Verzeichnis der Bilder aus dem Besitze des Herrn Sigmund Waldes. (verblieben im September 1938 in [...] Dresden) (zusammengestellt im Juni 1952, daher notwendigerweise unvollständig) Maße schätzungsweise.";"Sammlung Sigmund Waldes, Dresden - 1929 - September 1938Verlust Dresden September 1938 (nach)";2014-04-28;"Rechtsanwälte Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/518614;
Suchmeldung;Einzelobjekt;566833;"Unbekannt [Künstler:in]";Lüster;;Beleuchtung;;"Lüster.Quelle: Das Heim des Komponisten Emmerich Kalman. Interieurs: Architekt Alexander Ferenczy. In: Moderne Welt. 23(1926)6.";"Sammlung Emmerich Kálmán, Wien - Paris, - 1942 (um) Beschlagnahme durch Einsatzstab Reichsleiter Rosenberg (ERR), Paris";2017-02-15;"Mondex Corporation
info@mondexcorp.com";https://www.lostart.de/de/Verlust/566833;
Suchmeldung;Einzelobjekt;427782;"Unbekannt (Deutsch (Augsburg)) [Künstler:in]";"Löwe als Trinkgefäß";"1601/1630 [Datierung]";Gefäß;"206 (Graupe)";"Dem steigenden Löwen dienen die Hinterbeine und der auf dem Boden liegende Schweif als Stütze. Um den abnehmbaren Kopf ein Halsband. Augsburg, Meisterzeichen BL (Balthasar Laubermann oder Bartholomäus Leitersdorfer), R3 474 b.Lit.: Paul Graupe: Die Sammlung Frau Emma Budge. Hamburg, Versteigerung am 27., 28. und 29.September 1937. Katalognummer 206; LAB, A Rep. 243-04 Nr. 28, Versteigerungsniederschrift vom 20.10.1937";"Sammlung Budge; Käufer 1937 (Graupe): A.32 Horstmann, 2500,-";2010-12-09;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/427782;
Suchmeldung;Einzelobjekt;304893;"Unbekannt (Chinesisch) [Künstler:in]";"Deckeldose in Form eines Bienenkorbs";"1500-1900 [Zeitraum]";Behältnis;225;"Deckeldose in Form eines Bienenkorbs, weißes Porzellan mit Blaumalerei";"bis 1942 Sammlung Max Rüdenberg, Hannover; am 1. Juli 1942 konfisziert und im Januar 1943 versteigert bei Urban in Hannover";2004-10-01;;https://www.lostart.de/de/Verlust/304893;
Fundmeldung;Einzelobjekt;595017;"Unbekannt (Deutschland ? / Germany ?) [Künstler:in]";"Dreiarmiger Wandleuchter";"1. Hälfte 17. Jh. [Datierung]";Beleuchtung;18/380;"Dreiarmiger Wandleuchter, ""Mariage"" aus Teilen des 17.-19. Jh.";"Um 1980 erworben von der Galerie Jan Dirven, Eindhoven";2021-03-11;"Städtische Museen Wetzlar
Kornblumengasse 1 
35578 Wetzlar
+49 644199-4131
museum@wetzlar.de
https://www.wetzlar.de/kultur/museen/sammlung-von-lemmers-danforth.php
Dr. Anja Eichler (Leiterin der Städtischen Sammlungen Wetzlar)
06441 99-4131
museum@wetzlar.de";https://www.lostart.de/de/Fund/595017;"Weltkunst 3 (1980), S. 225; Wolfram Koeppe, Die Lemmers-Danforth-Sammlung Wetzlar, Heidelberg 1992, S. 418."
Suchmeldung;Einzelobjekt;461423;"Rousseau, Théodore [Künstler:in]";"Felsküste in der Bretagne";;Aquarell;;;"Sammlung Dr. Michael Berolzheimer; Garmisch-Partenkirchen; 1939 Auktion Adolf Weinmüller, München";2013-01-09;"HCPO (Holocaust Claims Processing Office)
claimsques@dfs.ny.gov";https://www.lostart.de/de/Verlust/461423;
Suchmeldung;Einzelobjekt;113017;"Caliari, Paolo (Veronese) [Künstler:in]";"Minerva und Mars";"1585 (um) [Datierung]";Gemälde;309;"Tafelmalerei: Bild: die Geschichte der Minerva (Pallas, Athene) & Lanze (Attribute Minervas) & die Geschichte des Mars (Ares) & Rüstung (Attribute des Mars) & Helm (Attribute des Mars) & Amoretten, Putten; amores, amoretti, putti & Krebs (Tierkreiszeichen des Juni); Minerva & Lanze & Mars & Rüstung & Helm & Amorette & Krebs (Tierkreiszeichen)";"(frühere) Verwaltung: Berlin; (öffentliche) Sammlung; Staatliche Museen; Gemäldegalerie; Inv. Nr. 309; Zugangsart: Ankauf; Zugangsdatum: 1842; Auslagerungsort: Berlin; Friedrichshain; Flakturm Friedrichshain; Besitzzeit: bis 1945; Zugangsart: Auslagerung; Zugangsdatum: 1941/1942; Vorbesitzer: Brescia; (private) Sammlung: Lechi, Luigi (Graf); Besitzzeit: bis 1842 [Erworben 1842 aus der Sammlung des Grafen Lecchi, Brescia";2001-08-08;"Stiftung Preußischer Kulturbesitz
Staatliche Museen zu Berlin
Gemäldegalerie 
Matthäikirchplatz
10785 Berlin
+49 (0) 30 266 42 4001
+49 (0) 30 266 42 4003
gg@smb.spk-berlin.de
http://www.smb.spk-berlin.de
Dr. Neville Rowley (Kurator für italienische Kunst vor 1500)
+49 (0) 30 266 42 4006
n.rowley@smb.spk-berlin.de";https://www.lostart.de/de/Verlust/113017;"Beschreibendes Verzeichnis der Gemälde im Kaiser-Friedrich-Museum und Deutschen Museum; 9. Auflage; Berlin; 1931 S. 508"
Suchmeldung;Einzelobjekt;309276;"Lange, Gustav [Künstler:in]";Schneelandschaft;;Malerei;;;"Dr. Max Stern, Düsseldorf; 13.11.1937 Kunsthaus Lempertz, Köln, Auktion 392";2005-07-07;;https://www.lostart.de/de/Verlust/309276;
