Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;276908;"Ludwig, Carl Julius Emil [Künstler:in]";"Hohenzollern. Frühlingsmorgen";"1897 (um) [Datierung]";Malerei;;"Die in den Suchmeldungen angegebene Inventarnummer (Handschriftliches Verzeichnis) könnte sich rückseitig auf den Gemälden/Grafiken befinden.";"erworben 1897 auf der Großen Berliner Kunstausstellung";2003-04-04;"Kunstsammlung Neubrandenburg
17033 Neubrandenburg
(0395) 5551290
(0395) 5551299
kunstsammlung@neubrandenburg.de
http://www.kunstsammlung-neubrandenburg.de
Frau Dr. Elke Pretzel (wiss. Mitarbeiterin)
(0395) 5551292
Frau Dr. Merete Cobarg (Direktorin)";https://www.lostart.de/de/Verlust/276908;
Suchmeldung;Einzelobjekt;126033;"Santvoort, Pieter Dircksz. [Künstler:in]";"Landschaft mit Fichten auf einer Felshöhe links";;Zeichnung;1772;;;2001-08-08;"Kunsthalle Bremen
28195 Bremen
+49 (0) 421 32908 47
office@kunsthalle-bremen.de
http://www.kunsthalle-bremen.de
Dr. Christoph Grunenberg (Direktor)
+49 (0)421 32908 200
grunenberg@kunsthalle-bremen.de
Dr. Dorothee Hansen (Kustodin Alte Meister)
+49 (0)421 32908 260
hansen@kunsthalle-bremen.de
Dr. Maria Aresin (Kustodin Kupferstichkabinett)
+49 (0)421 32908 261
aresin@kunsthalle-bremen.de";https://www.lostart.de/de/Verlust/126033;
Fundmeldung;Einzelobjekt;482046;"Storm, Theodor [Autor:in]
Deutsche Buchgemeinschaft [Verlag]";"Ausgewählte Novellen";"1925 [Dokumentdatum]";Buch;"G 41.938";;"NS-Raubgut 1.) Geschenk der Stadt Speyer an die Saarpfälzische Landesbibliothek 1941 im Zuge der Deportation der saarpfälzischen Juden am 22.10.1940 nach Gurs (Frankreich) 2.) Autogramm ""Reinhold Herz Speyer Rhein"": Herz, Reinhold, geb. am 20.5.1913 in Speyer; 1938 Emigration nach New York; gest. am 5.8.1980";2014-02-12;"Pfälzische Landesbibliothek
Otto-Mayer-Str. 9
67346 Speyer
+49 (0)6232 9006 - 224
 Info.PLB@lbz.rlp.de
http://www.lbz.rlp.de
Dr. Armin Schlechter (Sachgebietsleiter Handschriften / Altes Buch)
Armin.Schlechter@lbz.rlp.de";https://www.lostart.de/de/Fund/482046;
Fundmeldung;Einzelobjekt;578227;"Eigel [Künstler:in]";Kerzenleuchter;"1801/1825 [Datierung]";Beleuchtung;40/51.1;"Befund: Auf der Oberseite der Fußplatte: Meisterzeichen 'EIGEL (?) in Querrechteck'; Beschauzeichen 'Türme (?) in Querrechteck'; Monogramm ""JR"" (ligiert, kursiv) in Punktpunzierung. Auf der Unterseite der Fußplatte: handschriftlich mit roter Farbe ""40/51A"" (Inv.-Nr. des Bayerischen Nationalmuseums)./A.G., 2018Weitere Informationen: Externer Link";"Ankauf (nach Zwangsablieferung von Silber: zusammen mit BNM Inv.-Nr. 40/51.2)1940 Ankauf durch das Bayerische Nationalmuseum vom Städtischen Leihamt München. 1961 Abgabe vom Bayerischen Nationalmuseum an die Finanzmittelstelle München des Landes Bayern (als Vertretung des Landes Bayern in Rückerstattungssachen) zur Restitution an anspruchsberechtigte Personen. 1969 Rückgabe an das Bayerische Nationalmuseum durch die Bezirksfinanzdirektion München, da keine anspruchsberechtigte(n) Person(en) ermittelt bzw. keine Ansprüche geltend gemacht werden konnte(n). 1969 nicht neu inventarisiert: 40/51.1.Provenienzforschung: 1939 von Elise Maison, verw. Born, geb. Nathan (1854 Berlin - 1942 München), als Zwangsablieferung von Edelmetall (Silber) gemäß der ""Dritten Anordnung auf Grund der Verordnung über die Anmeldung des Vermögens von Juden"" vom 21.02.1939 - zusammen mit BNM Inv.-Nr. 40/51.2 - an das Städtische Leihamt München: A[nkaufs]V[erzeichnis] 1777 = Nr. 1530 Nummer Ankaufsstelle des Städtischen Leihamts München (""Verkauf von Kunst- und Seltenheitswerten an das Bay[erische] Nationalmuseum München, aus dem Bestand von j[üdischen] Silber-Gegenständen"", vom 23.05.1940; BNM-Dok. 200). 1940 Ankauf durch das Bayerische Nationalmuseum vom Städtischen Leihamt München (Silberverwertungsstelle: AV 1777/Nr. 1530) für RM 13,00.- (Silber: 130,0 g). Vorprovenienz unbekannt./A.G., 2018Memorial: Elise Maison, verw. Born, geb. Nathan (*Berlin 03.05.1854), verstarb (mit unbekannter Todesursache) am 04.06.1942 in München. [in: ""Biographisches Gedenkbuch der Münchner Juden 1933-1945""]./A.G., 2019";2018-07-30;"Bayerisches Nationalmuseum
München
Prinzregentenstraße 3
80538 München
+45 (0)89 211 24-01 
bay.nationalmuseum@bnm.mwn.de
http://www.bayerisches-nationalmuseum.de/
Dr. Matthias Weniger (Beauftragter für Provenienzforschung)
+49 (0)89 211 24-246
provenienzforschung@bnm.mwn.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Fund/578227;
Suchmeldung;Einzelobjekt;125457;"Rijn, Rembrandt Harmensz. van [Künstler:in]";"Studienblatt einer Frau und fünf Kindern";;Zeichnung;24/107;;"F. Lugt (L. 1028)";2001-08-08;"Kunsthalle Bremen
28195 Bremen
+49 (0) 421 32908 47
office@kunsthalle-bremen.de
http://www.kunsthalle-bremen.de
Dr. Christoph Grunenberg (Direktor)
+49 (0)421 32908 200
grunenberg@kunsthalle-bremen.de
Dr. Dorothee Hansen (Kustodin Alte Meister)
+49 (0)421 32908 260
hansen@kunsthalle-bremen.de
Dr. Maria Aresin (Kustodin Kupferstichkabinett)
+49 (0)421 32908 261
aresin@kunsthalle-bremen.de";https://www.lostart.de/de/Verlust/125457;
Fundmeldung;Einzelobjekt;586543;"Suetin, Nikolaj Michajlovič [Künstler:in]";"Ohne Titel (schwarze und gelbe Flächen vor weißem Grund)";"1920 (um) [Datierung]";Gemälde;8962;"schwarze und gelbe Flächen vor weißem Grund; verso: keine Hinweise auf Provenienzen";"1974, Galerie Gmurzynska, Köln, (Ausst. „Von der Fläche zum Raum. Russland 1916-1924“, 18. September – Ende November 1974, Nr. 87); 1975, Erwerb durch das Städtische Museum Mönchengladbach von der Galerie Gmurzynska, Köln";2020-03-23;"Städtisches Museum Abteiberg 
Abteistraße 27 / Johannes-Cladders-Platz
41061 Mönchengladbach
+49-(0)2161-252637
+49-(0)2161-252659
http://www.museum-abteiberg.de";https://www.lostart.de/de/Fund/586543;
Suchmeldung;Einzelobjekt;55264;"Ströhling, Eduard [Künstler:in]";"Königin Luise als Hebe, im Hintergrund das Brandenburger Tor";"1802 [Datierung]";Malerei;"GK I 8380";;"Schloß Königsberg (KÖ-SCHL)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/55264;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 479"
Suchmeldung;Einzelobjekt;124449;"Coecke van Aelst, Pieter (d. Ä.) [Künstler:in]";"Juda und Thamar";;Zeichnung;37/199;;"J. F. Lahmann (L. 1656c)";2001-08-08;"Kunsthalle Bremen
28195 Bremen
+49 (0) 421 32908 47
office@kunsthalle-bremen.de
http://www.kunsthalle-bremen.de
Dr. Christoph Grunenberg (Direktor)
+49 (0)421 32908 200
grunenberg@kunsthalle-bremen.de
Dr. Dorothee Hansen (Kustodin Alte Meister)
+49 (0)421 32908 260
hansen@kunsthalle-bremen.de
Dr. Maria Aresin (Kustodin Kupferstichkabinett)
+49 (0)421 32908 261
aresin@kunsthalle-bremen.de";https://www.lostart.de/de/Verlust/124449;"Baldin, Viktor: Liste der Kunstwerke aus dem Besitz der Kunsthalle Bremen, die der Autor nach dem Krieg nach Moskau brachte; Manuskript (maschinenschriftlich ?) in der Kunsthalle Bremen; ca. 1989 Nr. 358/96."
Fundmeldung;Einzelobjekt;586463;"Kamensky, Wasily Wasiliewitsch [Künstler:in]";Mausefalle;"1915 [Datierung]";"Plastik / Skulptur";9420;"Holzrelief mit Mausefalle; Weißer Klebezettel mit roter Schrift ""26682""; Eingeritzt Nr. ""1923(?)""";"1915, Künstlerischer Salon von Michailow, Moskau, ""Malerei-Ausstellung"" 1977-1978, Galerie Gmurzynska, Köln, (Ausst. „Die Kunstismen in Rußland 1907-1930“, 11.5. – Ende Juni 1977);1978 Erwerb durch das Städtische Museum Mönchengladbach von der Galerie Gmurzynska, Köln.";2020-03-23;"Städtisches Museum Abteiberg 
Abteistraße 27 / Johannes-Cladders-Platz
41061 Mönchengladbach
+49-(0)2161-252637
+49-(0)2161-252659
http://www.museum-abteiberg.de";https://www.lostart.de/de/Fund/586463;"Johannes Cladders, Neuerwerbungen der Kunstmuseen in Nordrhein-Westfalen 1979, Städtisches Museum Mönchengladbach, in: Wallraf-Richartz-Jahrbuch, Bd. XLI, Köln 1980, Abb. S. 311;Katalog „Bestand I“, hrsg. vom Städtischen Museum Mönchengladbach, Mönchengladbach 1981, S. 59, Abb. S. 214;Bestandskatalog „Kunst der ersten Jahrhunderthälfte 1900 bis 1960“, hrsg. vom Städtischen Museum Abteiberg Mönchengladbach, Mönchengladbach 1990, S. 160 – 162, Abb. S. 161; Ausst. Kat. „Die Kunstismen in Rußland 1907 – 1930“, Galerie Gmurzynska, Köln, 11. Mai bis Ende Juni 1977, S. 76-77, Kat. Nr. 43."
Fundmeldung;Einzelobjekt;220021;"Stuck, Franz von [Künstler:in]";"Brustbild der Frau des Malers";;Malerei;mü45069;"Signatur: FRANZ/VON/STUCK; Nach rechts, den Kopf aus dem Bild gedreht.";"Erwerbung aus deutschem Privatbesitz von Galerie Almas, München; vor Juli 1938 in Reichsbesitz";2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/220021;
