Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;311355;"Lessing, Otto [Künstler:in]";"Porträtbüste des Akademiepräsidenten Johannes Otzen";"1807/1808 [Datierung]";"Plastik / Skulptur";;"Alte Inv.Nr. B 267";;2005-11-02;"Akademie der Künste
Kunstsammlung
Luisenstraße 60
10117 Berlin
(030) 200 57 4030 
(030) 200 57 4033
kunstsammlung@adk.de
http://www.adk.de
Doris Kachel (Provenienzforschung)
+49(0)30 200 57- 40 36
kachel@adk.de";https://www.lostart.de/de/Verlust/311355;
Fundmeldung;Einzelobjekt;417855;;Büste;"699 (ante)/299 [Zeitraum]
150/100 (v.Chr.) [Datierung]";"Plastik / Skulptur";;"Frauenbüste ohne Sockel aus Marmor; römisch; Eine von 13 vorwiegend fragmentarisch erhaltene Plastiken unterschiedlicher Größe, Gestalt und unterschiedlichen Materials; Aus einem Sammlungsbestand von insgesamt 34 zumeist archäologischen Objekten in Privatbesitz; Fotos vorhanden, Einsichtnahme in der Stiftung Deutsches Zentrum Kulturgutverluste möglich (Objekt-Nr. 27)";"Cassino, 1944 (nach)Die 34 archäologischen Objekte wurden vermutlich nach der Schlacht von Monta Cassino (Januar bis Mai 1944) von Italien nach Berlin verbracht.";2010-07-14;;https://www.lostart.de/de/Fund/417855;"Notizie degli scavi di antichita: comunicate alla Accademia dal Ministero per i Beni Culturali e Ambientale / Accademia Nationale dei Lincei -Roma-, Roma: 1938; Abb. Taf. XIX, 9"
Suchmeldung;Einzelobjekt;405297;"Deutsch (Sachsen) [Künstler:in]";Reichsadlerhumpen;"1606 [Datierung]";Gefäß;;"Glas (farblos) & bemalt (Emailfarbe). Auf der Wandung der Doppeladler mit den Quartenionenwappen auf den Flügeln, darüber die Inschrift: ""Das Heilige Römische Reich mit sampt (!) Seinen Gliedern. 1606. Gott mein Trost."" Am Lippenrand Borte aus blauen, weissen und grünen Punkten und Resten von Gold. Sachsen.";"Olga von Wassermann, Berlin; 6.12.-7.12.1937 Auktion Lange, Berlin, Kat.Nr. 348; Broo";2008-08-05;"Von Trott zu Solz - Lammek (Rechtsanwälte)
+49 (0)30 59 00 330 - 22
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/405297;
Suchmeldung;Einzelobjekt;314553;"Chodowiecki, Daniel Nicolaus [Künstler:in]";Mäßigung;"1780/1782 (um) [Datierung]";Zeichnung;;"Vierzig Entwürfe zum bauplastischen Figurenprogramm am Französischen Dom zu Berlin; Alte Inv.Nr. 856/1934; Blatt 1-38 derzeit in Berliner Privatbesitz; Blatt 18-26 Entwürfe für Tugendalleegorien als Giebelfiguren: neun Figuren geplant; Blatt 25-26 Entwürfe für die Südseite: drei Figuren geplant; Blatt 26 Bez.: La tempérance";"2013 Rückgewinnung für die Kunstsammlung der Akademie der Künste
Status
restituiert";2006-06-14;"Akademie der Künste
Kunstsammlung
Luisenstraße 60
10117 Berlin
(030) 200 57 4030 
(030) 200 57 4033
kunstsammlung@adk.de
http://www.adk.de
Doris Kachel (Provenienzforschung)
+49(0)30 200 57- 40 36
kachel@adk.de";https://www.lostart.de/de/Verlust/314553;
Suchmeldung;Einzelobjekt;583145;"Unbekannt [Künstler:in]";Golddose;"1785/1800 [Datierung]";Behältnis;;"Miniatur-Dose mit Klappdeckel; Goldemaildose, kreisrund; schwarz, weiß und türkisblaue Streifen; auf dem abnehmbaren Deckel ein an einer Quelle sitzendes junges Mädchen unter einem Rosenstrauch, von dem in Wolken schwebende Putten Rosen abpflücken; der Grund, der durch den in transluzidem Email gemalten Himmel scheint, ist guillochiert; Pächterstempel des J. Alaterre (R3 6524) (?) und ungedeutete Meistermarke4/7 aus Konvolut Golddosen";"Heinrich Ueberall, Berlin (1939 im KZ Sachsenhausen ermordet); ca. Ende 1920/30er Jahre als Kreditsicherung an die Dresdner Bank; 1935 Kaufvertrag zwischen der Dresdner Bank und dem Land Preußen, Staatlichen Museen zu Berlin, Schlossmuseum Inv.Nr. 35/166-172); Juni 1937 Auktion Julius Böhler, Los 308; Verbleib unbekannt";2019-06-05;"Dr. phil. Irena Strelow, M.A. (Provenienz-Recherchen / Historische Forschungen)
+49 (0) 30 95 60 70 80
kontakt@irena-strelow.de";https://www.lostart.de/de/Verlust/583145;"Versteigerungskatalog Julius Böhler, München, Kunstwerke aus dem Besitz der Staatlichen Museen Berlin (Ausstellung vom 12. bis 17. April 1937 und 19. bis 31. Mai 1937); Versteigerung am 1. und 2. Juni 1937, Los 308, Tafel 20"
Suchmeldung;Einzelobjekt;51932;"Begas, Karl [Künstler:in]";"Hiob, von seinen Freunden beklagt";"1817 [Datierung]";Malerei;"GK I 1633";;"Schloss Königsberg (KÖ-SCHL)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/51932;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 76"
Suchmeldung;Einzelobjekt;571668;;"Runder Klapptisch";"1750 (um) [Datierung]";Möbel;;"geschnitzt. Dreifüßiges Gestell mit reich ornamentierten Kugelkrallenfüßen und Baluster mit Kanneluren und Akanthusblättern. Die umlegbare Platte, achteckig, mit konturiertem, geschnitztem Rahmen. Englisch, um 1750 in der Art des Thomas Chippendale. Literatur: Auktionskatalog Hans W. Lange, Wertvolles Kunstgewerbe, Berlin, 19.-21. Mai 1941, S. 28. Nr. 93,Taf. 9 (DOI: Externer Link)";"Sammlung Dr. Wilhelm Dosquet, Berlin, Auktion Hans. W. Lange, Berlin, Mai 1941";2017-11-15;"Dr. Sibylle Ehringhaus
ehringhaus@revidet.de";https://www.lostart.de/de/Verlust/571668;
Suchmeldung;Einzelobjekt;237267;"Pot, Hendrik Gerritsz. [Künstler:in]";"Bildnis eines jungen Mannes";;Malerei;142;"Three quarter length portrait of a man with short wavy hair and a moustache, wearing a black suit with a white collar. Painted in oval.";;2001-08-08;"Tereshchenkivs'ka St. 15-17 (вул. Терещенківська 15/17)
01004 Kiew
+38 (044) 234 35 76
khanenkomuseum@ukr.net
http://www.khanenkomuseum.kiev.ua
Vira I. Vinogradova (Віра Іллівна Виноградова) (Generaldirektorin (Генеральний директор))
+38 (044) 234-35-76
museumkhanenko@gmail.com
Yelena Zhyvkova (Head of Department - European Painting)
+38 (044) 234 35 76
zhivkova@yandex.ru";https://www.lostart.de/de/Verlust/237267;
Fundmeldung;Einzelobjekt;578216;"Schwestermüller, Daniel [Künstler:in]";Becher;"1695-1699 [Datierung]";Gefäß;40/20;"Befund: Auf der Unterseite des Bodens: Meisterzeichen 'DS in Queroval', für Daniel Schwestermüller (Meister um 1673, gest. 1695); Beschauzeichen 'Pyr', für Augsburg, 1697-1699, da der Goldschmied Daniel Schwestermüller aber bereits 1695 verstirbt, muss die Punze des Beschauzeichens bereits 1695 benutzt worden sein; Tremolierstich; handschriftlich mit roter Farbe ""40/20"" (Inv.-Nr. des Bayerischen Nationalmuseums). Auf der Innenseite der Wandung am oberen Rand: auf einem querrechteckigen Papierzettel mit dreifacher blauer Umrahmung handschriftlich mit roter Farbe ""x/2044"": ""2044"" = Nummer der Ankaufsstelle des Städtischen Leihamts München (""Verkauf von Kunst- und Seltenheitswerten an das Bay[erische] Nationalmuseum München, aus dem Bestand von j[üdischen] Silber-Gegenständen"", vom 23.05.1940; BNM-Dok. 200: vgl. BNM Inv.-Nrn. 39/196, 39/202, 39/210, 39/212-213, 39/219, 40/12, 40/16, 40/19, 40/24, 40/53, 40/58, 40/65, 40/77-78, 40/81, 40/88, 64/37)./A.G., 2018Weitere Informationen: Externer Link";"Ankauf (nach Zwangsablieferung von Silber: zusammen mit BNM Inv.-Nrn. 40/17, 40/46, 64/30.1-2, 64/31)1940 Ankauf durch das Bayerische Nationalmuseum vom Städtischen Leihamt München. 1961 Abgabe vom Bayerischen Nationalmuseum an die Finanzmittelstelle München des Landes Bayern (als Vertretung des Landes Bayern in Rückerstattungssachen) zur Restitution an anspruchsberechtigte Personen. 1969 Rückgabe an das Bayerische Nationalmuseum durch die Bezirksfinanzdirektion München, da keine anspruchsberechtigte(n) Person(en) ermittelt bzw. keine Ansprüche geltend gemacht werden konnte(n). 1969 nicht neu inventarisiert: 40/20.Provenienzforschung: 1939 von den Geschwistern Klärchen (1886 München - 1941 Kaunas), Norbert (1884 München - 1941 Kaunas), Otto (1883 München - 1941 Kaunas), Siegfried (1873 München - 1942 Theresienstadt) und Thekla Götz (1889 München - 1941 Kaunas) als Zwangsablieferung von Edelmetall (Silber) gemäß der ""Dritten Anordnung auf Grund der Verordnung über die Anmeldung des Vermögens von Juden"" vom 21.02.1939 - zusammen mit BNM Inv.-Nrn. 40/17, 40/46, 64/30.1-2, 64/31 - an das Städtische Leihamt München: A[nkaufs]V[erzeichnis] 2102 = Nr. 2044 der Ankaufsstelle des Städtischen Leihamts München (""Verkauf von Kunst- und Seltenheitswerten an das Bay[erische] Nationalmuseum München, aus dem Bestand von j[üdischen] Silber-Gegenständen"", vom 23.05.1940; BNM-Dok. 200). 1940 Ankauf durch das Bayerische Nationalmuseum vom Städtischen Leihamt München (Silberverwertungsstelle: AV 2102/Nr. 2044) für RM 28,00.- (Silber: 140,0 g). Vorprovenienz unbekannt./A.G., 2018Memorial: Die Geschwister Klärchen (*München 03.03.1886), Norbert (*München 08.04.1884), Otto (*München 17.01.1883) und Thekla Götz (*München 09.01.1889) wurden am 20.11.1941 nach Kaunas deportiert und dort am 25.11.1941 im Fort IX ermordet. Ihr Bruder Siegfried Götz (*München 10.04.1873) wurde am 23.06.1942 in das Konzentrationslager Theresienstadt deportiert und dort am 30.08.1942 ermordet; ihre Stiefschwester Sophie Kohnstamm, geb. Götz (*München 22.04.1880), und deren Ehemann Moritz Kohnstamm (*Aschaffenburg 07.11.1875) wurden am 01.07.1942 in das Konzentrationslager Theresienstadt deportiert und dort am 19.05.1944 ermordet; ihre Mutter Regina Götz, geb. Heymann (*Steinhard 09.11.1854), verstarb (mit unbekannter Todesursache) am 17.01.1939 in München. [in: ""Biographisches Gedenkbuch der Münchner Juden 1933-1945""]./A.G., 2019";2018-07-30;"Bayerisches Nationalmuseum
München
Prinzregentenstraße 3
80538 München
+45 (0)89 211 24-01 
bay.nationalmuseum@bnm.mwn.de
http://www.bayerisches-nationalmuseum.de/
Dr. Matthias Weniger (Beauftragter für Provenienzforschung)
+49 (0)89 211 24-246
provenienzforschung@bnm.mwn.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Fund/578216;
Fundmeldung;Einzelobjekt;579238;"Richter, Ludwig (1803) [Künstler:in]";"Aus ""Jungfriedel""";;Druckgrafik;"A ohne Inv.-Linz-X-44159";"Buchdruck nach Holzschnitt (gebundene monatliche Zeitschrift)";"Besitz B 3 (165) bei C.G. Boerner, Leipzig, Auktion 207, 30. März bis 1. April 1943, Nr. 979; ""Sonderauftrag Linz"".";2018-09-10;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Fund/579238;
