Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;579281;"Unbekannt (Deutsch) [Künstler:in]";"Häuschen am Ufer der Elbe, stromab";"1801/1899 [Datierung]";Zeichnung;"C 1944-375";;"unbekannte Herkunft, vermutlich erworben für den Sonderauftrag Linz";2018-09-10;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Fund/579281;
Suchmeldung;Einzelobjekt;427636;"Unbekannt (Französisch) [Künstler:in]";"Große Kommode";"1720/1730 (um) [Datierung]";Möbel;"167 (Lange)";"Aus Nußholz in bauchiger Form mit drei Schubladen. Palisander- und Rosenholz markettiert. Reiche Bronzebeschläge. Rot-weiße Marmorplatte.Lit.: Hans W. Lange: Verschiedener Deutscher Kunstbesitz. Gemälde alter und neuer Meister (zum größten Teil aus Sammlung Budge †, Hamburg). Versteigerung am 6. und 7. Dezember 1937, Katalognummer 167; LAB, A Rep. 243-04 Nr. 28, Versteigerungsniederschrift verschiedener Beitraggeber vom 06./07.Dezember 1937";"Sammlung Budge; Käufer 1937 (Lange): Modschiedler (!), 1350,-";2010-12-06;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/427636;
Suchmeldung;Einzelobjekt;306023;"Menzel, Adolph [Künstler:in]";"Kopf eines bärtigen Mannes nach rechts";"1861 [Datierung]";Gemälde;;"bez. Ad. Menzel 28. Nov.61";"Emilie Krigar-Menzel, Berlin; Adolf Bensinger, Mannheim (spätestens ab 1916); 28.07.1939- 22.02.1940 Nachlass Adolf Bensinger; 22.02.1940 Nachlass-Versteigerung Bensinger durch Kunst- und Versteigerungshaus Dr. Fritz Nagel, Mannheim, Nr. 49; Erben Bensinger, Berlin; 1942 Zwangsabgabe an das Amt Abwehr des Oberkommandos der Wehrmacht, Berlin; [...]; Privatbesitz; 09.10.1997 Christie’s London, Nr. 51; Privatbesitz; 2011 gütliche Einigung
Status
gütliche Einigung";2005-02-23;"Dr. Monika Tatzkow (Wissenschaftlicher Dokumentationsdienst)
+49 (0) 30 64 128 13
tatzkow@t-online.de";https://www.lostart.de/de/Verlust/306023;"Hugo von Tschudi, Adolph Menzel, Abbildungen seiner Gemälde und Studien, München 1905, Nr. 405; Kunst- und Versteigerungshaus Dr. Fritz Nagel, Mannheim: Nachlass-Versteigerung der Gemäldesammlung sowie Einrichtung Kommerzienrat Adolf Israel Bensinger, 22.02.1940; Monika Tatzkow: ""Praktisch zertrümmert"". Die Kunstsammlung Adolf Bensinger, Mannheim, in: Christiane Fritsche, Johannes Paulmann (Hg.), „Arisierung “ und „Wiedergutmachung“ in deutschen Städten, Köln / Weimar / Wien 2014, S. 261-284"
Fundmeldung;Einzelobjekt;279609;"Bonifazio Veronese ((Nachfolger / school)) [Künstler:in]";"Maria mit Kind";"1300-1950 [Zeitraum]
1500/1520 [Datierung]";Gemälde;;"Maria, Jesusknabe und Johannes der Täufer (Mary, Jesus, John the Baptist, religion); auf der Rückseite Bezeichnung auf einem Stück Leinwand (on reverse marking on piece of canvas): ""Gianbellino""";"Urho Toivola: ?-1960; Rakel I. Toivola: 1960-1990; im Besitz eines finnischen Museums (Museum, Finland): 1990-";2003-05-09;"Hakkarainen, Maarit (Projektleiterin)
Tiina Koivulahti, Ph.Lic. (Projektleiterin)
tiina.e.koivulahti@gmail.com";https://www.lostart.de/de/Fund/279609;
Fundmeldung;Einzelobjekt;520874;"Calwer, Richard [Autor:in]
A. Günther [Verlag]";"Das kommunistische Manifest und Die heutige Sozialdemokratie";"1894 [Erscheinungsdatum]";Buch;o.Nr.;;unbekannt;2014-08-11;"Provenienzforschung, Hausarchiv, Bibliothek Potsdam-Museum - Forum für Kunst und Geschichte
Am Alten Markt 9
14467 Potsdam
+49(0)331 - 289 6821
+49(0)331 - 289 6808
museum-geschichte@rathaus.potsdam.de
http://www.potsdam.de/potsdam-museum";https://www.lostart.de/de/Fund/520874;
Suchmeldung;Einzelobjekt;585237;"Orley, Bernaert van [Künstler:in]";"Hl. Maagd met kind / Madonna mit dem Kind";;Gemälde;"Goudstikker Inventory no. 1584";"Auf der Rückseite Aufkleber mit Inventarnummer und Siegel.";"Mr. S.A. (possibly the art dealer S. Alberge, The Hague), sold to Jacques Goudstikker, Amsterdam, before November 1924; looted by the Nazis, Amsterdam, July 1940; Hermann Göring; Alois Miedl, Amsterdam; sale Hans W. Lange, Berlin, December 3-4, 1940, no. 141, as follower of Barend van Orley, sold for RM 2.000,--; Verbleib unbekannt / whereabouts unknown";2020-01-17;"Dr. Ewald Volhard (Ansprechpartner für Rückfragen in Deutschland) (Wantuch Thole Volhard Rechtsanwälte GbR)
+49 (0) 171 227 8411
volhard@wtv-art.com
Yaél M. Weitz (Ansprechpartnerin für Rückfragen weltweit ausgenommen Deutschland) (Freedman Normand Friedland LLP)
+1 646 974 0816
yweitz@fnf.law";https://www.lostart.de/de/Verlust/585237;"Archive / Archives: NL - Stadsarchief Amsterdam, Collection 1341, File 38: (= ""Blackbook""), p. 164; NL - Kunsthandel Pieter de Boer, Amsterdam, Archief Beelddocumentatie; NL - Rijksbureau voor Kunsthistorische Dokumentatie, Den Haag, RKD Beelddocumentatie; Ausstellungen / Exhibitions: Catalogue de la Collection Goudstikker d'Amsterdam. Exposée dans les locaux de la Schilderkundig Genootschap ""Pulchri Studio"". Lange Voorhout 15, La Haye. Novembre 1924, Catalogue no. 28, no. 89, no ill., as follower of Barend van Orley; Literatur / Literature: Weltkunst Verlag, Auktionsergebnisse vom 1. Juli 1940 bis 30. Juni 1941, Berlin, Paris, 1943."
Fundmeldung;Einzelobjekt;219923;"Schuster, Ludwig Albrecht [Künstler:in]";"Zwei friederizianische Soldaten";;Zeichnung;mü44790/15;"Mitte friderizianischer Soldat mit erhobenem Gewehr, links nach links schreitender Soldat, linke Seite fehlt (Auf der Rückseite: ""Studienkopf"" und ""Schuster"");Sujet Studie";"1943 aus dem Nachlaß von Dr. Hans Posse vom Deutschen Reich erworben";2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/219923;
Fundmeldung;Einzelobjekt;573360;;"The upper part of a spicebox";"1867–72 [Datierung]";Behältnis;"B50.02.0638;124/381";"Object Name: Spice box (part of)Subject: Spice boxes";"Received through JRSO (Jewish Restitution Successor Organization)Wiesbaden collecting point number: 6032";2018-01-10;"Israel Museum
POB 71117
9171002 Jerusalem
972-2-6708811
972-2-5631833
info@imj.org.il
Bareket Mann (Registrar)
bareket@imj.org.il";https://www.lostart.de/de/Fund/573360;
Suchmeldung;Einzelobjekt;451176;"Prudhon, Pierre-Paul ((Werkstatt)) [Künstler:in]";"Apotheose des Racine";;Malerei;10192;;"1936 (?) als Geschenk von Frau Prof. Sutter, Freiburg erworben; Objekt zuletzt als Leihgabe im Romanischen Institut der Universität München, dort vermutlich gestohlen, geplündert oder zerstört";2012-02-13;"Bayerische
Staatsgemäldesammlungen
München
Barer Str. 29
80799 München
+45 (0)89 23805-391
provenienz@pinakothek.de 
http://www.pinakothek.de
Dr. Andrea Bambi (Referat für Provenienzforschung)
+49 (0)89 23805-0
provenienz@pinakothek.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Verlust/451176;
Fundmeldung;Einzelobjekt;534451;"Melchior, Wilhelm [Künstler:in]";"Gebirgslandschaft mit Wirtshaus";;Gemälde;"Mü. 2286/1; 80004941";"Links Bauernhaus mit sitzendem Alten. Ein Bauer trägt einen Trog zum Pferd vor dem Planwagen. Rechts Brunnen mit Mädchen die mit Ziegen spielen. Hinten großer Berg.";;2016-11-02;"Bundesamt für Auswärtige Angelegenheiten
Kirchhofstraße 1-2
14776 Brandenburg
I-AU-RL@bfaa.bund.de";https://www.lostart.de/de/Fund/534451;
Fundmeldung;Einzelobjekt;595096;"Unbekannt (Köln / Cologne) [Künstler:in]";Schrank;"1580-1600 [Datierung]";Möbel;18/75;"Viertüriger Kölner Schrank komplett verziert mit Intarsien und Marketerie";"Herkunft unbekannt, vor Juli 1961 erworben";2021-03-11;"Städtische Museen Wetzlar
Kornblumengasse 1 
35578 Wetzlar
+49 644199-4131
museum@wetzlar.de
https://www.wetzlar.de/kultur/museen/sammlung-von-lemmers-danforth.php
Dr. Anja Eichler (Leiterin der Städtischen Sammlungen Wetzlar)
06441 99-4131
museum@wetzlar.de";https://www.lostart.de/de/Fund/595096;"Wolfram Koeppe, Die Lemmers-Danforth-Sammlung Wetzlar, Heidelberg 1992, S. 126-127"
Suchmeldung;Einzelobjekt;570658;"Unbekannt (Schwäbisch) [Künstler:in]";"Heiliger Sebastian";"1501/1515 [Datierung]";"Plastik / Skulptur";;"Standfigur, Lindenholz, Rückseite unbearbeitet. Alte, teilweise übergangene Polychromie (Ergänzungen). Leicht bewegte Haltung auf flacher Plinthe. Starke Lockenfrisur. Den nackten Körper umhängt locker ein glattfallender Mantel, dessen Zipfel vor dem linken Oberschenkel in faltiger Ziehung hochgehoben ist. Vor sich hält er mit beiden Händen ein Bündel Pfeile. Quelle: Hugo Helbing Kunsthandlung und Kunstversteigerungshaus: Kunstbesitz eines Berliner Sammlers. Katalog Nr. 49; Math. Lempertz'sche Kunstversteigerung: Eine bekannte Süddeutsche Privatsammlung und anderer Privatbesitz, Katalog Nr. 395. (DOI: Externer Link) (DOI: Externer Link)";"Sammlung Jakob Goldschmidt, Berlin, Versteigerung am 11./12. März 1938 durch Math. Lempertz, Köln. Katalognummer: 43 (Auktionshaus Hugo Helbing, 1936); 165 (Math. Lempertz, 1938)";2017-10-24;"Dr. Sabine Rudolph (Rechtsanwältin)
+49 (0)351 / 448 333-0
s.rudolph@steinmeier.eu";https://www.lostart.de/de/Verlust/570658;
Fundmeldung;Einzelobjekt;219919;"Gille, Christian Friedrich [Künstler:in]";"Landschaft mit zwei Pappeln";;Zeichnung;mü44790/12;"Links unten die beiden Pappeln, darüber Gewitterhimmel.";"im Februar 1943 aus dem Nachlaß von Dr. Hans Posse vom Deutschen Reich erworben";2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/219919;
