Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;148774;"Eberhard, Johann Peter [Autor:in]
Renger [Verlag]";"Conspectus medicinae theoreticae in tabulas redactus";"1757/1761 [Erscheinungsdatum]";Buch;"Na 8: 2556";;"Beschlagnahme am Auslagerungsort Georgi Schacht Wansleben bei Eisleben Mai 1945; Abtransport März 1946 (Zuständigkeitsbereich Sowjetische Militäradministration Sachsen-Anhalt).
Auslagerung (Wansleben, Bergwerk (Georgi Schacht))
Kali-Bergwerk mit den Schächten Georgi und Neu-Mansfeld. 1926 stillgelegt.1944-45 Außenlager des KZ Buchenwald, Herstellung von Waffen und Kriegsgerät.";2001-08-08;"August-Bebel-Str. 50a
06108 Halle (Saale)
+49 (0) 345 47 239 147
+49 (0) 345 47 239 149
bibliothek@leopoldina.org
http://www.leopoldina.org
Deutsche Akademie der Naturforscher Leopoldina e. V.
+49 (0) 345 47 239 147
bibliothek@leopoldina.org";https://www.lostart.de/de/Verlust/148774;
Suchmeldung;Einzelobjekt;471591;"Unbekannt (Deutsch, Meißen) [Künstler:in]";"Zwei Teetassen mit Untertassen";"1776/1800 [Datierung]";Gefäß;;"bunt und unterglasurblau bemalt mit Tischchenmuster, Schwertermarke mit Stern und 13, in Eisenrot: 92 (b Tasse Sprung)";"7. November 1934 Auktion Ottmar Strauss bei Helbing Frankfurt (Main), Nr. 42, Lot 560-561";2013-03-07;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/471591;
Suchmeldung;Einzelobjekt;570465;"Unbekannt [Künstler:in]";Sessel;"1601/1700 [Datierung]";Möbel;;"Buche gedreht, mit X-förmiger Verbindung. Sitz und niedriger Rücken mit altem rotem Samtbezug. (Ergänzung.) Quelle: Hugo Helbing Kunsthandlung und Kunstversteigerungshaus: Kunstbesitz eines Berliner Sammlers. Katalog Nr. 49. (DOI: Externer Link)";"Sammlung Jakob Goldschmidt, Berlin, Versteigerung am 23. Juni 1936 durch das Auktionshaus Hugo Helbing, Frankfurt am Main. Katalognummer: 211 (Auktionshaus Hugo Helbing, 1936)";2017-10-24;"Dr. Sabine Rudolph (Rechtsanwältin)
+49 (0)351 / 448 333-0
s.rudolph@steinmeier.eu";https://www.lostart.de/de/Verlust/570465;
Suchmeldung;Einzelobjekt;245066;"Unbekannt (Englisch) [Künstler:in]";"Compassionate Children";;Druckgrafik;;;"Schloß Teutschenthal/Verlust 1944";2002-03-07;"Carl-Friedrich Wentzel
cf@wentzel.at";https://www.lostart.de/de/Verlust/245066;
Suchmeldung;Einzelobjekt;437938;"Momper, Frans de [Künstler:in]";"Kleine flämische Landschaft";;Malerei;"26 (Lange)";"durch die sich an einem Galgen vorbei ein ausgefahrener Weg windet.Literatur: Hans W. Lange: Gemälde und Kunstgewerbe aus einer bekannten Privatsammlung - Verschiedener Kunstbesitz. Berlin. Versteigerung am 22. und 23. Juni 1939. Katalognummer 26 (Kürzel: L., Berlin)";"Sammlung Hermine Feist-Wollheim;L., Berlin;Auktion Lange 1939";2011-06-27;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/437938;
Fundmeldung;Einzelobjekt;480803;"Richet, Charles [Autor:in]
Flammarion [Verlag]";"L' homme stupide";"1919 [Erscheinungsdatum]";Buch;"No 647/5";"Akzessions-Nr. auf der Rücks. des Titelbl.: D 1941.3542Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Verdacht auf NS-Raubgut. Quelle: Akzessionsjournal der Preußischen Staatsbibliothek D ausl. D 1941.3542 ""Arbeitswiss. Inst. d. Dt. Arbeitsfront Bln."", inventarisiert als Donum 1942-01-22Provenienz: Arbeitswissenschaftliches Institut <Berlin>Provenienz: Preußische Staatsbibliothek <Berlin> / Zugang / Datum 1942-01-22 / Zugangsnummer D 1941.3542 / NS-Raubgut Preußische Staatsbibliothek <Berlin> NS-Raubgut";2014-02-19;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/480803;
Suchmeldung;Einzelobjekt;437518;"Hertzberger, Antonius O. [Autor:in]
Lotther [Drucker:in]";"Von dem frölichen Ablas auff das güldene Jar";"1550 [Erscheinungsdatum]";"Wiegendruck / Frühdruck";"Hth 219 in";;"Stadtbibliothek Magdeburg";2011-06-08;"Stadtbibliothek Magdeburg
Magdeburg
39015 Magdeburg
(0391) 5404880
(0391) 5404803
stadtbibliothek@magdeburg.de
http://stadtbibliothek.magdeburg.de
Lesesaal
(0391) 5404836
Petsch, Peter (Direktor)
(0391) 5404801
Sekretariat
(0391) 5404800";https://www.lostart.de/de/Verlust/437518;
Suchmeldung;Einzelobjekt;48379;;"Ohne Titel";;Malerei;"GK I 9157";;"Schloß Monbijou (B-MON); ausschließlich GK I Nummer vorhanden";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/48379;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004"
Suchmeldung;Einzelobjekt;398957;"Goethe [Autor:in]";"Reineke Fuchs";"1846 [Erscheinungsdatum]";Buch;"Los 114";"Mit Zeichnungen von Wilhelm von Kaulbach, gestochen von B. Rahn und A. Schleich.";"Berlin / Max Perl, Auktion 180, 1933-5-18/1933-5-19";2007-12-14;;https://www.lostart.de/de/Verlust/398957;
Suchmeldung;Einzelobjekt;63305;"Elliger, Ottmar (der Jüngere) ((?)) [Künstler:in]";"Mars und Venus";;Malerei;"GK I 3766";;"Gemäldevorrat im Neuen Palais (P-NP-V) - am 15. April 1946 verpackt (Kiste 25); am 18. April 1946 in die Sowjetunion abtransportiert - jetzt als Kriegsbeute in der Staatlichen Eremitage St. Petersburg.";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/63305;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 159"
