Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;119034;"Santi, Raffaello (Raffael) [Künstler:in]";Madonna;;Zeichnung;37/653;;"Chevalier Ricci (L. 632 - ?); J.F. Lahmann (L. 1656c)
Status
restituiert";2001-08-08;"Kunsthalle Bremen
28195 Bremen
+49 (0) 421 32908 47
office@kunsthalle-bremen.de
http://www.kunsthalle-bremen.de
Dr. Christoph Grunenberg (Direktor)
+49 (0)421 32908 200
grunenberg@kunsthalle-bremen.de
Dr. Dorothee Hansen (Kustodin Alte Meister)
+49 (0)421 32908 260
hansen@kunsthalle-bremen.de
Dr. Maria Aresin (Kustodin Kupferstichkabinett)
+49 (0)421 32908 261
aresin@kunsthalle-bremen.de";https://www.lostart.de/de/Verlust/119034;
Suchmeldung;Einzelobjekt;102696;"Suhrlandt, Rudolph Friedr. Carl [Künstler:in]";"Der Maler Johann Heinrich Suhrlandt";"1825 [Datierung]";Malerei;2894;"Brustbild im Dreiviertelprofil nach links, Kopf und Blick zum Betrachter gewendet; hohe Stirn, dunkles, über die Ohren reichendes Haar; Mantel mit Pelzkragen, weißes Halstuch; Signatur: Verso: Bildnis von J.H. Suhrlandt / geboren: anno 1742. / Gemalt anno 1825 / von R. Suhrlandt; Maße: 50 x 40 cm";"vor 1884 erworben. 1945 am Auslagerungsort Bellin abhanden gekommen
Auslagerung (Bellin, Schloss Bellin)";2001-08-08;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Verlust/102696;"Portig, Gustav: Der Maler Rudolf Suhrlandt; Leipzig; 1885 S. 28"
Fundmeldung;Einzelobjekt;579288;"Unbekannt (Deutsch) [Künstler:in]";"Grund mit Felsen und Haus links, Kahn auf Fluss";"1801/1899 [Datierung]";Zeichnung;"C 1944-382";;"unbekannte Herkunft, vermutlich erworben für den Sonderauftrag Linz";2018-09-10;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Fund/579288;
Fundmeldung;Einzelobjekt;577181;"Wettstein, Oscar [Autor:in]
B. G. Teubner [Verlag]";"Die Schweiz : Land, Volk, Staat und Wirtschaft";"1915 [Erscheinungsdatum]";Buch;"1.8° 489";"1 Band";"ETG (Edith und Georg Tietz) - Berlin; Arisierung 1934, Emigration 1937, Enteignung 1942; via Reichstauschstelle in Stadtbibliothek Bautzen";2018-05-07;"Stadtbibliothek Bautzen
Schloßstraße 10
02625 Bautzen
03591 534-850
stadtbibliothek@bautzen.de
http://www.bautzen.de/stadtbibliothek.asp";https://www.lostart.de/de/Fund/577181;
Suchmeldung;Einzelobjekt;585576;"Unbekannt (Schleswig-Holstein?) [Künstler:in]";Schüssel;;Behältnis;"V 1525; (alte Inv. Nr. Keramik I. C. 431)";"Schüssel - Holsteiner Fayenceschüssel mit buntem Blumendekor. In der Mitte große Rosette, Mangan, blau, rot, grün, gelb.";"Erwerbung vor 1896 (alter Bestand); Das Objekt war nach der Liste vom 24.9.1943 in Schloss Trebsen ausgelagert; Seitdem verschollen.";2020-02-11;"GRASSI Museum für Angewandte Kunst 
Johannisplatz 5-11
04103 Leipzig
+49 (0) 341 - 22 29-100
grassimuseum@leipzig.de 
https://www.grassimak.de/
Dr. Thomas Rudi (Kurator Historische Sammlung)
+49 (0) 341 - 22 29-108
thomas.rudi@leipzig.de";https://www.lostart.de/de/Verlust/585576;"Europäische Fayencen 17.-18. Jahrhundert: Bestands- und Verlustkatalog GRASSI Museum für Angewandte Kunst Leipzig/ Thomas Rudi: GRASSI Museum für Angewandte Kunst. - Leipzig: Passage-Verlag, [2017]; S. 188, Kat. Nr. 279."
Suchmeldung;Einzelobjekt;478949;;"Zwei große Kaminsessel";;Möbel;"113 (Union 1938)";"Union 1938: ""mit losen Sitzkissen, violett-beigefarb. Samtbezüge.""Literatur: Auktionshaus 'Union', Inh. Leo Spik, Auktion vom 26.4.1938, Auftrags-Nr. 2068 (Ellen Spiro). In: LAB, A Rep. 243-04 Nr. 61;Auktionshaus Union: Villen-Einrichtung und Kunstbesitz S[piro]: kompl. Zimmer, Einzelmöbel, Orient-Teppiche, Gemälde, Kunstgewerbe, Porzellan, Steinway & Sons-Flügel. Auktion vom 26.04.1938 in der Villa Berlin-Charlottenburg, An der Heerstraße 85. Berlin 1938. Kat. Nr.113.";"Sammlung Bruno und Ellen Spiro, Hamburg; Auktion Union, Berlin 26.04.1938, Kat.Nr.113";2014-02-03;"Lothar Fremy (Rechtsanwalt)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/478949;
Fundmeldung;Einzelobjekt;279611;"Hynais, Vojtech [Künstler:in]";"Porträt eines alten Mannes";"1300-1950 [Zeitraum]
1880/1900 [Datierung]";Gemälde;;"Männliches Bildnis (portrait, man); auf der Rückseite die Bezeichnung (on reverse marking): ""Hynais""";"Urho Toivola: ?-1960; Rakel I. Toivola: 1960-1990; im Besitz eines finnischen Museums (Museum, Finland): 1990-";2003-05-09;"Hakkarainen, Maarit (Projektleiterin)
Tiina Koivulahti, Ph.Lic. (Projektleiterin)
tiina.e.koivulahti@gmail.com";https://www.lostart.de/de/Fund/279611;
Fundmeldung;Einzelobjekt;565984;"Makart, Hans [Künstler:in]";"Siegmund und Sieglinde in Hundings Hütte (Tristan und Isolde)";;Gemälde;mü10702;"Signatur: H. Makart;Ölskizze - In gemaltem abgeschnittenen Dreieck die Liebendenin der Mitte, links ein weiterer Liegender. Rand des Dreiecks mit Blumen.";;2017-01-05;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/565984;
Suchmeldung;Einzelobjekt;568620;"Unbekannt (Französisch (?)) [Künstler:in]";Tischchen;;Möbel;"35 (NARA)";"mit Beschlägen. Quelle: US - NARA, RG 260, M1946. Administrative records, correspondence, denazification orders, custody receipts, property cards, Jewish restitution claim records, property declarations, and other records from the Munich CCP. Roll 47. Restitution Claim Records. Jewish Claims, Nr. 0053.";"Sammlung Alexander und Richard BallBeschlagnahme durch den ERR, Paris 1941 (um)";2017-08-15;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/568620;
Suchmeldung;Einzelobjekt;568782;"Unbekannt (Deutsch (Meißen)) [Künstler:in]";Frühstücksservice;"1780 (um) [1775/1814] [Datierung]";"Kunsthandwerk / -gewerbe";"12 (NARA) / 
23 (WGA)";"Tablett mit zwei Tassen resp. Schalen und Untertassen, Kanne, Kännchen und Zuckerdose, mit königsblauem Fond, bunt bemalt; blauer Fond, abgebildet bei Marcolini.Quelle: US - NARA, RG 260, M1946. Administrative records, correspondence, denazification orders, custody receipts, property cards, Jewish restitution claim records, property declarations, und other records from the Munich CCP. Roll 47. Restitution Claim Records. Jewish Claims, Nr. 0053; Liste, der im Ausland beschlagnahmten Kunstgegenstände. In: D - LAB, B Rep. 025-04, Nr. 671/ 57. Quelle: Rudolph Lepke's Kunst-Auctions-Haus: Antiquitäten, Gemälde: Bestände der Kunsthandlung B., Berlin, Alt-Meissener Porzellan der Sammlung Demiani u. and. Beiträge ; Möbel des 16. bis 18. Jahrhunderts, europäisches und chinesisches Porzellan, Fayencen, Steinzeug, Teppiche, Tapisserien, Bronzen, Silber, Kleinkunst, Inkunabeln u.a. (Katalog Nr. 2106). Versteigerung vom 7.10.1936. Berlin 1936; LAB, A Rep. 243-04 Nr. 3, Versteigerung vom 7./8.10.1936, Versteigerungsantrag Ball.";"Sammlung Rittmeister Crusius, HirschsteinSammlung Alexander und Richard BallFirma Jansen, Paris 9 Rue Royale (in Kommission) Beschlagnahme durch den ERR, Paris 1941 (um)";2017-08-15;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/568782;
