Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;209049;"Josiah Wedgwood & Sons Ltd. [Künstler:in]";Vase;;Gefäß;"Ahv 483";"Eine von zwei antikisierenden Vasen mit Doppelhenkel und rotfigurigem Dekor.";;2001-08-08;"Stiftung Schloss Friedenstein 
Gotha
Schlossplatz 1
99867 Gotha
0049 (0) 03621 8234-0
0049 (0) 03621 8234-290
http://www.stiftungfriedenstein.de
Dr. Tobias Pfeifer-Helke (Stiftungsdirektor)
+49 (0) 621-8234 100
vorstand@stiftung-friedenstein.de
Dr. Timo Trümper (Kustode für Gemälde und Plastik)
+49 (0) 3621 8234 553
truemper@stiftung-friedenstein.de
Ronny Licht (Provenienzforscher)
+49 (0) 3621-82 34 329
ronny.licht@friedenstein-stiftung.de";https://www.lostart.de/de/Verlust/209049;"Aldenhoven Ton und Glas, II, Nr. 483"
Suchmeldung;Einzelobjekt;213810;"Malchin, Carl Wilhelm Christian [Künstler:in]";"Dorfmotiv aus Rutenbeck bei Crivitz";;Malerei;573;"Ölstudie; Signatur: C. Malchin.; Maße: 14,3 x 23,6 cm";"1920 vom Künstler gegen eine staatliche Rente erworben";2001-08-08;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Verlust/213810;"Staatliches Museum Schwerin (Hg.): Dokumentation der kriegsbedingt vermißten Kunstwerke des mecklenburgischen Landesmuseums; Bd. I: Gemälde und Miniaturen. Plastische Arbeiten; Schwerin; 1998; S. 88/Nr. 392"
Suchmeldung;Einzelobjekt;590125;"Justi, Carl [Autor:in]";Murillo;"1892 [Erscheinungsdatum]";Buch;;"Künstlermonographie. Mit 13 Taf. u. Abb. 4°. Org.-Lwd.";"Sammlung Agathe und Ernst Saulmann, Erlenhof; Versteigerung Auktionshaus Weinmüller, München, 26.-27.06.1936, Katalog-Nr. 136; Verbleib unbekannt";2020-07-30;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/590125;
Suchmeldung;Einzelobjekt;568882;"Unbekannt (Unbekannt) [Künstler:in]";Seidendeckchen;;"Gebrauchs- / Raumtextilie";"3 (Lepke)";"mit eingewebten Ranken auf hellem Grund, Louis XVI. Quelle: Rudolph Lepke's Kunst-Auctions-Haus: Antiquitäten, Gemälde: Bestände der Kunsthandlung B., Berlin, Alt-Meissener Porzellan der Sammlung Demiani u. and. Beiträge ; Möbel des 16. bis 18. Jahrhunderts, europäisches und chinesisches Porzellan, Fayencen, Steinzeug, Teppiche, Tapisserien, Bronzen, Silber, Kleinkunst, Inkunabeln u.a. (Katalog Nr. 2106). Versteigerung vom 7.10.1936. Berlin 1936; LAB, A Rep. 243-04 Nr. 3, Versteigerung vom 7./8.10.1936, Versteigerungsantrag Ball.";"Sammlung Alexander und Richard Ball, BerlinAuktion Lepke, Berlin 07.- 08.10. 1936 Käufer: Klenk, Nr.2-4, zusammen 34 RM";2017-08-15;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/568882;
Suchmeldung;Einzelobjekt;530071;"Hammer, Viktor [Künstler:in]";"Gattin des Künstlers auch Porträt [der Frau des Künstlers]";"1920 (vor) [Datierung]";Malerei;"27 (Notariat 1921)
3190 (VL 1935)
46 (Rieger 1938)";"Ankauf 1920.Quelle: • Anhang Liste der Sammlung Heinrich Rieger aus dem Notariatsakt vom 29.07.1921. In: AT – BDA, K 44/4, PM Rieger Heinrich, Z 1807 vom 02.08.1921.• Lisa Fischer: Irgendwo. Wien, Theresienstadt und die Welt. Die Sammlung Heinrich Rieger. Wien 2008. S.188 (dort als Privatbesitz).• Einlagsbuch 1935-1936 und Liste ""Sammlung des Herrn Dr. Heinrich Rieger (Herbstausstellung 1935)"". In: AT – WStLA, MA 8, Archiv des Wiener Künstlerhauses. Biographische Mappe Dr. Heinrich Rieger.• Heinrich Rieger: Die in der Sammlung befindlichen Kunstobjekte. [nach November 1938]. In: AT - OeStA, AdR, ZNsZ, RSthOe, Abt. III 1938, Nr. 201773.";"Sammlung Dr. Heinrich Rieger, WienVerbleib unbekannt";2015-11-12;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/530071;
Suchmeldung;Einzelobjekt;419309;"Schütz, Christian Georg (d.Ä.) [Künstler:in]";"Flußlandschaft und Gebirge";;Gemälde;285;"Vorn ein Gehöft";"Herzog Joachim Ernst von Anhalt, Dessauer Schloss";2010-08-31;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/419309;
Suchmeldung;Einzelobjekt;469725;"Cochin, Charles Nicolas (der Jüngere) [Künstler:in]";"Ohne Titel";"1701/1800 [Datierung]";Zeichnung;;"als Vorlagen für Kupferstiche gezeichnet";"Sammlung Hans Fürstenberg, Berlin/Paris; 1940 Beschlagnahme Chateau de Beaumesnil";2015-02-03;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/469725;
Suchmeldung;Einzelobjekt;404397;;"Olga-Orden aus Württemberg";;"Orden / Ehrenzeichen";7869;"aus dem Nachlass der Kaiserin Augusta";"Königlicher Hausschatz, Hohenzollernmuseum, Schloss Monbijou, Berlin; Verlust 1945.";2008-05-22;"Michaela Blankart (Generalverwaltung)
+49 (0) 30 803 1138
berlin@preussen.de
Stefan Schimmel (Kunstsammlungen)
+49 (0) 30 803 1138
schimmel@preussen.de";https://www.lostart.de/de/Verlust/404397;
Suchmeldung;Einzelobjekt;60313;"Unbekannt [Künstler:in]";"Ohne Titel";"1701/1800 [Datierung]";Malerei;"GK I 40806";;"Neues Palais (P-NP)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/60313;
Suchmeldung;Einzelobjekt;302894;;"Hans Pflug zu Lauer (Lawerde) stellt Hieronymus Walther und Linhart Aman aus Lindaw und Georg Steudler aus Meiningen einen Lehnbrief über ein Gut in Zweinaundorf (Under Nauendorff) aus.";"1506-03-20 [Dokumentdatum]";"Urkunde / Faksimile";"10001 Ältere Urkunden, Nr. 9666a";"Sprache: Deutsch";"In der Auslagerungsstelle Herrenhaus Oberrabenstein verschollen
Auslagerung (Oberrabenstein, Herrenhaus)";2004-05-13;"Sächsisches Staatsarchiv - 
Hauptstaatsarchiv Dresden
Archivstraße 14
01097 Dresden
01074 Dresden
Dr. Ute Essegern (Stellvertretende Abteilungsleiterin)
+49(0)351 89219-710
ute.essegern@sta.smi.sachsen.de
Prof. Dr. Peter Wiegand (Abteilungsleiter)
+49(0)351 89219-710
peter.wiegand@sta.smi.sachsen.de";https://www.lostart.de/de/Verlust/302894;
