Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;405914;"Kolm, Johann Wilhelm [Künstler:in]";"Figur Friedrichs I.";"1701 (nach) [Datierung]";"Bildende und angewandte Kunst";2713;"Kopf und Hände aus Wachs modelliert von Johann von Kolm; Uniform original, darüber die Bänder des englischen Hosenbandordens (blau) und des schwarzen Adlerordens (orange) mit Kreuz; unter dem linken Knie des Königs die zum Hosenbandorden gehörige Schnalle mit der Devise des Ordens: ""Hony soit qui mal y pence (sic!)""; noch zu Lebzeiten des Königs zusammengesetzt";"Hohenzollernmuseum, Schloss Monbijou, Berlin; Verlust 1945.";2008-09-15;"Michaela Blankart (Generalverwaltung)
+49 (0) 30 803 1138
berlin@preussen.de
Stefan Schimmel (Kunstsammlungen)
+49 (0) 30 803 1138
schimmel@preussen.de";https://www.lostart.de/de/Verlust/405914;"Kemper, Thomas: Schloss Monbijou. Von der königlichen Residenz zum Hohenzollern-Museum. Berlin, 2005."
Suchmeldung;Einzelobjekt;9365;"Lessing, Karl Friedrich [Künstler:in]";"Gegend im Eifelgebirge";;Malerei;482;;"1875 Vermächtnis Heinrich Brockhaus, Leipzig. 1946 am Auslagerungsort Lauenstein abhanden gekommen.";2001-08-08;"Katharinenstr. 10
04109 Leipzig
(0341) 216 999 0
(0341) 216 999 99
mdbk@leipzig.de
http://www.mdbk.de
Dr. Jan Nicolaisen  (Chefkurator Malerei und Skulptur)
+49 (0) 341 216 999 45
jan.nicolaisen@leipzig.de
Dr. Jeannette Stoschek (Chefkuratorin Grafische Sammlung)
+49 (0) 341 216 999 40
jeannette.stoschek@leipzig.de";https://www.lostart.de/de/Verlust/9365;
Suchmeldung;Einzelobjekt;518781;"Passe, Crispyn de (1) [Künstler:in]";"Sedulitas (Eifer)";;Zeichnung;;"Signiert ""Crispin fecit"".Verso bezeichnet: ""82""; Vorbereitungszeichnung für einen Stich von de Passe aus seiner Serie der sieben Tugenden";"Sammlung Dr. Arthur Feldmann
Status
gütliche Einigung";2014-05-08;;https://www.lostart.de/de/Verlust/518781;"K. Boon & J. Verbeek, Dutch and Flemish Etchings, Engravings and Woodcutes ca. 1450-1700, vol. XV, p. 180, Nr. 7"
Suchmeldung;Einzelobjekt;135798;"Collier, Edwaert [Künstler:in]";"Vanitas Stilleben";;Malerei;099;;;2001-08-08;"Suermondt-Ludwig-Museum Aachen
Wilhelmstraße 18
52070 Aachen
+49 (0) 241 47980 0
+49 (0) 241 37075
info@suermondt-ludwig-museum.de
http://www.suermondt-ludwig-museum.de/
Till-Holger Borchert (Direktor)
+49 (0) 241 47980 10
Till-Holger.Borchert@mail.aachen.de
Michael Rief (stellv. Leiter)
+49 (0) 241 47980 15
Michael.Rief@mail.aachen.de";https://www.lostart.de/de/Verlust/135798;
Fundmeldung;Einzelobjekt;261081;"Unbekannt (Französisch) [Künstler:in]";Becher;"1796/1805 [Datierung]";Gefäß;8387;"Auf der Wandung graviertes ligiertes Monogramm ""TTC"". Auf dem Boden Stempelung, Beschauzeichen etwas undeutlich.";"o.D./1939, Jüdischer Besitzer (unbekannt); 1939/1939-06, Städtische Darlehenanstalt, Frankfurt am Main, erworben von jüdischem Vorbesitzer (unbekannt) im Zuge der Zwangsabgabe von Edelmetallen für Juden; seit 1939-06-30, Museum für Kunsthandwerk, Frankfurt am Main (Museum Angewandte Kunst), Ankauf durch die Stadt Frankfurt am Main), Ju. 463, erworben von der Städtischen Darlehensanstalt, Frankfurt am Main [1], [1] Inventarbuch Bd. 3";2002-06-26;"Museum für Angewandte Kunst
Schaumainkai 17
60594 Frankfurt (Main)
(069) 2123 4037
(069) 2123 0703
info.angewandte-kunst@stadt-frankfurt.de
http://www.museumangewandtekunst.de/
Wagner K, Matthias
(069) 212-34037
info.angewandte-kunst@stadt-frankfurt.de";https://www.lostart.de/de/Fund/261081;
Suchmeldung;Einzelobjekt;127389;"Poussin, Gaspard [Künstler:in]";"Gebirgslandschaft mit Wasserfall";"1658/59 [Datierung]";Malerei;"Gal.-Nr. 735";"Jenseits eines grasreichen Hügels, auf einer von Bäumen beschatteten Anhöhe, sieht man unter anderen Gebäuden einen viereckigen Turm, in der Ferne blaue Gebirge. Eine Herde Ziegen, welcher der Hirt folgt, treibt dem Hohlwege zu, der nach dem Hügel führt. Ein Mann ruht im Grase, ein anderer sitzt neben ihm. Im Vorgrunde der Abhang einer mit starken Bäumen besetzten Erdwand, von welcher ein Baumstamm als herabgestürzt erscheint; hinter zwei spärlich belaubten Bäumen ein kleiner Wasserfall. (Matthäi 1837)";"1765 im Bestand nachweisbar.";2001-08-08;"Staatliche Kunstsammlungen Dresden 
Gemäldegalerie Alte Meister 
Zwinger
Theaterplatz 1
01067 Dresden
+49 (0)351 4914 6679
AlteMeister@skd.museum
https://www.skd.museum/ 
Direktion
+49 (0)351 4914 6679";https://www.lostart.de/de/Verlust/127389;"Marx, Harald (Hrsg.). Gemäldegalerie Alte Meister Dresden. Illustriertes Gesamtverzeichnis Bd. II, Köln 2005, S. 711."
Fundmeldung;Einzelobjekt;580605;"Unbekannt [Künstler:in]";"Fragment einer grüngemusterten Florentiner Borte";"1501/1525 [Datierung]";"Kunsthandwerk / -gewerbe";2012/173;"Objekt: GewebeDarstellung: BlumenBefund: Am Objekt keine Münchner Nummer vorhanden: Münchner Nummer 7400 (?). Für die Münchner Nummer 7400 im CCP München keine Befunde dokumentiert. Rückseite: aufgenähtes weißes Leinenetikett, darauf handschriftlich [Schablone] mit schwarzer Farbe ""2012/173"" (BNM Inv.-Nr.). Keine Angaben zur Vorprovenienz./A.G., 2018Weitere Informationen: Externer Link";"ÜberweisungÜberweisung 1965 (?) Evtl.: Freistaat Bayern. Gemäß der Vereinbarung vom 06.12.1960 zwischen der Bundesrepublik Deutschland und dem Freistaat Bayern. 1965 dem Bayerischen Nationalmuseum (BNM) überwiesen.Von der Treuhandverwaltung von Kulturgut (TVK, tätig von 1952 bis 1962), übernommen vom Central Collecting Point (CCP) München aus dem Besitz/der Vermögenseinziehung von Hermann Göring (1893-1946). Provenienzforschung: nach mündlicher Überlieferung gehören die BNM Inv.-Nrn. 2012/140.1-2012/196 und 2012/246 zu den nicht inventarisierten, 1965 dem BNM vom Freistaat Bayern überwiesenen Textilien aus der 'Sammlung Göring'; für den 'Göring'-Kontext spricht der mit den weißen Papieraufklebern bei den aus der 'Sammlung Göring' stammenden BNM Inv.-Nrn. 2012/42 und 2012/108 identische Papieraufkleber bei BNM Inv.-Nr. 2012/193, darauf maschinenschriftlich mit blauer Farbe ""BROCCATELLO GE[WEBE ...?]"", identisch mit 2012/42: ""BROCCATELLO UNERGRUND[sic] HELLGRAU/M[IT] BLÜHENDEN MEHRFARBIGEN U[ND]/GRAUEN ZEICHNUNGEN"", 2012/54: ""BROCCATELLO UNTERGRUND GRÜN/PUNKTIRT[sic] U[ND] SCHATTERT[sic] M[IT] BLUHENDEN[sic]/MEHRFARBIGEN ZEICHNUNG[sic]"", 2012/108: ""BROCCATELLO KARMOISINROT[sic]/UNTERGRUND GELB GOLD[sic]"". Evtl. zugehörig zum 'Göring'-Textilkonvolut mit der Münchner Nummer 7400 = BNM Inv.-Nrn. 65/216-257, 65/259-272: laut Restitutionskartei (Eingangskarteikarte der Münchner Nummer 7400; Bundesarchiv, B323/659): ""Herkunft: 1941/42 aus Italien an H. Göring/(Auskunft Hofer)"" [= Textilien aus der 'Sammlung Göring' BNM Inv.-Nrn. 65/166, 65/167, 65/174, 65/176.1-3, 65/179, 65/181-182, 65/184, 65/187, 65/189, 65/191-192.2, 65/194-195, 65/198, 65/200, 65/202, 65/212, 65/214.1-257, 65/259-272, 2012/48-49, 2012/54-55, 2012/70-72, 2012/97, 2012/106, 2012/108]; ""Gegenstand: Sammlung von italienischen Seidengeweben/und Brokaten auf 78 Kartons und 2 Petit Point/Stickereien in[sic] Kartons"". Laut Restitutionskartei (Ausgangskarteikarte der Münchner Nummer 7400; Bundesarchiv, B323/659): ""Subject: A Collection of Jtalian[sic]/silk weavings and brocades/on 78 cartons and 2 petits/points[sic] embroideries/on cartons""; ""History and Ownership: All items are of Jtalian[sic] origin, also the description in/type writing - although in German - surely is written in/Jtaly[sic], because it is the same type as used on textiles in 7399/7398 etc., which were bought in Jtaly[sic] legally (after Hofer)"". Laut Alte Ministerpräsidentenkartei (Karteikarte der Münchner Nummer 7400; Bundesarchiv, B323/767): ""A collection of Italian silk/weavings and brocades on/78 cartons and 2 petit points[sic]/embroideries en[sic] cartons""; ""History and Ownership: All items are of Italian origin, also the description in type-writing,/although in German - surely is written in Italym[sic] because: the same type as use[sic]/on textiles in 7399/7398 a.s.o. which were bought in Italy legally/(after Hofer)""; Walter Andreas Hofer (1893-?1971) ist in der ""ALIU List of Red Flag Names"" verzeichnet: ""Hofer, Walter Andreas. Nuremberg. Director of the Goering Collection, and Goering's chief purchasing agent. In custody of US Chief of Counsel, Nuremberg"". Eingang/Receipt (Central Collecting Point München): 06.08.1945; Ausgang/Issue (Central Collecting Point München): 10.06.1949 (Ministerpräsident). Am 29.01.1957/23.02.1957 von der Treuhandverwaltung von Kulturgut über die Finanzmittelstelle München des Landes Bayern gemäß Übertragungsurkunde Nr. 69 (Textilien aus dem Nachlaß von Hermann Göring) aus dem Besitz/der Vermögenseinziehung von Hermann Göring (1893-1946) in das Eigentum des Freistaats Bayern übergegangen: Nr. 112 [= BNM Inv.-Nrn. 65/216-257, 65/259-272] der Übertragungsurkunde Nr. 69 (Textilien aus dem Nachlaß von Hermann Göring). Am 01.02.1961 als 'Überweisung aus Staatsbesitz' an die Bayerischen Staatsgemäldesammlungen; von dort am 26.02.1965 vom Bayerischen Nationalmuseum übernommen. Aus der 'Sammlung Göring' (?): aus dem 'Göring'-Textilkonvolut mit der Münchner Nummer 7400 sind dem BNM vom Freistaat Bayern folgende Objekte überwiesen worden (Münchner Nummer = BNM Inv.-Nr.): 7400 = 65/216-257, 65/259-272; zumTextilkonvolut mit der Münchner Nummer 7400 gehören eventuell auch die BNM Inv.-Nrn. 2012/140.1-2012/196, 2012/246. Vorprovenienz (Münchner Nummer 7400), nach Auskunft von Walter Andreas Hofer (1893-?1971): Italien [vgl. BNM Inv.-Nrn. 65/217-257, 65/259-272]. Zu unbekanntem Zeitpunkt (1941/1942 ?) aus unbekanntem Eigentum/Besitz in die 'Sammlung Göring' (?). Aufgrund der Provenienz- und Überlieferungslücke(n) kann ein NS-verfolgungsbedingter Entzug nicht ausgeschlossen werden./A.G., 2018";2019-02-06;"Bayerisches Nationalmuseum
München
Prinzregentenstraße 3
80538 München
+45 (0)89 211 24-01 
bay.nationalmuseum@bnm.mwn.de
http://www.bayerisches-nationalmuseum.de/
Dr. Matthias Weniger (Beauftragter für Provenienzforschung)
+49 (0)89 211 24-246
provenienzforschung@bnm.mwn.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Fund/580605;
Suchmeldung;Einzelobjekt;577654;"Unbekannt (Deutsch (Meißen)) [Künstler:in]";Absinthverkäufer;"1755 (um), zum Teil später [Datierung]";Kleinkunst;;"am linken Arm, seitlich verdeckt durch den gelb gefütterten rosa Mantel, ein Korb mit vier Flaschen, in der Rechten eine goldene Handlaterne. Violette Jacke, grüne Hosen, weiße Strümpfe, gelbe Pantinen. auf weißen, zumeist golden gehöhten Rocaillesockeln mit buntem Blumenbelag. Marken: Schwerter. Modelle von Kändler und Reinicke 1753, nach farbigen Zeichnungen, bez. C. G. Huet, die der Französisch (Paris)er Händler Huet nach Deutsch (Meißen) sandte. Teil von sechzehn Pariser Ausrufern [Cris de Paris]";"Sammlung Emma Budge, Hamburg; Auktion Graupe, Berlin [27.- 29.09] 04.-06.10.1937, Lot 828k (Käufer: Klytha, 3600,-); 24.05.1972 Auktion Christie's, Rom, Lot 174";2019-06-05;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/577654;"Paul Graupe: Die Sammlung Frau Emma Budge. Hamburg, Versteigerung am 27., 28. und 29.September 1937. Katalognummer 828; Christie’s: Una Raccolta di splendide Porcellane Europee. Ceramiche e Oggeti d’Arte Cinesi da una Collezione Privata. Auktion vom 24.05.1972. Rom 1972."
Fundmeldung;Einzelobjekt;304077;"Vedel, Herman [Künstler:in]";"Sitzende Frau";"1300-1950 [Zeitraum]
1920-1948 [Datierung]";Gemälde;;"signiert (signed): ""HV""; auf dem Rahmen Etikett mit Maschinenschrift (on frame label with typed text): ""C 5165/423, VEDEL, HERMAN, INTERIÖR med sittande kvinna, Sign. med monogram, D. 73x58""; auf dem Rahmen in Tinte (on frame with ink): ""C 5165""; auf dem Rahmen Etikett (on frame label): ""Kleis Georg Vesterbro 58""";"bis (to) 1993: Privatbesitz in Finnland (privat holder in Finland); seit (since) 1993: Finnisches Museum (Finnish Museum)";2004-05-25;"Hakkarainen, Maarit (Projektleiterin)
Tiina Koivulahti, Ph.Lic. (Projektleiterin)
tiina.e.koivulahti@gmail.com";https://www.lostart.de/de/Fund/304077;
Suchmeldung;Einzelobjekt;482130;"Unbekannt (Österreichisch (ehemals Egon Schiele zugeschrieben)) [Künstler:in]";"Haus mit Weinreben";"1917 (?) [Datierung]";Malerei;"344 (Weinmüller)";"Weinmüller: ""Nicht bei Niernstein [!] [...] Rechts unten monogrammiert. - Beide Gemälde [vgl. 343 Weinmüller] sind wohl auf einer Südtirol-Reise entstanden, die der Künstler während des Krieges gemacht hat.""Quelle: Weinmüller: Moderne Kunst. Auktion vom 21.05.1968. München 1968. Lot 344.";"Sammlung Dr. Heinrich Rieger, Wien, Verlust 1939/1941; Luigi Kasimir, Wien; Auktion Weinmüller, München, 21.05.1968, Lot 344";2014-02-17;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/482130;
