Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;439686;"Unbekannt (Deutsch (Meißen)) [Künstler:in]";Vase;"1730/1735 (um) [Datierung]";Gefäß;"472 (Böhler)";"in Form einer Kugelflasche mit Enghals. Auf dem Körper chinesische Blumenzweige und ein sitzender Vogel in lebhaften, bunten Farben und Gold. An der Mündung eisenrote Laubborte mit zwei blau- und gelbblättrigen Blüten. Marke: AR; Quelle: Julius Böhler: Versteigerung von Kunstwerken aus dem Besitz der Staatlichen Museen Berlin, Auktion vom 1.-2.06.1937, München 1937. Katalognummer 472";"Sammlung Feist;Schlossmuseum, Berlin;Auktion Julius Böhler 1937";2011-08-31;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/439686;
Suchmeldung;Einzelobjekt;233338;"Graff, Anton [Künstler:in]";"Drei spielende Kinder, Gräfin Lousie Henriette Hoym und die Geschwister Graf Johann Adolph III. und Gräfin Auguste Caroline Loos";"1500/2000 [Zeitraum]
1781/1782 [Datierung]";Malerei;;;"Gräfin Louise Henriette Hoym heiratete 1791 den Grafen Heinrich LI. Reuß-Ebersdorf. Nach dem Tod ihres Vater erbte das Haus Reuß-Ebersdorf den gesamten Besitz Hoym.";2001-08-08;"Trotha, Wolf von (Treuhänder)
069-710 35 554
trotha.wolf@gmx.net";https://www.lostart.de/de/Verlust/233338;
Suchmeldung;Einzelobjekt;105314;"Unbekannt (Deutsch) [Künstler:in]";"Bildnis Sophie Louise von Mecklenburg-Schwerin, Königin von Preussen";"1710 (um) [Datierung]";Malerei;1200;;"vor 1919 erworben (alter Bestand)";2001-08-08;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Verlust/105314;"Staatliches Museum Schwerin (Hg.): Dokumentation der kriegsbedingt vermißten Kunstwerke des mecklenburgischen Landesmuseums; Bd. I: Gemälde und Miniaturen. Plastische Arbeiten; Schwerin; 1998; S. 42/Nr. 78 (Abb. S. 43)"
Suchmeldung;Einzelobjekt;593609;"Porzellanmanufaktur Meissen [Manufaktur]";Kännchen;"1735 (um) [Datierung]";Gefäß;;"Das birnenförmig gebauchte Kännchen steht auf einem profilierten, eingezogenen Fuß. Das am fast zylindrischen Oberteil angesetzte Ausgußrohr endet in einem Fischmaul. Der Henkel ist S-förmig geschwungen. Die Wandung ist mit indianischen Blumen, Insekten und Fabeltier (Qilin) im Kakiemonstil bemalt. Die Ränder, Profilrillen und Reliefornamente auf dem Ausguß und Henkel sind mit Gold staffiert. Der hohe, spitz zulaufende Deckel überragt den Kannenrand und ist mit einem abgesetzten, zapfenförmigen Knauf versehen.";"[…] bis Dezember 1926, Gustav von Klemperer (gest. 27.12.1926), Dresden [1]; 30.06.1927, Nachlassregelung, Nachlass zu gleichen Teilen an Victor, Herbert-Otto und Ralph-Leopold von Klemperer [2]; November 1938, Sicherstellung der Porzellansammlung in der Villa von Victor von Klemperer durch die Geheime Staatspolizei, Dresden [3]; Dezember 1938, Abtransport der Porzellansammlung aus der Villa von Victor von Klemperer, Tiergartenstraße 64, Dresden, in das „Johanneum“, Staatliche Porzellansammlung Dresden, Augustusstraße 1, Dresden [4]; November 1941, Verfall des Vermögens der Familie von Klemperer an das Deutsche Reich gemäß der 11. Verordnung zum Reichsbürgergesetz [5]; Januar 1943, unentgeltliche Übertragung der Sammlung von Klemperer an das Land Sachsen auf Grundlage eines Entscheids von Adolf Hitler [6]; 25.01.1945, kriegsbedingte Auslagerung aus der Staatlichen Porzellansammlung nach Schloss Reichstädt [7].";2021-02-08;;https://www.lostart.de/de/Verlust/593609;"Archiv der Porzellansammlung, Archivnummer GN_A_3_h, Aufnahme von Fritz Fichtner im Johanneum Dresden, Oktober 1939; [1] Anette Loesch, Das Schicksal der Porzellansammlung Gustav von Klemperers, in: Beiträge öffentlicher Einrichtungen der Bundesrepublik Deutschland zum Umgang mit Kulturgütern aus ehemaligem jüdischen Besitz, bearb. von Ulf Häder (= Veröffentlichungen der Koordinierungsstelle für Kulturgutverluste, Bd. 1), Magdeburg 2001, S. 56-77; Andreas Graul, Gustav und Victor von Klemperer. Eine biographische Skizze (= Publikationen der Eugen-Gutmann-Gesellschaft, Bd. 2), Leipzig 2005; Sabine Rudolph, Restitution von Kunstwerken aus jüdischem Besitz. Dingliche Herausgabeansprüche nach deutschem Recht (= Schriften zum Kulturgüterschutz / Cultural Property Studies), Berlin 2007; [2] Rudolph 2007, S. 41-47, hier S. 41; Amtsgericht Dresden, Nachlassakte Gustav von Klemperer, Einantwortungsurkunde des Zivilgerichts für Inner-Prag, 30.06.1927; [3] SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/1, Bl. 1-2, Fritz Fichtner (Direktor der Porzellansammlung) an Ministerium für Volksbildung, 01.12.1938; [4] SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/1, Bl. 5, (nachrichtlich) Fritz Fichtner, 02.12.1938, entspricht der Anlage zu Bl. 4, Fritz Fichtner an Ministerium für Volksbildung, 03.12.1938. Das Objekt ist u.a. aufgeführt in folgender Quelle: Archiv der SKD, 02/GD 805, Bl. 144-146, Porzellansammlung [...] von Klemperer (nicht im Katalog verzeichnet), ohne besonderen Kunstwert, Gebrauchsgeschirr, undat., hier Bl. 146, Nr. 63. Diese Auflistung der nicht im Katalog (Porzellansammlung Gustav von Klemperer, Dresden 1928) verzeichneten Objekte, die mit „ohne besonderen Kunstwert“ bzw. als „Gebrauchsgeschirr“ bezeichnet werden, entstand nach der im November 1938 erfolgten „Sicherstellung“ der Gegenstände in der Villa von Klemperer. [5] Rudolph 2007, S. 45; [6] SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/2, Bl. 1, Reichsministers der Finanzen an Oberfinanzpräsident Dresden, 04.01.1943; ebd., Bl. 10, Oberfinanzpräsident Dresden an Reichsstatthalter Sachsen, 14.01.1943; [7] Archiv der Porzellansammlung, Verzeichnis der außerhalb von Dresden geborgenen Kunstwerke, Klemperer Glas und Porzellan ohne Kunstwert (Porz. Gal. Kl. II), unpag., hier Kiste Nr. 62, aufgeführt unter Nr. 63. Zur Auslagerung vgl. u.a. auch SächsStA-D, 10701 Staatskanzlei, Nr. 320/38 (Schloss Reichstädt). Katalog | catalogue: Externer Link"
Suchmeldung;Einzelobjekt;311119;"Andreoli, Giorgio di Pietro [Künstler:in]";"Lüsterteller (Tondino) mit Mädchenporträt";"1531 [Datierung]";"Kunsthandwerk / -gewerbe";"Auktionskatalog London 1939, Kat.Nr. 169";"A RARE CASTEL DURANTE LUSTRED PORTRAIT TONDINO, by Maestro Giorgio Andreoli, decorated in the golden sunk centre with a bust portrait of a girl in profile to sinister, her ruby scarf knotted on her bosom and on a white ribbon scroll inscribed "" SIL-VAGGIA • DIVA "", the everted rim decorated en grisaille and ruby lustre on a blue ground with a winged human-headed chimera, festoons and a cherub's head supporting a bowl, the underside with ruby scrolls, and on the base the date 1531 and initials Mo. Go., Castel Durante, 1531";"München, Verlust 1938;Die Sammlung (ca. 440 Werke) wurde 1938 in München anläßlich der ""Reichskristallnacht"" durch die SS beschlagnahmt und 1939 (7./8.06 und 19./20.07.) in London bei Sotheby´s versteigert.";2005-11-01;;https://www.lostart.de/de/Verlust/311119;
Fundmeldung;Einzelobjekt;237826;"Raffet, Auguste [Künstler:in]";"Der umgestürzte Wagen";;Druckgrafik;II/1087;"Beisp.: 6 x 8 (auf Papier aufgewalzt)";"Die Radierung kam 1941 an die Landesbildergalerie bzw. die Neue Galerie. Aus einem Vermerk in einem Eingangsheft aus diesem Jahr kann der Rückschluß gezogen werden, dass sie aus Grazer jüdischem Besitz stammt.";2001-08-08;"Universalmuseum Joanneum Graz
Neue Galerie
8010 Graz
43/(0)316/829155
43/(0)316/815401
neuegalerie@stmk.gv.at
http://www.museum-joanneum.at
Danzer, Gudrun Dr. (Wissenschaftliche Mitarbeiterin)
43(0)316829155";https://www.lostart.de/de/Fund/237826;
Suchmeldung;Einzelobjekt;576327;"Robert, Hubert (?) [Künstler:in]";"Am Brunnen";"1701/1800 [Datierung]";Gemälde;;"Die Genre-Szene spielt sich vor einem Brunnen ab. Davor steht eine weibliche Figur in hellem Kleid, einen Sonnenschirm haltend. Sie beobachtet zwei weibliche Figuren. Die eine füllt ein Gefäß auf und die andere wäscht ein Textilstück. Links vom Brunnen sitzt ein kleines Kind. Rechts von der Frau mit dem Sonnenschirm befinden sich zwei Staffelfiguren. Im Hintergrund ist eine Landschaft zu sehenLiteratur: Michal Walicki, Nowa Kolekcja Warszawska, Arkady, Ausgabe IV, Mai 1938; Verlustkatalog Polen - Ministerstwo Kultury I Dziedzictwa Naroowego (Hrsg.), Straty Wojenne: Malarstwo obce / Wartime Losses: Foreign Painting, Vol. 1, Poznan 2000, Nr. 185, S. 290";"Sammlung Jerzy Sachs, Warschau (bei der Flucht aus Warschau am 08.09.1939 zurückgelassen); später vermutlich von der deutschen Besatzung beschlagnahmt; Verbleib unbekannt";2018-03-23;"Andrea Enderlein (Genealogical Research)
+49 (0) 170 419 0669
ENDSCHU@t-online.de";https://www.lostart.de/de/Verlust/576327;
Suchmeldung;Einzelobjekt;449628;"Jank, Angelo [Künstler:in]";"Ritterfräulein und Knappe";"1896 [Datierung]";Zeichnung;10907;"Bezeichnet rechts oben: A. Jank 96. Abgebildet in der ""Jugend"" 1896, S. 513 mit folgendem Text: Ein schönes Weib - hat den Teufel im Leib; Im Herzen den Tand - den Mann in der Hand.";"1944 aus jüdischem Besitz durch Helbing, München erworben; Werk befand sich in der Graphischen Sammlung in München (im Gebäude der Neuen Pinakothek), wurde dort vermutlich durch Kriegseinwirkung zerstört";2011-12-13;"Bayerische
Staatsgemäldesammlungen
München
Barer Str. 29
80799 München
+45 (0)89 23805-391
provenienz@pinakothek.de 
http://www.pinakothek.de
Dr. Andrea Bambi (Referat für Provenienzforschung)
+49 (0)89 23805-0
provenienz@pinakothek.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Verlust/449628;
Suchmeldung;Einzelobjekt;52663;"Schultz, Johann Karl [Künstler:in]";"Chor des Königsberger Domes mit dem Grabmal des Herzogs Albrecht von Preußen";"1834 [Datierung]";Malerei;"GK I 4140";"Bezeichnet links auf einer Platte des Bodenbelags: ""IOH CARL SCHULTZ/ICS 1834"" (ICS monogrammiert)";"Schloss Königsberg (KÖ-SCHL) - 1944 Schloss Rheinsberg";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/52663;"Boetticher, Friedrich von: Malerwerke des 19. Jahrhunderts; 4 Bde; Leipzig; 1891-1901 und erneut 1941, 24.Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 459-460"
Fundmeldung;Einzelobjekt;219990;"Rugendas, Georg Philipp (2) [Künstler:in]";"Reiter und Pferd";;Zeichnung;mü44790/92;"Pferd nach rechts, der Reiter dahinterstehend.";;2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/219990;
